Date,Reference Code,Transaction Type,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Total Amount,Total Currency,Method,Source,Destination,Cost Basis,Cost Basis Currency,Bitcoin Price Amount,Bitcoin Price Currency,Transaction ID,Recurring,Tag
2025-11-19 12:32:38,CDHBFWO4JY,Buy,50.00,USD,0.00054546,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91665.75,USD,,True,
2025-11-20 12:31:53,532LISUB74,Buy,50.00,USD,0.00054417,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91883.05,USD,,True,
2025-11-21 12:31:57,BB3JLZOAIU,Buy,50.00,USD,0.00061165,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,81746.10,USD,,True,
2025-11-22 12:32:43,FDL6YJ37TE,Buy,50.00,USD,0.00059618,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,83867.29,USD,,True,
2025-11-23 12:32:12,MFRZENTN2U,Buy,50.00,USD,0.00057512,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,86938.38,USD,,True,
2025-11-24 12:32:39,TZWL3BW774,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-11-24 12:32:39,7AMA7S2H7I,Buy,50.00,USD,0.00057871,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,86399.06,USD,,True,
2025-11-25 12:31:58,UAVNRO2OCY,Buy,50.00,USD,0.00056965,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87773.19,USD,,True,
2025-11-26 12:32:24,UNTIJM7M3M,Buy,50.00,USD,0.00057681,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,86683.66,USD,,True,
2025-11-27 01:30:09,VCE6J5GBHE,Send,0.00670091,BTC,,,0.00000846,BTC,0.00670937,BTC,On Chain,Bitcoin Balance,bc1qk5cmm7mjpcgs9kmf9yr7mjk3fmlrd33y20t3gw,600.00,USD,90676.20,USD,d5bd4cac35130e93f49ac28f8ea611017739b5dbf56ae3e07dc6bdb6e5f60d06,False,
2025-11-27 12:32:41,IHGEYAS4L4,Buy,50.00,USD,0.00054621,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91539.88,USD,,True,
2025-11-28 12:32:12,7GTILMY2TY,Buy,50.00,USD,0.00054527,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91697.69,USD,,True,
2025-11-29 12:32:43,56USUWGMXE,Buy,50.00,USD,0.00055042,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,90839.72,USD,,True,
2025-11-30 12:32:10,7GILNNMIUA,Buy,50.00,USD,0.0005465,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91491.31,USD,,True,
2025-12-01 10:29:10,6NTIWD5PLM,Interest Payout,,,0.00000857,BTC,,,0.00000857,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.74,USD,86581.09,USD,,False,Interest
2025-12-01 12:32:23,KH4KYCTJN4,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-12-01 12:32:23,MLXVANAIDY,Buy,50.00,USD,0.0005815,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,85984.52,USD,,True,
2025-12-02 12:32:13,FDA466VC2E,Buy,50.00,USD,0.00057032,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87670.08,USD,,True,
2025-12-03 12:32:24,BLELGZYGIQ,Buy,50.00,USD,0.00053771,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,92986.93,USD,,True,
2025-12-04 12:32:24,DD56G3TGYM,Buy,50.00,USD,0.00053711,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,93090.80,USD,,True,
2025-12-05 12:31:58,DQSO6TOSJA,Buy,50.00,USD,0.00054679,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,91442.78,USD,,True,
2025-12-06 12:32:21,4DCKP25DGI,Buy,50.00,USD,0.00055653,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89842.42,USD,,True,
2025-12-07 12:32:35,HN3GTM6UFA,Buy,50.00,USD,0.00055865,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89501.48,USD,,True,
2025-12-08 12:32:04,KSUOQ3DATU,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-12-08 12:32:04,EJZRQIBUUU,Buy,50.00,USD,0.00054263,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,92143.82,USD,,True,
2025-12-09 12:32:02,WN3Y3WPDEM,Buy,50.00,USD,0.00055088,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,90763.87,USD,,True,
2025-12-10 12:32:05,ZIZDQXBLGA,Buy,50.00,USD,0.0005419,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,92267.95,USD,,True,
2025-12-11 12:32:05,2XNL5NHMQY,Buy,50.00,USD,0.00055209,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,90564.94,USD,,True,
2025-12-12 12:32:06,T3R72KTIPE,Buy,50.00,USD,0.00054114,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,92397.53,USD,,True,
2025-12-13 12:32:04,NJWEIDHGOU,Buy,50.00,USD,0.00055171,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,90627.32,USD,,True,
2025-12-14 12:32:04,HFS6GQR5CU,Buy,50.00,USD,0.0005577,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89653.94,USD,,True,
2025-12-15 12:32:05,JYZS45CJ7Q,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-12-15 12:32:05,W66PNH6WXQ,Buy,50.00,USD,0.00055607,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89916.74,USD,,True,
2025-12-16 12:32:04,IUCPRSJUVE,Buy,50.00,USD,0.00057229,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87368.29,USD,,True,
2025-12-17 12:32:05,64EOVHUYZA,Buy,50.00,USD,0.00057316,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87235.68,USD,,True,
2025-12-18 12:32:04,UODQF57N4I,Buy,50.00,USD,0.00057162,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87470.70,USD,,True,
2025-12-19 12:32:05,7RPWAJUCGE,Buy,50.00,USD,0.0005671,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,88167.87,USD,,True,
2025-12-20 12:32:04,C4ZK6TIIK4,Buy,50.00,USD,0.00056566,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,88392.32,USD,,True,
2025-12-21 12:32:04,6GMJK2PW34,Buy,50.00,USD,0.00056131,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89077.34,USD,,True,
2025-12-22 12:32:07,6LOBIUCZ6E,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-12-22 12:32:07,VHPLCOHWQA,Buy,50.00,USD,0.00055241,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,90512.48,USD,,True,
2025-12-23 12:32:03,NKCQULGTWY,Buy,50.00,USD,0.00056919,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87844.13,USD,,True,
2025-12-24 12:32:06,ZCWINJXNFA,Buy,50.00,USD,0.00057147,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87493.66,USD,,True,
2025-12-25 12:32:04,ZQFLK6RHHE,Buy,50.00,USD,0.00056984,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87743.93,USD,,True,
2025-12-26 12:32:06,N3EU7HKNHU,Buy,50.00,USD,0.00056289,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,88827.30,USD,,True,
2025-12-27 12:32:04,A5O37NQJFA,Buy,50.00,USD,0.00057049,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87643.96,USD,,True,
2025-12-28 12:32:05,WQHJWV2CQA,Buy,50.00,USD,0.00056823,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87992.54,USD,,True,
2025-12-29 12:32:04,J6DRPUC5,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-12-29 12:32:04,F7FOXATOXY,Buy,50.00,USD,0.00057232,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,87363.71,USD,,True,
2025-12-30 12:32:03,VR3EFDTVHE,Buy,50.00,USD,0.00056719,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,88153.88,USD,,True,
2025-12-31 12:32:05,SAJCNFUD7Q,Buy,50.00,USD,0.00056116,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,89101.15,USD,,True,
