anime_id,title,score,rank,popularity,members,synopsis,start_date,end_date,type,episodes,image_url
2497,Shin Cutie Honey,6.64,6462,6420,12582,"Cosplay City is in danger when the evil Dolmeck shows up. Commanding his army of monsters, he plans on destroying everything. Only one person can stop this: Cutey Honey. After she is released from her dormancy, Honey Kisaragi becomes the multi-transformational android Cutey Honey. However, the least is expected when Honey is faced with an old enemy from the past: Panther Zora. (Source: AniDB)",1994-01-01,1995-01-01,OVA,8,https://cdn.myanimelist.net/images/anime/1133/94174.jpg
4054,Norimono Oukoku BuBu ChaCha,6.64,6450,14010,1259,"Bubu Chacha is about a dog who died due to a fateful accident and was resurrected as a toy car. Together, he and Randy learn many new things about the world and about friendship that never dies.",1999-01-01,1999-01-01,TV,26,https://cdn.myanimelist.net/images/anime/6/63221.jpg
10197,Nyanpire The Animation,6.64,6452,4555,29732,"When a handsome vampire finds a kitten on the verge of death, he cannot help but take pity on the poor creature and save its life the only way he knows how: by offering it some of his blood and granting it eternal life as a vampire cat. The kitten—now known as Nyanpire—does his best to acquire blood and other red substances for his consumption. At the same time, he must also manage the difficulties of being a household pet and keeping up with the other strange cats around the neighborhood. [Written by MAL Rewrite]",2011-01-01,2011-01-01,TV,12,https://cdn.myanimelist.net/images/anime/11/46147.jpg
44570,Xiong Bing Lian: Zhu Tian Jianglin,6.64,6472,17353,560,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,2019-01-01,2019-01-01,ONA,26,https://cdn.myanimelist.net/images/anime/1539/114403.jpg
14629,Starship Troopers: Invasion,6.64,6465,8317,6664,"A distant Federation outpost Fort Casey comes under attack by bugs. The team on the fast attack ship Alesia is assigned to help the Starship John A. Warden stationed in Fort Casey evacuate along with the survivors and bring military intelligence safely back to Earth. Carl Jenkins, now head of the Ministry of Paranormal Warfare, takes the starship on a clandestine mission before its rendezvous with the Alesia and goes missing in the nebula. Now, the battle-hardened troopers are charged with a rescue mission that may lead to a much more sinister consequence than they ever could have imagined... (Source: Amazon)",2012-01-01,2012-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1698/95973.jpg
17082,Aiura,6.64,6473,2461,91691,"As spring vacation comes to a close, a new school semester approaches. Deciding to make the most of the remaining holiday, Ayuko Uehara takes a stroll into her neighborhood and stops by a small cafe. However, her peaceful day is abruptly disturbed when a girl clumsily bumps into her. Left puzzled by the encounter, Ayuko is even more surprised when she meets them again as freshmen at the same high school she attends. Recognizing her from the store, the girls introduce themselves as Kanaka Amaya and Saki Iwasawa, and the three quickly become friends. As they go through their daily lives as high school girls, the trio's distinct personalities—Kanaka's happy-go-lucky attitude, Saki's tomboyish behavior, and Ayuko's easygoingness—are sure to make every mundane school day filled with silly and fun interactions. [Written by MAL Rewrite]",2013-01-01,2013-01-01,TV,12,https://cdn.myanimelist.net/images/anime/4/60699.jpg
2491,Touch: Sebangou no Nai Ace,6.64,6468,11119,2901,"Compilation movie of the first year of Touch timeline. Contains plot differences, added scenes and an alternate ending. (Source: Crunchyroll)",1986-01-01,1986-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/4/21457.jpg
5037,Terra e... (TV) Specials,6.64,6467,10937,3053,"Episode list: 1: Episode 00 - Pilot Movie 2: TYPE BLUE -the ORIGIN- 3: Epilogue Music video Coming Home to Terra isn't included in the entry as it doesn't contain any new scenes. Recap episode, also known as episode 6.5, is actually a fan-made picture drama; thus, it's also not included.",2007-01-01,2008-01-01,Special,3,https://cdn.myanimelist.net/images/anime/11/60717.jpg
60666,Aldnoah.Zero (Re+),6.64,6474,8598,6134,Compilation movie for Aldnoah.Zero .,2025-01-01,2025-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1090/148437.jpg
8092,Bakumatsu no Spasibo,6.64,6476,12499,1956,"In the middle of the 19th century, the Tokugawa Shogunate is on its last leg. With foreign powers arriving to establish relations with Japan, the isolationist nation is under immense pressure from both external and internal forces. After the U.S. Navy forcibly opens Japan's borders, the Japanese must contend with the arrival of the mighty Diana—a 52-gun frigate flying the colors of the Russian Empire. Japan has little resistance against such a vessel and must negotiate. Having recently concluded a treaty with the Americans, Toshiakira Kawaji is assigned to work out something similar with the Russians. But talks with the temperamental commander Yevfimy Vasilyevich Putyatin prove difficult. As the discussions drag on, disaster strikes: a massive earthquake hits Japan's coast, causing damage to Russians and Japanese alike—but perhaps the tragedy can be the catalyst in bringing the two nations together. [Written by MAL Rewrite]",1997-01-01,1997-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/11/71979.jpg
12745,Bari Bari Densetsu (1987),6.64,6478,9905,4157,"Gun Koma is an ordinary high schooler with an intense love of motorcycles and a need for speed. When one of his classmates invites him to be part of a four-hour race that could help him reach the big leagues, Gun seizes the opportunity. The only catch is that he will have to team up with his longtime street racing rival Hideyoshi Hijiri. The opportunity to race on a formal circuit is tempting, but he must steel himself and set aside his differences with Hideyoshi to claim the gold. [Written by MAL Rewrite]",1987-01-01,1987-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1589/134476.jpg
495,Bakuretsu Hunters,6.64,6477,4906,24980,"For as long as anyone can remember, the Spooner Continent has been under the dominion of ruthless sorcerers. Obeying no laws but their own, they see humans as nothing more than tools to fulfill their dark magical rituals. The rest of the terrified population can do little to resist their cruel overlords. Yet, even in the most trying times, hope persists. A small group of brave individuals has begun to fight back against this tyranny. In their quest for justice against the sorcerers who have gone too far, brothers Carrot and Marron Glace, sisters Tira and Chocolate Misu, and warrior Gateau Mocha travel across the land, challenging the sorcerers' reign and igniting flames of rebellion. [Written by MAL Rewrite]",1995-01-01,1996-01-01,TV,26,https://cdn.myanimelist.net/images/anime/1607/96463.jpg
2965,Suteki Tantei Labyrinth,6.64,6466,6777,11040,"In a forgotten town known as the old capital of Tokyo, strange and mysterious crimes are progressively occuring. These supernatural occurances are beyond comprehension and bring fear and terror to the people. Only one person is not intimidated by the evil underlying these occurances and is willing to challenge them: Hyuga Mayuki, a young boy detective who holds a special insight power that allows him to uncover the real truth behind these occurances. (Source: ANN)",2007-01-01,2008-01-01,TV,25,https://cdn.myanimelist.net/images/anime/2/17592.jpg
51726,Wangu Jian Shen (2022),6.64,6470,13691,1367,"In the world of Jiuyou, Shen Zhenyi, the third son of Abandoned Sword Villa, acquired the ancient martial arts ""Wan Zang Sword Sutra"", which attracted the coveted of martial arts in the world. The leader of the Demon Sect, Minyiren, fought with him for the sword, but the third son disappeared. A year later, Abandoned Sword Villa reopened the mountain gate, and Shen Zhenyi asked his disciples to teach the ""Wan Zang Sword Sutra"" in person! The rivers and lakes are shocked by it! Chu Huoluo, a female disciple of Lieyang Mansion, became Shen Zhenyi's apprentice by chance. As the master and apprentice broke the puzzle, the crisis was quietly approaching, and when the final conspiracy surfaced, all the reasons pointed to an ancient legend called ""Zhanyue Feixian"". (Source: Douban, translated)",2022-01-01,2023-01-01,ONA,26,https://cdn.myanimelist.net/images/anime/1174/128696.jpg
31147,Concrete Revolutio: Choujin Gensou,6.64,6482,2401,94745,"On a sunny July day in the 41st year of the Shinka Era, Jirou Hitoyoshi is tasked with covertly listening in on a secret meeting between a top government scientist and an industrial spy. However, his cover is blown, and the spy reveals himself to be an alien in disguise. Amidst the ensuing chaos, Jirou enlists the aid of cafe waitress and magical girl Kikko Hoshino, one of many ""superhumans"" who blend into society and secretly protect humanity from extraterrestrial threats. As a member of the government agency known as the Super Population Research Laboratory, Jirou has the dual task of protecting superhumans that defend humanity and disposing of any deemed too dangerous to live. Having proven herself a worthy ally, Kikko is invited to join the agency as its newest recruit. Fast forward five years: disapproval and distaste for superhumans are now commonplace in Tokyo. From government corruption and conflicting ideas of justice, to the morality of superhuman rights, the relationship between humans and the supernatural minority balances precariously in a world pervaded by whispers of unrest and unease. Under mysterious circumstances, Jirou has betrayed the agency, and is now a fugitive on the run. As he skulks through the rainy back alleys of Shinjuku, he is pursued by the very same superhumans that he himself once recruited. [Written by MAL Rewrite]",2015-01-01,2015-01-01,TV,13,https://cdn.myanimelist.net/images/anime/3/76143.jpg
1962,Chikyuu Bouei Kazoku,6.64,6481,10536,3428,"The Daichis are a family in danger of tearing itself apart. Dissatisfied and money obsessed mom Seiko has served wimpy and otaku dad Mamoru with divorce papers. Daughter Nozomi who has always been saddled with all the housework, feels pained that everyone is using her. The youngest albeit most foul mouthed, Dai is forced to watch all this as everything is going to pieces. However when the Galaxy Federation recruits the Daichis to combat alien threats to the wellbeing of the Earth, it will be a chance for the family to save the world and maybe themselves. (Source: ANN)",2001-01-01,2001-01-01,TV,13,https://cdn.myanimelist.net/images/anime/1711/94083.jpg
57520,Xiao Lu He Xiao Lan 4th Season,6.64,6471,15415,869,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,2023-01-01,2024-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1655/150230.jpg
1599,Eat-Man '98,6.64,6485,8000,7322,"The continuing adventures of Bolt Crank, the World's Greatest Mercenary, who has the ability to eat any object, mostly metal and weapons. When the time comes, Bolt can then reproduce those weapons and items in his right hand. (Source: ANN)",1998-01-01,1998-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1999/146926.jpg
2629,Doraemon and Itchy the Stray,6.64,6484,12228,2114,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,1987-01-01,1987-01-01,Special,1,https://cdn.myanimelist.net/images/anime/12/57845.jpg
37433,Wakaokami wa Shougakusei!,6.64,6469,7618,8311,"12-year-old Oriko Seki, who lost her parents in a car accident, ended up living in her grandmother's Onsen Ryokan ""Haru no Ya."" With the ghost ""Uribou"" cohabitating with her and all the other odds, she ended up training to be a young female innkeeper. At first, she didn't like the training, but gradually felt her admiration for her title and began to train seriously. Thus, the growth of the young warrior Oriko begins. (Source: MAL News)",2018-01-01,2018-01-01,TV,24,https://cdn.myanimelist.net/images/anime/1825/94402.jpg
54145,Cardfight!! Vanguard: Divinez Deluxe Kesshou-hen,6.64,6480,12483,1964,Ninth season of Cardfight!! Vanguard: D Series.,2025-01-01,2025-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1878/150315.jpg
6069,Gregory Horror Show,6.64,6489,9316,4999,"The first series is a set of 25 stories about a male businessman arriving at the hotel after taking a train home from work. He encounters the mysterious owner of the hotel, an old mouse known as Gregory, who suggests that he stay a while. Soon, the man becomes drawn into a bizarre series of events taking place within Gregory House as he tries desperately to escape from this bizarre purgatory. (Source: Wikipedia)",1999-01-01,2000-01-01,TV,25,https://cdn.myanimelist.net/images/anime/1811/103252.jpg
55997,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu",6.64,6490,1845,137937,"Alina Clover becomes an adventurers' guild receptionist, believing that—unlike the adventurers who risk their lives every day to conquer dungeons—she will enjoy a safe and comfortable career with plenty of benefits. She hates overtime work more than anything, longing for the day when she can finally clock out on time. Sadly, that day has yet to come, as she must constantly trudge through piles upon piles of paperwork. To make matters worse, when adventurers take too long to subjugate a dungeon boss, the backlog only grows, forcing Alina into even more overtime. Whenever her patience runs thin, she dons a disguise and takes care of the boss herself, soon gaining infamy as the enigmatic ""Executioner."" Alina has managed to keep this secret for two years—until she finishes off a boss assigned to the high-ranking party Silver Sword. Unfortunately for her, the party's eagle-eyed leader, Jade Scrade, deduces her identity, jeopardizing the receptionist's dream of a carefree life. [Written by MAL Rewrite]",2025-01-01,2025-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1904/144608.jpg
2055,Coo: Tooi Umi kara Kita Coo,6.64,6483,10402,3550,"Obata Yousuke lives on Pagopago in the Fiji archipelago with his father Tetsuo, a specialist in oceanographic biology. After a storm strikes the island, Yousuke rides to the lagoon with his Jet Ski and finds a strange baby dinosaur there. He takes it to his father's laboratory and names it Coo. Coo grows and seems to be a large marine reptile (a baby plesiosaur) which lived there some 65 million years ago. But Coo soon becomes an object of interest for the French secret service, assigned to protect the nuclear interests of France in that otherwise peaceful part of the world. (Source: AniDB)",1993-01-01,1993-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/2/49723.jpg
42074,Gon (Movie),6.64,6488,14874,1008,"When Gon, a playful orphaned fox, finds that young Hyoju has lost his mother, he tries to comfort him and makes amends for his own earlier mischief by secretly bringing small gifts to the boy every day. But Hyoju doesn't realize who is behind the anonymous gifts, and the two are headed for a heartbreaking climax. (Source: Official Site)",2020-01-01,2020-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1194/107736.jpg
28351,Hikari no Megami,6.64,6493,7762,7883,"The legendary hero of Hyrule, Link, is caught in a heated clash with the young angel Pit in Skyworld. Unknown to Link, a spectator from far above is surprised by his fighting prowess. Wishing to join the battle, the Goddess of Light, Palutena, gets ready for her divine intervention. [Written by MAL Rewrite]",2014-01-01,2014-01-01,Special,1,https://cdn.myanimelist.net/images/anime/10/76940.jpg
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,6.64,6487,7844,7680,"Haruhiko, Riko, Yukari, Chisa and Rinka are trying to help Kirino save her family's inn from bankruptcy due to their newest rival, Hotel Moonstone. As a result, they decided that creating high-class cuisine was the best method in order to help the Konosaka Inn attract customers. However, in the process of creating this high-class cuisine Yukari, Chisa and Rinka mysteriously and instantaneously develop overpowering feelings towards Haruhiko and end up vigorously competing for him. Unfortunately, for Haruhiko this harem contains mixes of both heaven and hell.",2007-01-01,2007-01-01,Special,1,https://cdn.myanimelist.net/images/anime/13/25446.jpg
1898,Hikari to Mizu no Daphne Specials,6.64,6494,10230,3753,"Two bonus episodes that take place during the course of the series, approximately halfway through it seems. They are entitled 'Everything you always wanted to know about Nereids (but were afraid to ask)' and 'Heaven can wait for Maia Mizuki'. These stories are more lighthearted and comedic in tone, bordering on silly.",2004-01-01,2004-01-01,Special,2,https://cdn.myanimelist.net/images/anime/10/44073.jpg
48829,Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,6.64,6496,11553,2564,Kogitsune tells Nyanko-sensei the meanings of different flowers and assembles a bouquet as a gift for Natsume.,2021-01-01,2021-01-01,ONA,1,https://cdn.myanimelist.net/images/anime/1913/114611.jpg
39674,Gundam vs Hello Kitty,6.64,6491,7712,8026,"While preparing for a tea party, Hello Kitty receives a distress signal from Haro. She travels to the Universal Century timeline to help Amuro Ray and the Gundam end the One Year War. Cross-promotion to commemorate the 40th anniversary of Gundam and the 45th anniversary of Hello Kitty. (Source: ANN)",2019-01-01,2020-01-01,ONA,3,https://cdn.myanimelist.net/images/anime/1466/100431.jpg
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.64,6486,3971,39598,"Written by Kinoko Nasu, these specials are included in the BD box sets I & II. Join Irisviel as she helps Disciple No. Zero understand more details and history relating to the Holy Grail War.",2012-01-01,2012-01-01,Special,6,https://cdn.myanimelist.net/images/anime/4/64273.jpg
34834,Hina Logi: From Luck & Logic,6.64,6495,4375,32289,"Liones Yelistratova, a pure princess from a small country, enters a school in Hokkaido on a spring day. The school is a specialized educational institution operated by ALCA to train Logicalists, who maintain world peace. Liones enters class S, where she meets many classmates with unique personalities, like Nina. A lively and cute everyday life begins now. (Source: MAL News)",2017-01-01,2017-01-01,TV,12,https://cdn.myanimelist.net/images/anime/11/86576.jpg
20543,Bayonetta: Bloody Fate,6.64,6479,3228,57390,"Driven to recover her memories after waking in a coffin at the bottom of a lake 20 years ago, Bayonetta hunts down the forces of Heaven day and night in search of clues to her forgotten past, and to uphold her pact with the demonic forces she draws her powers from as an Umbra Witch. She is armed and guided by the mysterious bartender and weapon-smith, Rodin, and following her every footstep is the intrepid journalist, Luka Redgrave, who believes that she has something to do with the death of his father and will stop at nothing to get the truth. Her quest takes a promising turn when she encounters a little girl named Cereza, but standing in her way is a rival Umbra Witch named Jeanne, who works for the very forces that she should be opposing. Bayonetta: Bloody Fate is an action-packed anime film that explores the connection between all of characters and works to unravel just how they are seemingly entwined in a conspiracy that eclipses them all.",2013-01-01,2013-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1243/113390.jpg
797,Hanaukyou Maid-tai OVA,6.64,6492,6932,10481,"In this three-episode OVA, Taro learns more about Cynthia`s life as herself and her alter-ego Grace. He also undergoes training with his bodyguard Konoe. And finally, Ikuyo dupes Taro in spending a whole day disguised as a maid. (Source: ANN)",2001-01-01,2001-01-01,OVA,3,https://cdn.myanimelist.net/images/anime/1573/119819.jpg
3081,Attacker You!,6.64,6475,7497,8663,"Attacker You! is the story of ambitious and energetic 13-year-old junior high schoolgirl You Hazuki (variously known as ""Mila,"" ""Jeanne"" or ""Juana"" in Western dubbed versions of the anime), who moves to Tokyo from Osaka to live with her father Toshihiko, a cameraman recently returned from Peru, and attend school. You's mother is not in the picture, having left when You was very young. Also living with You and her father is her younger brother Sunny, who is very attached to his older sister and tends to follow her everywhere she goes, including to school and to her volleyball matches. You is also curious about Kyushi Tajima, the pretty blonde woman whom she sees covering volleyball games on television, and about why her father becomes very angry whenever You mentions her. You is passionate about volleyball and dreams of one day being a part of Japan's national women's volleyball team in the 1988 Seoul Olympics. She joins her school's girls' volleyball team and quickly becomes one of the top players, although her coach (who is also her homeroom teacher) is brutal and literally slaps his players around when they don't live up to his expectations. You begins a tumultuous friendship with former school volleyball champ and former arch-rival Nami Hayase (French name: ""Peggy""), which comes to a head when the two girls join opposing professional teams. She also develops a crush on So Takiki, the captain of the Hikawa boys' volleyball team (known as ""Shiro,"" ""Serge"" or ""Sergio"" in various Western versions), and puts as much effort into trying to win his heart as she does into her game.",1984-01-01,1985-01-01,TV,58,https://cdn.myanimelist.net/images/anime/11/85676.jpg
2255,Choujuu Kishin Dancougar,6.63,6504,8382,6556,"Emperor Muge Zarbados and his Empire of Death decide that their next conquest will be the faraway planet of Earth. Muge becomes even more fearsome because of Shapiro Keats, a power-hungry Earthling-turned-traitor. It's up to Shinobu, Sara (Shapiro's old girlfriend), Masato, and Ryo of the Jyusenkitai/Cyber Beast Force to pilot the four Jyusenki/Beast Mecha (Eagle Fighter, Land Cougar, Land Liger, and Big Moth [a mammoth mecha]), which can combine into the giant mech Dancougar. (Source: ANN)",1985-01-01,1985-01-01,TV,38,https://cdn.myanimelist.net/images/anime/5/30451.jpg
28391,Ao no Kanata no Four Rhythm,6.63,6498,1682,154813,"With the invention of anti-gravitational shoes known as Grav-Shoes, the ability to fly freely has become an everyday experience for the people inhabiting a four-island archipelago south of Japan. This invention has brought the people new ways of living and also a new sport known as ""Flying Circus,"" where participants gain points by either touching floating buoys or their opponent's back. The gullible and clumsy Asuka Kurashina, newly transferred to Kunahama High School, enters this world of flight unknowingly when she is able to pull off a difficult maneuver the first time she participates in a Flying Circus match. Eventually, this leads her to join her school’s Flying Circus club. Led by their coach, Masaya Hinata, their members consist of the experienced Misaki Tobisawa and her overprotective friend, Mashiro Arisaka. Ao no Kanata no Four Rhythm follows this rookie group soaring high above the skies and toward their dreams, armed only with their unwavering passion against an uncertain future. [Written by MAL Rewrite]",2016-01-01,2016-01-01,TV,12,https://cdn.myanimelist.net/images/anime/9/77839.jpg
2131,Bokusatsu Tenshi Dokuro-chan 2,6.63,6501,2132,114553,"Only more bizarre, troublesome, and funny adventures await Sakura Kusakabe as he continues living with the angel sisters Dokuro and Zakuro Mitsukai. More angels, including the polite Sabato Mihashigo and the quirky Zansu, show up to join in on the crazy situations. More often than not, their antics lead to Dokuro and her trusty Excalibolg killing Sakura, turning him into a bloody pulp. [Written by MAL Rewrite]",2007-01-01,2007-01-01,OVA,2,https://cdn.myanimelist.net/images/anime/7/14709.jpg
35883,Cinderella Girls Gekijou 2nd Season,6.63,6506,7065,10052,The second season of Cinderella Girls Gekijou .,2017-01-01,2017-01-01,TV,13,https://cdn.myanimelist.net/images/anime/6/89788.jpg
41439,Beyblade Burst Sparking,6.63,6500,7509,8611,"One year after the events of Beyblade Burst GT, brothers Hikaru, and Hyuga witness the power of Superking/Sparking evolutions of Valkyrie, Ragnaruk, and Satan. The three beys radiate a power that was not even dreamable, due to their bladers pulling off a sparking launch. Hyuga and Hikaru get inspired to make their own sparking beys, Hyperion and Helios, and compete with the legendary bladers, training to best the top ranked bladers to ever touch the stadium. Prepared to do whatever it takes to become the best, they head across the globe to challenge the best to ever let it rip, in an effort to become stronger, and battle all of the top bladers that were able to make their mark in the stadium. (Source: Wikipedia)",2020-01-01,2021-01-01,ONA,52,https://cdn.myanimelist.net/images/anime/1332/106530.jpg
956,Daikuu Maryuu Gaiking,6.63,6508,10652,3307,"Earth is still in danger: aliens from planet Zeraz are willing to invade our planet because theirs is being swallowed by a Black Hole. Led by Great Darius and his four generals, they begin seeding death and destruction. When an ESP warrior is killed by aliens, professor Hi-Tech understands the danger and builds the huge Space Dragon (Daiku Maryuu) piloted by Pete, and the gint robot Gaiking whose pilot is Sanshiro Shiwobuki, an ex-baseball player. Daiku Maryuu is a big dragon shaped spaceship and his head is the Gaiking torso. When the Gaiking enters the action, Daiku Maryuu launches other Gaiking's components and then it re-unite neck with tail, becoming unbreakable. The story chronicled the battle between the crew of the semi-transformable carrier Daikuu Maryuu and the Super Mecha Gaiking against an invading race of aliens from the planet Zela, whose home planet is facing destruction by a black hole. The robot Gaiking was piloted by a baseball star named Sanshiro Tsuwabuki (Sanshiro's name was changed to Aries Astonopolis for the English version of the show with the carrier being called the ""Great Space Dragon"", a literal translation of ""Daikuu Maryuu"". Gaiking was notable for being one of the few super robot series to take place in real places outside of Japan, and for being the first Super Robot series to have a mobile carrier for the chief robots. (Source: ANN)",1976-01-01,1977-01-01,TV,44,https://cdn.myanimelist.net/images/anime/1196/134634.jpg
234,Dan Doh!!,6.63,6509,9222,5155,"Dandoh was playing a baseball game with friends Yuka and Kohei and hits a wild fly ball which crashes into the principal's potted plants. Rather than getting mad, the principal admires Dandoh's swing and introduces him to the world of golf. It's now an adventure in golf as Dandoh is under the watchful eye of a former pro-golfer. They enter a tournament together and play for a shot at the national championships. (Source: ANN)",2004-01-01,2004-01-01,TV,26,https://cdn.myanimelist.net/images/anime/3/15231.jpg
2703,Chousoku Spinner,6.63,6505,8291,6702,"Despite being talented in various sports, Shunichi Domoto is not passionate about any of them in particular—that is, until he discovers the world of competitive yo-yo. It all begins when Shunichi's friend, Beso Kimura, loses his yo-yo in a duel against the school bully, Benkei Musashimaru. Albeit inexperienced, Shunichi eventually agrees to help Beso retrieve his yo-yo. After practicing for three days, Shunichi challenges and unexpectedly defeats the relatively skilled Benkei. Shunichi's win instills the belief that the yo-yo is easy to master, and that he is ultimately able to easily master anything he puts his mind to. However, after losing to the exceptionally gifted yo-yo player Seito Hojoin, Shinichi finds his ego shattered. As the humiliating loss ignites a spark in Shunichi, he decides to surpass Seito in Japan's national Yo-yo Championship! [Written by MAL Rewrite]",1998-01-01,1999-01-01,TV,22,https://cdn.myanimelist.net/images/anime/1226/119140.jpg
3690,Chou Hatsumei Boy Kanipan,6.63,6503,12957,1676,"Cho Hatsumei Boy Kanipan is a continued story from Hatsumei Boy Kanipan. Kanipan is now a teenager, and still a famous inventor. But one day, a mysterious ship fell from the sky and crashed at a beach. Inside was a female humanoid that has forgotten all about herself. It is up to Kanipan to revive the humanoid's memory, and he accidentally discover that his planet is in great danger as he strived. (Source: ANN)",1999-01-01,1999-01-01,TV,21,https://cdn.myanimelist.net/images/anime/1778/133523.jpg
33566,Baki: Most Evil Death Row Convicts Special Anime,6.63,6499,5020,23567,"As if bound by fate, five of the world’s most dangerous convicts escape from their respective prisons and converge at Mitsunari Tokugawa’s coliseum, where they seek but one thing: the taste of defeat. It is then Mitsunari who presents them with what they all desire—17-year-old Baki Hanma, the winner of the ""most historic tournament ever,"" along with four other hand-selected opponents. On the spot, it is decided that a five-versus-five battle will ensue between the fighters. The combat can take place anytime, anywhere, and without any restrictions. With each contender hellbent on gauging their strength against a worthy adversary, a unique no-holds-barred, out-of-the-ring tournament erupts in the heart of Tokyo. [Written by MAL Rewrite]",2016-01-01,2016-01-01,OVA,1,https://cdn.myanimelist.net/images/anime/7/82055.jpg
48777,Build Divide: Code White,6.63,6502,5092,22745,Second season of Build Divide .,2022-01-01,2022-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1194/121459.jpg
1757,Di Gi Charat Christmas Special,6.63,6510,9329,4961,The Christmas Special aired in December 2000 and featured Piyoko again attempting to capture Dejiko by inviting all the characters on a cruise. (Source: Wikipedia),2000-01-01,2000-01-01,Special,1,https://cdn.myanimelist.net/images/anime/1348/95892.jpg
2814,Dondon Dommel to Ron,6.63,6513,13946,1278,"Dommel is a lazy dog who does nothing more than eating and sleeping. His owner, Semafoor, is an inventor of the strangest things you could imagine. Together this becomes a mix for some funny events. (Source: ANN)",1988-01-01,1989-01-01,TV,52,https://cdn.myanimelist.net/images/anime/8/3880.jpg
33069,Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,6.63,6512,5449,19243,An unaired episode released with the sixth BD volume.,2016-01-01,2016-01-01,Special,1,https://cdn.myanimelist.net/images/anime/8/79605.jpg
25907,Glass no Hana to Kowasu Sekai,6.63,6517,4311,33583,"Dual and Dorothy, faithful computer antivirus programs, monitor and constantly scan for corruptions in the simulated worlds of the Box of Wisdom. Whenever a virus is detected, it—and in many cases the entire world as well—is forcibly purged. This routine occurs every day without change, until the deletion of a particularly large virus cluster reveals an unknown program—calling herself Remo—with no memory of her function. She offers a fresh perspective into the monotony of Dual and Dorothy's lives as her influence causes the two programs to realize that there is more to life than just their mission. No longer spending their time only watching over the worlds, the three girls start truly experiencing them. As they explore digitally recreated cities and landscapes, Dual and Dorothy develop a special appreciation for what they have, all while searching for clues regarding Remo's forgotten purpose. [Written by MAL Rewrite]",2016-01-01,2016-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/11/77289.jpg
23137,Girls & Panzer Heartful Tank Disc Picture Drama,6.63,6516,8594,6141,"Picture drama episodes bundled with the Girls & Panzer ""Heartful Tank Disc.""",2013-01-01,2013-01-01,Special,4,https://cdn.myanimelist.net/images/anime/2/62195.jpg
2696,Crusher Joe OVA,6.63,6507,9556,4614,"The galaxy is a strange and dangerous place, and there are times when even the United Space Force can`t help. That`s where the Crushers come in - skilled troubleshooters who will deal with any problem, large or small, for a fee (large only!) And there is no better Crusher than Crusher Joe! (Source: AniDB)",1989-01-01,1989-01-01,OVA,2,https://cdn.myanimelist.net/images/anime/3/18788.jpg
3037,GS Mikami: Gokuraku Daisakusen!!,6.63,6520,9808,4292,"Her name is Mikami and she is a Ghost Sweeper by profession. She's also the sexiest exorcist/bounty hunter you will ever meet! When an evil vampire sorcerer returns to Tokyo after a 100-year absence, Mikami is hired to track him and his menacing assistant down before they take over the city.",1994-01-01,1994-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/11/49257.jpg
12481,Gregory Horror Show: The Second Guest,6.63,6519,12022,2249,"The second series, The Second Guest is similarly set with 25 stories, except this time the main victim is a woman who has just taken a taxi home from her best friend's wedding ceremony. (Source: AniDB)",2000-01-01,2000-01-01,TV,25,https://cdn.myanimelist.net/images/anime/1996/110051.jpg
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,6.63,6522,8129,7025,"With the help of the combination of many different magic, Jun gets turned into an actual girl.",2007-01-01,2007-01-01,OVA,1,https://cdn.myanimelist.net/images/anime/1744/116808.jpg
6882,Hatsukoi Limited.: Gentei Shoujo,6.63,6523,5595,17957,"Andou Soako, a high school girl and a 'Mega-klutz' as she thinks herself to be is about to be late for school yet again, for nine straight days! She rushes out from her home and runs out to make up for the lost time when she suddenly realizes that her breasts are wobbling much more than usual and she has a feeling of a gentle breeze under her skirt...",2009-01-01,2009-01-01,Special,6,https://cdn.myanimelist.net/images/anime/2/15991.jpg
