Sample,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Acid digest T (°C),Temperature,Acid correction factor,Reference
PKellD13917A-Pos5r1,2.55 ,-4.59 ,26.176 ,0.479 ,90,34.60 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
PKellD13917A-Pos5r2,2.48 ,-4.57 ,26.194 ,0.535 ,90,15.40 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
PKellD13917A-Pos5r3,2.69 ,-4.69 ,26.074 ,0.536 ,90,15.30 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
PKellD13917A-Pos6r1,2.38 ,-4.15 ,26.634 ,0.487 ,90,31.60 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
PKellD13917A-Pos6r2,2.48 ,-4.25 ,26.533 ,0.480 ,90,34.30 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
PKellD13917A-Pos6r3,2.40 ,-4.21 ,26.567 ,0.473 ,90,36.90 ,0.088,"Hoffman, J.J., Petersen, S.V., Jones, M.M., 2025. Traditional and clumped isotope oyster sclerochronology: Implications for sub-annual temperature and water chemistry variation in the Western Interior Seaway during the mid-Cretaceous Thermal Maximum. Palaeogeography, Palaeoclimatology, Palaeoecology 664, 112778-112778."
21TY222-1-R1,-0.46 ,-11.53 ,,0.582 ,90,29.00 ,0.088,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY222-1-R2,-0.46 ,-11.54 ,,0.568 ,90,34.10 ,0.088,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY222-1-R3,-0.47 ,-11.54 ,,0.559 ,90,37.40 ,0.088,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
22TY222-2-R1,-0.31 ,-10.98 ,,0.573 ,90,37.00 ,0.076,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY222-2-R2,-0.33 ,-11.01 ,,0.569 ,90,38.50 ,0.075,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY222-2-R3,-0.32 ,-10.99 ,,0.568 ,90,38.90 ,0.075,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY222-2-R4,-0.32 ,-11.00 ,,0.572 ,90,37.40 ,0.076,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY219-R1,-0.39 ,-11.04 ,,0.573 ,90,37.00 ,0.076,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY219-R2,-0.39 ,-11.03 ,,0.567 ,90,39.30 ,0.075,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
21TY219-R3,-0.39 ,-10.99 ,,0.587 ,90,31.70 ,0.076,"Zhao, C., Ding, L., Xiong, Z., Spicer, R.A., Cai, F., He, S., Wang, C., Ding, W., Li, J., Wang, H., Yin, Z., Xu, X., Xie, J., Yue, Y., Zeng, D., Kaveh-Firouz, A., 2025. The raising and westward expansion of central Tibet. National Science Review."
NM140819-1A_1,-6.02 ,21.54 ,,0.647 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1A_2,-6.03 ,21.41 ,,0.661 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1A_3,-6.33 ,21.58 ,,0.643 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1A_4,-6.33 ,21.45 ,,0.640 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1B_1,-3.05 ,24.75 ,,0.616 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1B_2,-3.09 ,24.64 ,,0.622 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1B_3,-3.34 ,24.85 ,,0.608 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1B_4,-3.32 ,24.73 ,,0.609 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1E_1,-3.06 ,25.91 ,,0.643 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1E_2,-3.04 ,25.83 ,,0.656 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1E_3,-3.30 ,25.98 ,,0.729 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1E_4,-3.39 ,25.94 ,,0.628 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1F_1,-4.11 ,23.29 ,,0.657 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1F_2,-4.13 ,23.18 ,,0.693 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1F_3,-4.34 ,23.43 ,,0.645 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1F_4,-4.20 ,23.69 ,,0.665 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1G_1,-2.22 ,25.23 ,,0.642 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1G_2,-2.25 ,25.11 ,,0.649 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1G_3,-2.70 ,25.12 ,,0.627 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1G_4,-2.72 ,25.01 ,,0.656 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1H_1,-2.68 ,25.43 ,,0.672 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1H_2,-2.70 ,25.29 ,,0.659 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1H_3,-3.13 ,25.09 ,,0.628 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140819-1H_4,-2.93 ,25.50 ,,0.645 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1C_1,-3.95 ,20.16 ,,0.686 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1C_2,-3.91 ,20.13 ,,0.692 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1C_3,-4.18 ,20.10 ,,0.642 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1C_4,-4.16 ,20.26 ,,0.636 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1H_1,-4.12 ,20.10 ,,0.642 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1H_2,-4.12 ,20.03 ,,0.643 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1H_3,-4.37 ,20.11 ,,0.759 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1H_4,-4.39 ,20.07 ,,0.640 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1J_1,-5.44 ,19.62 ,,0.639 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1J_2,-5.41 ,19.49 ,,0.652 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1J_3,-5.66 ,19.54 ,,0.658 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
NM140622-1J_4,-5.64 ,19.59 ,,0.658 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1A_1,-1.76 ,22.95 ,,0.666 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1A_2,-1.76 ,22.89 ,,0.663 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1A_3,-1.95 ,22.99 ,,0.635 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1A_4,-1.94 ,23.25 ,,0.578 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1B-2_1,-2.79 ,23.68 ,,0.636 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1B-2_2,-2.78 ,23.58 ,,0.648 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1B-2_3,-2.98 ,23.72 ,,0.642 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
UR-1-20151017-1B-2_4,-3.04 ,23.80 ,,0.644 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA-3-3A_1,-3.83 ,22.78 ,,0.634 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA-3-3A_3,-3.35 ,22.07 ,,0.612 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA-3-3A_4,-3.50 ,21.99 ,,0.611 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA-3-3A_5,-3.34 ,21.98 ,,0.622 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-3B_1,-3.51 ,21.64 ,,0.647 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-3B_2,-3.61 ,21.55 ,,0.624 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-3B_3,-3.63 ,21.52 ,,0.624 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1A_1,-4.90 ,20.48 ,,0.612 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1A_2,-4.88 ,20.50 ,,0.672 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1A_3,-4.93 ,20.34 ,,0.615 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1B_1,-5.22 ,20.42 ,,0.647 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1B_2,-5.20 ,20.37 ,,0.633 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
PA3-1B_3,-5.22 ,20.35 ,,0.620 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01A_1,-4.39 ,21.60 ,,0.603 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
ZP-01A_2,-4.32 ,21.56 ,,0.641 ,90,,,"Hudson, A.M., Kelson, J.R., Paces, J.B., Ruleman, C.A., Huntington, K.W., Schauer, A.J., 2024. Clumped Isotopes Record a Glacial-Interglacial Shift in Seasonality of Soil Carbonate Accumulation in the San Luis Valley, Southern Rocky Mountains, USA. Geochemistry Geophysics Geosystems 25."
