#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
3354,claim,1336889552,11,someone learned  on social media a claim that a man once set a record by putting on over 260 t-shirts,not verified,active,107122,21626,5504,2,1
3355,claim,3086995018,58,someone learned  on social media a claim that lemurs were previously the size of gorillas,not verified,banned,44910,25719,4285,199,0
3356,claim,3652269212,39,someone learned  on social media a claim that the queens in ant colonies live for around 30 years,not verified,active,569909,147273,56247,1853,61
3357,claim,2715464577,42,someone learned  on social media a claim that you can fit about 400 grapevines in one acre of land,not verified,under review,364295,181090,63593,1165,5
3358,claim,1294296862,11,someone learned  in a discussion board that new elements have been discovered outside the periodic table,not verified,under review,102670,38375,11775,352,16
3359,claim,7290996108,21,someone learned  in a discussion board that canada has the most lakes in the world,not verified,active,475409,155361,6109,3874,1364
3360,claim,2786142381,48,someone learned  in a discussion board that 90% of goods are shipped by ocean freight,not verified,under review,80271,10418,4022,136,19
3361,claim,2662375316,33,someone learned  in a discussion board that 1 billion cars are currently in use around the world,not verified,active,838864,14093,727,65,35
3362,claim,8970295680,11,someone learned  in a discussion board that the average car contains over 30000 unique parts,not verified,under review,538352,156421,33029,2604,1108
3363,claim,5956677494,60,someone learned  in a discussion board that windshield wipers were invented in 1905,not verified,active,714010,160992,59762,1586,279
3364,claim,9877879068,56,"someone learned  in a discussion board that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,under review,300840,46275,9014,595,349
3365,claim,8079088282,49,someone learned  in a discussion board that it would take a 50 petabyte drive to store every written work ever created,not verified,under review,682636,71986,25919,1755,174
3366,claim,4427254077,19,someone learned  in a discussion board that india’s trains transport roughly 23 million passengers each day,not verified,active,878463,446401,139664,5604,969
3367,claim,2795254964,9,someone learned  in a discussion board that the busiest airport in the world is in the united states,not verified,active,166029,8742,3161,1,1
3368,claim,1330305318,51,someone learned  in a discussion board that one-third of the world’s airports are located in the u.s.,not verified,active,332456,5345,599,61,19
3369,claim,6534175042,29,someone learned  in a discussion board that the hummingbird is the only bird that can fly backwards,not verified,under review,120417,61278,12357,1193,504
3370,claim,1907162731,27,someone learned  in a discussion board that the hottest planet in our solar system is venus.,not verified,under review,765442,159653,946,471,165
3371,claim,3657929893,32,someone learned  in a discussion board that 5 dwarf planets are recognized in the solar system,not verified,under review,736960,47239,12397,712,258
3372,claim,9324610957,41,someone learned  in a discussion board that neptune’s winds are the fastest in the solar system,not verified,active,606408,155479,7932,1026,614
3373,claim,7430806055,50,someone learned  in a discussion board that it is illegal to waste food in french supermarkets,not verified,active,551602,143492,39678,3505,2292
3374,claim,1960406846,37,someone learned  in a discussion board that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,398745,86694,20854,1497,717
3375,claim,6884645550,36,someone learned  in a discussion board that the scottish were the first people to fry chicken,not verified,active,464155,203136,67329,3383,2061
3376,claim,4535197010,43,someone learned  in a discussion board that typing keyboards were previously arranged alphabetically,not verified,banned,750689,281778,89360,6122,2661
3377,claim,3624849374,15,someone learned  in a discussion board that ancient egyptians slept on pillows made of stone,not verified,active,366987,161713,41503,1758,842
3378,claim,4490697143,45,"someone learned  in a discussion board that cows have ""best friends"" and will get stressed when separated",not verified,active,635234,80200,31082,1909,465
3379,claim,8173909471,26,someone learned  in a discussion board that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,banned,265495,145480,1508,2551,145
3380,claim,6002818540,9,someone learned  in a discussion board that humans have jumped further than horses in the olympics,not verified,under review,254482,17076,3797,361,160
3381,claim,4222224385,24,someone learned  in a discussion board that the french scrabble world champion winner doesn’t speak french,not verified,banned,521533,255921,56037,1425,704
3382,claim,4263024835,10,someone learned  in a discussion board that the eye of an ostrich is bigger than its brain,not verified,banned,698621,217238,85495,850,53
3383,claim,6698469585,35,someone learned  in a discussion board that buttermilk does not contain any butter,not verified,active,436770,70187,9776,1599,512
3384,claim,5038592204,35,someone learned  in a discussion board that the world’s largest pyramid cannot be found in egypt,not verified,active,70604,20880,6705,306,59
3385,claim,4571564800,28,someone learned  in a discussion board that more people speak english as their second language than those who use it as their primary language,not verified,active,247353,141467,28160,2474,254
3386,claim,5373646084,54,someone learned  in a discussion board that cats can't taste sweet flavors,not verified,active,295511,164680,60870,1358,156
3387,claim,3548672882,52,someone learned  in a discussion board that bananas get their curved shape by growing towards the sun,not verified,active,481722,112096,9036,2611,688
3388,claim,6100475777,18,someone learned  in a discussion board that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,670293,271391,27696,2412,1163
3389,claim,6655150071,30,someone learned  in a discussion board that ravens are always aware when someone is watching them,not verified,active,821039,36924,3432,440,145
3390,claim,8089257043,17,someone learned  in a discussion board that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,23704,12538,4095,174,74
3391,claim,2460110649,55,"someone learned  in a discussion board that every three seconds, there is a birth taking place somewhere in the world",not verified,active,269841,9205,1376,146,11
3392,claim,1966898584,10,someone learned  in a discussion board that a pineapple plant can only produce one pineapple a year,not verified,active,85060,44724,7596,167,109
3393,claim,4600518568,6,someone learned  in a discussion board a claim that nucelear fission is now being used to produce electricity,not verified,active,807585,100066,13921,144,16
3394,claim,8474837097,24,someone learned  in a discussion board a claim that dubai is an island created by humans,not verified,active,183648,19936,6054,387,195
3395,claim,3582101433,11,someone learned  in a discussion board a claim that yellowstone national park is home to a supervolcano,not verified,active,318930,140910,18849,1743,170
3396,claim,2982433944,16,someone learned  in a discussion board a claim that most car horns honk in the key of f,not verified,active,150177,84605,26723,738,483
3397,claim,3541516650,35,someone learned  in a discussion board a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,banned,548681,294747,82700,6552,4128
3398,claim,1556010198,20,someone learned  in a discussion board a claim that the earliest playable recording of a person singing was recorded in 1860,not verified,active,489221,182816,5822,898,514
3399,claim,2657532533,27,"someone learned  in a discussion board a claim that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,206307,101347,13803,1677,4
3400,claim,7087493634,17,"someone learned  in a discussion board a claim that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,533874,350811,1302,5420,2161
3401,claim,5674223238,33,"someone learned  in a discussion board a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,under review,981988,227873,8466,776,200
3402,claim,2772545113,39,someone learned  in a discussion board a claim that about half of the world's population can access the web via a mobile device,not verified,active,720448,461888,154082,11198,1512
3403,claim,9054590924,31,someone learned  in a discussion board a claim that half of retail purchases are now made through a mobile device,not verified,active,720081,203002,16509,3220,1000
3404,claim,1730958206,16,someone learned  in a discussion board a claim that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,under review,93380,53168,4529,478,247
3405,claim,9771564330,58,someone learned  in a discussion board a claim that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,52196,7093,2200,134,41
3406,claim,7335306875,52,"someone learned  in a discussion board a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,63214,18045,1422,93,42
3407,claim,6493464231,58,someone learned  in a discussion board a claim that the cheetah is the fastest land animal on earth,not verified,active,397510,44407,9112,497,180
3408,claim,3070577617,50,someone learned  in a discussion board a claim that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,776620,217180,2990,1678,44
3409,claim,8899769781,49,someone learned  in a discussion board a claim that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,63209,25493,10139,218,121
3410,claim,4774869140,13,someone learned  in a discussion board a claim that pluto could theoretically sustain life,not verified,active,729681,426192,128607,8182,3538
3411,claim,3256102399,39,someone learned  in a discussion board a claim that it rains diamonds on jupiter and saturn,not verified,active,500709,299356,84137,2470,299
3412,claim,7522971196,21,someone learned  in a discussion board a claim that the pupil of a goat is rectangular,not verified,banned,606621,299444,71135,3964,1948
3413,claim,7348508603,7,someone learned  in a discussion board a claim that take out restaurants have been found in the remains of pompeii,not verified,active,364676,35003,7510,672,80
3414,claim,7824144882,19,someone learned  in a discussion board a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,486731,156719,35918,2072,1351
3415,claim,3907644144,9,someone learned  in a discussion board a claim that baked beans are not actually baked,not verified,active,345189,68127,15905,152,29
3416,claim,2770171778,23,someone learned  in a discussion board a claim that no two tongue prints are alike,not verified,banned,213570,101923,3107,370,77
3417,claim,1474213651,19,someone learned  in a discussion board a claim that artificial banana flavoring is based on an extinct banana type,verified,under review,626291,333555,31169,7352,1108
3418,claim,5377669881,23,someone learned  in a discussion board a claim that humans can’t taste food without saliva,not verified,banned,846593,545364,42075,12866,7694
3419,claim,4069477638,15,someone learned  in a discussion board a claim that a pound of houseflies contains more protein than a pound of beef,not verified,under review,100723,29989,10633,659,377
3420,claim,9515977282,40,"someone learned  in a discussion board a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,48865,12920,4649,211,121
3421,claim,4583737443,31,"someone learned  in a discussion board a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,active,809888,491123,90622,4409,1378
3422,claim,1456115016,36,"someone learned  in a discussion board a claim that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,56648,18887,2759,401,187
3423,claim,8133990689,54,someone learned  in a discussion board a claim that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,856884,495702,178582,7392,4070
3424,claim,1242527116,57,someone learned  in a discussion board a claim that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,under review,658598,129650,37631,1722,1080
3425,claim,8461735715,42,someone learned  in a discussion board a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,under review,656225,349679,131499,3344,771
3426,claim,5629262665,37,someone learned  in a discussion board a claim that buttermilk does not contain any butter,not verified,under review,446379,142581,25060,1385,617
3427,claim,8975205148,45,someone learned  in a discussion board a claim that there are fewer stars in the sky than there are trees on earth,not verified,under review,788319,507423,106463,11130,5239
3428,claim,2871425378,47,someone learned  in a discussion board a claim that human eyeballs do not grow or change their size as they age,not verified,active,346499,92774,26837,422,90
3429,claim,8731761529,43,someone learned  in a discussion board a claim that cats can't taste sweet flavors,not verified,active,134635,57209,12997,1371,834
3430,claim,3238781977,37,someone learned  in a discussion board a claim that apple seeds contain cyanide,not verified,active,386496,177240,56377,3613,38
3431,claim,6465440313,51,someone learned  in a discussion board a claim that ravens are always aware when someone is watching them,not verified,active,698365,463388,167737,6237,1355
3432,claim,8856016859,33,someone learned  in a discussion board a claim that the roar of a lion can be heard up to 5 miles away,verified,active,131622,25331,5702,595,375
3433,claim,1394768081,46,someone learned  in a discussion board a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,841294,393160,91594,5502,1527
3434,claim,3791428991,49,someone learned  in a discussion board a claim that 12 plants and 5 animals make up 75% of diets around the world,not verified,banned,849403,389981,95016,7389,2683
3435,claim,4622602596,35,someone learned  in a discussion board a claim that lemurs were previously the size of gorillas,not verified,active,116007,70210,10635,673,317
3436,claim,6081312820,19,someone learned  in a discussion board a claim that the largest living thing on earth is a tree,not verified,active,178874,92687,22095,2309,1463
3437,claim,7560191334,13,someone learned  in a discussion board a claim that you can fit about 400 grapevines in one acre of land,not verified,active,781833,211960,7456,1341,607
3438,claim,6397137165,57,someone learned  in a discussion board a claim that there are 366 dimples on a regulation golf ball,not verified,under review,566443,151719,33191,628,61
3439,claim,6349815233,54,someone learned  on a website that we will all fly with individual jetpacks by 2032,not verified,active,356431,206146,50236,2397,995
3440,claim,5420652709,41,"someone learned  on a website that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,banned,754909,58083,12826,909,517
3441,claim,1339418114,7,someone learned  on a website that nucelear fission is now being used to produce electricity,not verified,under review,297242,70711,24515,1141,661
3442,claim,8648039239,44,someone learned  on a website that making emotional facial expressions can prompt humans to have those emotions,not verified,active,836664,512665,139897,10299,6175
3443,claim,4433371519,40,someone learned  on a website that new islands are being formed by volcanoes in the sea everyday,not verified,under review,662466,356381,93358,2350,797
3444,claim,6658886979,53,someone learned  on a website that the largest rock on earth is in australia,not verified,active,341897,119840,41671,2961,990
3445,claim,4948780727,45,someone learned  on a website that the rubik's cube is the best-selling product of all time,not verified,active,183726,21273,3737,410,15
3446,claim,3083671544,8,someone learned  on a website that 90% of goods are shipped by ocean freight,not verified,under review,345310,130602,2849,2082,1072
3447,claim,5514154956,19,someone learned  on a website that mobile phone use in india is nearly 100%,not verified,banned,600195,45074,3618,851,78
3448,claim,8074015802,15,someone learned  on a website that most car horns honk in the key of f,not verified,under review,740322,135524,25627,545,183
3449,claim,6256888121,54,someone learned  on a website that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,active,191067,9864,2123,131,83
3450,claim,7191592178,42,someone learned  on a website that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,728764,55399,17774,1215,303
3451,claim,9771372095,58,someone learned  on a website that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,392717,111516,15151,24,15
3452,claim,7112333639,44,someone learned  on a website that elvis presley has sold more records than the music band the beatles,not verified,banned,892125,74294,12128,1418,934
3453,claim,8790588254,11,someone learned  on a website that the harmonica is the best selling musical instrument,not verified,active,157402,761,157,7,1
3454,claim,6529204151,43,someone learned  on a website that 90% of the world’s data was generated after 2019,not verified,active,241256,128555,37527,2428,447
3455,claim,6265562915,24,someone learned  on a website that over 60% of the world's population has access to the internet,not verified,banned,761703,297028,11848,5767,137
3456,claim,9580137736,31,"someone learned  on a website that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,644319,64562,6351,1109,468
3457,claim,5795049834,6,someone learned  on a website that the first gloves used in american sport baseball were fingerless,not verified,active,17991,6952,2022,145,91
3458,claim,9848838269,18,someone learned  on a website that an octopus has three hearts,not verified,banned,562417,211909,42996,1843,854
3459,claim,2774208117,16,someone learned  on a website that adult cats only meow to humans,not verified,active,151836,94696,14263,1252,269
3460,claim,3459839469,28,someone learned  on a website that the moon was once part of the earth,not verified,banned,892577,241609,56200,42,22
3461,claim,3141147907,26,someone learned  on a website that sound actually travels in space,not verified,active,799523,177504,40456,2496,530
3462,claim,1669087970,23,someone learned  on a website that a single day on venus takes 243 earth days,not verified,active,723527,219813,37805,4780,483
3463,claim,3468470801,54,someone learned  on a website that 5 dwarf planets are recognized in the solar system,not verified,active,907489,359856,8126,4583,1084
3464,claim,1691701382,11,someone learned  on a website that there’s a planet made of diamonds two times the size of earth,not verified,active,371297,218219,23905,507,155
3465,claim,6983844314,39,someone learned  on a website that there are currently 6 spacecrafts on mars,not verified,under review,505878,174004,51539,1503,55
3466,claim,9338757930,25,someone learned  on a website that there might be a huge planet in this solar system,not verified,active,126218,55880,18394,1279,749
3467,claim,2244666795,43,someone learned  on a website that it is illegal to waste food in french supermarkets,not verified,banned,121201,61682,21975,1083,402
3468,claim,2464174907,14,someone learned  on a website that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,banned,842184,275742,32017,2193,587
3469,claim,8876354942,60,someone learned  on a website that canned pumpkins do not contain actual pumpkins,not verified,under review,471951,45130,3416,479,158
3470,claim,7668312097,46,someone learned  on a website that chihuahuas have the largest brain among dogs,not verified,active,859399,66050,18948,97,21
3471,claim,9371066284,24,someone learned  on a website that elephants will console each other during stressful situations,not verified,active,334437,189851,8904,114,3
3472,claim,2392591984,31,someone learned  on a website that a snail can sleep for three years,not verified,banned,618592,246596,15063,3211,1678
3473,claim,5264965196,49,someone learned  on a website that no two tongue prints are alike,not verified,banned,398162,44232,7667,619,96
3474,claim,7003071318,6,someone learned  on a website that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,875231,460714,71553,780,71
3475,claim,5821059269,8,someone learned  on a website that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,under review,272989,1835,674,32,4
3476,claim,1882226177,7,someone learned  on a website that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,128606,61265,465,859,436
3477,claim,6224711362,52,someone learned  on a website that cats sleep for two-thirds of their lives,not verified,active,742676,188319,12658,4672,240
3478,claim,8454195712,21,someone learned  on a website that the population of the united states increases by one person every 12 seconds,not verified,active,67207,9678,2747,183,36
3479,claim,5336340458,9,"someone learned  on a website that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,under review,58039,24684,5363,283,26
3480,claim,8029191837,8,someone learned  on a website that the netherlands is home to the population of tallest humans on earth,not verified,active,728211,277359,41426,6155,1303
3481,claim,4020855422,21,someone learned  on a website that new zealanders have more pets per household than any other country,not verified,active,590067,50004,11313,316,74
3482,claim,8443293392,45,someone learned  on a website that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,3615,1674,30,7,0
3483,claim,3219569206,53,someone learned  on a website that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,128409,49260,6803,387,149
3484,claim,9228606533,59,someone learned  on a website that most children in the world are born on a thursday,not verified,active,75840,35661,2154,31,17
3485,claim,3125994442,18,someone learned  on a website that smelling green apples help with weight loss,not verified,active,411217,259699,27065,1002,514
3486,claim,9186365385,50,someone learned  on a website that cactus spines can be used to make hooks,not verified,banned,872084,490495,113064,2744,399
3487,claim,1983832678,49,someone learned  on a website that no two teeth from different people will ever be alike,not verified,active,227912,150033,749,1465,495
3488,claim,3900536233,8,someone learned  on a website that ravens are always aware when someone is watching them,not verified,under review,145125,8206,2866,70,12
3489,claim,3885324263,46,someone learned  on a website that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,371674,17843,5575,138,63
3490,claim,6440313577,17,someone learned  on a website that the insect population of the world is 1 billion times more than the world population,not verified,active,171331,730,164,15,6
3491,claim,2100987079,15,someone learned  on a website that the queens in ant colonies live for around 30 years,not verified,active,367902,95715,815,2255,1363
3492,claim,1435196800,39,someone learned  on a website that you can fit about 400 grapevines in one acre of land,not verified,under review,430837,15875,223,6,3
3493,claim,9633846364,41,someone learned  on a website that redwoods are the tallest trees,not verified,active,959417,37466,1601,197,28
3494,claim,5451724341,18,someone learned  on a website a claim that microbes from the sahara desert help feed the amazon rainforest,not verified,active,820820,496974,193626,2566,819
3495,claim,5760495686,12,someone learned  on a website a claim that earth days are getting longer over time due to orbital expansion,verified,banned,638179,375111,103379,7020,4165
3496,claim,2525601533,18,someone learned  on a website a claim that dubai is an island created by humans,not verified,active,941694,43803,9659,918,159
3497,claim,8025505865,55,someone learned  on a website a claim that seventy percent of small businesses are owned and operated by a single person.,not verified,active,751107,464857,19797,2967,1089
3498,claim,6385573143,28,someone learned  on a website a claim that mobile phone use in india is nearly 100%,not verified,banned,688676,321615,54228,7301,4328
3499,claim,1540125600,8,someone learned  on a website a claim that 1 billion cars are currently in use around the world,not verified,active,100297,26616,2563,515,262
3500,claim,1708214493,32,someone learned  on a website a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,360072,59960,12976,695,267
3501,claim,5092122800,5,someone learned  on a website a claim that the oldest playable musical instruments were found in china,not verified,active,64296,37805,12737,71,43
3502,claim,4780772051,29,someone learned  on a website a claim that violins are constructed from 70 individual wooden pieces,not verified,active,922949,120892,47428,1310,247
3503,claim,7706014418,54,someone learned  on a website a claim that over 60% of the world's population has access to the internet,not verified,active,762070,375719,148603,6164,809
3504,claim,2108456943,56,someone learned  on a website a claim that the world generates 2.5 quintillion bytes of data every day,not verified,banned,126550,68433,3077,416,146
3505,claim,4121913167,29,someone learned  on a website a claim that 1 in 3 people have never used the internet,not verified,banned,110909,2937,134,16,5
3506,claim,2631920295,58,someone learned  on a website a claim that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,148158,65867,22499,1006,132
3507,claim,8045351814,15,someone learned  on a website a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,830631,100173,2521,1053,260
3508,claim,5038734489,25,someone learned  on a website a claim that the longest commercial flight in history took around 30 hours,not verified,under review,291751,152855,5735,3654,1646
3509,claim,4537069930,39,someone learned  on a website a claim that the longest possible train journey in the world is from portugal to singapore,not verified,active,9384,4269,277,50,15
3510,claim,5606314095,41,someone learned  on a website a claim that the first cruise ship set sail in 1900,not verified,active,292979,7731,998,149,30
3511,claim,7184089186,42,someone learned  on a website a claim that dolphins are mammals,not verified,under review,984846,470298,23847,10044,1631
3512,claim,5345480236,14,someone learned  on a website a claim that a dog’s sense of smell is much more powerful than a human's,not verified,under review,666007,120962,41140,2015,498
3513,claim,8680751156,39,someone learned  on a website a claim that halley’s comet won’t be seen again until 2061,not verified,active,667373,68323,3936,371,77
3514,claim,9203094579,24,someone learned  on a website a claim that 5 dwarf planets are recognized in the solar system,not verified,under review,782978,378956,78658,1784,150
3515,claim,7192954913,12,someone learned  on a website a claim that pluto could theoretically sustain life,not verified,under review,444139,110807,7541,358,2
3516,claim,3174435592,60,someone learned  on a website a claim that astronauts can grow as much as two inches in space,not verified,under review,190135,82914,14037,288,37
3517,claim,8647759475,56,someone learned  on a website a claim that it takes an average of 364 licks to get to the center of a lollipop,not verified,under review,138694,85379,29424,1403,334
3518,claim,7520180708,29,someone learned  on a website a claim that antarctica is the only continent without any reptiles or snakes,not verified,active,864381,335890,127394,1606,549
3519,claim,6653659613,20,someone learned  on a website a claim that humans can’t taste food without saliva,not verified,active,964902,374834,116255,5579,1509
3520,claim,4243517062,14,someone learned  on a website a claim that a pound of houseflies contains more protein than a pound of beef,not verified,under review,465831,261167,24647,6043,2565
3521,claim,7306479477,22,someone learned  on a website a claim that sweden has the most islands of any country,not verified,active,496390,103743,9401,309,62
3522,claim,5060039079,42,someone learned  on a website a claim that the red-billed quelea is the most common bird on earth,not verified,active,86127,40884,8865,127,65
3523,claim,7737363149,14,"someone learned  on a website a claim that cows have ""best friends"" and will get stressed when separated",not verified,active,733624,129661,11524,453,244
3524,claim,2668987478,11,"someone learned  on a website a claim that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,under review,88147,35832,7430,227,19
3525,claim,9437589642,59,someone learned  on a website a claim that the first commercial airplane flight lasted 23 minutes,not verified,active,689268,15233,710,245,108
3526,claim,6158874656,38,someone learned  on a website a claim that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,active,341727,204427,20231,4424,1833
3527,claim,3399726172,12,someone learned  on a website a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,under review,293658,39828,6653,155,92
3528,claim,5352439036,13,someone learned  on a website a claim that the largest recorded snowflake was 15 inches wide,not verified,active,728933,264357,44713,2188,1385
3529,claim,3667549449,11,someone learned  on a website a claim that bottled water has an expiration date,not verified,banned,85104,56097,13591,732,347
3530,claim,6930895707,48,someone learned  on a website a claim that driving south from detroit will lead to canada,not verified,active,428858,138525,44958,843,509
3531,claim,5521187733,31,someone learned  on a website a claim that triskaidekaphobia is the fear of the number 13,not verified,active,299208,43560,15952,1033,172
3532,claim,1940310274,56,"someone learned  on a website a claim that in a deck of cards, the king of hearts is the only king without a mustache",not verified,active,962239,583205,122384,7784,4593
3533,claim,6935209597,13,someone learned  on a website a claim that baby octopuses are the size of a flea,not verified,banned,632946,334586,4316,6496,444
3534,claim,7129314854,50,someone learned  on a website a claim that you can fit about 400 grapevines in one acre of land,not verified,under review,758132,212309,40025,335,184
3535,claim,6334784859,28,"someone learned  from the news that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,banned,880590,519340,46938,4674,1828
3536,claim,5463702507,52,someone learned  from the news that earth days are getting longer over time due to orbital expansion,not verified,active,429327,10493,138,55,15
3537,claim,6400596572,22,someone learned  from the news that there are about 582 million entrepreneurs in the world,not verified,active,670406,10181,7,117,56
3538,claim,2804119758,56,someone learned  from the news that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,active,734052,480740,137615,10235,2157
3539,claim,5959690197,14,someone learned  from the news that 1 billion cars are currently in use around the world,not verified,active,843165,463901,37662,5835,3505
3540,claim,9410912078,8,someone learned  from the news that the average british driver will spend around 99 days of their life stuck in traffic,not verified,under review,287197,83671,19128,1110,406
3541,claim,3060021904,20,someone learned  from the news that 90% of drivers admit to singing in the car,not verified,active,379789,140267,12461,791,381
3542,claim,7922886262,16,someone learned  from the news that the origins of the banjo instrument begin in africa,not verified,banned,314856,97148,5723,1591,803
3543,claim,2988060838,48,"someone learned  from the news that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,under review,749503,54876,12071,1039,474
3544,claim,5326506710,7,someone learned  from the news that about half of the world's population can access the web via a mobile device,not verified,active,835401,508260,169851,10900,2884
3545,claim,4525513196,18,someone learned  from the news that an average user spends 40% of their day on the internet,not verified,banned,846071,131504,650,2577,1372
3546,claim,7301440373,15,someone learned  from the news that the world generates 2.5 quintillion bytes of data every day,not verified,active,443730,202250,60777,2014,922
3547,claim,9398956877,35,someone learned  from the news that 1 in 3 people have never used the internet,not verified,under review,187356,114807,17519,1691,337
3548,claim,2920793843,58,someone learned  from the news that the longest possible train journey in the world is from portugal to singapore,not verified,active,834345,222737,68622,3670,55
3549,claim,2446790772,39,someone learned  from the news that dolphins are mammals,not verified,active,465320,229771,40386,4763,176
3550,claim,4142540586,15,someone learned  from the news that koalas sleep up to 22 hours per day,not verified,active,365730,189251,41244,1775,1002
3551,claim,5596026323,49,someone learned  from the news that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,150914,43649,5995,385,142
3552,claim,2112166978,45,someone learned  from the news that saturn is less dense than water,not verified,active,309350,28420,2109,579,223
3553,claim,1666067507,10,someone learned  from the news that pluto could theoretically sustain life,not verified,active,168085,83416,9768,904,331
3554,claim,2709118012,57,someone learned  from the news that there are currently 6 spacecrafts on mars,not verified,active,315733,17728,4763,186,124
3555,claim,6085339638,22,someone learned  from the news that mars has running water,not verified,active,535455,304347,619,7145,4703
3556,claim,4523165824,57,someone learned  from the news that it is illegal to waste food in french supermarkets,not verified,active,577348,5922,2056,77,43
3557,claim,8338093144,18,someone learned  from the news that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,580495,134065,28525,604,102
3558,claim,8435602506,22,someone learned  from the news that take out restaurants have been found in the remains of pompeii,not verified,banned,717778,195337,38357,909,296
3559,claim,9374352327,39,someone learned  from the news that captive ravens can speak better than parrots,not verified,active,186135,68800,3150,62,23
3560,claim,8733859238,55,someone learned  from the news that the scottish were the first people to fry chicken,not verified,under review,818337,359329,47372,6149,787
3561,claim,6253434493,27,someone learned  from the news that avocados never ripen while they are still attached to the tree,not verified,under review,755435,194627,32197,508,271
3562,claim,4970645087,22,someone learned  from the news that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,818323,31662,1348,584,164
3563,claim,3378784373,58,someone learned  from the news that baked beans are not actually baked,not verified,active,811978,368424,122265,7587,454
3564,claim,8692971191,40,someone learned  from the news that australia has a bright pink lake,not verified,banned,750553,431021,51577,8681,2437
3565,claim,3854694453,30,"someone learned  from the news that your heart beats 100,000 times a day",not verified,banned,556086,140765,13366,70,39
3566,claim,2592830116,41,"someone learned  from the news that at birth, baby pandas are smaller than mice",not verified,banned,625177,143980,4950,1330,636
3567,claim,5032927148,19,someone learned  from the news that the eiffel tower leans away from the sun,not verified,banned,362422,200741,18459,450,217
3568,claim,1307901684,15,someone learned  from the news that the population of the united states increases by one person every 12 seconds,not verified,active,889693,287567,108987,6375,1171
3569,claim,8562855007,25,someone learned  from the news that bubble wrap was originally designed to be used as wallpaper,not verified,active,131426,64839,13940,1557,458
3570,claim,5271193832,35,someone learned  from the news that only one-fourth of the sahara desert is sandy,not verified,banned,140220,19968,6583,75,49
3571,claim,4848836152,30,someone learned  from the news that the first commercial airplane flight lasted 23 minutes,not verified,banned,101829,9818,969,37,24
3572,claim,3799199409,36,someone learned  from the news that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,banned,423582,234524,58097,4797,2812
