期号 ,前区1,前区2,前区3,前区4,前区5,后区1,后区2,开奖日期
14075,5,7,29,32,35,4,10,6/30/2014
14074,6,11,22,27,30,5,11,6/28/2014
14073,4,5,7,13,35,5,6,6/25/2014
14072,17,19,22,24,30,2,9,6/23/2014
14071,4,14,15,22,23,1,7,6/21/2014
14070,1,2,7,10,32,4,12,6/18/2014
14069,16,22,27,29,31,2,9,6/16/2014
14068,5,15,24,29,35,5,6,6/14/2014
14067,3,18,23,24,31,3,7,6/11/2014
14066,8,14,16,20,31,3,11,6/9/2014
14065,7,12,19,31,33,7,12,6/7/2014
14064,8,15,33,34,35,1,8,6/4/2014
14063,11,17,21,23,34,3,4,6/2/2014
14062,4,7,17,24,25,2,4,5/31/2014
14061,4,11,17,20,29,6,10,5/28/2014
14060,12,22,29,30,34,5,11,5/26/2014
14059,7,15,17,25,29,4,11,5/24/2014
14058,9,15,22,24,26,2,7,5/21/2014
14057,8,10,20,27,33,1,9,5/19/2014
14056,12,18,28,29,35,7,8,5/17/2014
14055,4,23,26,27,35,10,11,5/14/2014
14054,2,3,20,25,34,1,12,5/12/2014
14053,2,11,17,27,30,3,4,5/10/2014
14052,14,19,21,24,30,2,7,5/7/2014
14051,1,7,11,29,30,3,11,5/5/2014
14050,10,18,27,28,35,1,6,5/3/2014
14049,3,15,17,22,31,3,5,4/30/2014
14048,1,2,5,15,35,1,11,4/28/2014
14047,6,17,18,30,34,6,12,4/26/2014
14046,3,15,18,21,26,1,6,4/23/2014
14045,6,10,12,16,30,2,11,4/21/2014
14044,22,23,25,27,35,3,11,4/19/2014
14043,1,11,23,29,30,1,12,4/16/2014
14042,16,21,25,27,35,6,11,4/14/2014
14041,5,7,11,15,18,5,12,4/12/2014
14040,12,15,21,30,33,2,8,4/9/2014
14039,2,5,11,15,20,8,11,4/7/2014
14038,7,8,12,20,32,3,5,4/5/2014
14037,3,4,8,19,34,2,4,4/2/2014
14036,1,2,12,17,29,3,8,3/31/2014
14035,9,12,14,28,29,3,10,3/29/2014
14034,3,11,14,27,32,5,7,3/26/2014
14033,1,7,8,28,29,4,8,3/24/2014
14032,2,5,6,9,31,2,9,3/22/2014
14031,6,15,27,32,33,3,4,3/19/2014
14030,3,14,18,29,35,11,12,3/17/2014
14029,3,21,22,23,35,5,9,3/15/2014
14028,3,10,20,25,30,10,12,3/12/2014
14027,9,10,24,28,29,10,12,3/10/2014
14026,5,10,12,15,26,4,8,3/8/2014
14025,19,20,27,32,34,6,8,3/5/2014
14024,7,11,15,31,32,6,11,3/3/2014
14023,4,13,15,29,33,5,9,3/1/2014
14022,3,6,10,16,25,10,11,2/26/2014
14021,6,10,17,23,24,3,9,2/24/2014
14020,1,14,17,30,35,6,7,2/22/2014
14019,7,12,22,29,32,11,12,2/19/2014
14018,8,9,12,28,34,2,12,2/17/2014
14017,5,10,11,23,34,1,10,2/15/2014
14016,4,6,13,24,34,4,9,2/12/2014
14015,4,6,18,20,30,5,7,2/10/2014
14014,1,9,11,27,29,3,11,2/8/2014
14013,10,11,13,22,28,4,12,1/29/2014
14012,9,20,21,23,29,5,7,1/27/2014
14011,4,6,14,24,35,7,12,1/25/2014
14010,5,10,20,26,27,1,3,1/22/2014
14009,10,18,25,29,33,7,8,1/20/2014
14008,11,13,20,28,35,1,5,1/18/2014
14007,8,11,14,21,32,3,11,1/15/2014
14006,1,4,7,16,35,6,8,1/13/2014
14005,15,17,18,29,33,4,8,1/11/2014
14004,7,10,19,27,28,9,12,1/8/2014
14003,7,11,13,21,33,5,6,1/6/2014
14002,1,12,21,24,29,1,7,1/4/2014
14001,5,13,20,23,29,8,11,1/1/2014
13153,4,5,16,17,30,3,9,12/30/2013
13152,9,12,14,18,19,3,9,12/28/2013
13151,2,13,21,27,30,3,4,12/25/2013
13150,6,7,14,18,22,8,11,12/23/2013
13149,6,7,8,9,13,5,7,12/21/2013
13148,2,5,9,29,32,3,7,12/18/2013
13147,3,9,22,24,25,5,9,12/16/2013
13146,6,7,15,25,31,1,9,12/14/2013
13145,2,13,15,18,20,2,11,12/11/2013
13144,3,20,21,23,35,2,8,12/9/2013
13143,3,8,14,21,31,6,8,12/7/2013
13142,6,11,25,28,29,4,12,12/4/2013
13141,5,15,18,25,31,8,10,12/2/2013
13140,1,12,17,26,28,1,6,11/30/2013
13139,5,6,18,20,31,6,7,11/27/2013
13138,3,8,13,17,24,7,9,11/25/2013
13137,4,12,32,33,34,6,8,11/23/2013
13136,5,11,15,25,28,5,11,11/20/2013
13135,4,13,19,25,26,7,12,11/18/2013
13134,2,13,19,23,32,2,9,11/16/2013
13133,2,8,10,16,17,9,12,11/13/2013
13132,23,26,28,31,34,2,10,11/11/2013
13131,12,15,29,30,31,4,12,11/9/2013
13130,8,9,15,19,30,6,9,11/6/2013
13129,11,23,29,30,33,1,4,11/4/2013
13128,11,13,27,33,35,1,2,11/2/2013
13127,3,14,16,19,32,5,10,10/30/2013
13126,9,10,15,18,30,3,6,10/28/2013
13125,4,8,14,23,28,4,8,10/26/2013
13124,5,7,18,21,32,10,11,10/23/2013
13123,2,9,10,33,34,5,12,10/21/2013
13122,15,17,20,24,35,4,12,10/19/2013
13121,3,18,19,20,24,3,12,10/16/2013
13120,6,14,15,22,26,3,11,10/14/2013
13119,1,2,16,23,35,1,11,10/12/2013
13118,4,6,11,20,31,1,5,10/9/2013
13117,5,16,23,25,33,7,12,10/7/2013
13116,13,22,23,30,33,9,11,10/5/2013
13115,5,16,29,32,34,4,11,10/2/2013
13114,6,17,21,23,33,1,9,9/30/2013
13113,19,21,23,28,30,8,12,9/28/2013
13112,2,10,20,22,29,5,12,9/25/2013
13111,7,12,13,20,27,1,3,9/23/2013
13110,7,16,18,32,33,2,7,9/21/2013
13109,13,20,26,29,32,2,6,9/18/2013
13108,5,10,13,15,18,2,11,9/16/2013
13107,7,13,14,18,25,5,12,9/14/2013
13106,6,7,12,13,27,3,12,9/11/2013
13105,7,13,27,30,34,1,12,9/9/2013
13104,2,5,11,27,29,1,11,9/7/2013
13103,5,8,13,16,31,3,9,9/4/2013
13102,6,12,15,19,26,2,11,9/2/2013
13101,4,9,13,15,32,2,9,8/31/2013
13100,9,12,24,26,30,5,9,8/28/2013
13099,4,11,28,30,33,5,12,8/26/2013
13098,2,6,16,29,34,10,11,8/24/2013
13097,7,8,13,17,32,3,8,8/21/2013
13096,17,19,20,22,26,6,8,8/19/2013
13095,3,17,28,30,33,1,10,8/17/2013
13094,3,28,33,34,35,6,9,8/14/2013
13093,1,5,17,18,26,5,7,8/12/2013
13092,7,10,21,27,33,3,9,8/10/2013
13091,4,9,28,34,35,2,8,8/7/2013
13090,2,26,30,31,33,11,12,8/5/2013
13089,6,7,23,24,29,4,11,8/3/2013
13088,3,5,8,33,35,1,3,7/31/2013
13087,9,12,22,32,34,2,4,7/29/2013
13086,9,16,26,29,31,6,9,7/27/2013
13085,8,19,23,27,32,3,5,7/24/2013
13084,8,22,26,29,35,1,5,7/22/2013
13083,26,29,30,32,35,4,10,7/20/2013
13082,3,9,25,26,33,3,12,7/17/2013
13081,7,9,15,17,23,2,7,7/15/2013
13080,6,21,23,27,31,4,6,7/13/2013
13079,9,10,17,21,34,1,7,7/10/2013
13078,2,7,23,31,33,2,8,7/8/2013
13077,24,26,30,32,35,6,12,7/6/2013
13076,13,15,16,26,27,9,10,7/3/2013
13075,1,11,13,19,35,7,8,7/1/2013
13074,6,14,20,24,32,1,7,6/29/2013
13073,3,5,23,27,31,2,6,6/26/2013
13072,12,27,28,33,35,3,5,6/24/2013
13071,13,19,26,27,28,3,11,6/22/2013
13070,9,12,18,21,29,1,8,6/19/2013
13069,6,12,13,16,30,7,12,6/17/2013
13068,10,17,27,34,35,5,7,6/15/2013
13067,2,3,5,8,29,10,12,6/12/2013
13066,6,7,13,33,34,2,11,6/10/2013
13065,9,28,31,34,35,2,9,6/8/2013
13064,21,24,26,28,32,1,3,6/5/2013
13063,3,5,11,27,28,5,6,6/3/2013
13062,1,5,8,9,12,9,12,6/1/2013
13061,1,14,18,21,32,5,10,5/29/2013
13060,15,25,26,32,35,5,10,5/27/2013
13059,3,8,11,24,27,7,12,5/25/2013
13058,20,21,27,31,35,7,11,5/22/2013
13057,7,15,27,33,35,7,10,5/20/2013
13056,11,22,30,32,35,3,4,5/18/2013
13055,4,5,22,23,24,3,9,5/15/2013
13054,5,8,21,30,32,1,8,5/13/2013
13053,13,31,33,34,35,5,7,5/11/2013
13052,1,2,10,29,31,1,10,5/8/2013
13051,5,8,15,18,33,7,8,5/6/2013
13050,14,22,30,32,33,7,8,5/4/2013
13049,18,22,25,31,32,4,6,5/1/2013
13048,10,11,23,32,33,1,4,4/29/2013
13047,12,20,28,30,35,3,11,4/27/2013
13046,15,16,19,25,32,5,11,4/24/2013
13045,8,11,12,21,25,2,7,4/22/2013
13044,7,11,13,18,28,5,10,4/20/2013
13043,7,13,25,34,35,7,9,4/17/2013
13042,2,6,22,23,33,1,6,4/15/2013
13041,3,13,14,15,34,5,8,4/13/2013
13040,16,17,22,26,35,3,10,4/10/2013
13039,6,23,30,33,35,7,10,4/8/2013
13038,1,19,24,25,26,7,9,4/6/2013
13037,2,26,31,32,34,6,8,4/3/2013
13036,8,12,32,33,35,3,5,4/1/2013
13035,5,14,28,32,34,7,8,3/30/2013
13034,1,3,11,19,29,4,8,3/27/2013
13033,12,18,22,28,31,1,11,3/25/2013
13032,12,27,28,33,35,1,8,3/23/2013
13031,12,17,18,26,32,10,11,3/20/2013
13030,3,5,9,10,28,5,7,3/18/2013
13029,5,7,17,25,26,4,10,3/16/2013
13028,13,19,28,30,34,8,12,3/13/2013
13027,3,12,14,24,35,3,8,3/11/2013
13026,2,10,16,30,33,5,6,3/9/2013
13025,3,23,25,26,28,10,12,3/6/2013
13024,9,12,14,18,24,1,4,3/4/2013
13023,5,19,24,26,35,5,7,3/2/2013
13022,3,4,13,17,23,3,8,2/27/2013
13021,23,24,28,30,33,1,11,2/25/2013
13020,6,11,20,31,32,5,9,2/23/2013
13019,6,12,17,29,30,7,11,2/20/2013
13018,20,23,31,33,34,3,9,2/18/2013
13017,11,14,22,29,34,5,11,2/16/2013
13016,5,15,19,27,32,8,9,2/6/2013
13015,14,15,26,32,33,1,11,2/4/2013
13014,5,8,25,29,31,2,4,2/2/2013
13013,13,15,29,30,35,1,11,1/30/2013
13012,1,14,31,32,34,2,11,1/28/2013
13011,1,2,8,15,23,6,9,1/26/2013
13010,9,15,17,18,29,9,11,1/23/2013
13009,10,17,19,27,29,5,12,1/21/2013
13008,2,7,25,29,34,3,6,1/19/2013
13007,14,29,32,33,34,3,6,1/16/2013
13006,8,20,25,31,32,5,7,1/14/2013
13005,18,22,26,28,31,10,12,1/12/2013
13004,7,8,12,20,25,3,7,1/9/2013
13003,1,16,18,21,31,9,12,1/7/2013
13002,4,20,27,31,32,6,12,1/5/2013
13001,6,9,11,31,32,5,11,1/2/2013
12154,3,26,27,31,32,3,9,12/31/2012
12153,8,9,10,13,22,5,10,12/29/2012
12152,4,17,26,33,34,2,8,12/26/2012
12151,3,19,20,24,33,3,4,12/24/2012
12150,2,14,18,24,31,2,3,12/22/2012
12149,2,10,23,33,34,5,10,12/19/2012
12148,4,16,27,29,34,6,11,12/17/2012
12147,2,3,17,19,33,2,9,12/15/2012
12146,1,10,13,17,26,6,8,12/12/2012
12145,5,22,31,33,35,6,9,12/10/2012
12144,11,13,14,21,29,1,10,12/8/2012
12143,9,27,29,30,31,3,6,12/5/2012
12142,15,19,29,34,35,7,10,12/3/2012
12141,3,11,19,23,34,2,12,12/1/2012
12140,7,17,27,28,29,9,10,11/28/2012
12139,9,10,12,22,25,4,11,11/26/2012
12138,13,17,27,31,33,6,12,11/24/2012
12137,3,12,20,21,27,1,6,11/21/2012
12136,2,23,29,30,31,1,4,11/19/2012
12135,3,5,17,18,33,6,7,11/17/2012
12134,1,6,18,32,35,2,7,11/14/2012
12133,5,7,13,29,30,1,5,11/12/2012
12132,5,8,21,25,33,1,11,11/10/2012
12131,2,16,18,27,30,8,12,11/7/2012
12130,14,19,23,29,30,6,7,11/5/2012
12129,1,7,21,28,31,3,9,11/3/2012
12128,9,10,19,30,31,4,11,10/31/2012
12127,12,13,14,25,35,10,12,10/29/2012
12126,13,14,21,28,29,5,10,10/27/2012
12125,6,14,17,22,35,1,2,10/24/2012
12124,7,11,19,20,35,5,10,10/22/2012
12123,5,8,18,30,33,1,9,10/20/2012
12122,23,24,25,29,31,3,12,10/17/2012
12121,7,18,20,29,30,5,6,10/15/2012
12120,2,10,21,23,29,3,4,10/13/2012
12119,5,6,9,19,32,6,9,10/10/2012
12118,5,17,25,30,33,1,12,10/8/2012
12117,1,12,18,21,33,7,8,10/6/2012
12116,1,11,18,20,22,7,10,10/3/2012
12115,1,6,13,19,23,6,9,10/1/2012
12114,3,6,21,33,35,1,7,9/29/2012
12113,3,10,22,27,29,3,12,9/26/2012
12112,1,2,28,31,35,5,7,9/24/2012
12111,1,24,25,30,33,4,11,9/22/2012
12110,1,11,17,19,26,5,12,9/19/2012
12109,1,22,30,32,35,9,11,9/17/2012
12108,6,7,12,24,35,2,6,9/15/2012
12107,4,7,9,22,33,1,3,9/12/2012
12106,15,23,25,29,31,9,10,9/10/2012
12105,5,6,14,15,31,6,8,9/8/2012
12104,16,18,24,25,27,4,9,9/5/2012
12103,2,9,18,23,24,1,4,9/3/2012
12102,2,4,6,13,35,4,8,9/1/2012
12101,2,5,8,9,31,3,7,8/29/2012
12100,7,9,13,19,27,1,3,8/27/2012
12099,12,18,24,25,32,2,12,8/25/2012
12098,2,11,28,29,30,6,12,8/22/2012
12097,9,17,24,29,32,1,2,8/20/2012
12096,5,10,19,24,35,8,9,8/18/2012
12095,6,9,22,27,30,8,12,8/15/2012
12094,2,14,23,32,35,1,10,8/13/2012
12093,2,16,21,31,33,4,11,8/11/2012
12092,8,9,23,25,31,2,12,8/8/2012
12091,3,10,28,31,33,1,9,8/6/2012
12090,2,21,27,29,33,2,10,8/4/2012
12089,6,12,21,29,32,6,11,8/1/2012
12088,13,17,24,30,35,2,10,7/30/2012
12087,1,6,7,21,31,4,11,7/28/2012
12086,3,20,25,29,32,5,10,7/25/2012
12085,7,18,29,31,33,10,12,7/23/2012
12084,21,24,27,29,31,1,2,7/21/2012
12083,16,19,28,29,31,5,8,7/18/2012
12082,2,4,9,10,15,8,10,7/16/2012
12081,10,16,17,30,35,1,8,7/14/2012
12080,11,12,14,25,28,2,5,7/11/2012
12079,1,5,25,32,33,1,10,7/9/2012
12078,1,2,23,25,35,5,12,7/7/2012
12077,10,30,32,33,34,2,3,7/4/2012
12076,2,14,16,22,24,2,5,7/2/2012
12075,7,9,10,18,22,5,10,6/30/2012
12074,10,22,23,30,32,1,7,6/27/2012
12073,18,23,29,33,34,2,7,6/25/2012
12072,4,8,17,22,25,4,10,6/23/2012
12071,13,23,29,31,34,6,8,6/20/2012
12070,9,22,23,32,34,6,8,6/18/2012
12069,2,4,22,25,34,2,11,6/16/2012
12068,1,21,31,32,35,3,6,6/13/2012
12067,20,22,27,30,33,1,2,6/11/2012
12066,1,20,25,29,33,4,6,6/9/2012
12065,10,22,28,29,34,5,11,6/6/2012
12064,9,12,13,15,30,9,10,6/4/2012
12063,11,25,26,29,35,1,2,6/2/2012
12062,21,32,33,34,35,8,9,5/30/2012
12061,5,10,14,27,33,7,9,5/28/2012
12060,2,16,21,24,30,6,10,5/26/2012
12059,9,13,19,21,27,3,4,5/23/2012
12058,13,21,29,31,35,4,12,5/21/2012
12057,1,2,14,33,34,3,5,5/19/2012
12056,11,21,23,26,34,7,9,5/16/2012
12055,7,22,26,32,33,1,8,5/14/2012
12054,1,16,18,27,30,10,11,5/12/2012
12053,11,12,26,28,31,7,12,5/9/2012
12052,10,20,26,31,33,10,12,5/7/2012
12051,1,2,17,18,33,5,12,5/5/2012
12050,13,17,22,28,29,1,10,5/2/2012
12049,9,18,22,27,31,10,12,4/30/2012
12048,6,9,26,30,35,5,6,4/28/2012
12047,5,7,17,30,34,3,10,4/25/2012
12046,4,8,19,23,27,4,11,4/23/2012
12045,5,11,17,20,28,11,12,4/21/2012
12044,3,4,14,32,35,1,2,4/18/2012
12043,1,6,25,31,34,3,9,4/16/2012
12042,7,24,27,28,35,7,12,4/14/2012
12041,1,2,13,22,23,2,10,4/11/2012
12040,2,13,23,28,29,1,5,4/9/2012
12039,15,21,22,24,35,1,5,4/7/2012
12038,11,23,25,31,35,1,3,4/4/2012
12037,9,13,27,31,35,3,10,4/2/2012
12036,1,9,20,30,31,8,12,3/31/2012
12035,1,4,30,32,35,8,12,3/28/2012
12034,1,8,15,16,29,8,9,3/26/2012
12033,8,13,19,27,32,1,8,3/24/2012
12032,7,8,16,26,34,7,11,3/21/2012
12031,19,21,23,25,30,3,8,3/19/2012
12030,3,21,22,26,32,1,3,3/17/2012
12029,4,7,8,18,29,7,10,3/14/2012
12028,10,12,15,33,34,3,10,3/12/2012
12027,3,10,11,22,31,5,7,3/10/2012
12026,10,11,22,23,29,2,9,3/7/2012
12025,1,2,5,12,27,4,7,3/5/2012
12024,3,11,17,21,30,3,7,3/3/2012
12023,7,9,17,29,35,9,10,2/29/2012
12022,7,12,20,33,35,1,10,2/27/2012
12021,10,15,21,31,34,7,8,2/25/2012
12020,12,14,27,29,34,3,6,2/22/2012
12019,7,9,17,30,34,1,12,2/20/2012
12018,3,10,14,29,31,4,8,2/18/2012
12017,6,11,22,29,34,3,12,2/15/2012
12016,5,14,20,29,31,8,12,2/13/2012
12015,12,13,24,26,33,6,8,2/11/2012
12014,10,14,24,30,32,1,12,2/8/2012
12013,7,8,11,12,24,1,2,2/6/2012
12012,6,18,22,30,35,2,7,2/4/2012
12011,5,19,22,29,30,2,4,2/1/2012
12010,25,26,29,32,34,5,7,1/30/2012
12009,6,14,20,29,35,9,10,1/21/2012
12008,6,8,30,31,32,1,11,1/18/2012
12007,4,5,13,17,25,7,10,1/16/2012
12006,3,20,22,25,27,1,9,1/14/2012
12005,1,2,29,31,33,7,12,1/11/2012
12004,10,11,22,31,32,6,7,1/9/2012
12003,16,22,24,33,34,3,10,1/7/2012
12002,3,11,14,26,29,7,8,1/4/2012
12001,7,27,28,32,33,1,12,1/2/2012
11154,4,12,16,20,28,8,11,12/31/2011
11153,6,22,29,30,35,3,5,12/28/2011
11152,1,4,6,21,35,2,11,12/26/2011
11151,7,11,14,20,27,3,10,12/24/2011
11150,13,22,30,33,34,6,12,12/21/2011
11149,2,7,12,29,31,3,5,12/19/2011
11148,7,10,11,26,31,3,4,12/17/2011
11147,1,15,16,27,28,2,7,12/14/2011
11146,9,13,19,29,34,2,11,12/12/2011
11145,7,15,19,24,29,4,6,12/10/2011
11144,7,18,24,28,33,2,3,12/7/2011
11143,8,9,12,25,33,7,10,12/5/2011
11142,4,26,30,33,34,4,6,12/3/2011
11141,2,11,19,22,35,10,12,11/30/2011
11140,1,12,32,33,34,9,11,11/28/2011
11139,4,6,10,15,16,3,4,11/26/2011
11138,17,23,26,30,32,6,12,11/23/2011
11137,2,15,18,23,31,1,2,11/21/2011
11136,8,9,11,19,33,3,12,11/19/2011
11135,6,22,29,33,35,3,12,11/16/2011
11134,1,10,12,14,17,9,10,11/14/2011
11133,4,11,23,26,35,3,12,11/12/2011
11132,12,14,16,19,33,2,9,11/9/2011
11131,3,5,12,18,33,7,11,11/7/2011
11130,8,9,13,23,35,11,12,11/5/2011
11129,1,7,13,18,23,4,8,11/2/2011
11128,3,4,6,11,13,1,2,10/31/2011
11127,1,11,22,26,29,5,8,10/29/2011
11126,7,17,29,30,33,10,12,10/26/2011
11125,7,10,27,34,35,10,12,10/24/2011
11124,8,12,14,20,25,6,8,10/22/2011
11123,10,14,18,19,35,1,6,10/19/2011
11122,3,8,23,24,34,5,12,10/17/2011
11121,2,3,30,31,33,3,9,10/15/2011
11120,20,25,26,30,31,9,10,10/12/2011
11119,4,15,20,26,31,6,12,10/10/2011
11118,4,7,11,32,35,5,7,10/8/2011
11117,10,12,28,32,33,3,5,10/5/2011
11116,10,15,18,19,26,7,12,10/3/2011
11115,17,26,30,31,35,6,11,10/1/2011
11114,6,8,17,27,35,2,11,9/28/2011
11113,4,5,7,10,12,4,5,9/26/2011
11112,6,17,28,32,33,8,12,9/24/2011
11111,2,11,13,23,31,11,12,9/21/2011
11110,30,31,33,34,35,4,7,9/19/2011
11109,1,11,12,22,34,8,10,9/17/2011
11108,7,15,18,24,28,1,7,9/14/2011
11107,2,6,18,30,32,1,8,9/12/2011
11106,1,9,29,30,35,5,9,9/10/2011
11105,2,11,26,32,33,5,12,9/7/2011
11104,7,19,27,28,34,2,5,9/5/2011
11103,3,4,26,29,34,1,3,9/3/2011
11102,19,24,28,31,34,4,12,8/31/2011
11101,5,12,20,28,30,3,7,8/29/2011
11100,8,11,13,28,33,8,9,8/27/2011
11099,2,6,9,12,20,5,8,8/24/2011
11098,6,7,28,33,35,1,10,8/22/2011
11097,4,19,28,31,33,11,12,8/20/2011
11096,3,8,20,24,25,1,2,8/17/2011
11095,9,12,17,19,29,6,11,8/15/2011
11094,11,21,22,32,34,4,8,8/13/2011
11093,4,6,8,19,31,10,11,8/10/2011
11092,10,17,19,32,33,1,12,8/8/2011
11091,11,17,23,29,30,6,8,8/6/2011
11090,2,4,29,30,34,5,8,8/3/2011
11089,5,6,23,27,34,3,4,8/1/2011
11088,20,21,27,29,35,3,8,7/30/2011
11087,6,13,20,25,34,7,9,7/27/2011
11086,4,5,6,9,15,1,6,7/25/2011
11085,2,17,19,21,22,3,10,7/23/2011
11084,14,29,31,34,35,1,12,7/20/2011
11083,6,8,18,20,24,4,8,7/18/2011
11082,7,20,25,30,32,5,9,7/16/2011
11081,4,13,20,21,35,2,9,7/13/2011
11080,5,12,30,31,32,1,3,7/11/2011
11079,1,3,23,30,31,2,10,7/9/2011
11078,4,9,16,27,30,2,6,7/6/2011
11077,5,8,19,33,34,1,12,7/4/2011
11076,18,23,25,29,30,1,2,7/2/2011
11075,6,9,20,23,28,6,10,6/29/2011
11074,7,16,23,28,31,3,6,6/27/2011
11073,13,19,20,22,33,5,11,6/25/2011
11072,3,11,13,20,35,3,8,6/22/2011
11071,27,31,33,34,35,4,6,6/20/2011
11070,9,19,22,29,30,2,8,6/18/2011
11069,3,5,28,29,33,4,12,6/15/2011
11068,1,13,16,18,32,7,9,6/13/2011
11067,10,17,22,24,32,3,10,6/11/2011
11066,6,13,18,20,33,9,10,6/8/2011
11065,3,11,14,25,34,1,4,6/6/2011
11064,1,6,27,30,34,1,6,6/4/2011
11063,10,17,18,26,32,1,5,6/1/2011
11062,6,10,17,20,21,3,7,5/30/2011
11061,6,7,16,18,20,4,10,5/28/2011
11060,3,25,29,32,34,9,10,5/25/2011
11059,9,16,21,29,34,7,10,5/23/2011
11058,1,9,27,32,33,3,6,5/21/2011
11057,7,11,30,31,34,9,12,5/18/2011
11056,3,5,29,30,31,8,10,5/16/2011
11055,1,7,31,32,35,2,10,5/14/2011
11054,5,9,16,26,35,3,10,5/11/2011
11053,3,16,28,31,32,1,9,5/9/2011
11052,13,24,31,32,33,3,9,5/7/2011
11051,6,8,12,17,18,5,10,5/4/2011
11050,4,7,29,32,33,8,10,5/2/2011
11049,5,6,10,22,25,1,9,4/30/2011
11048,13,17,25,27,28,2,3,4/27/2011
11047,2,15,22,33,35,5,8,4/25/2011
11046,9,15,16,19,29,4,6,4/23/2011
11045,13,21,22,29,31,7,11,4/20/2011
11044,11,21,24,26,31,6,7,4/18/2011
11043,2,8,23,33,35,5,10,4/16/2011
11042,6,9,18,30,32,10,12,4/13/2011
11041,4,5,11,13,25,3,6,4/11/2011
11040,3,7,15,18,20,1,6,4/9/2011
11039,1,11,14,22,34,6,8,4/6/2011
11038,7,9,11,13,33,10,12,4/4/2011
11037,1,12,14,22,24,10,12,4/2/2011
11036,3,18,29,30,33,8,9,3/30/2011
11035,3,4,13,15,32,4,9,3/28/2011
11034,3,6,9,17,27,3,9,3/26/2011
11033,3,19,24,29,33,3,9,3/23/2011
11032,7,16,23,31,33,3,10,3/21/2011
11031,12,17,19,22,35,4,11,3/19/2011
11030,15,19,25,30,33,3,8,3/16/2011
11029,3,9,17,24,28,6,12,3/14/2011
11028,1,2,13,17,28,1,4,3/12/2011
11027,5,14,25,34,35,2,5,3/9/2011
11026,1,9,15,20,29,7,9,3/7/2011
11025,8,9,25,28,29,2,10,3/5/2011
11024,12,15,16,20,33,8,12,3/2/2011
11023,5,13,16,18,24,2,12,2/28/2011
11022,9,14,24,25,34,1,4,2/26/2011
11021,1,9,13,17,30,2,8,2/23/2011
11020,9,12,19,22,28,1,5,2/21/2011
11019,8,21,23,27,33,6,11,2/19/2011
11018,16,22,24,32,34,2,10,2/16/2011
11017,16,19,24,26,31,2,4,2/14/2011
11016,15,20,30,33,35,6,9,2/12/2011
11015,8,18,19,22,23,1,3,2/9/2011
11014,2,14,20,21,24,2,9,1/31/2011
11013,5,8,14,28,30,4,6,1/29/2011
11012,3,12,19,25,30,8,11,1/26/2011
11011,2,17,23,24,30,2,9,1/24/2011
11010,4,8,10,14,27,5,7,1/22/2011
11009,9,10,11,14,24,3,8,1/19/2011
11008,1,23,26,27,30,5,6,1/17/2011
11007,14,24,32,33,35,2,9,1/15/2011
11006,2,8,16,26,35,11,12,1/12/2011
11005,1,7,25,27,30,7,12,1/10/2011
11004,7,8,10,23,25,7,9,1/8/2011
11003,1,24,27,30,31,1,6,1/5/2011
11002,11,13,27,28,29,2,6,1/3/2011
11001,7,8,15,32,34,5,12,1/1/2011
10153,6,7,16,24,35,4,6,12/29/2010
10152,2,5,18,22,23,7,12,12/27/2010
10151,1,10,32,33,35,3,8,12/25/2010
10150,5,24,28,29,35,1,9,12/22/2010
10149,5,22,24,25,30,1,6,12/20/2010
10148,3,4,8,10,35,2,6,12/18/2010
10147,1,15,19,21,23,11,12,12/15/2010
10146,14,17,30,31,34,4,10,12/13/2010
10145,18,19,27,28,33,3,6,12/11/2010
10144,2,11,16,22,31,10,11,12/8/2010
10143,10,16,18,22,27,6,8,12/6/2010
10142,10,11,19,21,27,4,6,12/4/2010
10141,5,11,17,23,33,3,10,12/1/2010
10140,6,18,20,30,31,3,6,11/29/2010
10139,3,13,16,19,29,7,9,11/27/2010
10138,8,12,14,19,27,5,6,11/24/2010
10137,22,27,28,33,35,9,11,11/22/2010
10136,3,13,18,30,33,7,8,11/20/2010
10135,14,17,19,26,32,3,4,11/17/2010
10134,9,12,13,19,30,4,5,11/15/2010
10133,11,16,17,21,22,3,6,11/13/2010
10132,18,21,23,25,29,6,11,11/10/2010
10131,10,15,22,28,29,4,12,11/8/2010
10130,5,6,9,10,34,8,11,11/6/2010
10129,14,15,24,25,26,3,7,11/3/2010
10128,6,17,19,29,35,2,8,11/1/2010
10127,3,22,24,30,33,4,10,10/30/2010
10126,3,5,9,13,33,5,11,10/27/2010
10125,1,7,9,14,19,9,12,10/25/2010
10124,1,9,27,29,34,1,6,10/23/2010
10123,18,20,30,32,33,1,11,10/20/2010
10122,5,6,11,13,26,2,7,10/18/2010
10121,21,22,31,32,34,2,12,10/16/2010
10120,8,10,18,34,35,6,10,10/13/2010
10119,5,13,14,23,26,2,3,10/11/2010
10118,19,22,23,29,35,8,10,10/9/2010
10117,4,6,21,27,34,5,9,10/6/2010
10116,14,22,27,28,35,4,10,10/4/2010
10115,5,7,10,15,32,3,8,10/2/2010
10114,3,7,22,25,35,3,11,9/29/2010
10113,5,16,22,23,32,4,10,9/27/2010
10112,14,15,18,34,35,8,10,9/25/2010
10111,3,6,13,14,29,1,2,9/22/2010
10110,21,29,30,33,35,7,11,9/20/2010
10109,1,2,8,11,25,10,12,9/18/2010
