country,region,year,vehicle_segment,powertrain_type,ev_sales,petrol_car_sales,diesel_car_sales,total_vehicle_sales,ev_market_share,charging_stations,fast_chargers_share,avg_ev_range_km,fuel_price_usd_per_liter,electricity_price_usd_per_kwh,gdp_per_capita,urban_population_percent,co2_emissions_transport_mt,ev_subsidy_usd,emission_regulation_score,ev_growth_rate_yoy,is_ev_dominant
Japan,APAC,2015,premium,ICE,10195,1125440,97864,1233499,0.83,20717,24.6,170,1.13,0.217,34987,90.9,209.6,3494,55.1,-3.01,0
Japan,APAC,2016,commercial,ICE,1296,461954,307970,771220,0.17,25175,24.7,186,1.137,0.222,36638,91.5,210.7,3570,56.6,-12.49,0
Japan,APAC,2016,mass_market,ICE,14837,2707122,369153,3091112,0.48,25175,24.7,186,1.137,0.222,36638,91.5,210.7,3570,56.6,-11.89,0
Japan,APAC,2016,premium,ICE,9052,1188232,103324,1300608,0.7,25175,24.7,186,1.137,0.222,36638,91.5,210.7,3570,56.6,-11.21,0
Japan,APAC,2017,commercial,ICE,1934,459325,306216,767475,0.25,29590,24.4,221,1.17,0.223,37440,92.0,209.0,3740,59.3,49.23,0
Japan,APAC,2017,mass_market,ICE,21625,2623997,357818,3003440,0.72,29590,24.4,221,1.17,0.223,37440,92.0,209.0,3740,59.3,45.75,0
Japan,APAC,2017,premium,ICE,13428,1170960,101823,1286211,1.04,29590,24.4,221,1.17,0.223,37440,92.0,209.0,3740,59.3,48.34,0
Japan,APAC,2018,commercial,ICE,2592,466173,310782,779547,0.33,29251,25.9,256,1.213,0.221,38729,91.5,208.7,3892,61.2,34.02,0
Japan,APAC,2018,mass_market,ICE,29613,2717085,370512,3117210,0.95,29251,25.9,256,1.213,0.221,38729,91.5,208.7,3892,61.2,36.94,0
Japan,APAC,2018,premium,ICE,18012,1186439,103169,1307620,1.38,29251,25.9,256,1.213,0.221,38729,91.5,208.7,3892,61.2,34.14,0
Japan,APAC,2019,commercial,ICE,2200,458703,305802,766705,0.29,30023,29.0,300,1.26,0.219,40363,91.6,198.8,3954,61.5,-15.12,0
Japan,APAC,2019,mass_market,ICE,24820,2641731,360236,3026787,0.82,30023,29.0,300,1.26,0.219,40363,91.6,198.8,3954,61.5,-16.19,0
Japan,APAC,2019,premium,ICE,15095,1154077,100354,1269526,1.19,30023,29.0,300,1.26,0.219,40363,91.6,198.8,3954,61.5,-16.19,0
Japan,APAC,2020,commercial,ICE,1560,410516,273678,685754,0.23,29846,26.0,339,1.317,0.223,38164,91.5,189.9,4560,65.4,-29.09,0
Japan,APAC,2020,mass_market,ICE,17835,2398880,327120,2743835,0.65,29846,26.0,339,1.317,0.223,38164,91.5,189.9,4560,65.4,-28.14,0
Japan,APAC,2020,premium,ICE,10874,1051467,91432,1153773,0.94,29846,26.0,339,1.317,0.223,38164,91.5,189.9,4560,65.4,-27.96,0
Japan,APAC,2021,commercial,ICE,2361,399235,266157,667753,0.35,32130,27.6,367,1.343,0.229,35718,92.2,181.4,5215,67.1,51.35,0
Japan,APAC,2021,mass_market,ICE,26962,2325453,317107,2669522,1.01,32130,27.6,367,1.343,0.229,35718,92.2,181.4,5215,67.1,51.17,0
Japan,APAC,2021,premium,ICE,16370,1013274,88111,1117755,1.46,32130,27.6,367,1.343,0.229,35718,92.2,181.4,5215,67.1,50.54,0
Japan,APAC,2022,commercial,ICE,4727,386722,257814,649263,0.73,30952,27.4,404,1.367,0.238,34164,92.2,180.1,5776,69.4,100.21,0
Japan,APAC,2022,mass_market,ICE,53188,2203446,300470,2557104,2.08,30952,27.4,404,1.367,0.238,34164,92.2,180.1,5776,69.4,97.27,0
Japan,APAC,2022,premium,ICE,31497,931816,81028,1044341,3.02,30952,27.4,404,1.367,0.238,34164,92.2,180.1,5776,69.4,92.41,0
Japan,APAC,2023,commercial,ICE,7876,421213,280809,709898,1.11,36092,32.7,428,1.367,0.241,34086,91.5,179.8,6209,73.2,66.62,0
Japan,APAC,2023,mass_market,ICE,89554,2407241,328260,2825055,3.17,36092,32.7,428,1.367,0.241,34086,91.5,179.8,6209,73.2,68.37,0
Japan,APAC,2023,premium,ICE,53542,1022402,88905,1164849,4.6,36092,32.7,428,1.367,0.241,34086,91.5,179.8,6209,73.2,69.99,0
Japan,APAC,2024,commercial,ICE,10604,426472,284315,721391,1.47,41956,31.8,452,1.373,0.248,34337,92.0,176.5,6500,74.9,34.64,0
Japan,APAC,2024,mass_market,ICE,121458,2437956,332449,2891863,4.2,41956,31.8,452,1.373,0.248,34337,92.0,176.5,6500,74.9,35.63,0
Japan,APAC,2024,premium,ICE,75168,1066388,92729,1234285,6.09,41956,31.8,452,1.373,0.248,34337,92.0,176.5,6500,74.9,40.39,0
Japan,APAC,2025,commercial,ICE,14649,423433,282289,720371,2.03,49260,31.6,475,1.37,0.258,35694,92.2,170.9,6576,78.9,38.15,0
Japan,APAC,2025,mass_market,ICE,163344,2330320,317771,2811435,5.81,49260,31.6,475,1.37,0.258,35694,92.2,170.9,6576,78.9,34.49,0
Japan,APAC,2025,premium,ICE,99351,993566,86397,1179314,8.42,49260,31.6,475,1.37,0.258,35694,92.2,170.9,6576,78.9,32.17,0
Mexico,North America,2010,commercial,ICE,5,72429,48289,120723,0.0,0,0.0,118,0.71,0.092,8850,77.9,155.8,0,19.5,0.0,0
Mexico,North America,2010,mass_market,ICE,24,435071,59331,494426,0.0,0,0.0,118,0.71,0.092,8850,77.9,155.8,0,19.5,0.0,0
Mexico,North America,2010,premium,ICE,13,187461,16302,203776,0.01,0,0.0,118,0.71,0.092,8850,77.9,155.8,0,19.5,0.0,0
Mexico,North America,2011,commercial,ICE,5,80838,53892,134735,0.0,36,2.0,126,0.723,0.088,8960,77.6,157.5,0,21.5,0.0,0
Mexico,North America,2011,mass_market,ICE,55,486471,66337,552863,0.01,36,2.0,126,0.723,0.088,8960,77.6,157.5,0,21.5,129.17,0
Mexico,North America,2011,premium,ICE,33,211164,18362,229559,0.01,36,2.0,126,0.723,0.088,8960,77.6,157.5,0,21.5,153.85,0
Mexico,North America,2012,commercial,ICE,5,88548,59032,147585,0.0,76,4.1,124,0.747,0.084,9072,78.7,160.1,0,21.4,0.0,0
Mexico,North America,2012,mass_market,ICE,59,514964,70222,585245,0.01,76,4.1,124,0.747,0.084,9072,78.7,160.1,0,21.4,56.79,0
Mexico,North America,2012,premium,ICE,35,224701,19539,244275,0.01,76,4.1,124,0.747,0.084,9072,78.7,160.1,0,21.4,64.08,0
Mexico,North America,2013,commercial,ICE,11,95363,63576,158950,0.01,112,6.2,133,0.757,0.084,9043,78.5,164.3,0,23.1,30.06,0
Mexico,North America,2013,mass_market,ICE,125,548574,74806,623505,0.02,112,6.2,133,0.757,0.084,9043,78.5,164.3,0,23.1,73.34,0
Mexico,North America,2013,premium,ICE,77,243095,21139,264311,0.03,112,6.2,133,0.757,0.084,9043,78.5,164.3,0,23.1,80.93,0
Mexico,North America,2014,commercial,ICE,13,109105,72736,181854,0.01,150,8.2,152,0.777,0.081,9138,78.9,167.8,0,24.4,37.51,0
Mexico,North America,2014,mass_market,ICE,146,643959,87813,731918,0.02,150,8.2,152,0.777,0.081,9138,78.9,167.8,0,24.4,16.8,0
Mexico,North America,2014,premium,ICE,88,279802,24331,304221,0.03,150,8.2,152,0.777,0.081,9138,78.9,167.8,0,24.4,38.67,0
Mexico,North America,2015,commercial,ICE,14,118034,78689,196737,0.01,191,10.2,155,0.8,0.08,9144,79.0,169.1,0,24.9,40.95,0
Mexico,North America,2015,mass_market,ICE,154,679464,92654,772272,0.02,191,10.2,155,0.8,0.08,9144,79.0,169.1,0,24.9,5.48,0
Mexico,North America,2015,premium,ICE,95,302244,26282,328621,0.03,191,10.2,155,0.8,0.08,9144,79.0,169.1,0,24.9,39.49,0
Mexico,North America,2016,commercial,ICE,23,130316,86878,217217,0.01,216,10.3,175,0.847,0.079,9476,79.6,168.9,0,27.2,27.87,0
Mexico,North America,2016,mass_market,ICE,255,746750,101829,848834,0.03,216,10.3,175,0.847,0.079,9476,79.6,168.9,0,27.2,65.58,0
Mexico,North America,2016,premium,ICE,154,325890,28338,354382,0.04,216,10.3,175,0.847,0.079,9476,79.6,168.9,0,27.2,25.99,0
Mexico,North America,2017,commercial,ICE,40,138659,92439,231138,0.02,250,11.4,201,0.897,0.078,9541,79.7,170.9,0,29.0,45.45,0
Mexico,North America,2017,mass_market,ICE,465,818499,111613,930577,0.05,250,11.4,201,0.897,0.078,9541,79.7,170.9,0,29.0,82.35,0
Mexico,North America,2017,premium,ICE,279,354150,30796,385225,0.07,250,11.4,201,0.897,0.078,9541,79.7,170.9,0,29.0,81.17,0
Mexico,North America,2018,commercial,ICE,53,128654,85770,214477,0.02,288,13.2,246,0.953,0.078,9843,80.2,172.8,0,31.8,55.85,0
Mexico,North America,2018,mass_market,ICE,600,754024,102821,857445,0.07,288,13.2,246,0.953,0.078,9843,80.2,172.8,0,31.8,29.03,0
Mexico,North America,2018,premium,ICE,365,330374,28728,359467,0.1,288,13.2,246,0.953,0.078,9843,80.2,172.8,0,31.8,30.82,0
Mexico,North America,2019,commercial,ICE,76,118841,79227,198144,0.04,630,16.0,277,1.0,0.079,10035,80.8,166.2,0,32.7,48.95,0
Mexico,North America,2019,mass_market,ICE,873,697888,95166,793927,0.11,630,16.0,277,1.0,0.079,10035,80.8,166.2,0,32.7,45.5,0
Mexico,North America,2019,premium,ICE,530,305473,26563,332566,0.16,630,16.0,277,1.0,0.079,10035,80.8,166.2,0,32.7,45.21,0
Mexico,North America,2020,commercial,ICE,110,85877,57251,143238,0.08,939,15.1,313,1.083,0.081,10289,80.8,161.3,0,36.0,40.1,0
Mexico,North America,2020,mass_market,ICE,1255,500791,68290,570336,0.22,939,15.1,313,1.083,0.081,10289,80.8,161.3,0,36.0,43.76,0
Mexico,North America,2020,premium,ICE,763,219488,19086,239337,0.32,939,15.1,313,1.083,0.081,10289,80.8,161.3,0,36.0,43.96,0
Mexico,North America,2021,commercial,ICE,259,90323,60215,150797,0.17,1443,17.7,350,1.157,0.083,10806,81.0,158.2,0,39.2,135.45,0
Mexico,North America,2021,mass_market,ICE,3006,537222,73258,613486,0.49,1443,17.7,350,1.157,0.083,10806,81.0,158.2,0,39.2,139.52,0
Mexico,North America,2021,premium,ICE,1831,235445,20474,257750,0.71,1443,17.7,350,1.157,0.083,10806,81.0,158.2,0,39.2,139.97,0
Mexico,North America,2022,commercial,ICE,725,96601,64400,161726,0.45,2059,21.8,380,1.227,0.086,11009,81.2,163.8,0,41.2,179.92,0
Mexico,North America,2022,mass_market,ICE,8266,561012,76502,645780,1.28,2059,21.8,380,1.227,0.086,11009,81.2,163.8,0,41.2,174.98,0
Mexico,North America,2022,premium,ICE,4954,241011,20957,266922,1.86,2059,21.8,380,1.227,0.086,11009,81.2,163.8,0,41.2,170.56,0
Mexico,North America,2023,commercial,ICE,1197,114552,76368,192117,0.62,3540,20.6,403,1.213,0.091,11434,81.2,164.9,0,43.6,65.1,0
Mexico,North America,2023,mass_market,ICE,13922,676027,92186,782135,1.78,3540,20.6,403,1.213,0.091,11434,81.2,164.9,0,43.6,68.42,0
Mexico,North America,2023,premium,ICE,8485,294642,25621,328748,2.58,3540,20.6,403,1.213,0.091,11434,81.2,164.9,0,43.6,71.28,0
Mexico,North America,2024,commercial,ICE,1771,113525,75684,190980,0.93,4744,23.6,433,1.177,0.096,11621,81.6,164.7,0,46.6,47.95,0
Mexico,North America,2024,mass_market,ICE,20646,667434,91014,779094,2.65,4744,23.6,433,1.177,0.096,11621,81.6,164.7,0,46.6,48.3,0
Mexico,North America,2024,premium,ICE,12489,287534,25003,325026,3.84,4744,23.6,433,1.177,0.096,11621,81.6,164.7,0,46.6,47.19,0
Mexico,North America,2025,commercial,ICE,2468,125943,83962,212373,1.16,7945,26.0,447,1.13,0.101,11927,81.0,164.0,0,49.7,39.36,0
Mexico,North America,2025,mass_market,ICE,28384,727380,99188,854952,3.32,7945,26.0,447,1.13,0.101,11927,81.0,164.0,0,49.7,37.48,0
Mexico,North America,2025,premium,ICE,16966,308631,26837,352434,4.81,7945,26.0,447,1.13,0.101,11927,81.0,164.0,0,49.7,35.85,0
Netherlands,Europe,2010,commercial,ICE,15,42900,28600,71515,0.02,304,2.1,121,1.75,0.197,50202,83.0,34.5,0,61.2,0.0,0
Netherlands,Europe,2010,mass_market,ICE,170,249066,33964,283200,0.06,304,2.1,121,1.75,0.197,50202,83.0,34.5,0,61.2,0.0,0
Netherlands,Europe,2010,premium,ICE,103,109267,9502,118872,0.09,304,2.1,121,1.75,0.197,50202,83.0,34.5,0,61.2,0.0,0
Netherlands,Europe,2011,commercial,ICE,142,39753,26502,66397,0.21,2175,2.6,136,1.67,0.199,48960,84.7,34.0,669,65.2,300.0,0
Netherlands,Europe,2011,mass_market,ICE,1607,230465,31427,263499,0.61,2175,2.6,136,1.67,0.199,48960,84.7,34.0,669,65.2,300.0,0
Netherlands,Europe,2011,premium,ICE,991,102119,8880,111990,0.88,2175,2.6,136,1.67,0.199,48960,84.7,34.0,669,65.2,300.0,0
Netherlands,Europe,2012,commercial,ICE,267,38665,25776,64708,0.41,3835,3.4,143,1.62,0.2,48198,86.3,34.1,1334,66.0,88.03,0
Netherlands,Europe,2012,mass_market,ICE,3063,225738,30783,259584,1.18,3835,3.4,143,1.62,0.2,48198,86.3,34.1,1334,66.0,90.6,0
Netherlands,Europe,2012,premium,ICE,1818,96058,8353,106229,1.71,3835,3.4,143,1.62,0.2,48198,86.3,34.1,1334,66.0,83.45,0
Netherlands,Europe,2013,commercial,ICE,549,38369,25580,64498,0.85,5912,3.6,149,1.63,0.199,45611,87.6,34.0,1953,68.1,105.62,0
Netherlands,Europe,2013,mass_market,ICE,6149,217272,29628,253049,2.43,5912,3.6,149,1.63,0.199,45611,87.6,34.0,1953,68.1,100.75,0
Netherlands,Europe,2013,premium,ICE,3708,93395,8121,105224,3.52,5912,3.6,149,1.63,0.199,45611,87.6,34.0,1953,68.1,103.96,0
Netherlands,Europe,2014,commercial,ICE,797,37688,25126,63611,1.25,12010,4.2,168,1.63,0.198,45570,88.8,34.6,2641,69.5,45.17,0
Netherlands,Europe,2014,mass_market,ICE,9111,215948,29448,254507,3.58,12010,4.2,168,1.63,0.198,45570,88.8,34.6,2641,69.5,48.17,0
Netherlands,Europe,2014,premium,ICE,5500,92410,8036,105946,5.19,12010,4.2,168,1.63,0.198,45570,88.8,34.6,2641,69.5,48.33,0
Netherlands,Europe,2015,commercial,ICE,1068,39613,26408,67089,1.59,17818,4.9,175,1.637,0.2,44713,90.5,34.1,3343,71.5,34.0,0
Netherlands,Europe,2015,mass_market,ICE,12426,229398,31281,273105,4.55,17818,4.9,175,1.637,0.2,44713,90.5,34.1,3343,71.5,36.38,0
Netherlands,Europe,2015,premium,ICE,7525,98007,8522,114054,6.6,17818,4.9,175,1.637,0.2,44713,90.5,34.1,3343,71.5,36.82,0
Netherlands,Europe,2016,commercial,ICE,1252,37978,25319,64549,1.94,25616,5.3,200,1.637,0.205,47547,91.1,34.1,4051,73.9,17.23,0
Netherlands,Europe,2016,mass_market,ICE,14281,214282,29220,257783,5.54,25616,5.3,200,1.637,0.205,47547,91.1,34.1,4051,73.9,14.93,0
Netherlands,Europe,2016,premium,ICE,8540,89953,7822,106315,8.03,25616,5.3,200,1.637,0.205,47547,91.1,34.1,4051,73.9,13.49,0
Netherlands,Europe,2017,commercial,ICE,1342,37346,24897,63585,2.11,31883,6.3,227,1.67,0.209,48401,90.9,33.5,4083,77.4,7.19,0
Netherlands,Europe,2017,mass_market,ICE,14838,203482,27747,246067,6.03,31883,6.3,227,1.67,0.209,48401,90.9,33.5,4083,77.4,3.9,0
Netherlands,Europe,2017,premium,ICE,9243,88756,7718,105717,8.74,31883,6.3,227,1.67,0.209,48401,90.9,33.5,4083,77.4,8.23,0
Netherlands,Europe,2018,commercial,ICE,1317,37417,24945,63679,2.07,42365,7.4,272,1.717,0.211,50428,91.8,33.7,4104,79.3,-1.86,0
Netherlands,Europe,2018,mass_market,ICE,14945,209386,28553,252884,5.91,42365,7.4,272,1.717,0.211,50428,91.8,33.7,4104,79.3,0.72,0
Netherlands,Europe,2018,premium,ICE,9091,89231,7759,106081,8.57,42365,7.4,272,1.717,0.211,50428,91.8,33.7,4104,79.3,-1.64,0
Netherlands,Europe,2019,commercial,ICE,3524,37871,25248,66643,5.29,51265,8.1,307,1.807,0.213,53138,91.6,32.1,4053,82.9,167.58,0
Netherlands,Europe,2019,mass_market,ICE,41419,204775,27924,274118,15.11,51265,8.1,307,1.807,0.213,53138,91.6,32.1,4053,82.9,177.14,0
Netherlands,Europe,2019,premium,ICE,24488,80297,6982,111767,21.91,51265,8.1,307,1.807,0.213,53138,91.6,32.1,4053,82.9,169.37,0
Netherlands,Europe,2020,commercial,ICE,3652,30366,20244,54262,6.73,70476,9.3,344,1.96,0.242,54427,92.4,30.7,3985,83.9,3.63,0
Netherlands,Europe,2020,mass_market,ICE,40703,150445,20515,211663,19.23,70476,9.3,344,1.96,0.242,54427,92.4,30.7,3985,83.9,-1.73,0
Netherlands,Europe,2020,premium,ICE,24764,58925,5124,88813,27.88,70476,9.3,344,1.96,0.242,54427,92.4,30.7,3985,83.9,1.13,0
Netherlands,Europe,2021,commercial,ICE,3305,30338,20225,53868,6.14,88840,11.3,385,2.153,0.287,55259,92.5,29.8,3444,86.4,-9.5,0
Netherlands,Europe,2021,mass_market,ICE,37412,154885,21121,213418,17.53,88840,11.3,385,2.153,0.287,55259,92.5,29.8,3444,86.4,-8.09,0
Netherlands,Europe,2021,premium,ICE,23402,60016,5293,88711,26.38,88840,11.3,385,2.153,0.287,55259,92.5,29.8,3444,86.4,-5.5,0
Netherlands,Europe,2022,commercial,ICE,3992,26116,17411,47519,8.4,114826,12.1,414,2.153,0.325,57360,92.4,30.3,2910,90.6,20.79,0
Netherlands,Europe,2022,mass_market,ICE,44907,125140,17065,187112,24.0,114826,12.1,414,2.153,0.325,57360,92.4,30.3,2910,90.6,20.03,0
Netherlands,Europe,2022,premium,ICE,27143,46785,4068,77996,34.8,114826,12.1,414,2.153,0.325,57360,92.4,30.3,2910,90.6,15.99,0
Netherlands,Europe,2023,commercial,ICE,6254,30479,20320,57053,10.96,145934,14.4,434,2.153,0.33,59804,92.9,29.8,2962,90.9,56.66,0
Netherlands,Europe,2023,mass_market,ICE,73058,140980,19225,233263,31.32,145934,14.4,434,2.153,0.33,59804,92.9,29.8,2962,90.9,62.69,0
Netherlands,Europe,2023,premium,BEV,43592,48204,4192,95988,45.41,145934,14.4,434,2.153,0.33,59804,92.9,29.8,2962,90.9,60.6,0
Netherlands,Europe,2024,commercial,ICE,6999,31402,20934,59335,11.8,174072,15.2,474,2.153,0.306,60653,93.1,28.7,2947,92.7,11.91,0
Netherlands,Europe,2024,mass_market,ICE,80462,139303,18996,238761,33.7,174072,15.2,474,2.153,0.306,60653,93.1,28.7,2947,92.7,10.13,0
Netherlands,Europe,2024,premium,BEV,48474,46668,4058,99200,48.86,174072,15.2,474,2.153,0.306,60653,93.1,28.7,2947,92.7,11.2,0
Netherlands,Europe,2025,commercial,ICE,7865,32150,21434,61449,12.8,196516,18.5,488,2.08,0.279,63891,92.7,27.6,2934,94.9,12.37,0
Netherlands,Europe,2025,mass_market,ICE,90352,137908,18806,247066,36.57,196516,18.5,488,2.08,0.279,63891,92.7,27.6,2934,94.9,12.29,0
Netherlands,Europe,2025,premium,BEV,54703,44581,3877,103161,53.03,196516,18.5,488,2.08,0.279,63891,92.7,27.6,2934,94.9,12.85,1
Norway,Europe,2010,commercial,ICE,20,11782,7854,19656,0.1,205,5.1,128,1.8,0.12,87808,79.4,10.7,0,69.9,0.0,0
Norway,Europe,2010,mass_market,ICE,230,69659,9499,79388,0.29,205,5.1,128,1.8,0.12,87808,79.4,10.7,0,69.9,0.0,0
Norway,Europe,2010,premium,ICE,141,30624,2663,33428,0.42,205,5.1,128,1.8,0.12,87808,79.4,10.7,0,69.9,0.0,0
Norway,Europe,2011,commercial,ICE,115,12425,8283,20823,0.55,797,8.6,130,1.767,0.113,86544,79.5,10.5,0,72.7,300.0,0
Norway,Europe,2011,mass_market,ICE,1294,70947,9675,81916,1.58,797,8.6,130,1.767,0.113,86544,79.5,10.5,0,72.7,300.0,0
Norway,Europe,2011,premium,ICE,785,30812,2679,34276,2.29,797,8.6,130,1.767,0.113,86544,79.5,10.5,0,72.7,300.0,0
Norway,Europe,2012,commercial,ICE,209,12631,8421,21261,0.98,1367,9.7,146,1.713,0.108,82489,79.7,10.3,0,75.0,81.74,0
Norway,Europe,2012,mass_market,ICE,2373,72230,9849,84452,2.81,1367,9.7,146,1.713,0.108,82489,79.7,10.3,0,75.0,83.38,0
Norway,Europe,2012,premium,ICE,1414,30618,2662,34694,4.08,1367,9.7,146,1.713,0.108,82489,79.7,10.3,0,75.0,80.13,0
Norway,Europe,2013,commercial,ICE,584,12158,8106,20848,2.8,1841,13.0,156,1.637,0.103,81142,80.2,10.2,0,77.7,179.43,0
Norway,Europe,2013,mass_market,ICE,6809,68819,9384,85012,8.01,1841,13.0,156,1.637,0.103,81142,80.2,10.2,0,77.7,186.94,0
Norway,Europe,2013,premium,ICE,4015,28106,2444,34565,11.62,1841,13.0,156,1.637,0.103,81142,80.2,10.2,0,77.7,183.95,0
Norway,Europe,2014,commercial,ICE,964,12587,8392,21943,4.39,4086,14.7,163,1.61,0.098,77067,80.1,10.1,0,79.8,65.07,0
Norway,Europe,2014,mass_market,ICE,11158,68419,9330,88907,12.55,4086,14.7,163,1.61,0.098,77067,80.1,10.1,0,79.8,63.87,0
Norway,Europe,2014,premium,ICE,6630,27421,2384,36435,18.2,4086,14.7,163,1.61,0.098,77067,80.1,10.1,0,79.8,65.13,0
Norway,Europe,2015,commercial,ICE,1141,13093,8728,22962,4.97,5738,17.7,182,1.593,0.092,76226,80.6,9.9,0,82.5,18.36,0
Norway,Europe,2015,mass_market,ICE,13041,69343,9456,91840,14.2,5738,17.7,182,1.593,0.092,76226,80.6,9.9,0,82.5,16.88,0
Norway,Europe,2015,premium,ICE,7829,27780,2416,38025,20.59,5738,17.7,182,1.593,0.092,76226,80.6,9.9,0,82.5,18.08,0
Norway,Europe,2016,commercial,ICE,1256,12946,8630,22832,5.5,8227,20.4,199,1.62,0.088,73325,81.0,9.8,0,84.9,10.08,0
Norway,Europe,2016,mass_market,ICE,14309,67512,9206,91027,15.72,8227,20.4,199,1.62,0.088,73325,81.0,9.8,0,84.9,9.72,0
Norway,Europe,2016,premium,ICE,8747,27255,2370,38372,22.8,8227,20.4,199,1.62,0.088,73325,81.0,9.8,0,84.9,11.73,0
Norway,Europe,2017,commercial,ICE,1866,12693,8462,23021,8.11,9998,21.9,243,1.647,0.086,75584,81.3,9.6,0,87.0,48.57,0
Norway,Europe,2017,mass_market,ICE,20923,61088,8330,90341,23.16,9998,21.9,243,1.647,0.086,75584,81.3,9.6,0,87.0,46.22,0
Norway,Europe,2017,premium,ICE,12765,23226,2020,38011,33.58,9998,21.9,243,1.647,0.086,75584,81.3,9.6,0,87.0,45.94,0
Norway,Europe,2018,commercial,ICE,2411,12374,8249,23034,10.47,11916,21.6,278,1.683,0.084,75116,81.8,9.3,0,89.3,29.21,0
Norway,Europe,2018,mass_market,ICE,27031,55743,7601,90375,29.91,11916,21.6,278,1.683,0.084,75116,81.8,9.3,0,89.3,29.19,0
Norway,Europe,2018,premium,BEV,16251,19523,1698,37472,43.37,11916,21.6,278,1.683,0.084,75116,81.8,9.3,0,89.3,27.31,0
Norway,Europe,2019,commercial,ICE,3132,10927,7285,21344,14.67,14779,24.7,319,1.747,0.082,74492,82.1,8.8,0,88.8,29.9,0
Norway,Europe,2019,mass_market,BEV,35179,42892,5849,83920,41.92,14779,24.7,319,1.747,0.082,74492,82.1,8.8,0,88.8,30.14,0
Norway,Europe,2019,premium,BEV,21828,12955,1127,35910,60.79,14779,24.7,319,1.747,0.082,74492,82.1,8.8,0,88.8,34.32,1
Norway,Europe,2020,commercial,ICE,4027,10167,6778,20972,19.2,17949,26.6,360,1.887,0.097,84775,82.6,8.2,0,91.2,28.58,0
Norway,Europe,2020,mass_market,BEV,46610,33749,4602,84961,54.86,17949,26.6,360,1.887,0.097,84775,82.6,8.2,0,91.2,32.49,1
Norway,Europe,2020,premium,BEV,28030,6630,577,35237,79.55,17949,26.6,360,1.887,0.097,84775,82.6,8.2,0,91.2,28.41,1
Norway,Europe,2021,commercial,ICE,6253,12215,8143,26611,23.5,19829,30.1,395,2.063,0.131,95275,82.8,7.7,0,92.2,55.28,0
Norway,Europe,2021,mass_market,BEV,72162,31080,4238,107480,67.14,19829,30.1,395,2.063,0.131,95275,82.8,7.7,0,92.2,54.82,1
Norway,Europe,2021,premium,BEV,42451,2055,179,44685,95.0,19829,30.1,395,2.063,0.131,95275,82.8,7.7,0,92.2,51.45,1
Norway,Europe,2022,commercial,ICE,7229,9462,6308,22999,31.43,24419,31.8,420,2.143,0.159,103437,83.4,7.2,0,95.60199999999999,15.61,0
Norway,Europe,2022,mass_market,BEV,82306,8218,1121,91645,89.81,24419,31.8,420,2.143,0.159,103437,83.4,7.2,0,95.60199999999999,14.06,1
Norway,Europe,2022,premium,BEV,36110,1748,152,38010,95.0,24419,31.8,420,2.143,0.159,103437,83.4,7.2,0,95.60199999999999,-14.94,1
Norway,Europe,2023,commercial,ICE,6780,9069,6804,22653,29.93,29628,32.9,442,2.153,0.168,100025,83.5,6.7,0,95.6,-6.21,0
Norway,Europe,2023,mass_market,BEV,79933,7450,3131,90514,88.31,29628,32.9,442,2.153,0.168,100025,83.5,6.7,0,95.6,-2.88,1
Norway,Europe,2023,premium,BEV,35655,1727,150,37532,95.0,29628,32.9,442,2.153,0.168,100025,83.5,6.7,0,95.6,-1.26,1
Norway,Europe,2024,commercial,ICE,6792,10069,6713,23574,28.81,33158,31.7,481,2.09,0.155,94974,83.5,6.0,0,95.60199999999999,0.18,0
Norway,Europe,2024,mass_market,BEV,82124,10471,2007,94602,86.81,33158,31.7,481,2.09,0.155,94974,83.5,6.0,0,95.60199999999999,2.74,1
Norway,Europe,2024,premium,BEV,36884,1786,155,38825,95.0,33158,31.7,481,2.09,0.155,94974,83.5,6.0,0,95.60199999999999,3.45,1
Norway,Europe,2025,commercial,ICE,7082,9845,6563,23490,30.15,35915,32.2,507,2.04,0.144,96351,84.3,5.4,0,95.60199999999999,4.27,0
Norway,Europe,2025,mass_market,BEV,80945,11461,1563,93969,86.14,35915,32.2,507,2.04,0.144,96351,84.3,5.4,0,95.60199999999999,-1.44,1
Norway,Europe,2025,premium,BEV,37238,1803,157,39198,95.0,35915,32.2,507,2.04,0.144,96351,84.3,5.4,0,95.60199999999999,0.96,1
Poland,Europe,2010,commercial,ICE,5,30458,20309,50772,0.01,0,0.0,111,1.26,0.143,12774,60.9,42.9,0,35.5,0.0,0
Poland,Europe,2010,mass_market,ICE,15,179802,24520,204337,0.01,0,0.0,111,1.26,0.143,12774,60.9,42.9,0,35.5,0.0,0
Poland,Europe,2010,premium,ICE,10,77444,6735,84189,0.01,0,0.0,111,1.26,0.143,12774,60.9,42.9,0,35.5,0.0,0
Poland,Europe,2011,commercial,ICE,5,30688,20461,51154,0.01,33,1.1,133,1.22,0.142,12432,60.4,43.5,461,36.3,0.0,0
Poland,Europe,2011,mass_market,ICE,20,179407,24465,203892,0.01,33,1.1,133,1.22,0.142,12432,60.4,43.5,461,36.3,33.33,0
Poland,Europe,2011,premium,ICE,12,76516,6654,83182,0.01,33,1.1,133,1.22,0.142,12432,60.4,43.5,461,36.3,20.0,0
Poland,Europe,2012,commercial,ICE,10,29335,19562,48907,0.02,69,1.9,148,1.187,0.14,12537,60.5,44.9,908,37.8,41.42,0
