From,To,Distance,Duration
hang-zhou-DC,xin-xiang-shi,990,743
wu-han-DC,xin-xiang-shi,575,466
da-lian-DC,xin-xiang-shi,1431,1035
ha-er-bin-DC,xin-xiang-shi,1833,1218
bei-jing-DC,xin-xiang-shi,614,459
ning-bo-DC,xin-xiang-shi,1147,807
chong-qing-DC,xin-xiang-shi,1249,951
cheng-du-DC,xin-yang-shi,1284,939
dong-guan-DC,xin-yang-shi,1218,873
guang-zhou-DC,xin-yang-shi,1214,885
nei-lu-CDC,xin-yang-shi,958,695
nan-jing-DC,xin-yang-shi,496,388
qing-dao-DC,xin-yang-shi,937,702
gang-kou-CDC,xin-yang-shi,1243,872
shang-hai-DC,xin-yang-shi,783,602
shen-zhen-DC,xin-yang-shi,1252,883
tian-jin-DC,xin-yang-shi,964,741
xi-an-DC,xin-yang-shi,622,485
chang-sha-DC,xin-yang-shi,531,427
zheng-zhou-DC,xin-yang-shi,323,265
hang-zhou-DC,xin-yang-shi,735,588
wu-han-DC,xin-yang-shi,211,203
da-lian-DC,xin-yang-shi,1782,1213
ha-er-bin-DC,xin-yang-shi,2184,1397
bei-jing-DC,xin-yang-shi,980,722
ning-bo-DC,xin-yang-shi,903,652
chong-qing-DC,xin-yang-shi,1077,812
cheng-du-DC,xing-tai-shi,1497,1098
dong-guan-DC,xing-tai-shi,1798,1177
guang-zhou-DC,xing-tai-shi,1794,1184
nei-lu-CDC,xing-tai-shi,395,280
nan-jing-DC,xing-tai-shi,835,604
qing-dao-DC,xing-tai-shi,601,463
gang-kou-CDC,xing-tai-shi,1799,1170
shang-hai-DC,xing-tai-shi,1092,845
shen-zhen-DC,xing-tai-shi,1832,1196
tian-jin-DC,xing-tai-shi,412,321
xi-an-DC,xing-tai-shi,727,590
chang-sha-DC,xing-tai-shi,1111,841
zheng-zhou-DC,xing-tai-shi,307,254
hang-zhou-DC,xing-tai-shi,1114,838
wu-han-DC,xing-tai-shi,791,604
da-lian-DC,xing-tai-shi,1219,918
ha-er-bin-DC,xing-tai-shi,1621,1102
bei-jing-DC,xing-tai-shi,401,294
ning-bo-DC,xing-tai-shi,1253,885
chong-qing-DC,xing-tai-shi,1407,1053
cheng-du-DC,xu-zhou-shi,1621,1119
dong-guan-DC,xu-zhou-shi,1545,1024
guang-zhou-DC,xu-zhou-shi,1534,1036
nei-lu-CDC,xu-zhou-shi,685,525
nan-jing-DC,xu-zhou-shi,340,272
qing-dao-DC,xu-zhou-shi,452,364
gang-kou-CDC,xu-zhou-shi,1383,965
shang-hai-DC,xu-zhou-shi,598,487
shen-zhen-DC,xu-zhou-shi,1562,1037
tian-jin-DC,xu-zhou-shi,634,500
xi-an-DC,xu-zhou-shi,838,645
chang-sha-DC,xu-zhou-shi,1011,765
zheng-zhou-DC,xu-zhou-shi,367,288
hang-zhou-DC,xu-zhou-shi,619,488
wu-han-DC,xu-zhou-shi,649,506
da-lian-DC,xu-zhou-shi,1440,1066
ha-er-bin-DC,xu-zhou-shi,1842,1248
bei-jing-DC,xu-zhou-shi,714,558
ning-bo-DC,xu-zhou-shi,758,540
chong-qing-DC,xu-zhou-shi,1434,1023
cheng-du-DC,yan-cheng-shi,1924,1264
dong-guan-DC,yan-cheng-shi,1616,1095
guang-zhou-DC,yan-cheng-shi,1622,1102
nei-lu-CDC,yan-cheng-shi,870,695
nan-jing-DC,yan-cheng-shi,265,194
qing-dao-DC,yan-cheng-shi,440,350
gang-kou-CDC,yan-cheng-shi,1290,922
shang-hai-DC,yan-cheng-shi,319,294
shen-zhen-DC,yan-cheng-shi,1625,1104
tian-jin-DC,yan-cheng-shi,795,627
xi-an-DC,yan-cheng-shi,1142,851
chang-sha-DC,yan-cheng-shi,1156,851
zheng-zhou-DC,yan-cheng-shi,670,478
hang-zhou-DC,yan-cheng-shi,430,338
wu-han-DC,yan-cheng-shi,811,600
da-lian-DC,yan-cheng-shi,1602,1142
ha-er-bin-DC,yan-cheng-shi,2004,1323
bei-jing-DC,yan-cheng-shi,921,721
ning-bo-DC,yan-cheng-shi,488,344
chong-qing-DC,yan-cheng-shi,1736,1175
cheng-du-DC,yan-tai-shi,2105,1455
dong-guan-DC,yan-tai-shi,2102,1346
guang-zhou-DC,yan-tai-shi,2089,1349
nei-lu-CDC,yan-tai-shi,668,537
nan-jing-DC,yan-tai-shi,749,550
qing-dao-DC,yan-tai-shi,229,190
gang-kou-CDC,yan-tai-shi,1871,1244
shang-hai-DC,yan-tai-shi,900,724
shen-zhen-DC,yan-tai-shi,2118,1350
tian-jin-DC,yan-tai-shi,592,447
xi-an-DC,yan-tai-shi,1358,1015
chang-sha-DC,yan-tai-shi,1617,1102
zheng-zhou-DC,yan-tai-shi,887,688
hang-zhou-DC,yan-tai-shi,1021,764
wu-han-DC,yan-tai-shi,1252,897
da-lian-DC,yan-tai-shi,178,611
ha-er-bin-DC,yan-tai-shi,1801,1214
bei-jing-DC,yan-tai-shi,717,556
ning-bo-DC,yan-tai-shi,1069,769
chong-qing-DC,yan-tai-shi,2040,1353
cheng-du-DC,yang-zhou-shi,1753,1173
dong-guan-DC,yang-zhou-shi,1456,995
guang-zhou-DC,yang-zhou-shi,1464,1010
nei-lu-CDC,yang-zhou-shi,944,743
nan-jing-DC,yang-zhou-shi,101,102
qing-dao-DC,yang-zhou-shi,538,424
gang-kou-CDC,yang-zhou-shi,1182,868
shang-hai-DC,yang-zhou-shi,279,252
shen-zhen-DC,yang-zhou-shi,1466,1012
tian-jin-DC,yang-zhou-shi,869,673
xi-an-DC,yang-zhou-shi,1154,838
chang-sha-DC,yang-zhou-shi,968,728
zheng-zhou-DC,yang-zhou-shi,678,489
hang-zhou-DC,yang-zhou-shi,306,260
wu-han-DC,yang-zhou-shi,623,478
da-lian-DC,yang-zhou-shi,1676,1215
ha-er-bin-DC,yang-zhou-shi,2078,1379
bei-jing-DC,yang-zhou-shi,1029,771
ning-bo-DC,yang-zhou-shi,432,308
chong-qing-DC,yang-zhou-shi,1528,1065
cheng-du-DC,yun-cheng-shi,1005,795
dong-guan-DC,yun-cheng-shi,1667,1151
guang-zhou-DC,yun-cheng-shi,1657,1147
nei-lu-CDC,yun-cheng-shi,865,661
nan-jing-DC,yun-cheng-shi,936,714
qing-dao-DC,yun-cheng-shi,1020,821
gang-kou-CDC,yun-cheng-shi,1771,1197
shang-hai-DC,yun-cheng-shi,1213,899
shen-zhen-DC,yun-cheng-shi,1733,1191
tian-jin-DC,yun-cheng-shi,906,707
xi-an-DC,yun-cheng-shi,244,203
chang-sha-DC,yun-cheng-shi,990,795
zheng-zhou-DC,yun-cheng-shi,357,304
hang-zhou-DC,yun-cheng-shi,1216,901
wu-han-DC,yun-cheng-shi,734,594
da-lian-DC,yun-cheng-shi,1688,1205
ha-er-bin-DC,yun-cheng-shi,2090,1393
bei-jing-DC,yun-cheng-shi,871,702
ning-bo-DC,yun-cheng-shi,1365,943
chong-qing-DC,yun-cheng-shi,915,735
cheng-du-DC,zhan-jiang-shi,1536,1035
dong-guan-DC,zhan-jiang-shi,459,357
guang-zhou-DC,zhan-jiang-shi,419,312
nei-lu-CDC,zhan-jiang-shi,2432,1563
nan-jing-DC,zhan-jiang-shi,1769,1187
qing-dao-DC,zhan-jiang-shi,2321,1503
gang-kou-CDC,zhan-jiang-shi,1032,699
shang-hai-DC,zhan-jiang-shi,1848,1233
shen-zhen-DC,zhan-jiang-shi,503,403
tian-jin-DC,zhan-jiang-shi,2437,1582
xi-an-DC,zhan-jiang-shi,1965,1324
chang-sha-DC,zhan-jiang-shi,1009,735
zheng-zhou-DC,zhan-jiang-shi,1796,1227
hang-zhou-DC,zhan-jiang-shi,1663,1115
wu-han-DC,zhan-jiang-shi,1323,953
da-lian-DC,zhan-jiang-shi,3255,2030
ha-er-bin-DC,zhan-jiang-shi,3657,2222
bei-jing-DC,zhan-jiang-shi,2453,1579
ning-bo-DC,zhan-jiang-shi,1764,1159
chong-qing-DC,zhan-jiang-shi,1256,923
cheng-du-DC,zhang-jia-kou-shi,1885,1308
dong-guan-DC,zhang-jia-kou-shi,2298,1458
guang-zhou-DC,zhang-jia-kou-shi,2294,1470
nei-lu-CDC,zhang-jia-kou-shi,301,285
nan-jing-DC,zhang-jia-kou-shi,1259,918
qing-dao-DC,zhang-jia-kou-shi,856,712
gang-kou-CDC,zhang-jia-kou-shi,2260,1440
shang-hai-DC,zhang-jia-kou-shi,1410,1038
shen-zhen-DC,zhang-jia-kou-shi,2332,1478
tian-jin-DC,zhang-jia-kou-shi,333,330
xi-an-DC,zhang-jia-kou-shi,1114,849
chang-sha-DC,zhang-jia-kou-shi,1611,1118
zheng-zhou-DC,zhang-jia-kou-shi,807,639
hang-zhou-DC,zhang-jia-kou-shi,1531,1074
wu-han-DC,zhang-jia-kou-shi,1291,945
da-lian-DC,zhang-jia-kou-shi,1045,852
ha-er-bin-DC,zhang-jia-kou-shi,1396,991
bei-jing-DC,zhang-jia-kou-shi,199,187
ning-bo-DC,zhang-jia-kou-shi,1579,1079
chong-qing-DC,zhang-jia-kou-shi,1795,1274
cheng-du-DC,zhang-zhou-shi,1979,1329
dong-guan-DC,zhang-zhou-shi,545,398
guang-zhou-DC,zhang-zhou-shi,594,424
nei-lu-CDC,zhang-zhou-shi,1999,1339
nan-jing-DC,zhang-zhou-shi,1114,841
qing-dao-DC,zhang-zhou-shi,1681,1156
gang-kou-CDC,zhang-zhou-shi,61,73
shang-hai-DC,zhang-zhou-shi,1079,860
shen-zhen-DC,zhang-zhou-shi,543,389
tian-jin-DC,zhang-zhou-shi,1970,1339
xi-an-DC,zhang-zhou-shi,1731,1214
chang-sha-DC,zhang-zhou-shi,835,649
zheng-zhou-DC,zhang-zhou-shi,1481,1026
hang-zhou-DC,zhang-zhou-shi,894,691
wu-han-DC,zhang-zhou-shi,986,760
da-lian-DC,zhang-zhou-shi,2777,1829
ha-er-bin-DC,zhang-zhou-shi,3179,1996
bei-jing-DC,zhang-zhou-shi,2020,1356
ning-bo-DC,zhang-zhou-shi,852,635
chong-qing-DC,zhang-zhou-shi,1664,1160
cheng-du-DC,zhen-jiang-shi,1761,1189
dong-guan-DC,zhen-jiang-shi,1433,988
guang-zhou-DC,zhen-jiang-shi,1441,1001
nei-lu-CDC,zhen-jiang-shi,972,786
nan-jing-DC,zhen-jiang-shi,85,101
qing-dao-DC,zhen-jiang-shi,567,441
gang-kou-CDC,zhen-jiang-shi,1159,860
shang-hai-DC,zhen-jiang-shi,256,238
shen-zhen-DC,zhen-jiang-shi,1443,1012
tian-jin-DC,zhen-jiang-shi,897,699
xi-an-DC,zhen-jiang-shi,1174,857
chang-sha-DC,zhen-jiang-shi,999,761
zheng-zhou-DC,zhen-jiang-shi,711,523
hang-zhou-DC,zhen-jiang-shi,283,258
wu-han-DC,zhen-jiang-shi,631,501
da-lian-DC,zhen-jiang-shi,1704,1238
ha-er-bin-DC,zhen-jiang-shi,2106,1395
bei-jing-DC,zhen-jiang-shi,1062,805
ning-bo-DC,zhen-jiang-shi,409,300
chong-qing-DC,zhen-jiang-shi,1536,1075
nei-lu-CDC,zheng-zhou-DC,698,496
gang-kou-CDC,zheng-zhou-DC,1532,1032
cheng-du-DC,zheng-zhou-shi,1244,971
dong-guan-DC,zheng-zhou-shi,1518,1033
guang-zhou-DC,zheng-zhou-shi,1514,1035
nei-lu-CDC,zheng-zhou-shi,698,496
nan-jing-DC,zheng-zhou-shi,665,462
qing-dao-DC,zheng-zhou-shi,736,580
gang-kou-CDC,zheng-zhou-shi,1532,1032
shang-hai-DC,zheng-zhou-shi,948,719
shen-zhen-DC,zheng-zhou-shi,1551,1041
tian-jin-DC,zheng-zhou-shi,717,538
xi-an-DC,zheng-zhou-shi,484,402
chang-sha-DC,zheng-zhou-shi,831,641
zheng-zhou-DC,zheng-zhou-shi,0,0
hang-zhou-DC,zheng-zhou-shi,944,701
wu-han-DC,zheng-zhou-shi,511,401
da-lian-DC,zheng-zhou-shi,1522,1076
ha-er-bin-DC,zheng-zhou-shi,1924,1264
bei-jing-DC,zheng-zhou-shi,705,514
ning-bo-DC,zheng-zhou-shi,1100,774
chong-qing-DC,zheng-zhou-shi,1185,901
cheng-du-DC,zhong-shan-shi,1650,1112
dong-guan-DC,zhong-shan-shi,118,141
guang-zhou-DC,zhong-shan-shi,87,113
nei-lu-CDC,zhong-shan-shi,2198,1445
nan-jing-DC,zhong-shan-shi,1430,1019
qing-dao-DC,zhong-shan-shi,1990,1323
gang-kou-CDC,zhong-shan-shi,667,465
shang-hai-DC,zhong-shan-shi,1506,1070
shen-zhen-DC,zhong-shan-shi,138,151
tian-jin-DC,zhong-shan-shi,2204,1448
xi-an-DC,zhong-shan-shi,1721,1225
chang-sha-DC,zhong-shan-shi,770,615
zheng-zhou-DC,zhong-shan-shi,1560,1113
hang-zhou-DC,zhong-shan-shi,1322,942
wu-han-DC,zhong-shan-shi,1072,842
da-lian-DC,zhong-shan-shi,3022,1917
ha-er-bin-DC,zhong-shan-shi,3424,2107
bei-jing-DC,zhong-shan-shi,2220,1450
ning-bo-DC,zhong-shan-shi,1423,989
chong-qing-DC,zhong-shan-shi,1377,968
cheng-du-DC,zhou-kou-shi,1335,962
dong-guan-DC,zhou-kou-shi,1402,957
guang-zhou-DC,zhou-kou-shi,1407,980
nei-lu-CDC,zhou-kou-shi,765,564
nan-jing-DC,zhou-kou-shi,479,338
qing-dao-DC,zhou-kou-shi,741,581
gang-kou-CDC,zhou-kou-shi,1348,945
shang-hai-DC,zhou-kou-shi,756,572
shen-zhen-DC,zhou-kou-shi,1419,960
tian-jin-DC,zhou-kou-shi,771,579
xi-an-DC,zhou-kou-shi,671,501
chang-sha-DC,zhou-kou-shi,724,556
zheng-zhou-DC,zhou-kou-shi,203,175
hang-zhou-DC,zhou-kou-shi,758,566
wu-han-DC,zhou-kou-shi,401,310
da-lian-DC,zhou-kou-shi,1587,1094
ha-er-bin-DC,zhou-kou-shi,1991,1301
bei-jing-DC,zhou-kou-shi,786,578
ning-bo-DC,zhou-kou-shi,908,624
chong-qing-DC,zhou-kou-shi,1147,873
cheng-du-DC,zhu-hai-shi,1686,1130
dong-guan-DC,zhu-hai-shi,136,170
guang-zhou-DC,zhu-hai-shi,134,159
nei-lu-CDC,zhu-hai-shi,2240,1469
nan-jing-DC,zhu-hai-shi,1472,1050
qing-dao-DC,zhu-hai-shi,2032,1362
gang-kou-CDC,zhu-hai-shi,718,497
shang-hai-DC,zhu-hai-shi,1548,1085
shen-zhen-DC,zhu-hai-shi,180,191
tian-jin-DC,zhu-hai-shi,2246,1472
xi-an-DC,zhu-hai-shi,1817,1249
chang-sha-DC,zhu-hai-shi,812,644
zheng-zhou-DC,zhu-hai-shi,1602,1137
hang-zhou-DC,zhu-hai-shi,1364,967
wu-han-DC,zhu-hai-shi,1114,877
da-lian-DC,zhu-hai-shi,3064,1948
ha-er-bin-DC,zhu-hai-shi,3466,2130
bei-jing-DC,zhu-hai-shi,2262,1478
ning-bo-DC,zhu-hai-shi,1465,1013
chong-qing-DC,zhu-hai-shi,1413,987
cheng-du-DC,zi-bo-shi,1769,1253
dong-guan-DC,zi-bo-shi,1957,1252
guang-zhou-DC,zi-bo-shi,1946,1250
nei-lu-CDC,zi-bo-shi,416,336
nan-jing-DC,zi-bo-shi,654,474
qing-dao-DC,zi-bo-shi,282,222
gang-kou-CDC,zi-bo-shi,1777,1183
shang-hai-DC,zi-bo-shi,806,636
shen-zhen-DC,zi-bo-shi,1975,1269
tian-jin-DC,zi-bo-shi,292,251
xi-an-DC,zi-bo-shi,1022,816
chang-sha-DC,zi-bo-shi,1290,935
zheng-zhou-DC,zi-bo-shi,551,440
hang-zhou-DC,zi-bo-shi,927,688
wu-han-DC,zi-bo-shi,957,709
da-lian-DC,zi-bo-shi,1099,888
ha-er-bin-DC,zi-bo-shi,1501,1051
bei-jing-DC,zi-bo-shi,418,364
ning-bo-DC,zi-bo-shi,975,693
chong-qing-DC,zi-bo-shi,1664,1176
