dt,position_name_cn,business_type,dsp_name,position_type,discovery_cnt_num,click_cnt_num,consume_amount
20260125,福利页红包-激励视频,adsounds,?,极速版,1161,1184,13.702698
20260121,福利页-领现金-激励视频,adsounds,?,福利页,112,66,1.400878
20260105,激励视频-福利页-唤端广告,品牌广告,快手UG,福利页,304,223,6.06723
20260106,激励视频-福利页,adsounds,?,福利页,612890,338076,10370.182381997589
20260104,激励视频-福利页,效果广告,星梵,福利页,1610,1558,16.65729
20260116,奇迹小说-宝箱激励视频,adsounds,?,极速版,80,46,0.366652
20260119,激励视频-福利页,效果广告,广推,福利页,1693,1701,62.75718
20260116,激励视频-福利页-唤端广告,效果广告,美数_v2,福利页,265,227,4.16348
20260128,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,15913,9570,856.56842
20260102,积分中心激励视频,效果广告,方歌,福利页,2569,2349,72.5131
20260122,激励视频-福利页-唤端广告,效果广告,星梵,福利页,4891,2780,94.82374
20260110,激励视频-时长模式,效果广告,舜飞,时长模式,29659,26800,1784.09003
20260109,激励视频-时长模式,效果广告,快友V2,时长模式,10627,10055,1044.02074
20260117,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,5113,4694,121.035
20260125,激励视频-福利页-唤端广告,效果广告,VIVO,福利页,1655,977,38.05898
20260120,极速版-激励视频-福利页,效果广告,美数_v2,极速版,1695,1667,35.69367
20260118,前插视频,声播,?,主app-其他,883,454,37.5755719995664
20260111,激励视频-福利页,品牌广告,手淘_巨浪,福利页,973,584,100.15309
20260122,前插视频,adsounds,?,主app-其他,15616,2195,385.8946229998991
20260113,激励视频-福利页,效果广告,舜飞,福利页,13335,12986,434.17589
20260110,激励视频-时长模式,效果广告,OPPO-API,时长模式,46966,38954,4450.18919
20260110,激励视频-福利页-唤端广告,效果广告,墨果,福利页,14076,12245,194.5141
20260115,福利页-下载任务,效果广告,荣耀_他方,福利页,5587,2440,173.11344
20260128,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,165,4,0.62261
20260118,极速版-激励视频-福利页,品牌广告,汇川,极速版,8225,8031,73.65666
20260118,极速版免费领时长激励视频,adsounds,?,极速版,1016,926,24.676078
20260120,极速版免费领时长激励视频,效果广告,墨果,极速版,25,21,1.01401
20260110,激励视频-福利页,效果广告,美数_v2,福利页,25160,24427,560.48247
20260127,激励视频-福利页-唤端广告,效果广告,穿山甲（开屏/自渲染）,福利页,383583,304194,5297.47307
20260115,激励视频-唤端广告,效果广告,易点天下,时长模式,1382,159,18.05736
20260106,激励视频-福利页,效果广告,佳投-v2,福利页,21651,21410,578.24219
20260113,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,11792,7869,703.85137
20260102,激励视频-福利页-唤端广告,品牌广告,手淘_巨浪,福利页,282,182,9.01864
20260119,积分中心-任务-banner,adsounds,?,福利页,31967,23016,6430.573503
20260128,激励视频-福利页,品牌广告,手淘_巨浪,福利页,1772,1075,196.66579
20260120,?,效果广告,旺脉2,极速版,0,2,0.0
20260108,激励视频-福利页,效果广告,布鲁肯,福利页,223602,214999,5928.12504
20260122,激励视频-福利页,效果广告,快友V2,福利页,12430,12117,430.52754
20260113,激励视频-福利页,效果广告,佳投-v2,福利页,28966,28692,684.71145
20260128,激励视频-福利页,品牌广告,拼多多,福利页,65090,58402,2958.98565
20260102,答题成就激励视频,效果广告,穿山甲（模板）,极速版,14,3,0.163
20260120,极速版-激励视频-福利页,效果广告,爱奇艺,极速版,10061,10031,128.47515
20260121,喝水打卡激励视频,声播,?,极速版,338,689,11.512268
20260116,福利页-提取现金-激励视频,品牌广告,快手UG,福利页,3,3,0.02941
20260118,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,49,11,0.441
20260114,激励视频-福利页,效果广告,亿典v2,福利页,9981,9503,353.28915
20260112,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,91631,72241,1364.76211
20260115,奇迹小说-宝箱激励视频,adsounds,?,极速版,74,32,0.241016
20260123,福利页-领现金-激励视频,效果广告,穿山甲（模板）,福利页,62,14,4.73857
20260119,激励视频-时长模式,效果广告,美数_v2,时长模式,4103,3210,314.66256
20260108,极速版-信息流激励视频-卡友,效果广告,广点通,极速版,107,93,2.033
20260121,激励视频-福利页,效果广告,墨果,福利页,44606,43524,692.74499
20260119,福利页-领现金-激励视频,adsounds,?,福利页,142,79,3.026545
20260115,激励视频-听书任务,效果广告,穿山甲（模板）,主app-其他,27804,19888,256.56615
20260110,积分中心激励视频,效果广告,穿山甲（模板）,福利页,69248,40342,4907.83535
20260123,激励视频-福利页,效果广告,星梵,福利页,783,748,13.76164
20260103,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,97,81,14.08682
20260127,收听时长-超级翻倍-激励视频,adsounds,?,极速版,2319,2388,25.471226
20260107,激励视频-福利页-唤端广告,声播,?,福利页,1,0,0.0
20260108,激励视频-金币模式,声播,?,福利页,2,0,0.0
20260127,福利页-下载任务,效果广告,VIVO,福利页,4080,1059,97.52543
20260114,激励视频-唤端广告,效果广告,广点通,时长模式,1063906,381684,38946.17813
20260128,激励视频-福利页,效果广告,华为,福利页,19710,19416,667.30238
20260102,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,41,35,0.78883
20260101,激励视频-时长模式,品牌广告,汇川,时长模式,104041,90533,6735.1662
20260123,奇迹小说-看视频任务激励视频,效果广告,穿山甲（模板）,极速版,11,5,0.099
20260109,激励视频-时长模式,效果广告,方歌,时长模式,73684,65476,2488.17944
20260109,激励视频-时长模式,效果广告,美数_v2,时长模式,3255,2879,223.21434
20260111,激励视频-时长模式,效果广告,OPPO-API,时长模式,38498,32142,3403.03782
20260118,激励视频-唤端广告,效果广告,舜飞,时长模式,110,17,4.15291
20260121,激励视频-时长模式,效果广告,软告V2,时长模式,39565,35494,2310.77864
20260115,激励视频-唤端广告,效果广告,亿典v2,时长模式,202,9,3.73737
20260121,福利页-提取现金-激励视频,adsounds,?,福利页,3542,3116,216.3670030004362
20260104,福利页-提取现金-激励视频,品牌广告,快手UG,福利页,3,3,0.07857
20260102,激励视频-福利页,品牌广告,快手UG,福利页,1794,1041,44.84964
20260122,激励视频-福利页-唤端广告,效果广告,软告V2,福利页,1269,287,9.79515
20260113,答题活动激励视频,效果广告,广点通,极速版,114824,104322,630.1661
20260106,奇迹小说-宝箱激励视频,效果广告,广点通,极速版,179,4,0.895
20260121,激励视频-时长模式,效果广告,亿典v2,时长模式,831,816,64.2794
20260128,答题活动激励视频,效果广告,广点通,极速版,119393,106166,721.02135
20260112,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,4945,3139,23.195
20260102,激励视频-时长模式,效果广告,fancy-v2,时长模式,77031,70556,3903.49839
20260109,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,94763,63232,1747.68048
20260109,激励视频-福利页-唤端广告,效果广告,软告V2,福利页,1197,513,47.71151
20260128,激励视频-福利页,效果广告,美数_v2,福利页,37932,36947,547.36199
20260117,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,57932,38884,721.24825
20260127,激励视频-时长模式,效果广告,多盟,时长模式,19307,21015,1500.69226
20260117,激励视频-福利页-唤端广告,效果广告,点思,福利页,2761,2503,42.00577
20260111,激励视频-时长模式,效果广告,海贝（嗨量）,时长模式,55753,50049,3406.18939
20260127,激励视频-唤端广告,效果广告,广推,时长模式,40419,11227,1475.26288
20260110,奇迹小说-书籍红包激励视频,效果广告,穿山甲（模板）,极速版,37,11,0.74
20260115,激励视频-时长模式,效果广告,易点天下,时长模式,109106,94135,7909.675
20260122,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,93205,60487,1669.92181
20260126,激励视频-时长模式,效果广告,海贝（嗨量）,时长模式,49351,44791,4270.06657
20260113,激励视频-福利页-唤端广告,效果广告,旺脉2,福利页,36684,27179,361.57806
20260127,收听失效奖励激励视频,效果广告,广点通,极速版,128,4,0.5725
20260108,收听失效奖励激励视频,效果广告,穿山甲（模板）,极速版,20,0,0.048
20260107,激励视频-唤端广告,效果广告,美数_v2,时长模式,788,87,15.3489
20260110,激励视频-唤端广告,效果广告,快友V2,时长模式,1888,100,27.16017
20260124,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4630,4151,110.484
20260106,激励视频-福利页-唤端广告,品牌广告,手淘_巨浪,福利页,211,139,6.3194
20260111,福利页-领现金-激励视频,adsounds,?,福利页,284,109,8.184817
20260123,激励视频-听书任务,效果广告,fancy-v2,主app-其他,1107,987,12.92339
20260117,激励视频-时长模式,adsounds,?,时长模式,342747,133582,69233.700742
20260126,奇迹小说-宝箱激励视频,效果广告,广点通,极速版,31,1,0.155
20260121,激励视频-时长模式,adsounds,?,时长模式,340440,170864,69486.347452
20260119,激励视频-唤端广告,效果广告,广推,时长模式,20641,5841,813.59223
20260119,激励视频-福利页,效果广告,方歌,福利页,75351,71619,2064.11252
20260119,收听时长-激励视频,adsounds,?,极速版,52,45,0.870086
20260118,激励视频-金币模式,声播,?,福利页,6,0,0.0
20260116,激励视频-唤端广告,效果广告,布鲁肯,时长模式,812,56,19.34629
20260120,极速版-激励视频-福利页唤端,品牌广告,汇川,极速版,8416,4564,76.24955
20260103,激励视频-时长模式,品牌广告,京准通_API,时长模式,1,0,0.12468
20260109,激励视频-福利页,效果广告,OPPO-API,福利页,54124,44686,2389.24935
20260117,激励视频-听书任务,声播,?,主app-其他,1231,119,2.194625
20260124,激励视频-福利页-唤端广告,效果广告,多盟,福利页,8113,7584,141.33242
20260125,激励视频-唤端广告,效果广告,讯飞,时长模式,3755,826,105.132
20260127,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,160,148,22.49321
20260107,激励视频-唤端广告,效果广告,百度SDK,时长模式,67800,12084,1194.75088
20260112,激励视频-时长模式,效果广告,亿典v2,时长模式,1311,1200,66.74842
20260101,福利页红包-激励视频,声播,?,极速版,321,595,7.615371
20260103,激励视频-唤端广告,效果广告,穿山甲（开屏/自渲染）,时长模式,669825,192617,23892.15892
20260108,答题活动激励视频,声播,?,极速版,4048,6491,78.112035
20260111,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,28,15,0.264
20260113,激励视频-福利页-唤端广告,效果广告,美数_v2,福利页,365,299,5.33684
20260124,激励视频-福利页,效果广告,亿典v2,福利页,10594,9519,624.61396
20260110,激励视频-福利页,效果广告,亿典v2,福利页,7389,6565,355.29859
20260116,激励视频-福利页,效果广告,亿典v2,福利页,7231,6765,303.37035
20260106,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,60191,41616,738.67475
20260112,激励视频-福利页,效果广告,OPPO-API,福利页,46280,37770,2149.63077
20260123,激励视频-福利页,效果广告,广点通,福利页,1524783,996841,56546.43925
20260104,激励视频-听书任务,效果广告,广推,主app-其他,239,229,8.81199
20260101,激励视频-唤端广告,效果广告,荣耀_他方,时长模式,299,35,2.79305
20260121,积分中心激励视频,声播,?,福利页,904,124,8.516468
20260103,福利页-领现金-激励视频,adsounds,?,福利页,261,65,5.28061
20260127,激励视频,adsounds,?,主app-其他,93,4,0.065974
20260120,福利页-愉悦赚H5,效果广告,,福利页,,,2814.799004832202
20260121,激励视频-福利页-唤端广告,效果广告,舜飞,福利页,1910,1526,28.41453
20260118,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,102991,71154,1895.61003
20260110,激励视频-福利页,adsounds,?,福利页,805723,366391,9110.773793014412
20260122,激励视频-唤端广告,品牌广告,汇川,时长模式,182,47,1.63012
20260105,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,70,4,0.22737
20260108,激励视频-福利页,效果广告,华为,福利页,25480,25128,781.45541
20260106,极速版-激励视频-福利页唤端,声播,?,极速版,42829,27306,770.289673
20260121,激励视频-福利页-唤端广告,效果广告,墨果,福利页,10841,8631,153.4176
20260106,分享奖励弹窗-激励视频,效果广告,广点通,极速版,786,728,7.86
20260115,激励视频-福利页,效果广告,VIVO,福利页,76455,71205,2915.10084
20260108,激励视频-福利页-唤端广告,效果广告,星梵,福利页,746,501,27.09003
20260105,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,5,5,0.17216
20260110,激励视频-福利页-唤端广告,效果广告,百度SDK,福利页,132511,121052,1761.71048
20260117,福利页-下载任务,品牌广告,Tap-tap,福利页,2669,583,43.25748
20260109,激励视频-福利页,效果广告,华夏乐游,福利页,124,85,10.05524
20260108,激励视频-福利页-唤端广告,效果广告,穿山甲（开屏/自渲染）,福利页,340335,301212,4084.92754
20260103,极速版-激励视频-福利页,效果广告,美数_v2,极速版,1891,1832,43.86116
20260118,激励视频-福利页-唤端广告,效果广告,fancy-v2,福利页,13823,9204,384.62767
20260115,激励视频-时长模式,效果广告,fancy-v2,时长模式,77982,69845,4351.19571
20260112,极速版-激励视频-福利页唤端,声播,?,极速版,39282,24455,769.965261
20260111,激励视频-福利页,效果广告,多盟,福利页,93354,99684,2430.26665
20260102,奇迹小说-看视频任务激励视频,adsounds,?,极速版,21,7,0.029212
20260126,收听气泡超级翻倍激励视频,效果广告,穿山甲（模板）,极速版,54,0,0.015
20260128,喝水打卡激励视频,效果广告,百度（模板）,极速版,3980,3475,62.4341
20260126,激励视频-福利页,效果广告,多盟,福利页,142552,149137,2976.89733
20260117,激励视频-福利页,效果广告,点思,福利页,3766,3664,76.14766
20260126,激励视频-福利页,效果广告,广点通,福利页,1569223,1010978,67534.65054
20260106,收听时长-超级翻倍-激励视频,效果广告,ToBid聚合SDK,极速版,83428,64641,1832.05924
20260105,奇迹小说-宝箱激励视频,效果广告,广点通,极速版,170,10,0.85
20260109,极速版-激励视频-福利页唤端,效果广告,广点通,极速版,60619,35834,1371.02501
20260112,激励视频-福利页,效果广告,美数_v2,福利页,26942,26187,625.19231
20260113,激励视频-福利页,效果广告,荣耀_他方,福利页,191116,187376,5837.20883
20260117,激励视频-唤端广告,效果广告,广点通,时长模式,1011800,367535,36867.38295
20260104,奇迹小说-看视频任务激励视频,效果广告,广点通,极速版,15,0,0.0975
20260125,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4713,4204,112.089
20260121,激励视频-福利页-唤端广告,效果广告,美数_v2,福利页,536,447,6.79464
20260110,激励视频-唤端广告,效果广告,星梵,时长模式,7240,1114,189.21574
20260115,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,8198,6331,180.62254
20260101,激励视频-唤端广告,品牌广告,手淘_巨浪,时长模式,6658,1739,201.26545
20260114,极速版免费领时长激励视频,效果广告,爱奇艺,极速版,168,141,9.51774
20260105,积分中心激励视频,效果广告,方歌,福利页,2982,2720,89.62492
20260128,福利页-提取现金-激励视频,效果广告,广推,福利页,55,56,7.20126
20260126,激励视频-福利页,效果广告,OPPO-API,福利页,38481,31922,1630.74354
20260101,激励视频-时长模式,效果广告,枫岚rtb,时长模式,106832,92658,5907.60519
20260107,激励视频-唤端广告,效果广告,广推,时长模式,22918,6712,845.43479
20260115,收听时长-超级翻倍-激励视频,adsounds,?,极速版,4223,4323,31.82776
20260112,激励视频-唤端广告,品牌广告,汇川,时长模式,13,4,0.16376
20260122,福利页-提取现金-激励视频,adsounds,?,福利页,4287,3965,354.4369459999813
20260106,前插视频,效果广告,穿山甲（开屏/自渲染）,主app-其他,3564,1110,173.7
20260126,激励视频-福利页-唤端广告,效果广告,海贝（嗨量）,福利页,51170,35337,784.98011
20260108,极速版免费领时长激励视频,效果广告,穿山甲（模板）,极速版,23895,15593,1121.88714
20260116,边听边看-看广免广,adsounds,?,主app-其他,833,59,17.677091
20260121,收听时长-激励视频,效果广告,穿山甲（模板）,极速版,3475,2017,55.6
20260104,激励视频-唤端广告,效果广告,布鲁肯,时长模式,10840,904,225.39839
20260127,激励视频-福利页,效果广告,穿山甲（模板）,福利页,1976503,1284799,73929.46396
20260106,极速版免费领时长激励视频,声播,?,极速版,66,148,1.735212
20260125,激励视频-福利页,品牌广告,Tap-tap,福利页,117292,114039,1745.9873
20260111,激励视频-福利页-唤端广告,效果广告,有境V2,福利页,4014,2815,54.75266
20260125,积分中心-任务-banner,效果广告,fancy-v2,福利页,11156,11087,314.79353
20260123,激励视频-福利页-唤端广告,效果广告,美数_v2,福利页,435,378,5.21531
20260101,激励视频-听书任务,adsounds,?,主app-其他,26511,1485,89.8694449999995
20260105,激励视频-时长模式,效果广告,易点天下,时长模式,130013,113664,9570.42364
20260106,激励视频-福利页-唤端广告,效果广告,穿山甲（开屏/自渲染）,福利页,383693,338960,4692.9768
20260125,福利页-领现金-激励视频,品牌广告,快手UG,福利页,1,0,0.02646
20260117,激励视频-福利页,效果广告,美数_v2,福利页,33351,32554,876.57718
20260115,极速版-激励视频-福利页,效果广告,爱奇艺,极速版,8480,8486,116.971
20260122,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,43415,15068,0.0
20260122,激励视频-唤端广告,效果广告,海贝（嗨量）,时长模式,26965,3080,380.97919
20260124,激励视频-时长模式,品牌广告,快手UG,时长模式,1295,1023,33.47094
20260127,激励视频-金币模式,声播,?,福利页,7,1,0.083131
20260119,激励视频-唤端广告,效果广告,布鲁肯,时长模式,633,43,14.56552
20260104,?,adsounds,?,极速版,0,1,0.008098515625
20260116,收听时长-激励视频,声播,?,极速版,6,7,0.14158
20260112,激励视频-时长模式,效果广告,fancy-v2,时长模式,105303,93700,5123.21598
20260114,极速版-激励视频-福利页唤端,效果广告,穿山甲（开屏/自渲染）,极速版,53938,30924,1257.65133
20260103,激励视频-听书任务,声播,?,主app-其他,979,105,4.04245
20260103,激励视频-金币模式,效果广告,广点通,福利页,13947,10940,799.12292
20260104,福利页-领现金-激励视频,品牌广告,手淘_巨浪,福利页,1,1,0.08001
20260103,积分中心激励视频,效果广告,广点通,福利页,99875,77459,5415.56656
20260124,激励视频-时长模式,效果广告,易点天下,时长模式,115959,100358,8778.36006
20260104,福利页-领现金-激励视频,效果广告,旺脉2,福利页,19,8,1.53027
20260105,激励视频-时长模式,品牌广告,Tap-tap,时长模式,99494,88824,6190.66218
20260120,激励视频-福利页,效果广告,瑞狮,福利页,72848,71115,1416.69576
20260117,收听失效奖励激励视频,效果广告,广点通,极速版,140,2,0.6865
20260113,激励视频-唤端广告,效果广告,OPPO-API,时长模式,6130,1911,296.14989
20260115,激励视频-福利页-唤端广告,效果广告,有境V2,福利页,2754,1724,29.76314
20260112,激励视频-时长模式,效果广告,佳投-v2,时长模式,2827,2550,100.11833
20260110,激励视频-福利页,效果广告,讯飞,福利页,282364,271820,6529.96225
20260103,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,59610,40876,710.47093
20260111,福利页-下载任务,效果广告,广点通,福利页,410722,317892,8191.14239
20260117,答题活动激励视频,adsounds,?,极速版,10057,10337,108.56452
20260104,收听失效奖励激励视频,效果广告,广点通,极速版,168,2,0.6275
20260120,分享奖励弹窗-激励视频,效果广告,广点通,极速版,763,704,7.63
20260124,激励视频-福利页,品牌广告,拼多多,福利页,67275,60312,2760.8688
20260122,激励视频-时长模式,效果广告,OPPO-API,时长模式,31670,25716,2969.60204
20260117,激励视频-福利页,adsounds,?,福利页,312347,232376,5536.695379997253
20260111,激励视频-时长模式,效果广告,亿典v2,时长模式,702,675,43.59145
20260101,极速版-激励视频-福利页,效果广告,爱奇艺,极速版,9827,9820,136.98364
20260115,激励视频-时长模式,效果广告,枫岚rtb,时长模式,73507,62165,3621.2659
20260121,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,96351,61581,1666.92894
20260106,激励视频-时长模式,效果广告,布鲁肯,时长模式,32655,24799,1745.02298
20260126,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,3,3,0.03399
20260106,福利页-领现金-激励视频,效果广告,百度SDK,福利页,21,16,1.05659
20260101,激励视频-听书任务,效果广告,广点通,主app-其他,50373,36655,698.52117
20260116,福利页-领现金-激励视频,品牌广告,快手UG,福利页,10,12,0.0992
20260102,首页金币播报-激励视频,效果广告,广点通,极速版,8120,7284,81.41677
20260114,答题活动激励视频,效果广告,百度（模板）,极速版,5744,4802,43.79944
20260118,福利页-领现金-激励视频,效果广告,穿山甲（模板）,福利页,95,27,12.40656
20260125,激励视频-福利页,效果广告,广点通,福利页,1514228,976907,59438.58059
20260107,极速版免费领时长激励视频,效果广告,穿山甲（模板）,极速版,25196,16949,1149.82784
20260108,激励视频-福利页,效果广告,广推,福利页,2758,2722,53.96573
20260123,福利页-领现金-激励视频,品牌广告,汇川,福利页,71,62,1.60108
20260122,福利页-领现金-激励视频,品牌广告,手淘_巨浪,福利页,1,0,0.0525
20260114,激励视频-福利页,效果广告,多盟,福利页,122653,128695,2581.28687
20260121,极速版免费领时长激励视频,效果广告,穿山甲聚合SDK,极速版,147089,98344,10243.97236
20260108,极速版免费领时长激励视频,效果广告,百度（模板）,极速版,2735,2709,54.7
20260101,激励视频-福利页,效果广告,舜飞,福利页,7856,7346,351.30111
20260113,激励视频-时长模式,adsounds,?,时长模式,411811,183360,67874.107502
20260108,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,32,18,0.288
20260103,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,102601,64843,4891.81423
20260123,激励视频-唤端广告,adsounds,?,时长模式,335554,179655,5206.145498000001
20260104,激励视频-福利页,效果广告,美数_v2,福利页,32048,30887,785.59119
20260119,激励视频-福利页,效果广告,舜飞,福利页,12970,12644,439.32953
20260114,激励视频-时长模式,效果广告,布鲁肯,时长模式,14138,11322,949.92291
20260128,福利页-下载任务,效果广告,广点通,福利页,614367,460241,16303.46521
20260124,激励视频-唤端广告,效果广告,墨果,时长模式,8497,668,137.77648
20260122,收听时长-激励视频,adsounds,?,极速版,88,77,2.47147
20260120,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,274,186,4.30547
20260117,积分中心激励视频,效果广告,穿山甲（模板）,福利页,80357,49165,5039.83555
20260121,激励视频-福利页-唤端广告,效果广告,fancy-v2,福利页,9391,5660,142.10318
20260107,激励视频-福利页,品牌广告,Tap-tap,福利页,107741,103830,1865.51625
20260105,激励视频-时长模式,效果广告,爱奇艺,时长模式,80411,75132,5828.95178
20260126,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,60097,39766,853.44165
20260112,激励视频-福利页-唤端广告,效果广告,墨果,福利页,8225,6595,111.2136
20260122,激励视频-福利页,效果广告,布鲁肯,福利页,168508,163098,4331.00887
20260120,激励视频-时长模式,效果广告,VIVO,时长模式,116382,106709,9836.78832
20260116,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,37,23,0.344
20260123,激励视频-时长模式,效果广告,墨果,时长模式,3193,3144,309.40148
20260119,收听时长-超级翻倍-激励视频,声播,?,极速版,295,585,6.67832
20260124,激励视频-时长模式,效果广告,吉欣,时长模式,212,197,11.55612
20260120,激励视频-福利页,效果广告,旺脉2,福利页,79,79,1.99944
20260122,激励视频-福利页-唤端广告,效果广告,点思,福利页,6564,5938,78.61849
20260101,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,11033,7548,258.77236
20260105,积分中心激励视频,声播,?,福利页,767,91,6.929928
20260119,答题活动激励视频,adsounds,?,极速版,12950,13156,141.406188
20260119,激励视频-福利页,效果广告,广点通,福利页,1556214,1025307,57078.7815
20260111,激励视频-福利页,效果广告,快友V2,福利页,10119,9794,364.51624
20260112,福利页-下载任务,品牌广告,Tap-tap,福利页,8864,726,128.36888
20260122,激励视频-唤端广告,效果广告,广推,时长模式,36887,9815,1252.17451
20260119,福利页-下载任务,效果广告,VIVO,福利页,3105,748,85.32655
20260115,激励视频-时长模式,效果广告,VIVO,时长模式,122621,113236,11004.49329
20260115,积分中心激励视频,效果广告,穿山甲（模板）,福利页,71938,43691,4436.83378
20260126,激励视频-唤端广告,效果广告,快友V2,时长模式,3670,334,92.83952
20260107,激励视频-听书任务,声播,?,主app-其他,538,67,4.034151
20260104,极速版-激励视频-福利页,声播,?,极速版,13229,13863,126.389288
20260110,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,94935,62390,1716.84672
20260122,激励视频-福利页-唤端广告,效果广告,易点天下,福利页,29253,26041,282.61694
20260128,积分中心-任务-banner,效果广告,fancy-v2,福利页,9454,9404,219.12762
20260125,激励视频-唤端广告,品牌广告,手淘_巨浪,时长模式,3701,818,115.55189
20260101,收听时长-超级翻倍-激励视频-卡友,效果广告,广点通,极速版,2188,1797,41.572
20260123,极速版-激励视频-福利页,声播,?,极速版,6943,7263,70.62017
20260112,激励视频-短剧模式,adsounds,?,主app-其他,45,4,0.323848
20260101,激励视频-唤端广告,效果广告,旺脉2,时长模式,165149,42961,5699.18402
20260128,?,效果广告,爱奇艺,极速版,0,2,0.0
20260117,极速版-激励视频-福利页,效果广告,广点通,极速版,120955,117241,1106.33189
20260126,激励视频-福利页-唤端广告,效果广告,快友V2,福利页,3856,2669,95.98804
20260115,福利页-提取现金-激励视频,品牌广告,快手UG,福利页,2,2,0.06
20260127,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,5585,3753,26.33
20260101,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,560,525,26.99959
20260103,激励视频-福利页,效果广告,点思,福利页,2228,2193,40.32664
20260126,激励视频-唤端广告,adsounds,?,时长模式,229356,120127,3640.5454609999992
20260123,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,28,11,0.25
20260102,激励视频-时长模式,品牌广告,喜马拉雅,时长模式,51239,19651,0.0
20260106,极速版免费领时长激励视频,adsounds,?,极速版,1060,998,21.830308
20260128,极速版-激励视频-福利页唤端,效果广告,穿山甲（开屏/自渲染）,极速版,50158,29904,1282.32808
20260114,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4510,4014,98.964
20260113,激励视频-听书任务,效果广告,fancy-v2,主app-其他,377,320,3.96183
20260112,激励视频-时长模式,声播,?,时长模式,3,0,0.0
20260113,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,42,27,0.382
20260110,激励视频-时长模式,效果广告,美数_v2,时长模式,3884,3376,245.45936
20260127,激励视频-福利页,品牌广告,京准通_API,福利页,11075,10974,430.54978
20260122,激励视频-唤端广告,效果广告,易点天下,时长模式,526,62,8.1641
20260127,激励视频-福利页,效果广告,墨果,福利页,28568,28172,527.12114
20260124,极速版免费领时长激励视频,效果广告,穿山甲聚合SDK,极速版,171469,113631,12381.67255
20260124,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,86,54,0.82343
20260114,激励视频-福利页,效果广告,快友V2,福利页,10652,10421,346.10109
20260106,福利页-领现金-激励视频,效果广告,旺脉2,福利页,25,13,2.12118
20260111,福利页-领现金-激励视频,效果广告,广点通,福利页,139,58,21.57644
20260105,积分中心-任务-banner,adsounds,?,福利页,32388,22548,7292.125163
20260110,激励视频-唤端广告,效果广告,枫岚rtb,时长模式,18168,3780,314.35884
20260103,激励视频-福利页-唤端广告,效果广告,方歌,福利页,1026,1030,14.62282
20260111,激励视频-唤端广告,品牌广告,汇川,时长模式,13,7,0.11826
20260110,极速版免费领时长激励视频,效果广告,广点通,极速版,29020,16635,861.53194
20260116,福利页-下载任务,效果广告,广点通,福利页,557160,428938,12940.50546
20260119,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,101318,78479,1672.85097
20260114,激励视频-福利页-唤端广告,效果广告,旺脉2,福利页,17395,10900,178.24328
20260113,积分中心-任务-banner,效果广告,fancy-v2,福利页,6156,6090,139.3832
20260114,激励视频-唤端广告,效果广告,有境V2,时长模式,9155,2371,256.11836
20260126,激励视频-唤端广告,效果广告,方歌,时长模式,207,14,3.87313
20260116,激励视频-唤端广告,效果广告,有境V2,时长模式,11279,2368,496.10305
20260106,激励视频-时长模式,效果广告,新义-v2,时长模式,1360,1294,85.04118
20260116,激励视频-唤端广告,效果广告,爱奇艺,时长模式,46087,13588,1215.63305
