下单数量,购买时间,昨日销售数量,过去七天平均销售数量,过去30天平均销售数量,昨日退回数量,过去七天平均退回数量,过去30天平均退回数量,昨日返利金额,过去七天平均返利金额,过去30天平均返利金额,昨日折扣金额,过去七天平均折扣金额,过去30天平均折扣金额,过去七天平均特批数量,过去30天平均特批数量,过去七天平均特批价格,一周的第几天,距离五一多少日,距离十一多少日,距离双11多少日,距离内购会多少日,距离春节多少日,距离奥运会多少日,距离世界杯多少日,过去7天客户价变动次数,过去7天价格里使用的固定折扣点值
983,2020-12-28,2401.0,5606.0,4555.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5523.0,8381.0,406605.0,1,241,88,47,116,339,207,693,197.0,1.2799999999999967
3374,2020-12-29,983.0,5496.0,4388.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5706.0,7410.0,429696.0,2,242,89,48,117,340,206,692,215.0,1.4499999999999966
3044,2020-12-30,3374.0,5612.0,4414.0,21.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6424.0,7283.0,496653.0,3,243,90,49,118,341,205,691,207.0,1.5399999999999965
5375,2020-12-31,3044.0,4140.0,4453.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6790.0,7471.0,729449.0,4,244,91,50,119,342,204,690,206.0,0.9699999999999964
1106,2021-01-01,5375.0,4168.0,4449.0,3.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6043.0,7394.0,1158856.0,5,120,273,314,245,41,203,689,187.0,0.9699999999999964
2200,2021-01-02,1106.0,2874.0,4353.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6827.0,7616.0,1079106.0,6,119,272,313,244,40,202,688,172.0,0.4949999999999965
40,2021-01-03,2200.0,2640.0,4374.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6625.0,7589.0,1061157.0,7,118,271,312,243,39,201,687,139.0,0.3799999999999965
6390,2021-01-04,40.0,2303.0,4361.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0,7590.0,1030367.0,1,117,270,311,242,38,200,686,147.0,0.6199999999999966
2311,2021-01-05,6390.0,3076.0,4588.0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7234.0,7979.0,1029618.0,2,116,269,310,241,37,199,685,142.0,0.8279999999999965
4003,2021-01-06,2311.0,2924.0,4666.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7086.0,8302.0,1028270.0,3,115,268,309,240,36,198,684,142.0,0.6579999999999965
2970,2021-01-07,4003.0,3061.0,4288.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6971.0,8199.0,767830.0,4,114,267,308,239,35,197,683,165.0,0.4779999999999965
2920,2021-01-08,2970.0,2717.0,4246.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7576.0,8410.0,721493.0,5,113,266,307,238,34,196,682,187.0,0.5579999999999965
2323,2021-01-09,2920.0,2976.0,4178.0,8.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7006.0,7808.0,769443.0,6,112,265,306,237,33,195,681,255.0,0.5579999999999965
1448,2021-01-10,2323.0,2994.0,4101.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8679.0,8176.0,819243.0,7,111,264,305,236,32,194,680,306.0,0.5579999999999965
1912,2021-01-11,1448.0,3195.0,3983.0,9.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8811.0,8016.0,846796.0,1,110,263,304,235,31,193,679,327.0,0.5579999999999965
5202,2021-01-12,1912.0,2555.0,3936.0,26.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7569.0,7910.0,949878.0,2,109,262,303,234,30,192,678,342.0,0.5179999999999965
2705,2021-01-13,5202.0,2968.0,4122.0,181.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7020.0,8095.0,979567.0,3,108,261,302,233,29,191,677,351.0,0.4649999999999965
4187,2021-01-14,2705.0,2783.0,4073.0,24.0,35.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6083.0,7900.0,947003.0,4,107,260,301,232,28,190,676,373.0,0.4649999999999965
5155,2021-01-15,4187.0,2957.0,4077.0,1.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5461.0,7861.0,568428.0,5,106,259,300,231,27,189,675,422.0,0.6199999999999966
4946,2021-01-16,5155.0,3276.0,3891.0,16.0,37.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6757.0,7450.0,590362.0,6,105,258,299,230,26,188,674,420.0,0.8149999999999965
3689,2021-01-17,4946.0,3651.0,3804.0,140.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5883.0,6989.0,656144.0,7,104,257,298,229,25,187,673,360.0,1.1099999999999963
2264,2021-01-18,3689.0,3971.0,3786.0,9.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6139.0,6851.0,645721.0,1,103,256,297,228,24,186,672,326.0,1.1099999999999963
2389,2021-01-19,2264.0,4021.0,3655.0,7.0,54.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6648.0,6494.0,527460.0,2,102,255,296,227,23,185,671,373.0,1.1099999999999963
4789,2021-01-20,2389.0,3619.0,3673.0,27.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,6745.0,6611.0,446648.0,3,101,254,295,226,22,184,670,388.0,0.9099999999999966
3921,2021-01-21,4789.0,3917.0,3774.0,214.0,59.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7373.0,6760.0,489801.0,4,100,253,294,225,21,183,669,417.0,0.7749999999999966
7556,2021-01-22,3921.0,3879.0,3819.0,5.0,60.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7427.0,6828.0,564059.0,5,99,252,293,224,20,182,668,416.0,0.8849999999999966
8285,2021-01-23,7556.0,4222.0,3626.0,64.0,67.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7059.0,7005.0,480856.0,6,98,251,292,223,19,181,667,410.0,1.1949999999999965
2421,2021-01-24,8285.0,4699.0,3730.0,36.0,52.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,7929.0,7092.0,438295.0,7,97,250,291,222,18,180,666,412.0,1.1899999999999966
3675,2021-01-25,2421.0,4518.0,3472.0,7.0,51.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,8273.0,7113.0,433912.0,1,96,249,290,221,17,179,665,440.0,0.8949999999999966
10003,2021-01-27,0.0,5108.0,3503.0,0.0,56.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,8972.0,7363.0,470981.0,3,94,247,288,219,15,177,663,540.0,1.0949999999999966
3701,2021-01-28,10003.0,5977.0,3814.0,15.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,11014.0,7894.0,638863.0,4,93,246,287,218,14,176,662,526.0,1.134999999999997
5879,2021-01-29,3701.0,5940.0,3825.0,1.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10444.0,7674.0,586834.0,5,92,245,286,217,13,175,661,552.0,1.5549999999999966
3326,2021-01-30,5879.0,5661.0,3923.0,14.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,9801.0,7635.0,651054.0,6,91,244,285,216,12,174,660,567.0,1.5349999999999966
969,2021-01-31,3326.0,4834.0,3852.0,84.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8177.0,7569.0,655255.0,7,90,243,284,215,11,173,659,553.0,1.4249999999999965
1555,2021-02-01,969.0,4592.0,3848.0,0.0,20.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,7632.0,7289.0,656176.0,1,89,242,283,214,10,172,658,464.0,0.9599999999999964
4084,2021-02-02,1555.0,4239.0,3825.0,1.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,7190.0,596652.0,2,88,241,282,213,9,171,657,434.0,0.8149999999999964
2356,2021-02-03,4084.0,4217.0,3965.0,67.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6215.0,7366.0,647868.0,3,87,240,281,212,8,170,656,411.0,0.8149999999999964
1988,2021-02-04,2356.0,3124.0,3826.0,1.0,24.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,4278.0,7181.0,463965.0,4,86,239,280,211,7,169,655,307.0,0.9149999999999964
2497,2021-02-05,1988.0,2880.0,3815.0,20.0,27.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4299.0,7001.0,422338.0,5,85,238,279,210,6,168,654,266.0,0.8749999999999964
1212,2021-02-06,2497.0,2396.0,3763.0,2.0,25.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3526.0,6803.0,462355.0,6,84,237,278,209,5,167,653,194.0,0.6549999999999964
673,2021-02-07,1212.0,2094.0,3702.0,1.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3122.0,6494.0,438505.0,7,83,236,277,208,4,166,652,134.0,0.6549999999999964
3958,2021-02-08,673.0,2052.0,3624.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2955.0,6312.0,443858.0,1,82,235,276,207,3,165,651,134.0,1.9749999999999963
292,2021-02-09,3958.0,2395.0,3681.0,2.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4361.0,6148.0,560584.0,2,81,234,275,206,2,164,650,135.0,1.9749999999999963
386,2021-02-10,292.0,1854.0,3641.0,3.0,4.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,3641.0,6118.0,432156.0,3,80,233,274,205,1,163,649,125.0,1.8199999999999965
3,2021-02-11,386.0,1572.0,3588.0,0.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.0,6048.0,407538.0,4,79,232,273,204,0,162,648,102.0,1.8199999999999965
911,2021-02-18,0.0,3.0,3301.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5603.0,0.0,4,72,225,266,197,7,155,641,85.0,1.5199999999999965
666,2021-02-19,911.0,911.0,3237.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0,5388.0,229132.0,5,71,224,265,196,8,154,640,76.0,1.5199999999999965
632,2021-02-20,666.0,788.0,3057.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,5106.0,206706.0,6,70,223,264,195,9,153,639,79.0,1.3199999999999965
4413,2021-02-21,632.0,736.0,2914.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,4833.0,155554.0,7,69,222,263,194,10,152,638,73.0,1.4499999999999966
387,2021-02-22,4413.0,1656.0,2778.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,4622.0,136777.0,1,68,221,262,193,11,151,637,43.0,0.12999999999999656
3183,2021-02-23,387.0,1402.0,2434.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,4000.0,114762.0,2,67,220,261,192,12,150,636,54.0,0.12999999999999656
11729,2021-02-26,0.0,1856.0,2412.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.0,3768.0,128269.0,5,64,217,258,189,15,147,633,116.0,0.12999999999999656
1284,2021-02-27,11729.0,4069.0,2491.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9488.0,4490.0,260531.0,6,63,216,257,188,16,146,632,149.0,0.6799999999999966
1101,2021-02-28,1284.0,4199.0,2381.0,10.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.0,4422.0,319447.0,7,62,215,256,187,17,145,631,166.0,0.6799999999999966
908,2021-03-01,1101.0,3537.0,2164.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8379.0,4064.0,336009.0,1,61,214,255,186,18,144,630,163.0,0.6799999999999966
2028,2021-03-02,908.0,3641.0,2054.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8875.0,3969.0,352229.0,2,60,213,254,185,19,143,629,169.0,1.3299999999999963
4747,2021-03-03,2028.0,3410.0,2102.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8566.0,3977.0,338426.0,3,59,212,253,184,20,142,628,170.0,1.1999999999999966
2203,2021-03-04,4747.0,3633.0,2247.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9293.0,4560.0,328037.0,4,58,211,252,183,21,141,627,174.0,1.1999999999999966
3423,2021-03-05,2203.0,3429.0,2162.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9148.0,4702.0,317501.0,5,57,210,251,182,22,140,626,175.0,1.1999999999999966
2591,2021-03-06,3423.0,2242.0,2210.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4760.0,4644.0,375835.0,6,56,209,250,181,23,139,625,115.0,1.1999999999999966
1389,2021-03-07,2591.0,2429.0,2238.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4896.0,4611.0,355529.0,7,55,208,249,180,24,138,624,91.0,0.7499999999999967
2104,2021-03-08,1389.0,2470.0,2187.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5002.0,4533.0,335599.0,1,54,207,248,179,25,137,623,97.0,0.8949999999999967
2712,2021-03-09,2104.0,2641.0,2228.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4854.0,4520.0,336954.0,2,53,206,247,178,26,136,622,128.0,0.8949999999999967
534,2021-03-10,2712.0,2738.0,2320.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5467.0,4776.0,386822.0,3,52,205,246,177,27,135,621,107.0,0.24499999999999664
3258,2021-03-11,534.0,2137.0,2165.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3652.0,4334.0,349775.0,4,51,204,245,176,28,134,620,125.0,0.4649999999999966
3338,2021-03-12,3258.0,2287.0,2300.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5017.0,5140.0,373218.0,5,50,203,244,175,29,133,619,141.0,0.4649999999999966
2299,2021-03-13,3338.0,2275.0,2434.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,5281.0,274158.0,6,49,202,243,174,30,132,618,157.0,0.4649999999999966
2238,2021-03-14,2299.0,2233.0,2538.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5016.0,5466.0,334189.0,7,48,201,242,173,31,131,617,165.0,0.4649999999999966
786,2021-03-15,2238.0,2355.0,2525.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5098.0,5320.0,344627.0,1,47,200,241,172,32,130,616,161.0,0.3649999999999967
3252,2021-03-16,786.0,2166.0,2453.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4961.0,5133.0,343223.0,2,46,199,240,171,33,129,615,192.0,0.4099999999999966
4185,2021-03-17,3252.0,2244.0,2485.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5291.0,5275.0,318098.0,3,45,198,239,170,34,128,614,192.0,0.5949999999999966
3551,2021-03-18,4185.0,2765.0,2550.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6310.0,5355.0,456137.0,4,44,197,238,169,35,127,613,208.0,0.7249999999999966
8730,2021-03-19,3551.0,2807.0,2587.0,32.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4850.0,5439.0,446174.0,5,43,196,237,168,36,126,612,233.0,0.8249999999999968
1654,2021-03-20,8730.0,3577.0,2806.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6729.0,5832.0,436224.0,6,42,195,236,167,37,125,611,214.0,0.8249999999999968
9764,2021-03-22,0.0,3693.0,2913.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.0,6027.0,406860.0,1,40,193,234,165,39,123,609,251.0,1.7549999999999968
7244,2021-03-23,9764.0,5189.0,3252.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9238.0,6539.0,514439.0,2,39,192,233,164,40,122,608,283.0,2.394999999999997
5267,2021-03-24,7244.0,5855.0,3356.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8564.0,6426.0,562705.0,3,38,191,232,163,41,121,607,295.0,2.394999999999997
10081,2021-03-25,5267.0,6035.0,3537.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9393.0,6869.0,473597.0,4,37,190,231,162,42,120,606,295.0,2.2349999999999968
8679,2021-03-26,10081.0,7123.0,3793.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12963.0,7811.0,536030.0,5,36,189,230,161,43,119,605,300.0,2.5719999999999965
578,2021-03-27,8679.0,7115.0,3967.0,501.0,86.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14561.0,8461.0,599399.0,6,35,188,229,160,44,118,604,283.0,2.4419999999999966
7365,2021-03-28,578.0,6936.0,3850.0,0.0,86.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14531.0,8187.0,582422.0,7,34,187,228,159,45,117,603,271.0,2.8479999999999963
3994,2021-03-29,7365.0,6997.0,3700.0,29.0,77.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15743.0,7775.0,562336.0,1,33,186,227,158,46,116,602,335.0,2.9879999999999964
4215,2021-03-30,3994.0,6173.0,3793.0,1.0,77.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,17214.0,8561.0,501660.0,2,32,185,226,157,47,115,601,315.0,2.1879999999999957
6936,2021-03-31,4215.0,5740.0,3901.0,0.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,19475.0,9239.0,502292.0,3,31,184,225,156,48,114,600,298.0,1.5479999999999958
3374,2021-04-01,6936.0,5978.0,4108.0,1.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18675.0,9373.0,533987.0,4,30,183,224,155,49,113,599,327.0,1.5479999999999958
697,2021-04-02,3374.0,5020.0,4155.0,2.0,76.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,14891.0,9389.0,500438.0,5,29,182,223,154,50,112,598,276.0,1.982999999999996
4852,2021-04-03,697.0,3880.0,4015.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,11290.0,8972.0,382150.0,6,28,181,222,153,51,111,597,246.0,1.460999999999996
1569,2021-04-04,4852.0,4490.0,4107.0,74.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,11837.0,8836.0,483452.0,7,27,180,221,152,52,110,596,250.0,1.6709999999999958
592,2021-04-05,1569.0,3662.0,4043.0,0.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8819.0,8755.0,438318.0,1,26,179,220,151,53,109,595,208.0,0.9449999999999956
1400,2021-04-06,592.0,3176.0,3974.0,1.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5449.0,8694.0,402110.0,2,25,178,219,150,54,108,594,151.0,0.8049999999999957
1206,2021-04-07,1400.0,2774.0,3974.0,1.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2778.0,8702.0,332576.0,3,24,177,218,149,55,107,593,117.0,0.7849999999999957
1801,2021-04-08,1206.0,1956.0,3943.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2270.0,8749.0,263001.0,4,23,176,217,148,56,106,592,124.0,0.7849999999999957
1384,2021-04-09,1801.0,1731.0,3912.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2599.0,8697.0,251927.0,5,22,175,216,147,57,105,591,92.0,0.7849999999999957
1158,2021-04-10,1384.0,1829.0,3941.0,7.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2997.0,8814.0,325811.0,6,21,174,215,146,58,104,590,93.0,0.5799999999999957
961,2021-04-11,1158.0,1301.0,3869.0,13.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2543.0,8238.0,248208.0,7,20,173,214,145,59,103,589,88.0,0.5799999999999957
3984,2021-04-13,0.0,1318.0,3840.0,0.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,8348.0,267346.0,2,18,171,212,143,61,101,587,111.0,1.4399999999999955
3054,2021-04-14,3984.0,1749.0,3902.0,69.0,18.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,8544.0,286979.0,3,17,170,211,142,62,100,586,128.0,2.239999999999996
7334,2021-04-15,3054.0,2057.0,3983.0,12.0,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4241.0,8730.0,307532.0,4,16,169,210,141,63,99,585,143.0,2.239999999999996
4782,2021-04-16,7334.0,2979.0,4129.0,24.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5413.0,8845.0,282194.0,5,15,168,209,140,64,98,584,169.0,2.574999999999996
11112,2021-04-17,4782.0,3546.0,4150.0,4.0,24.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,5267.0,8680.0,239845.0,6,14,167,208,139,65,97,583,160.0,2.889999999999996
1317,2021-04-18,11112.0,5204.0,4420.0,6.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6284.0,8667.0,348411.0,7,13,166,207,138,66,96,582,146.0,2.9199999999999955
9180,2021-04-20,0.0,5264.0,4248.0,0.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6086.0,8390.0,341957.0,2,11,164,205,136,68,94,580,203.0,3.0549999999999957
3544,2021-04-21,9180.0,6130.0,4424.0,17.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6186.0,8383.0,601072.0,3,10,163,204,135,69,93,579,227.0,3.414999999999995
3412,2021-04-22,3544.0,6212.0,4202.0,0.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6767.0,8201.0,589554.0,4,9,162,203,134,70,92,578,346.0,2.704999999999995
2438,2021-04-23,3412.0,5558.0,4065.0,15.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6006.0,8297.0,707932.0,5,8,161,202,133,71,91,577,388.0,3.134999999999996
6247,2021-04-24,2438.0,5167.0,3964.0,6.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6864.0,8138.0,759459.0,6,7,160,201,132,72,90,576,400.0,4.464999999999995
1330,2021-04-25,6247.0,4356.0,3827.0,7.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,8028.0,7609.0,677500.0,7,6,159,200,131,73,89,575,361.0,4.019999999999995
6829,2021-04-26,1330.0,4358.0,3565.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8177.0,6747.0,681673.0,1,5,158,199,130,74,88,574,373.0,4.2549999999999955
5507,2021-04-27,6829.0,4711.0,3788.0,36.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8180.0,7022.0,669820.0,2,4,157,198,129,75,87,573,408.0,4.3849999999999945
13551,2021-04-28,5507.0,4187.0,3722.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10011.0,6950.0,462832.0,3,3,156,197,128,76,86,572,478.0,4.019999999999993
2947,2021-04-29,13551.0,5616.0,4063.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20127.0,8929.0,561190.0,4,2,155,196,127,77,85,571,473.0,3.789999999999994
1353,2021-04-30,2947.0,5550.0,4018.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20478.0,8548.0,452599.0,5,1,154,195,126,78,84,570,335.0,3.4299999999999944
560,2021-05-01,1353.0,5395.0,3818.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,19731.0,8402.0,374139.0,6,0,153,194,125,79,83,569,277.0,2.199999999999994
59,2021-05-02,560.0,4582.0,3718.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17707.0,8313.0,328462.0,7,1,152,193,124,80,82,568,236.0,0.8699999999999941
84,2021-05-03,59.0,4401.0,3695.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17439.0,8284.0,323067.0,1,2,151,192,123,81,81,567,237.0,1.1799999999999942
2,2021-05-04,84.0,3437.0,3525.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16295.0,8136.0,238710.0,2,3,150,191,122,82,80,566,199.0,0.6299999999999941
164,2021-05-05,2.0,2651.0,3469.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13294.0,8069.0,177394.0,3,4,149,190,121,83,79,565,165.0,0.4699999999999941
54,2021-05-06,164.0,738.0,3454.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1883.0,8037.0,45518.0,4,5,148,189,120,84,78,564,37.0,0.4399999999999941
173,2021-05-07,54.0,325.0,3406.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,7992.0,17738.0,5,6,147,188,119,85,77,563,20.0,0.3099999999999941
1905,2021-05-08,173.0,157.0,3369.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,7929.0,22602.0,6,7,146,187,118,86,76,562,56.0,0.3699999999999941
5655,2021-05-09,1905.0,349.0,3372.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,7794.0,40635.0,7,8,145,186,117,87,75,561,105.0,0.3699999999999941
1886,2021-05-10,5655.0,1148.0,3525.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,7853.0,77232.0,1,9,144,185,116,88,74,560,139.0,0.3699999999999941
1737,2021-05-11,1886.0,1406.0,3551.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1652.0,7914.0,106124.0,2,10,143,184,115,89,73,559,179.0,0.059999999999994065
7826,2021-05-12,1737.0,1653.0,3579.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2037.0,7932.0,140446.0,3,11,142,183,114,90,72,558,214.0,0.059999999999994065
1607,2021-05-13,7826.0,2748.0,3725.0,17.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2451.0,7775.0,218318.0,4,12,141,182,113,91,71,557,245.0,0.08999999999999406
2,2021-05-14,1607.0,2970.0,3643.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2705.0,7591.0,246756.0,5,13,140,181,112,92,70,556,242.0,0.08999999999999406
12081,2021-05-15,2.0,2945.0,3538.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2503.0,7382.0,232763.0,6,14,139,180,111,93,69,555,301.0,0.7099999999999942
6099,2021-05-16,12081.0,4399.0,3702.0,19.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4642.0,7526.0,307066.0,7,15,138,179,110,94,68,554,302.0,0.7499999999999942
2216,2021-05-17,6099.0,4463.0,3747.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4539.0,7588.0,299431.0,1,16,137,178,109,95,67,553,276.0,0.9199999999999944
5153,2021-05-18,2216.0,4510.0,3440.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4563.0,7442.0,315199.0,2,17,136,177,108,96,66,552,265.0,0.9199999999999944
4407,2021-05-19,5153.0,4998.0,3572.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4503.0,7486.0,342013.0,3,18,135,176,107,97,65,551,246.0,0.9399999999999944
