gameid,usd,eur,gbp,jpy,rub,date_acquired
593932,10.99,10.99,8.99,,976.0,2025-02-24
593832,19.99,19.99,16.74,,1776.0,2025-02-24
593871,,,,,,2025-02-24
558551,,,,,,2025-02-24
593531,19.99,19.99,16.74,,1776.0,2025-02-24
593789,,,,,,2025-02-24
593636,4.99,4.99,4.19,,443.0,2025-02-24
524289,,,,,,2025-02-24
593307,19.99,19.99,16.74,,1776.0,2025-02-24
593655,23.99,23.99,20.09,,2557.0,2025-02-24
593424,4.99,4.99,4.19,,443.0,2025-02-24
592519,5.99,5.99,4.99,,532.0,2025-02-24
509352,29.99,29.99,24.99,,2664.0,2025-02-24
592608,19.99,19.99,15.74,,1776.0,2025-02-24
592954,9.99,9.99,8.39,,888.0,2025-02-24
592517,4.99,4.99,4.99,,443.0,2025-02-24
592256,29.99,29.99,24.99,,2664.0,2025-02-24
592373,11.99,11.99,9.99,,,2025-02-24
592130,4.99,4.99,4.19,,443.0,2025-02-24
592131,6.99,6.99,5.79,,621.0,2025-02-24
459829,11.99,11.99,5.99,,1065.0,2025-02-24
591999,19.99,19.99,14.99,,1776.0,2025-02-24
592359,,,,,,2025-02-24
592129,24.99,24.99,20.99,,2220.0,2025-02-24
591639,39.99,39.99,37.99,,3553.0,2025-02-24
591889,14.99,14.99,12.49,,1332.0,2025-02-24
590826,69.99,79.99,69.99,,,2025-02-24
590913,4.99,4.99,4.99,,443.0,2025-02-24
550228,69.99,74.99,64.99,,,2025-02-24
590799,19.99,19.99,14.99,,1776.0,2025-02-24
569398,39.99,39.99,32.98,,3553.0,2025-02-24
590719,,,,,,2025-02-24
590587,,,,,,2025-02-24
590578,49.99,49.99,44.49,,4441.0,2025-02-24
590336,17.99,17.99,14.99,,1598.0,2025-02-24
590311,9.99,9.99,8.39,,888.0,2025-02-24
590312,2.99,2.99,2.49,,266.0,2025-02-24
590309,14.99,14.99,12.49,,1332.0,2025-02-24
590406,4.99,4.99,4.19,,443.0,2025-02-24
590310,9.99,9.99,8.39,,888.0,2025-02-24
554994,29.99,29.99,24.99,,,2025-02-24
589783,4.99,4.99,4.19,,443.0,2025-02-24
589781,9.99,9.99,8.39,,888.0,2025-02-24
529743,9.99,9.99,7.99,,888.0,2025-02-24
589670,19.99,19.99,16.74,,1776.0,2025-02-24
589332,19.99,19.99,16.74,,1776.0,2025-02-24
589333,4.99,4.99,4.19,,443.0,2025-02-24
589328,9.99,9.99,8.39,,888.0,2025-02-24
589465,9.99,9.99,8.39,,888.0,2025-02-24
589207,16.99,16.99,14.24,,1509.0,2025-02-24
589226,29.99,29.99,24.99,,2664.0,2025-02-24
589202,18.99,18.99,15.74,,1687.0,2025-02-24
589148,12.99,12.99,10.74,,1154.0,2025-02-24
589085,4.99,4.99,4.19,,443.0,2025-02-24
589080,19.99,19.99,16.74,,1776.0,2025-02-24
588863,4.99,4.99,4.19,,443.0,2025-02-24
589011,14.99,14.99,12.49,,1332.0,2025-02-24
588791,29.99,29.99,24.99,,2664.0,2025-02-24
589027,9.99,9.79,8.39,,888.0,2025-02-24
588192,2.99,2.99,2.49,,266.0,2025-02-24
588510,12.99,12.99,9.99,,1154.0,2025-02-24
588118,4.99,4.99,4.19,,443.0,2025-02-24
587940,9.99,9.99,8.39,,888.0,2025-02-24
587928,7.99,7.99,6.69,,710.0,2025-02-24
587963,7.99,7.99,6.69,,710.0,2025-02-24
485762,19.99,19.99,16.74,,1776.0,2025-02-24
587729,9.99,9.99,8.39,,888.0,2025-02-24
587842,24.99,24.99,20.99,,,2025-02-24
587860,12.99,12.99,10.74,,1154.0,2025-02-24
587485,5.99,5.99,4.99,,532.0,2025-02-24
587632,4.99,4.99,3.99,,443.0,2025-02-24
587728,12.49,12.49,10.49,,1110.0,2025-02-24
587670,,,,,,2025-02-24
586893,26.99,,22.49,,2398.0,2025-02-24
587240,19.99,19.99,16.74,,1776.0,2025-02-24
12694,,,,,,2025-02-24
586855,4.99,4.99,4.99,,443.0,2025-02-24
553852,19.99,19.99,16.74,,1776.0,2025-02-24
586526,19.99,19.99,16.99,,,2025-02-24
586791,24.99,24.99,19.99,,2220.0,2025-02-24
586582,4.99,4.99,4.19,,443.0,2025-02-24
586458,29.99,29.99,24.99,,2664.0,2025-02-24
586228,9.99,9.99,8.39,,888.0,2025-02-24
586327,5.99,5.99,4.99,,532.0,2025-02-24
586770,14.99,14.99,12.49,,1332.0,2025-02-24
586213,14.99,14.99,12.49,,1332.0,2025-02-24
586015,19.99,19.99,14.99,,1776.0,2025-02-24
585498,4.99,4.99,4.99,,443.0,2025-02-24
583162,4.99,4.99,4.19,,443.0,2025-02-24
580052,4.99,4.99,4.19,,,2025-02-24
585137,24.99,24.99,20.99,,2220.0,2025-02-24
584622,29.99,29.99,24.99,,2664.0,2025-02-24
585079,19.99,19.99,16.74,,,2025-02-24
584814,4.99,4.99,4.99,,443.0,2025-02-24
585105,19.99,19.99,16.74,,1776.0,2025-02-24
584621,9.99,9.99,8.39,,888.0,2025-02-24
584390,19.99,19.99,16.74,,1776.0,2025-02-24
583847,4.99,4.99,4.99,,443.0,2025-02-24
583795,8.49,8.49,7.09,,754.0,2025-02-24
584392,13.99,13.99,11.74,,1243.0,2025-02-24
583163,4.99,4.99,4.19,,443.0,2025-02-24
583036,16.99,16.99,14.99,,1509.0,2025-02-24
583024,19.99,19.99,16.74,,1776.0,2025-02-24
583026,19.99,19.99,16.99,,1776.0,2025-02-24
583016,,,,,,2025-02-24
582400,4.99,4.99,4.99,,443.0,2025-02-24
582567,9.99,4.99,4.19,,443.0,2025-02-24
582947,19.99,19.99,15.74,,1776.0,2025-02-24
583006,3.99,3.99,3.29,,354.0,2025-02-24
582268,9.99,9.99,8.39,,888.0,2025-02-24
520846,9.99,9.99,8.39,,888.0,2025-02-24
581599,19.99,19.99,16.74,,1776.0,2025-02-24
582320,16.99,16.99,14.24,,1509.0,2025-02-24
581317,,,,,,2025-02-24
581911,14.99,14.99,12.49,,1332.0,2025-02-24
582267,19.99,19.99,16.99,,1820.0,2025-02-24
416103,19.99,19.99,15.74,,710.0,2025-02-24
581767,19.99,19.99,17.49,,1776.0,2025-02-24
578612,21.99,21.99,19.74,,1954.0,2025-02-24
581617,14.99,14.99,12.49,,1332.0,2025-02-24
581557,5.99,5.99,4.99,,532.0,2025-02-24
333670,,,,,,2025-02-24
580556,9.99,9.99,8.39,,888.0,2025-02-24
580674,9.99,4.99,4.19,,443.0,2025-02-24
580717,9.99,9.99,8.39,,888.0,2025-02-24
580703,29.99,29.99,24.99,,2664.0,2025-02-24
580580,14.49,14.49,11.99,,1287.0,2025-02-24
580554,39.99,,34.99,,,2025-02-24
580557,3.99,3.99,3.29,,354.0,2025-02-24
580559,4.99,4.99,4.19,,443.0,2025-02-24
580506,3.74,3.74,3.12,,999.0,2025-02-24
580207,4.99,4.99,3.99,,443.0,2025-02-24
580415,7.99,7.99,6.69,,710.0,2025-02-24
578828,19.99,19.99,15.74,,1776.0,2025-02-24
456421,4.99,4.99,4.19,,443.0,2025-02-24
580212,,,,,,2025-02-24
579906,39.99,39.99,29.98,,3553.0,2025-02-24
579521,7.99,7.99,6.69,,710.0,2025-02-24
579804,49.99,,,,,2025-02-24
579274,4.99,4.99,4.19,,443.0,2025-02-24
579165,9.99,9.99,8.99,,888.0,2025-02-24
579026,59.99,59.99,49.99,,5330.0,2025-02-24
579175,9.99,9.99,8.39,,888.0,2025-02-24
579120,24.99,39.99,20.99,,,2025-02-24
578804,2.99,2.99,2.49,,266.0,2025-02-24
578805,2.99,2.99,2.49,,266.0,2025-02-24
578896,19.99,19.99,16.74,,1776.0,2025-02-24
578894,12.99,12.99,10.74,,1154.0,2025-02-24
578357,9.99,9.99,7.99,,888.0,2025-02-24
578751,19.99,19.99,16.74,,1776.0,2025-02-24
558056,19.99,19.99,16.74,,1776.0,2025-02-24
570688,6.99,6.99,6.99,,621.0,2025-02-24
494719,59.99,,59.99,,5330.0,2025-02-24
479239,19.99,19.99,16.74,,1776.0,2025-02-24
569383,49.99,49.99,44.99,,4441.0,2025-02-24
20729,19.99,19.99,8.99,,1776.0,2025-02-24
569039,19.99,19.99,17.99,,1776.0,2025-02-24
563045,19.99,19.99,17.99,,1776.0,2025-02-24
568876,4.99,4.99,4.99,,443.0,2025-02-24
569072,17.99,,14.99,,1598.0,2025-02-24
568497,9.99,9.99,9.99,,888.0,2025-02-24
567947,4.99,4.99,3.99,,443.0,2025-02-24
2064,,,,,,2025-02-24
567821,19.99,19.99,16.74,,1776.0,2025-02-24
567938,9.99,8.99,7.49,,799.0,2025-02-24
579752,,,,,,2025-02-24
567937,9.99,8.99,7.49,,799.0,2025-02-24
567533,39.99,,34.99,,,2025-02-24
554618,17.99,17.99,14.99,,1598.0,2025-02-24
563483,7.99,7.99,6.69,,710.0,2025-02-24
555614,16.99,19.99,12.99,,1776.0,2025-02-24
10471,,,,,,2025-02-24
566234,9.99,9.99,8.39,,888.0,2025-02-24
566647,9.99,9.99,8.39,,888.0,2025-02-24
564607,29.99,29.99,26.99,,2664.0,2025-02-24
566694,4.99,4.99,3.99,,443.0,2025-02-24
566646,9.99,9.99,8.39,,888.0,2025-02-24
574728,3.99,3.99,3.34,,354.0,2025-02-24
573151,14.99,14.99,12.49,,1332.0,2025-02-24
574308,4.99,4.99,3.99,,443.0,2025-02-24
574143,4.99,4.99,4.19,,443.0,2025-02-24
574141,4.99,4.99,4.19,,443.0,2025-02-24
574126,29.99,29.99,24.99,,2664.0,2025-02-24
455840,39.99,39.99,34.99,,,2025-02-24
572968,2.99,2.99,2.49,,266.0,2025-02-24
573261,4.99,4.99,4.99,,443.0,2025-02-24
573106,6.99,6.99,5.79,,621.0,2025-02-24
571652,2.99,2.99,2.49,,266.0,2025-02-24
573177,14.99,14.99,12.49,,1332.0,2025-02-24
571811,19.99,19.99,14.99,,1776.0,2025-02-24
572406,39.99,39.99,33.49,,3553.0,2025-02-24
572743,6.99,6.99,5.79,,621.0,2025-02-24
572754,14.99,14.99,12.49,,1332.0,2025-02-24
572306,3.99,3.99,3.29,,354.0,2025-02-24
563097,49.99,49.99,44.99,,4441.0,2025-02-24
572639,14.99,14.99,12.49,,1332.0,2025-02-24
572331,14.99,14.99,11.74,,,2025-02-24
571520,39.99,39.99,31.99,,3553.0,2025-02-24
570940,24.99,24.99,20.99,,2220.0,2025-02-24
571899,9.99,9.99,7.99,,888.0,2025-02-24
570812,69.99,79.99,69.99,,1447.0,2025-02-24
571757,4.99,4.99,4.19,,443.0,2025-02-24
571295,19.99,19.99,17.99,,1776.0,2025-02-24
571229,14.99,14.99,12.49,,1332.0,2025-02-24
571388,4.99,4.99,4.49,,443.0,2025-02-24
571130,4.99,4.99,4.19,,443.0,2025-02-24
569406,14.99,14.99,12.49,,1332.0,2025-02-24
569317,3.99,3.99,3.29,,354.0,2025-02-24
578059,2.99,2.99,2.49,,266.0,2025-02-24
577749,29.99,29.99,24.99,,2664.0,2025-02-24
577747,6.99,6.99,6.99,,621.0,2025-02-24
577748,9.99,9.99,8.39,,888.0,2025-02-24
485760,4.99,4.99,4.19,,443.0,2025-02-24
577476,9.99,4.99,4.19,,443.0,2025-02-24
577653,19.99,19.99,16.74,,1776.0,2025-02-24
577627,14.99,14.99,12.49,,1332.0,2025-02-24
577527,14.99,14.99,12.49,,1332.0,2025-02-24
577379,29.99,29.99,24.99,,2664.0,2025-02-24
568092,39.99,39.99,33.49,,3553.0,2025-02-24
572613,14.99,14.99,12.49,,1332.0,2025-02-24
577276,19.99,19.99,17.99,,1598.0,2025-02-24
576944,24.49,24.49,20.49,,2176.0,2025-02-24
577127,4.99,4.99,4.19,,443.0,2025-02-24
576554,24.99,24.99,21.74,,2220.0,2025-02-24
576847,4.99,4.99,3.99,,443.0,2025-02-24
576345,2.99,2.99,2.49,,266.0,2025-02-24
576240,3.89,3.89,2.99,,,2025-02-24
576047,13.99,13.99,12.24,,1243.0,2025-02-24
576344,39.99,39.99,34.99,,,2025-02-24
575913,29.99,29.99,24.99,,2664.0,2025-02-24
563168,14.99,14.99,12.49,,1332.0,2025-02-24
575427,,,,,,2025-02-24
575512,29.99,29.99,24.99,,,2025-02-24
573028,5.99,5.99,4.99,,532.0,2025-02-24
574798,4.99,4.99,4.99,,443.0,2025-02-24
575896,14.99,14.99,12.49,,1332.0,2025-02-24
573057,14.99,14.99,11.99,,1332.0,2025-02-24
542237,,,,,,2025-02-24
574727,4.99,4.99,4.19,,443.0,2025-02-24
559709,14.99,14.99,11.99,,1332.0,2025-02-24
563481,19.99,19.99,16.74,,1776.0,2025-02-24
564894,19.99,19.99,16.74,,1776.0,2025-02-24
29026,,,,,,2025-02-24
1302,,,,,,2025-02-24
565107,24.99,24.99,20.99,,2220.0,2025-02-24
564433,12.99,12.99,10.99,,1154.0,2025-02-24
564441,7.99,7.99,6.69,,710.0,2025-02-24
563338,15.99,15.99,13.74,,1421.0,2025-02-24
560603,,,,,,2025-02-24
563627,19.99,19.99,16.74,,1776.0,2025-02-24
563509,9.99,9.99,8.39,,888.0,2025-02-24
563630,16.99,16.99,14.24,,1509.0,2025-02-24
563528,29.99,29.99,24.99,,,2025-02-24
560244,29.99,29.99,24.99,,2664.0,2025-02-24
563491,24.99,19.99,15.99,,2220.0,2025-02-24
559237,19.99,19.99,16.74,,1776.0,2025-02-24
563108,16.99,16.99,14.24,,1509.0,2025-02-24
559711,1.99,1.99,1.69,,177.0,2025-02-24
563109,9.99,9.99,8.39,,888.0,2025-02-24
560849,29.99,29.99,24.99,,2664.0,2025-02-24
558477,5.99,5.99,4.99,,532.0,2025-02-24
560245,39.99,,33.49,,3553.0,2025-02-24
554128,14.99,14.99,12.49,,1332.0,2025-02-24
560289,9.99,9.99,8.39,,888.0,2025-02-24
560352,29.99,29.99,24.99,,,2025-02-24
559676,4.99,4.99,3.99,,443.0,2025-02-24
559649,4.99,4.99,3.99,,443.0,2025-02-24
559544,14.99,14.99,12.49,,1332.0,2025-02-24
553984,19.99,19.99,17.99,,1776.0,2025-02-24
557229,4.99,4.99,4.19,,443.0,2025-02-24
6189,,,,,,2025-02-24
557062,29.99,,24.99,,,2025-02-24
558140,5.99,5.99,4.99,,532.0,2025-02-24
558379,39.99,39.99,33.49,,3553.0,2025-02-24
558478,9.99,9.99,8.39,,888.0,2025-02-24
558180,14.99,14.99,12.49,,1332.0,2025-02-24
558408,14.99,14.99,12.49,,1332.0,2025-02-24
557022,16.99,16.99,14.24,,1509.0,2025-02-24
556412,3.89,3.89,3.22,,346.0,2025-02-24
558414,39.99,39.99,34.99,,3553.0,2025-02-24
556883,,,,,,2025-02-24
558306,14.99,14.99,12.49,,1332.0,2025-02-24
432397,,,,,,2025-02-24
558055,29.99,29.99,24.99,,,2025-02-24
400486,19.99,19.99,14.99,,1776.0,2025-02-24
548313,19.99,19.99,15.99,,1776.0,2025-02-24
555301,4.34,4.34,3.59,,386.0,2025-02-24
557295,27.99,79.99,69.99,,,2025-02-24
557402,14.99,14.99,14.99,,1332.0,2025-02-24
554702,4.99,4.99,4.19,,443.0,2025-02-24
555735,4.99,4.99,4.19,,443.0,2025-02-24
1259,19.99,19.99,11.99,,879.0,2025-02-24
556877,5.99,5.99,4.99,,,2025-02-24
557085,14.99,14.99,12.49,,1332.0,2025-02-24
462482,7.49,7.49,6.74,,665.0,2025-02-24
462501,29.99,29.99,25.99,,2664.0,2025-02-24
548327,39.99,39.99,34.99,,3553.0,2025-02-24
549829,6.99,6.99,5.79,,621.0,2025-02-24
548750,39.99,,41.74,,4441.0,2025-02-24
550107,24.99,24.99,20.99,,2220.0,2025-02-24
551560,19.99,,16.74,,1776.0,2025-02-24
554157,19.99,19.99,16.74,,2130.0,2025-02-24
551013,19.99,19.99,16.99,,1776.0,2025-02-24
555497,4.99,4.99,4.19,,443.0,2025-02-24
554580,19.99,19.99,15.99,,,2025-02-24
554483,4.99,4.99,3.99,,443.0,2025-02-24
554511,4.99,4.99,4.19,,443.0,2025-02-24
555815,19.99,19.99,16.99,,1776.0,2025-02-24
555512,13.99,13.99,11.74,,1243.0,2025-02-24
555816,,,,,,2025-02-24
555555,,,,,,2025-02-24
555892,4.99,4.99,3.99,,443.0,2025-02-24
5002,,,,,,2025-02-24
555825,39.99,39.99,34.99,,,2025-02-24
555509,9.99,9.99,8.39,,888.0,2025-02-24
554509,14.99,14.99,11.99,,1332.0,2025-02-24
551402,19.99,19.99,14.99,,1776.0,2025-02-24
551669,24.99,24.99,20.99,,2220.0,2025-02-24
553266,4.99,4.99,3.99,,,2025-02-24
555434,4.99,4.99,4.99,,443.0,2025-02-24
1796,29.99,29.99,24.99,,,2025-02-24
555339,19.99,19.99,14.99,,,2025-02-24
555234,9.99,9.99,8.39,,888.0,2025-02-24
555299,27.49,27.49,22.49,,2442.0,2025-02-24
550353,9.99,9.99,8.39,,888.0,2025-02-24
7284,,,,,,2025-02-24
1742,,,,,,2025-02-24
551945,39.99,,31.99,,,2025-02-24
554405,4.99,4.99,3.99,,443.0,2025-02-24
553445,49.99,49.99,39.99,,4441.0,2025-02-24
1427,,,,,,2025-02-24
552501,24.99,24.99,20.99,,2220.0,2025-02-24
554240,14.99,14.99,12.49,,1332.0,2025-02-24
554102,,,,,,2025-02-24
2849,,,,,,2025-02-24
554065,59.99,59.99,49.99,,,2025-02-24
1581,,,,,,2025-02-24
1419,,,,,,2025-02-24
432817,29.99,29.99,29.99,,2664.0,2025-02-24
1996,,,,,,2025-02-24
550351,4.99,4.99,4.19,,443.0,2025-02-24
550348,12.99,12.99,10.74,,1154.0,2025-02-24
550317,4.99,4.99,4.99,,443.0,2025-02-24
550218,29.99,29.99,24.99,,2664.0,2025-02-24
550194,29.99,29.99,24.99,,2664.0,2025-02-24
547207,29.99,29.99,24.99,,2664.0,2025-02-24
550046,4.99,4.99,3.99,,443.0,2025-02-24
458516,39.99,39.99,34.99,,3553.0,2025-02-24
550043,59.99,59.99,49.99,,5330.0,2025-02-24
548417,4.99,4.99,4.19,,443.0,2025-02-24
548221,6.99,6.99,5.79,,621.0,2025-02-24
542248,19.99,19.99,16.74,,1776.0,2025-02-24
548832,9.99,9.99,8.39,,888.0,2025-02-24
548650,4.99,4.99,4.19,,443.0,2025-02-24
548617,19.99,19.99,16.74,,1776.0,2025-02-24
547363,49.99,49.99,39.99,,4441.0,2025-02-24
548648,49.99,49.99,44.99,,,2025-02-24
548418,6.99,6.99,5.79,,621.0,2025-02-24
547891,59.99,69.99,59.99,,5330.0,2025-02-24
546916,9.99,9.99,7.99,,888.0,2025-02-24
548649,4.99,4.99,4.99,,443.0,2025-02-24
548419,29.99,29.99,24.99,,2664.0,2025-02-24
444203,24.99,24.99,23.74,,2220.0,2025-02-24
548326,19.99,19.99,14.99,,1776.0,2025-02-24
547206,4.99,4.99,4.19,,443.0,2025-02-24
548088,19.99,19.99,17.99,,1776.0,2025-02-24
546116,,,,,,2025-02-24
546942,4.99,4.99,4.19,,443.0,2025-02-24
547310,19.99,19.99,16.74,,1776.0,2025-02-24
546896,12.99,12.99,10.74,,1154.0,2025-02-24
3610,,,,,,2025-02-24
547529,4.99,4.99,4.19,,443.0,2025-02-24
546914,59.99,59.99,49.99,,5330.0,2025-02-24
546944,4.99,4.99,4.19,,443.0,2025-02-24
544635,14.99,14.99,12.49,,1332.0,2025-02-24
546946,19.99,19.99,16.74,,1776.0,2025-02-24
546476,4.99,4.99,4.99,,443.0,2025-02-24
546605,9.99,9.99,8.39,,888.0,2025-02-24
526065,29.99,29.99,24.99,,2664.0,2025-02-24
545138,17.99,16.99,14.99,,1509.0,2025-02-24
544811,14.99,14.99,12.49,,1332.0,2025-02-24
2420,,,,,,2025-02-24
545892,,,,,,2025-02-24
450888,19.99,19.99,15.99,,2131.0,2025-02-24
545548,14.99,14.99,11.99,,1332.0,2025-02-24
529301,13.99,13.99,11.74,,1243.0,2025-02-24
545692,12.99,12.99,10.74,,1154.0,2025-02-24
417380,59.99,69.99,59.99,,,2025-02-24
505523,39.99,,33.49,,3553.0,2025-02-24
542108,19.99,19.99,16.74,,,2025-02-24
544548,6.99,6.99,5.79,,621.0,2025-02-24
542591,29.99,29.99,24.99,,2664.0,2025-02-24
542112,19.99,19.99,16.74,,1776.0,2025-02-24
545112,24.99,24.99,19.99,,,2025-02-24
504414,39.99,,34.99,,,2025-02-24
550231,14.99,14.99,12.49,,1332.0,2025-02-24
553252,24.99,24.99,23.99,,888.0,2025-02-24
553334,4.99,4.99,4.19,,443.0,2025-02-24
552980,4.99,4.99,4.99,,443.0,2025-02-24
552817,9.99,9.99,8.39,,,2025-02-24
550108,2.99,2.99,2.49,,266.0,2025-02-24
552816,6.99,6.99,5.79,,621.0,2025-02-24
552809,19.99,19.99,17.99,,1776.0,2025-02-24
546913,19.99,19.99,14.99,,1776.0,2025-02-24
425914,,,,,,2025-02-24
547910,,79.99,69.99,,,2025-02-24
552398,24.99,24.99,20.99,,2220.0,2025-02-24
550251,14.99,14.99,11.99,,1332.0,2025-02-24
550263,5.99,5.99,5.02,,532.0,2025-02-24
551796,4.99,4.99,3.99,,443.0,2025-02-24
552059,11.99,11.99,9.99,,1065.0,2025-02-24
550475,,,,,,2025-02-24
551601,17.99,17.99,14.99,,1598.0,2025-02-24
551664,19.99,19.99,17.99,,1776.0,2025-02-24
551505,29.99,29.99,24.99,,2664.0,2025-02-24
516787,59.99,69.99,59.99,,5330.0,2025-02-24
550184,19.99,19.99,16.74,,1776.0,2025-02-24
551259,9.99,9.99,7.99,,888.0,2025-02-24
547759,49.99,49.99,39.99,,4441.0,2025-02-24
502866,19.99,19.99,16.74,,1776.0,2025-02-24
443789,29.99,29.99,24.99,,2664.0,2025-02-24
542323,29.99,14.99,26.99,,1332.0,2025-02-24
550821,49.99,49.99,42.99,,4441.0,2025-02-24
503595,14.99,14.99,13.49,,1332.0,2025-02-24
549828,39.99,,34.99,,,2025-02-24
550352,4.99,4.99,4.19,,443.0,2025-02-24
542457,14.99,14.99,12.49,,1332.0,2025-02-24
544678,29.99,29.99,24.99,,,2025-02-24
550229,39.99,39.99,34.99,,3553.0,2025-02-24
523566,49.99,,34.99,,,2025-02-24
542589,10.99,10.99,9.19,,976.0,2025-02-24
527938,29.99,29.99,24.99,,,2025-02-24
544530,24.99,24.99,20.99,,2220.0,2025-02-24
544725,0.99,0.99,0.89,,,2025-02-24
541960,34.99,34.99,29.24,,3109.0,2025-02-24
457410,39.99,39.99,33.49,,4263.0,2025-02-24
542587,19.99,19.99,16.99,,1776.0,2025-02-24
440640,39.99,39.99,34.99,,3553.0,2025-02-24
542117,19.99,19.99,14.99,,1776.0,2025-02-24
528804,9.99,9.99,8.39,,,2025-02-24
542322,19.99,,15.99,,,2025-02-24
195314,7.99,6.99,6.09,,851.0,2025-02-24
4856,,,,,,2025-02-24
192185,7.99,6.98,6.39,,851.0,2025-02-24
501872,19.99,19.99,17.99,,2132.0,2025-02-24
429532,39.99,39.99,33.49,,3553.0,2025-02-24
542160,4.99,4.99,3.99,,443.0,2025-02-24
526167,3.99,3.99,3.19,,,2025-02-24
542106,4.99,4.99,3.99,,443.0,2025-02-24
463486,,,,,,2025-02-24
542000,11.99,11.99,9.99,,1065.0,2025-02-24
541999,19.99,19.99,14.99,,1776.0,2025-02-24
530843,9.99,9.99,8.39,,888.0,2025-02-24
541777,29.99,29.99,24.99,,2664.0,2025-02-24
530699,19.99,19.99,14.99,,1776.0,2025-02-24
392684,24.99,,20.99,,,2025-02-24
529146,39.99,49.99,34.99,,,2025-02-24
530893,9.99,9.99,8.79,,888.0,2025-02-24
528308,9.99,9.99,8.39,,888.0,2025-02-24
526622,19.99,19.99,14.99,,1776.0,2025-02-24
530392,29.99,29.99,24.99,,2664.0,2025-02-24
530395,9.99,9.99,8.39,,888.0,2025-02-24
530265,,,,,,2025-02-24
530770,19.99,19.99,16.74,,1776.0,2025-02-24
530394,4.99,4.99,4.19,,443.0,2025-02-24
529725,19.99,19.99,16.74,,,2025-02-24
525224,19.99,19.99,16.74,,,2025-02-24
193355,,,,,,2025-02-24
523443,4.99,4.99,4.19,,443.0,2025-02-24
529547,24.99,24.99,19.99,,2220.0,2025-02-24
525357,19.99,19.99,16.74,,1776.0,2025-02-24
529139,4.99,4.99,4.99,,443.0,2025-02-24
529774,9.99,9.99,9.99,,888.0,2025-02-24
528207,24.99,24.99,20.99,,2220.0,2025-02-24
527788,3.99,3.99,3.29,,354.0,2025-02-24
526358,14.99,14.99,12.49,,1332.0,2025-02-24
6118,,,,,,2025-02-24
528651,9.99,9.99,8.39,,888.0,2025-02-24
525356,29.99,29.99,26.99,,1776.0,2025-02-24
525998,34.99,54.99,44.99,,4886.0,2025-02-24
512777,4.99,4.99,4.19,,443.0,2025-02-24
528801,39.99,39.99,34.99,,,2025-02-24
526357,14.99,14.99,12.49,,1332.0,2025-02-24
457311,39.99,,34.99,,,2025-02-24
432924,59.99,59.99,49.99,,5330.0,2025-02-24
17671,19.99,19.99,15.99,,1776.0,2025-02-24
2189,,,,,,2025-02-24
527878,14.99,14.99,11.99,,1332.0,2025-02-24
526464,,,,,,2025-02-24
527809,,,,,,2025-02-24
526463,3.99,3.99,3.29,,354.0,2025-02-24
526467,4.99,4.99,3.99,,443.0,2025-02-24
521910,39.99,39.99,33.49,,3553.0,2025-02-24
526602,,,,,,2025-02-24
428789,,,,,,2025-02-24
526656,49.99,49.99,41.74,,4441.0,2025-02-24
4000,,,,,,2025-02-24
7260,,,,,,2025-02-24
3890,,,,,,2025-02-24
1653,19.99,9.99,8.99,,630.0,2025-02-24
446494,18.99,17.99,14.99,,2024.0,2025-02-24
522579,4.99,4.99,4.99,,443.0,2025-02-24
138054,19.99,19.99,15.99,,1776.0,2025-02-24
522092,6.99,6.99,5.79,,621.0,2025-02-24
2732,,,,,,2025-02-24
519296,14.99,14.99,12.49,,1332.0,2025-02-24
16073,19.99,19.99,15.99,,2130.0,2025-02-24
386331,,,,,,2025-02-24
442729,29.99,,24.99,,2664.0,2025-02-24
427060,39.99,39.99,32.99,,3997.0,2025-02-24
1924,14.99,,14.99,,976.0,2025-02-24
522231,9.99,8.99,7.49,,799.0,2025-02-24
2158,,,,,,2025-02-24
3533,,,,,,2025-02-24
1351,,,,,,2025-02-24
1667,,,,,,2025-02-24
1490,9.99,9.99,8.99,,630.0,2025-02-24
3953,4.99,9.49,6.75,,482.0,2025-02-24
2813,19.99,19.99,17.99,,1776.0,2025-02-24
2233,,,,,602.0,2025-02-24
521128,19.99,19.99,16.99,,1776.0,2025-02-24
1116,,,,,,2025-02-24
525105,49.99,49.99,41.74,,4441.0,2025-02-24
3604,4.99,,3.79,,221.0,2025-02-24
523903,29.99,29.99,24.99,,,2025-02-24
525336,,,,,,2025-02-24
523126,19.99,19.99,15.74,,,2025-02-24
1449,,,,,,2025-02-24
9829,39.99,39.98,29.99,,,2025-02-24
523152,9.99,9.99,7.99,,888.0,2025-02-24
523591,9.99,8.99,7.49,,799.0,2025-02-24
523592,9.99,8.99,7.49,,799.0,2025-02-24
182001,,,,,,2025-02-24
177444,9.99,9.99,8.39,,1064.0,2025-02-24
439004,9.99,9.99,8.39,,888.0,2025-02-24
523723,,,,,,2025-02-24
406694,29.99,29.99,24.99,,3197.0,2025-02-24
407507,,,,,,2025-02-24
7545,39.99,39.98,29.99,,,2025-02-24
2716,,,,,,2025-02-24
2142,19.99,19.99,14.99,,879.0,2025-02-24
452237,19.99,19.99,16.74,,2130.0,2025-02-24
2000,,,,,,2025-02-24
2382,,,,,,2025-02-24
519184,24.99,24.99,19.99,,2220.0,2025-02-24
1528,,,,,,2025-02-24
2567,,,,,,2025-02-24
2892,,,,,,2025-02-24
1197,,,,,,2025-02-24
2710,,,,,,2025-02-24
2805,,,,,,2025-02-24
