gameid,title,developers,publishers,genres,supported_languages,release_date
580674,One Step After Fall,['TBGS Indie Studio'],"[""The Bergson's Games Studios""]",['Adventure'],,2023-05-16
580556,Witchcrafty,['Pigeon Dev Games'],['Sometimes You'],['Platformer'],,2023-03-24
580703,Emoji Kart Racer,['Joindots'],['Joindots'],"['Arcade Racing', 'Automobile']",,2023-03-10
580554,DC's Justice League: Cosmic Chaos,['PHL Collective'],['Outright Games'],['Action-Adventure'],,2023-03-10
580580,Murderous Muses,"[""D'Avekki Studios""]","[""D'Avekki Studios""]",['Puzzle'],,2023-04-12
580557,I dream of you and ice cream,['Manolidis Aimilios Nikolaos'],['Manolidis Aimilios Nikolaos'],"['Puzzle', 'Adventure', 'Point & Click']",,2023-03-24
580559,Lila's Tale and the Hidden Forest,['naptime.games'],['naptime.games'],['Platformer'],,2023-03-24
580506,Mato Anomalies,['Arrowiz'],['Prime Matter'],"['Role Playing', 'Turn Based']",,2023-03-10
580415,Draw a Stickman: EPIC 3,"['Hitcents', 'Pocket Pinata']",['Hitcents'],['Adventure'],,2023-03-09
580207,Puzzle by Nikoli W Masyu,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2023-03-08
578828,Tiny Troopers: Global Ops,['Epiphany Games'],"['Wired Productions', 'Kukouri Mobile Entertainment']","[""Shoot 'em up""]",,2023-03-09
580212,Puzzle by Nikoli W Masyu (Windows),['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2023-03-08
456421,Obsurity,['Game Dynasty'],['Desert Water Games'],['Hack & Slash'],,2021-09-28
579906,Guilty Gear -Strive-,['Arc System Works'],['Arc System Works'],['Fighting'],,2023-03-07
579521,King of the Arcade,['Super Villain Games'],['Super Villain Games'],['Action'],,2023-04-12
579804,FATAL FRAME: Mask of the Lunar Eclipse,['KOEI TECMO'],['KOEI TECMO'],['Survival Horror'],,2023-03-09
579274,Sentry Paragon,['909games'],['Weakfish Studio'],"[""Shoot 'em up""]",,2023-03-07
579165,Ampersat,"['Gaterooze, Ink', 'GrabTheGames', 'Ratalaika Games']",['CheckMate Publishing'],"[""Shoot 'em up""]",,2023-04-26
579026,The Outer Worlds: Spacer's Choice Edition,"['Obsidian Entertainment', 'Virtuos']",['Private Division'],"['Action-RPG', 'First Person Shooter', 'Role Playing', 'Open World']",,2023-03-07
579175,Moonrise Fall,['Made From Strings'],['CheckMate Publishing'],['Adventure'],,2023-05-03
579120,Backbeat,['Ichigoichie'],['Ichigoichie'],['Puzzle'],,2023-03-17
578804,Basketball Pinball,['Super PowerUp Games'],['Super PowerUp Games'],['Pinball'],,2023-04-14
578805,Dragon Pinball,['Super PowerUp Games'],['Super PowerUp Games'],['Pinball'],,2023-03-24
578896,LUNARK,['Canari Games'],['WayForward Technologies'],['Platformer'],,2023-03-30
578894,Zapling Bygone,['9FingerGames'],['JanduSoft'],"['Platformer', 'Metroidvania']",,2023-03-09
578751,Kung Fury: Street Rage - ULTIMATE EDITION,['Hello There Games'],['Hello There Games'],"[""Beat 'em up""]",,2023-03-15
578357,Aabs Animals,['Aabs'],['Aabs'],['Action'],,2023-02-27
558056,Soccer Story,['PanicBarn'],['No More Robots'],"['Action-Adventure', 'Sports', 'Football']",,2022-11-29
570688,Wonderland Nights: White Rabbit's Diary,['Sky Bear Games'],['Ratalaika Games'],['Visual Novel'],,2023-01-27
494719,Tiny Tina's Wonderlands,['Gearbox Software'],['2K Games'],"['Action-RPG', 'First Person Shooter', 'Role Playing', 'Open World', 'Dungeon Crawler']",,2022-03-25
479239,Windjammers 2,['Dotemu'],['Dotemu'],['Action'],,2022-01-20
569383,Transport Fever 2: Console Edition,['Urban Games'],"['Nacon', 'Maximum Games']",['Management'],,2023-03-09
20729,STAR WARS Battlefront II,['DICE'],['Electronic Arts'],"['First Person Shooter', 'Third Person Shooter', 'Aerial', 'Vehicular Combat']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2017-11-17
569039,Persona 4 Golden,['Atlus'],"['SEGA', 'Limited Run Games']","['Role Playing', 'Turn Based']",,2023-01-19
563045,A Space for the Unbound,"['Mojiken Studio', 'Toge Productions']",['Chorus Worldwide Games'],['Adventure'],,2023-01-19
568876,Mrs.Cat Between Worlds,['EVEV01'],['Ratalaika Games'],"['Platformer', 'Collection']",,2023-01-17
569072,The Dark Side of the Moon: An Interactive FMV Thriller,['Tayanna Studios'],['Tayanna Studios'],"['Adventure', 'Point & Click']",,2023-01-25
2064,Super Street Fighter II Turbo HD Remix,['Backbone Entertainment'],['Capcom'],['Classics'],"['French', 'Spanish', 'German', 'Italian']",2008-11-26
568497,Trenches,['Steelkrill Studio'],['Ratalaika Games'],['Adventure'],,2023-01-20
567947,Puzzle by Nikoli W Heyawake,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2023-01-11
567821,BROK the InvestiGator,['COWCAT'],['COWCAT'],"['Adventure', ""Beat 'em up"", 'Point & Click']",,2023-12-20
567937,ZERO GUNNER 2-,"['Zerodiv', 'City Connection']",['City Connection'],"[""Shoot 'em up""]",,2023-01-11
567938,Dragon Blaze,"['Zerodiv', 'City Connection']",['City Connection'],"[""Shoot 'em up""]",,2023-01-11
567533,SpongeBob SquarePants: The Cosmic Shake,['Purple Lamp Studios'],['THQ Nordic'],['Platformer'],,2023-01-31
555614,CATAN - Console Edition,['Nomad Games'],['Dovetail Games'],['Card & Board'],,2023-02-23
563483,Natural Instincts,['DreamStorm Studios'],['RockGame'],['Adventure'],,2023-02-16
554618,We Were Here Forever,['Total Mayhem Games'],['Total Mayhem Games'],['Puzzle'],,2023-01-31
10471,Call of Duty: Black Ops III,['Treyarch'],['Activision'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2015-11-06
564607,Tortuga - A Pirate's Tale,['Gaming Minds'],['Kalypso Media'],"['Strategy', 'Turn Based']",,2023-01-19
566647,The Redress of Mira,"['Tonguc Bodur', 'eastasiasoft']",['eastasiasoft'],['Adventure'],,2023-02-08
566234,Aery - Calm Mind 3,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2023-03-31
566694,NEScape!,['KHAN Games'],['8 Bit Legit'],"['Adventure', 'Point & Click']",,2023-01-13
573151,Iris and the Giant,['Louis Rigaud'],"['Klabater', 'Goblinz Studio']","['Roguelite', 'Collectable Card Game', 'Card & Board']",,2023-03-02
566646,Albacete Warrior,"['FAS3', 'eastasiasoft']",['eastasiasoft'],"['Platformer', ""Beat 'em up""]",,2023-02-01
574728,SimAirport,"['LVGameDev', 'ConsoleWay']",['Ultimate Games'],"['Simulation', 'Management']",,2023-02-24
574308,Puzzle by Nikoli W Hashiwokakero,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2023-02-08
574143,W.A.R.P.,['7 Raven Studios'],['Totalconsole'],"[""Shoot 'em up""]",,2023-02-15
574141,Cube Farmer,['Colossus Game Studio'],['Colossus Game Studio'],['Puzzle'],,2023-02-08
574126,Strategic Mind: Spectre of Communism,['Starni Games'],['Klabater'],"['Strategy', 'Turn Based']",,2023-03-09
455840,Sonic Colors: Ultimate,"['Sonic Team', 'Blind Squirrel Games']",['SEGA'],['Platformer'],,2021-09-07
573261,Go! Go! PogoGirl,['Ohsat Games'],['Ratalaika Games'],['Platformer'],,2023-02-10
572968,Escape 2088,['OnSkull Games'],['OnSkull Games'],['Puzzle'],,2023-02-03
573106,Looking for Aliens,"['Yustas Games Studio', 'Alawar Entertainment']",['ChiliDog Interactive'],['Puzzle'],,2023-02-10
571652,Touchdown Pinball,['Super PowerUp Games'],['Super PowerUp Games'],['Pinball'],,2023-02-10
573177,CometStriker DX,['Iced Lizard Games'],['Iced Lizard Games'],['Action-Adventure'],,2023-02-17
572406,The Pathless,['Giant Squid'],['Annapurna Interactive'],"['Action-Adventure', 'Open World']",,2023-02-02
571811,Remoteness,['KR Games'],['KR Games'],"['First Person Shooter', 'Survival']",,2023-02-22
572743,Metal Black S-Tribute,"['City Connection', 'Taito']",['City Connection'],"[""Shoot 'em up""]",,2023-02-01
572754,Rhythm Sprout,['SURT'],['tinyBuild'],['Music & Rhythm'],,2023-02-01
563097,Monster Energy Supercross - The Official Videogame 6,['Milestone'],['Milestone'],"['Simulation Racing', 'Sports', 'Motocross']",,2023-03-09
572306,The Experiment: Escape Room,['OnSkull Games'],['OnSkull Games'],['Puzzle'],,2023-02-10
572639,Twice Reborn: A Vampire Visual Novel,"['First Step Cinematics', 'Ratalaika Games', 'eastasiasoft']",['eastasiasoft'],['Visual Novel'],,2023-02-22
571520,Fernbus Simulator,['TML-Studios'],['AeroSoft'],['Simulation'],,2023-02-28
572331,Backfirewall_,['Naraven Games'],['All In! Games'],['Adventure'],,2023-01-30
570940,Prison Tycoon: Under New Management,['Abylight Studios'],['Ziggurat Interactive'],"['Simulation', 'Management']",,2023-02-07
571899,Caverns of Mars: Recharged,['SneakyBox Studios'],['Atari'],"[""Shoot 'em up""]",,2023-03-09
571757,Hyper Shapes,['Blindshot Games'],['JanduSoft'],['Action'],,2023-02-09
570812,Dead Space,['Motive Studios'],['Electronic Arts'],"['Third Person Shooter', 'Action Horror']",,2023-01-27
571388,ExitMan Deluxe,"['BlueCreator', 'Sanuk Games']",['Rainy Frog'],['Action'],,2023-02-02
571295,OddBallers,"['Game Swing', 'Ubisoft Mumbai']",['Ubisoft'],"['Sports', 'Dodgeball', 'Party']",,2023-01-26
571229,Clunky Hero,['Chaosmonger Studio'],['Chaosmonger Studio'],"['Platformer', 'Metroidvania']",,2023-01-25
569406,Heirs of the Kings,['EXE-CREATE'],['KEMCO'],"['Role Playing', 'Turn Based']",,2023-02-03
571130,LoBlocks,['Colossus Game Studio'],['Colossus Game Studio'],['Puzzle'],,2023-01-25
569317,Cat Slide Tiles,['Minicactus Games'],['QUByte Interactive'],['Puzzle'],,2023-01-26
577749,Bendy and the Dark Revival,['Joey Drew Studios'],['Joey Drew Studios'],"['Stealth', 'Survival Horror']",,2023-03-01
578059,Island Farmer,['Mens Sana Interactive'],['Silesia Games'],['Puzzle'],,2023-03-22
577747,Gunman Tales,['FobTi Interactive'],['Ratalaika Games'],['Action'],,2023-03-03
577748,Alterity Experience,['ONITRON STUDIO'],['Dolores Entertainment'],['Adventure'],,2023-03-17
485760,Ballotron,['Cool-Two Interactive'],['Desert Water Games'],['Action'],,2022-03-01
577476,One Step After Fall,['TBGS Indie Studio'],"[""The Bergson's Games Studios""]",['Adventure'],,2023-05-16
577653,FLASHOUT 3,['Jujubee'],['Jujubee'],"['Arcade Racing', 'Automobile']",,2023-03-10
577627,Titanium Hound,['Red Spot Sylphina'],['OverGamez'],['Run & Gun'],,2023-03-10
577527,Mayhem in Single Valley,['Fluxscopic'],['tinyBuild'],['Action-Adventure'],,2023-03-30
568092,Chef Life: A Restaurant Simulator,['Cyanide Studio'],['Nacon'],['Management'],,2023-03-28
577379,Raiden III x MIKADO MANIAX,['MOSS'],"['NIS America', 'MOSS']","[""Shoot 'em up""]",,2023-02-22
572613,Planet Cube: Edge,['Sunna Entertainment'],['Firestoke'],['Run & Gun'],,2023-02-23
577276,Intruders: Hide and Seek,['Tessera Studios'],['Daedalic Entertainment'],['Survival Horror'],,2023-02-22
577127,sCATch: The Painter Cat,['Colossus Game Studio'],['Colossus Game Studio'],['Puzzle'],,2023-02-22
576944,Arcadia Fallen,['Galdra Studios'],['Galdra Studios'],['Visual Novel'],,2023-02-22
576847,Seven Doors,['Indigo Studios'],['SOEDESCO'],['Puzzle'],,2023-02-21
576554,Figment 2: Creed Valley,['Bedtime Digital Games'],['Bedtime Digital Games'],['Action-Adventure'],,2023-03-09
576345,Jurassic Pinball,['Super PowerUp Games'],['Super PowerUp Games'],['Pinball'],,2023-03-03
576240,Road 96: Mile 0,['DigixArt'],['Ravenscourt'],['Adventure'],,2023-04-04
576047,Tales of Symphonia Remastered,"['Bandai Namco Entertainment Romania', 'Bandai Namco Studios']",['Bandai Namco Entertainment'],"['Role Playing', 'Real Time']",,2023-02-17
576344,Gigantosaurus: Dino Kart,['3DClouds'],['Outright Games'],"['Arcade Racing', 'Automobile']",,2023-02-17
575913,Journey To The Savage Planet: Employee Of The Month,['Raccoon Logic'],['505 Games'],"['First Person Shooter', 'Platformer', 'Metroidvania']",,2023-02-14
563168,Wings of Bluestar,"['Shinu Real Arts', 'eastasiasoft']",['eastasiasoft'],"[""Shoot 'em up""]",,2023-01-18
575427,WILD HEARTS,['Omega Force'],['Electronic Arts'],['Action-Adventure'],,2023-02-17
575896,Defend the Rook,['One Up Plus Entertainment'],['Klabater'],"['Strategy', 'Turn Based']",,2023-03-16
575512,DRIFTCE,['ECC GAMES'],['505 Games'],"['Arcade Racing', 'Simulation', 'Automobile']",,2023-05-11
574798,Rise of Fox Hero,['Josep Monzonis Hernandez'],['2Awesome Studio'],['Action-Adventure'],,2023-02-17
573028,Scars Above,['Mad Head Games'],['Prime Matter'],['Third Person Shooter'],,2023-02-28
573057,Pizza Tycoon,['Gentlymad Studios'],['Assemble Entertainment'],"['Simulation', 'Management']",,2023-02-10
574727,Road Stones,['HugePixel'],['ChiliDog Interactive'],"['Strategy', 'Tower Defence']",,2023-02-17
559709,TRANSIRUBY,"['SKIPMORE', 'ESQUADRA']",['Flyhigh Works'],"['Platformer', 'Metroidvania']",,2023-01-26
542237,Football Manager 2023,['Sports Interactive'],['SEGA'],['Management'],,2022-11-08
1302,Dance Dance Revolution Universe,['LTD.'],['Konami Digital Entertainment'],['Music+'],,2007-12-07
29026,GWENT: The Witcher Card Game,['CD Projekt RED'],['CD Projekt'],"['Collectable Card Game', 'Card & Board']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-12-04
564894,Sail Forth,['Festive Vector'],['The Quantum Astrophysicists Guild'],"['Naval', 'Vehicular Combat']",,2022-12-21
563481,Breakers Collection,"['QUByte Interactive', 'VISCO Corporation']",['QUByte Interactive'],"['Fighting', 'Collection']",,2023-01-12
565107,Hyper Gunsport,['Necrosoft Games'],['Necrosoft Games'],['Party'],,2022-12-22
564433,Shieldmaiden: Remix Edition,['Dumativa Game Studio'],['Dumativa Game Studio'],['Action-Adventure'],,2023-01-05
563338,Ten Dates,"['Good Gate Media', 'Wales Interactive']",['Wales Interactive'],['Visual Novel'],,2023-02-14
564441,Crossovers by POWGI,['Lightwood Games'],['Lightwood Games'],['Puzzle'],,2022-12-21
563627,Beholder 3,"['Paintbucket Games', 'Fantastico Studio']",['SunDust'],"['Simulation', 'Management']",,2022-12-15
560603,Crime Secrets: Crimson Lily,['One More Level Games'],['Artifex Mundi'],"['Adventure', 'Point & Click']",,2022-12-16
563509,reky,['beyondthosehills'],['RedDeerGames'],['Puzzle'],,2022-12-16
563630,Space Raiders in Space,"['Destructive Creations', '2 Stupid Devs']",['RedDeerGames'],['Roguelite'],,2022-12-30
560244,BLACKTAIL,['The Parasight'],['Focus Entertainment'],['Action-Adventure'],,2022-12-15
563528,Akai Katana Shin,"['City Connection', 'Cave']",['City Connection'],"[""Shoot 'em up""]",,2023-06-29
563491,Broken Lines,['Bird Island'],['Blowfish Studios'],"['Strategy', 'Turn Based']",,2022-12-14
559237,Wave Break,['Funktronic Labs'],['Funktronic Labs'],"['Automobile', 'Vehicular Combat', 'Skateboarding']",,2022-12-21
559711,Box Align X,['Kasulo Game Studio'],['QUByte Interactive'],['Puzzle'],,2022-12-15
563108,Gris,['Nomada Studio'],['Devolver Digital'],['Platformer'],,2022-12-13
563127,Potion Craft: Alchemist Simulator,['niceplay games'],['tinyBuild'],"['Simulation', 'Management']",,2021-12-19
563109,It's Kooky,['Roshan Nowshad'],['RedDeerGames'],['Puzzle'],,2022-12-16
560849,Wavetale,"['Zoink!', 'Thunderful Games']",['Thunderful Games'],['Action-Adventure'],,2022-12-13
560245,Metal: Hellsinger,['The Outsiders'],['Funcom'],"['First Person Shooter', 'Action Horror', 'Music & Rhythm']",,2022-12-08
558477,8-Ball Pocket,['Super PowerUp Games'],['Super PowerUp Games'],"['Sports', 'Cue Sports']",,2022-12-23
554128,Afterglitch,['Vladimir Kudelka'],['HANGONIT'],['Adventure'],,2022-12-09
560289,She Wants Me Dead,['Hello There Games'],['RedDeerGames'],['Platformer'],,2022-12-09
560352,Jitsu Squad,['Tanuki Creative Studio'],['ININ Games'],"[""Beat 'em up""]",,2022-12-09
559676,Puzzle by Nikoli W Nurikabe,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2022-12-07
559649,Puzzle by Nikoli W Nurikabe,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2022-12-07
559544,Wally and the FANTASTIC PREDATORS,['Cool As Heck Games'],['Cool As Heck Games'],['Roguelite'],,2022-12-21
553984,Mech Armada,['Lioncode Games'],['Lioncode Games'],"['Strategy', 'Turn Based']",,2022-12-08
557229,Dobo's Heroes,['Colossus Game Studio'],['Colossus Game Studio'],['Platformer'],,2022-12-07
6189,Rayman Fiesta Run,['Ubisoft'],['Ubisoft'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2014-02-06
558140,Dad's Monster House,['Cotton Game'],['E-Home Entertainment'],"['Adventure', 'Point & Click']",,2022-12-08
557062,The Game of Life 2,['Marmalade Game Studio'],['Marmalade Game Studio'],['Card & Board'],,2022-12-01
558379,Hello Neighbor 2,"['Eerie Guest', 'tinyBuild']",['tinyBuild'],"['Puzzle', 'Stealth']",,2022-12-06
558478,Bumblebee - Little Bee Adventure,['EpiXR Games'],['EpiXR Games'],"['Adventure', 'Aerial']",,2023-02-10
558180,Codex of Victory,['Ino-Co Plus'],['AkPublish'],"['Strategy', 'Turn Based']",,2022-11-29
558408,Elevator Action -Returns- S-Tribute,"['City Connection', 'Taito']",['City Connection'],"['Run & Gun', 'Collection']",,2022-11-30
557022,Watch Over Christmas,['Dionous Games'],['Dionous Games'],"['Adventure', 'Point & Click']",,2022-11-30
556412,Ship Graveyard Simulator,"['Games Incubator', 'ConsoleWay']",['Ultimate Games'],['Simulation'],,2022-12-02
558414,The Settlers: New Allies,['Ubisoft Blue Byte'],['Ubisoft'],"['Strategy', 'Real Time']",,2023-07-03
556883,The Beast Inside,['Illusion Ray Studio'],['Illusion Ray Studio'],['Survival Horror'],,2022-11-29
558306,United Assault - Battle of the Bulge,['Polygon Art'],['Polygon Art'],['First Person Shooter'],,2022-11-30
432397,NINJA GAIDEN 3: Razor's Edge,"['Team Ninja', 'KOEI TECMO']",['KOEI TECMO'],['Hack & Slash'],,2021-06-10
548313,Unusual Findings,['Epic Llama'],['ESDigital Games'],"['Adventure', 'Point & Click']",,2022-10-12
558055,Firefighting Simulator - The Squad,['Chronos Unterhaltungssoftware'],['astragon Entertainment'],['Simulation'],,2022-12-06
400486,Superliminal,['Pillow Castle Games'],['Pillow Castle Games'],"['Puzzle', 'Adventure']",,2020-07-07
555301,Castle Renovator,"['Pyramid Games', 'Black Rose']",['Ultimate Games'],"['Simulation', 'Management']",,2022-11-29
557295,Need for Speed Unbound,['Criterion Games'],['Electronic Arts'],"['Arcade Racing', 'Automobile', 'Open World']",,2022-12-02
557402,How to Fool a Liar King Remastered,['ROSEVERTE'],['Ratalaika Games'],['Visual Novel'],,2022-11-25
554702,Run Sausage Run!,['CrazyLabs'],['QubicGames'],"['Platformer', 'Party']",,2022-11-25
555735,Legendary Heroes,['Solaris Mobile'],['QUByte Interactive'],['MOBA'],,2022-11-24
557085,Cleopatra Fortune S-Tribute,"['City Connection', 'Taito']",['City Connection'],['Puzzle'],,2022-11-23
556877,Gungrave G.O.R.E,['IGGYMOB'],['Prime Matter'],['Third Person Shooter'],,2022-11-22
1259,Hitman: Blood Money,['io interactive'],"['IO Interactive', 'Eidos']","['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'German']",2010-03-30
462482,Iron Harvest Complete Edition,['King Art Games'],['Prime Matter'],"['Mech', 'Strategy', 'Real Time']",,2021-10-26
462501,Real Farm - Premium Edition,"['SOEDESCO', 'Triangle Studios']",['SOEDESCO'],['Simulation'],,2021-11-10
548327,Sword and Fairy: Together Forever,['SOFTSTAR Entertainment'],['E-Home Entertainment'],"['Role Playing', 'Real Time']",,2022-11-03
548750,Asterix & Obelix XXXL : The Ram of Hibernia,['OSome Studio'],['Microids'],"[""Beat 'em up""]",,2022-10-27
549829,Escape String,['7 Raven Studios'],['Totalconsole'],['Puzzle'],,2022-10-26
554157,Cooking Simulator,['Big Cheese Studio'],['Big Cheese Studio'],['Simulation'],,2022-08-11
551560,Frog Detective: The Entire Mystery,['Worm Club'],['Worm Club'],"['Adventure', 'Collection']",,2023-10-26
550107,Phantom Abyss,['Team WIBY'],['Devolver Digital'],"['Platformer', 'Roguelite']",,2022-10-20
554580,The Knight Witch,['Super Awesome Hyper Dimensional Mega Team'],"['Team17 Software', 'Fireshine Games']","['Metroidvania', ""Shoot 'em up""]",,2022-12-02
551013,Paper Cut Mansion,['Space Lizard Studio'],['Thunderful Games'],['Roguelite'],,2022-10-27
555497,Dead Station,['Hoodoo Bear'],['ChiliDog Interactive'],['Platformer'],,2022-11-23
554483,Puzzle by Nikoli W Slitherlink,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2022-11-09
554511,In Extremis DX,['LNDFRR'],['QUByte Interactive'],"[""Shoot 'em up""]",,2022-11-17
555512,Raptor Boyfriend: A High School Romance,"['Rocket Adrift', 'Ratalaika Games', 'eastasiasoft']",['eastasiasoft'],['Visual Novel'],,2022-12-14
555815,Togges,['Regular Studio'],['Thunderful Games'],['Platformer'],,2022-12-07
555816,Dune: Spice Wars,['Shiro Games'],"['Funcom', 'Shiro Games']","['Strategy', 'Real Time']",,2022-11-17
555555,My Fantastic Ranch,['Piece of Cake Studios'],['Nacon'],"['Simulation', 'Management']",,2022-11-17
5002,Jetpack Joyride,['Halfbrick Studios'],['Halfbrick Studios'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean', 'Chinese (simplified)']",2013-06-05
555892,Oxyjet,['Upstairs Digital'],['Upstairs Digital'],['Action'],,2022-11-18
555825,The Dark Pictures Anthology: The Devil in Me,['Supermassive Games'],['Bandai Namco Entertainment'],['Adventure'],,2022-11-18
555509,MEGALAN 11,['MAYO Games'],['Sometimes You'],['Adventure'],,2022-11-30
551402,Ultimate ADOM - Caverns of Chaos,['Team ADOM'],['Assemble Entertainment'],"['Roguelite', 'Strategy', 'Turn Based']",,2022-11-17
554509,Primal Light,['Fat Gem'],['No Gravity Games'],['Platformer'],,2022-11-24
551669,As Far As The Eye,['Goblinz Studio'],['Klabater'],['Management'],,2022-11-17
553266,Bravery and Greed,['Rekka Games'],['Team17 Software'],"['Roguelite', ""Beat 'em up""]",,2022-11-15
555434,Slime's Journey,['lightUP'],['Ratalaika Games'],['Platformer'],,2022-11-18
1796,The Oregon Trail,['Gameloft'],['Gameloft'],['Simulation'],"['French', 'Spanish', 'German', 'Italian']",2022-11-15
555339,Pentiment,['Obsidian Entertainment'],"['Xbox Game Studios', 'Limited Run Games']",['Adventure'],,2022-11-15
555234,McPixel 3,['Sos Sosowski'],['Devolver Digital'],['Action-Adventure'],,2022-11-14
555299,Somerville,['Jumpship'],['Jumpship'],"['Puzzle', 'Adventure']",,2022-11-15
7284,FIFA 15,['EA Canada'],['Electronic Arts'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2014-09-23
1742,Need for Speed: Undercover,['EA Black Box'],['Electronic Arts'],"['Arcade Racing', 'Automobile', 'Open World']","['French', 'Spanish', 'German', 'Italian']",2008-11-17
551945,Atari 50: The Anniversary Celebration,['Digital Eclipse'],['Atari'],['Collection'],,2022-11-11
550353,Paper Flight - Speed Rush,['EpiXR Games'],['EpiXR Games'],['Adventure'],,2022-11-11
1427,Bionicle Heroes,"[""Traveller's Tales""]",['Eidos'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2006-11-15
554405,Puzzle by Nikoli W Slitherlink,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2022-11-09
553445,Cobra Kai 2: Dojos Rising,['Flux Games'],['GameMill Entertainment'],"[""Beat 'em up""]",,2022-11-08
552501,Warp Drive,['Supergonk'],['Supergonk'],"['Arcade Racing', 'Automobile']",,2022-12-01
554240,Heidelberg 1693,['Andrade Games'],['Red Art Games'],['Platformer'],,2022-11-18
554102,Football Manager 2023,['Sports Interactive'],['SEGA'],['Management'],,2022-11-08
1581,LEGO Rock Band,"['Harmonix', ""Traveller's Tales""]",['Warner Bros. Games'],"['strategy', 'Simulation', 'Music+']","['French', 'Spanish', 'German', 'Italian']",2009-11-03
554065,Sonic Frontiers,['Sonic Team'],['SEGA'],"['Platformer', 'Open World']",,2022-11-08
2849,Syndicate,['Starbreeze Studios AB'],['Electronic Arts'],['shooter'],"['French', 'Spanish', 'German', 'Italian', 'Russian']",2012-02-21
1419,WALL•E,['Heavy Iron Studios'],['THQ'],"['Action', 'Adventure', 'platformer', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean']",2008-07-24
1996,Skylanders Spyro's Adventure,['XPEC Entertainment'],['Activision'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2011-10-14
432817,Subnautica: Below Zero,['Unknown Worlds Entertainment'],['Unknown Worlds Entertainment'],"['Survival', 'Sandbox']",,2021-05-14
550351,Escape First,['OnSkull Games'],['OnSkull Games'],['Puzzle'],,2022-10-21
550348,Sophstar,['Banana Bytes'],['Red Art Games'],"[""Shoot 'em up""]",,2022-10-28
550317,Runout,"['SergioPoverony', 'Nick Urs']",['Ratalaika Games'],['Platformer'],,2022-10-21
550218,Amnesia: Collection,"['Frictional Games', 'BlitWorks']",['Frictional Games'],"['Survival Horror', 'Collection']",,2022-10-20
550194,Amnesia: Rebirth,['Frictional Games'],['Frictional Games'],['Survival Horror'],,2022-10-20
547207,The Jackbox Party Pack 9,['Jackbox Games'],['Jackbox Games'],"['Collection', 'Party']",,2022-10-20
550046,Puzzle by Nikoli W Akari,['HAMSTER Corporation'],['HAMSTER Corporation'],['Puzzle'],,2022-10-19
458516,HOT WHEELS UNLEASHED,['Milestone'],['Milestone'],"['Arcade Racing', 'Automobile']",,2022-07-14
550043,Persona 5 Royal,['Atlus'],['SEGA'],"['Role Playing', 'Turn Based']",,2022-10-21
548417,Doomed To Hell,['Gagonfe'],"['QUByte Interactive', 'Game Nacional']","['Roguelite', ""Shoot 'em up""]",,2022-10-20
548221,Kovox Pitch,['Calvares'],['ChiliDog Interactive'],['Music & Rhythm'],,2022-10-18
548832,Beholgar,['Serkan Bakar'],['Dolores Entertainment'],"['Platformer', 'Metroidvania']",,2022-10-21
542248,Fueled Up,['Fireline Games'],['Fireline Games'],['Party'],,2022-10-13
548650,Silenced: The House,['Graven Visual Novels'],['Sometimes You'],['Visual Novel'],,2022-10-28
548617,Last Days of Lazarus,"['Darkania Works', 'GrimTalin']",['GrimTalin'],['Adventure'],,2022-10-28
547363,Nickelodeon Kart Racers 3: Slime Speedway,['Bamtang'],['GameMill Entertainment'],"['Arcade Racing', 'Automobile']",,2022-10-14
548648,Star Trek Prodigy: Supernova,['Tessera Studios'],['Outright Games'],['Action-Adventure'],,2022-10-14
547891,PGA TOUR 2K23,['HB Studios'],['2K Sports'],"['Sports', 'Golf']",,2022-10-14
