Employee_ID,MBTI,Dimension_EI,Dimension_SN,Dimension_TF,Dimension_JP,Department,Role,Seniority,Tenure_Years,AI_Tool_Usage_Daily_Hours,AI_Tool_Preference,Tool_Adoption_Score,Meeting_Hours_Weekly,Focus_Time_Hours_Weekly,Collaboration_Intensity,Context_Switching_Index,Project_Completion_Rate,Process_Adherence_Score,Innovation_Output_Score,Stakeholder_Satisfaction_Score,Weekly_Report_Submission_Offset,Overtime_Hours_Weekly,Learning_Hours_Monthly,Rework_Rate_Percent
EMP1368,INTJ,Introvert,Intuitive,Thinking,Judging,HR,Recruiter,Mid,2.7,2.2,LLM Chatbot,55.6,14.7,22.3,51.0,1.9,81.0,79.7,40.3,64.4,8.7,4.5,5.8,6.2
EMP1369,ENTJ,Extravert,Intuitive,Thinking,Judging,Product,Design,Mid,2.3,4.1,Search/Research,66.0,12.7,21.1,64.6,1.0,99.3,67.6,74.5,72.4,7.5,2.8,11.4,8.5
EMP1370,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Content,Mid,4.9,3.1,LLM Chatbot,73.7,18.7,10.0,89.9,7.2,65.2,67.8,74.9,89.8,6.8,3.1,7.4,8.9
EMP1371,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,SDR,Lead,10.5,2.4,Visualization,35.3,23.5,6.0,72.1,6.9,57.8,50.8,60.8,74.6,0.2,1.6,4.8,10.7
EMP1372,ENTP,Extravert,Intuitive,Thinking,Perceiving,Marketing,Brand,Lead,8.5,2.9,Automation Script,46.1,17.9,6.0,72.8,10.0,46.7,36.5,83.1,60.5,3.5,2.7,10.3,13.0
EMP1373,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,UX Research,Senior,6.6,4.0,Visualization,69.4,10.4,23.7,78.6,6.1,52.1,43.0,46.9,72.1,0.8,1.9,7.9,8.3
EMP1374,ESTJ,Extravert,Sensing,Thinking,Judging,HR,HRBP,Mid,4.6,2.6,Visualization,51.1,16.5,11.9,84.5,4.5,82.9,95.0,29.7,76.3,6.3,0.7,6.6,3.0
EMP1375,ISTP,Introvert,Sensing,Thinking,Perceiving,Marketing,Brand,Lead,11.1,2.5,LLM Chatbot,53.8,13.9,13.6,48.1,7.2,22.2,48.3,67.3,55.4,5.9,2.5,6.0,8.5
EMP1376,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,Recruiter,Mid,2.7,2.7,Search/Research,57.8,16.7,14.0,53.1,4.5,90.3,72.6,51.1,67.4,-2.6,5.9,0.7,9.2
EMP1377,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Supply Ops,Mid,3.7,1.7,LLM Chatbot,56.8,16.0,13.2,83.1,2.6,76.8,95.0,43.6,86.5,2.1,3.2,7.3,5.9
EMP1378,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,AE,Mid,3.1,2.4,LLM Chatbot,85.8,19.4,8.3,95.0,6.4,91.5,69.6,80.2,86.4,7.7,0.9,8.1,9.9
EMP1379,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Ops,Senior,5.4,2.2,Visualization,69.2,12.7,20.2,58.9,4.4,58.7,53.8,75.2,70.0,-6.5,7.1,8.4,13.2
EMP1380,ESTJ,Extravert,Sensing,Thinking,Judging,Product,UX Research,Mid,4.0,3.5,Search/Research,61.9,18.4,17.9,68.8,4.3,80.7,77.9,60.9,61.1,0.6,0.6,5.2,8.2
EMP1381,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Ops,Mid,4.0,2.4,LLM Chatbot,67.9,8.0,11.7,74.5,8.3,18.8,57.5,70.8,47.3,-1.2,3.1,7.6,12.7
EMP1382,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,Data,Mid,3.4,4.1,Visualization,66.0,6.6,22.2,68.5,0.9,79.0,63.9,43.0,63.5,5.5,6.3,9.4,6.6
EMP1383,ISTJ,Introvert,Sensing,Thinking,Judging,HR,HRBP,Mid,3.3,2.7,Search/Research,51.5,17.7,15.2,53.2,0.0,74.9,81.7,32.1,67.4,4.7,0.4,7.1,7.9
EMP1384,INFP,Introvert,Intuitive,Feeling,Perceiving,Product,Design,Lead,13.8,2.8,LLM Chatbot,56.8,15.6,21.6,55.0,2.9,84.3,28.0,76.4,78.2,2.3,4.4,5.5,4.0
EMP1385,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,UX Research,Junior,0.6,4.0,Automation Script,65.9,13.7,22.3,65.4,8.0,66.4,56.5,54.4,63.8,5.4,3.9,10.5,14.6
EMP1386,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,SDR,Lead,8.5,1.2,Search/Research,51.2,21.3,14.0,64.5,10.0,70.1,50.4,52.0,69.1,0.9,1.5,4.9,7.6
EMP1387,ENTP,Extravert,Intuitive,Thinking,Perceiving,HR,HRBP,Mid,4.0,2.1,LLM Chatbot,74.5,21.3,8.6,81.0,6.0,53.6,49.8,66.7,61.1,-1.0,1.2,6.5,6.6
EMP1388,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,AE,Mid,2.2,2.5,Visualization,66.4,17.3,9.5,78.7,6.0,61.7,50.1,66.0,73.7,2.1,5.4,10.7,8.9
EMP1389,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Ops,Mid,2.5,1.7,Search/Research,58.9,11.8,14.6,85.3,9.6,65.4,55.9,70.5,63.9,-3.1,1.2,7.5,11.9
EMP1390,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Senior,7.1,1.5,LLM Chatbot,62.1,12.8,16.0,87.8,7.6,80.2,46.8,67.1,76.4,-1.4,3.3,8.3,14.3
EMP1391,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,Backend,Lead,15.0,4.5,Code Assistant,39.1,13.0,12.8,76.0,3.4,79.7,74.7,47.8,86.0,4.1,7.9,8.4,4.5
EMP1392,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,Design,Lead,8.6,3.2,LLM Chatbot,61.5,12.7,15.2,51.7,5.1,55.1,58.4,50.6,50.2,0.9,2.8,11.1,9.6
EMP1393,ENTP,Extravert,Intuitive,Thinking,Perceiving,Marketing,Growth,Mid,3.8,3.3,Automation Script,58.7,13.8,18.0,70.8,9.0,57.4,54.1,63.8,56.3,0.2,1.4,7.9,12.3
EMP1394,ENTJ,Extravert,Intuitive,Thinking,Judging,Marketing,Growth,Senior,5.0,2.5,LLM Chatbot,79.0,16.4,13.7,75.4,3.9,77.4,56.8,58.6,65.8,7.4,0.2,7.9,8.2
EMP1395,ENFP,Extravert,Intuitive,Feeling,Perceiving,R&D,QA,Mid,4.1,3.6,Code Assistant,77.6,11.6,9.6,71.2,7.2,51.6,32.7,84.4,61.3,4.0,5.8,11.0,5.4
EMP1396,ENTJ,Extravert,Intuitive,Thinking,Judging,Operations,Supply Ops,Senior,7.3,2.6,Code Assistant,75.0,13.3,14.9,56.9,3.9,99.1,74.3,67.2,72.1,2.5,2.0,6.6,5.1
EMP1397,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,QA,Mid,2.7,3.9,Code Assistant,67.2,9.8,12.2,56.4,4.2,93.9,57.9,56.5,76.1,3.5,4.3,13.2,5.4
EMP1398,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,QA,Lead,8.1,4.8,Search/Research,65.3,15.8,6.0,60.0,6.8,79.5,24.1,88.3,60.7,3.1,4.7,9.8,10.4
EMP1399,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,Design,Lead,12.5,3.2,Visualization,40.7,12.8,22.8,62.3,4.8,75.1,37.4,43.6,76.4,2.2,2.4,8.6,9.0
EMP1400,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,UX Research,Mid,3.3,3.2,Automation Script,67.4,14.0,12.3,45.5,2.4,66.5,45.4,43.8,48.2,-0.8,1.0,9.5,7.7
EMP1401,ESFJ,Extravert,Sensing,Feeling,Judging,Marketing,Growth,Mid,4.5,2.1,LLM Chatbot,55.7,15.8,9.8,82.4,4.6,92.9,75.4,34.5,78.6,3.4,2.4,3.3,7.1
EMP1402,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,L&D,Senior,6.9,1.4,Visualization,46.5,13.9,17.3,61.2,3.3,94.9,68.5,38.0,72.0,1.6,9.7,9.3,7.6
EMP1403,INTJ,Introvert,Intuitive,Thinking,Judging,R&D,QA,Senior,5.3,3.6,Visualization,60.9,8.6,24.6,45.9,2.6,93.6,54.1,58.5,63.2,8.3,5.1,9.4,4.8
EMP1404,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Senior,5.8,1.3,Visualization,49.8,15.3,12.7,81.7,6.9,100.0,80.0,47.5,64.5,3.3,0.7,6.8,10.6
EMP1405,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,PM,Junior,1.9,3.2,Automation Script,58.6,12.3,19.2,69.6,7.1,70.8,57.3,59.1,66.3,0.3,7.0,10.0,4.9
EMP1406,ISTP,Introvert,Sensing,Thinking,Perceiving,R&D,QA,Mid,2.6,3.3,Visualization,58.1,6.0,19.5,58.5,4.3,85.5,63.3,52.7,55.1,-1.6,4.5,10.7,9.9
EMP1407,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Finance Ops,Mid,2.9,3.0,Automation Script,22.1,12.4,16.5,68.3,7.8,61.4,67.5,48.8,55.6,1.6,1.3,8.5,6.3
EMP1408,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Mid,3.0,3.2,Automation Script,64.5,19.3,10.0,80.0,10.0,52.0,39.5,75.6,68.0,3.5,4.5,10.5,8.9
EMP1409,ENFP,Extravert,Intuitive,Feeling,Perceiving,HR,HRBP,Senior,6.5,3.1,Search/Research,65.1,15.3,7.2,88.3,9.7,58.8,55.3,73.6,83.6,0.2,1.4,9.6,8.9
EMP1410,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,AE,Lead,8.4,0.8,Search/Research,45.2,21.1,11.0,61.6,8.7,51.7,51.4,45.3,67.4,-0.7,3.1,9.8,5.2
EMP1411,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Ops,Senior,6.3,3.0,Automation Script,23.3,6.0,15.8,55.3,3.2,65.6,86.1,43.5,68.3,3.3,0.6,5.3,4.4
EMP1412,ISTJ,Introvert,Sensing,Thinking,Judging,Operations,Finance Ops,Mid,2.8,1.3,LLM Chatbot,50.7,6.1,28.3,50.2,5.5,95.2,95.0,34.2,83.9,5.0,2.3,0.9,6.0
EMP1413,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Ops,Senior,6.2,2.0,Visualization,40.7,12.4,22.4,65.3,1.0,72.6,78.4,35.1,82.4,4.0,0.1,4.0,3.8
EMP1414,INTJ,Introvert,Intuitive,Thinking,Judging,HR,Recruiter,Senior,7.0,3.0,Search/Research,70.9,15.8,16.6,55.1,1.3,93.5,74.6,56.1,51.3,8.8,5.4,8.9,5.8
EMP1415,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,QA,Lead,8.6,3.2,LLM Chatbot,74.7,12.4,14.7,74.5,1.8,85.1,79.8,48.5,69.4,3.7,5.2,6.2,2.5
EMP1416,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Ops,Senior,6.0,2.0,Visualization,49.7,13.3,9.7,71.8,8.0,84.0,70.4,49.7,57.3,2.4,1.6,8.0,12.4
EMP1417,ESFP,Extravert,Sensing,Feeling,Perceiving,Sales,Account Manager,Junior,1.2,2.5,Search/Research,44.2,14.6,11.0,69.6,10.0,71.4,60.8,47.4,72.8,1.6,1.4,9.0,5.7
EMP1418,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Content,Junior,1.7,2.8,Search/Research,79.6,12.3,12.0,74.0,8.1,63.2,37.4,75.4,65.9,1.1,2.2,8.6,12.0
EMP1419,ENFJ,Extravert,Intuitive,Feeling,Judging,HR,Recruiter,Senior,6.5,3.6,Automation Script,65.4,19.3,7.9,85.4,0.6,89.2,70.4,47.8,81.0,8.3,3.6,11.5,2.1
EMP1420,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Supply Ops,Senior,7.7,3.1,Search/Research,70.7,9.3,11.8,63.6,8.7,63.9,52.0,77.5,73.1,2.7,0.7,9.0,12.9
EMP1421,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,L&D,Mid,2.9,2.8,Search/Research,53.1,14.8,10.9,79.4,9.3,71.9,57.4,42.5,53.0,-4.4,1.4,4.0,11.3
EMP1422,ESTJ,Extravert,Sensing,Thinking,Judging,R&D,QA,Senior,6.8,3.5,Code Assistant,47.5,10.8,12.5,62.6,2.6,100.0,78.2,32.2,72.4,2.5,3.1,8.1,1.7
EMP1423,INTJ,Introvert,Intuitive,Thinking,Judging,Operations,Ops,Mid,4.4,1.3,Code Assistant,59.8,10.1,19.6,39.9,1.6,95.0,78.9,63.7,75.7,5.0,1.5,9.8,3.2
EMP1424,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Finance Ops,Senior,5.8,2.5,Visualization,61.0,8.4,25.2,67.5,1.9,93.1,80.3,79.4,70.7,2.3,0.2,8.5,7.0
EMP1425,INFJ,Introvert,Intuitive,Feeling,Judging,Product,Design,Junior,1.5,4.2,Automation Script,76.9,10.2,23.8,61.4,1.2,73.1,57.0,70.3,71.0,3.8,0.2,10.0,1.9
EMP1426,ENFP,Extravert,Intuitive,Feeling,Perceiving,Product,UX Research,Mid,2.0,3.6,Search/Research,77.7,13.5,15.5,75.4,10.0,77.7,54.6,71.9,68.9,-1.9,1.2,8.1,10.2
EMP1427,ESFJ,Extravert,Sensing,Feeling,Judging,Marketing,Content,Senior,7.9,2.1,Search/Research,41.4,15.0,15.5,85.3,7.8,94.5,69.1,59.1,92.8,5.8,0.4,2.9,13.1
EMP1428,ENTJ,Extravert,Intuitive,Thinking,Judging,HR,L&D,Mid,3.6,2.8,Code Assistant,55.6,14.5,16.0,55.8,1.9,88.2,76.3,68.3,79.5,7.4,4.0,8.2,11.0
EMP1429,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Mid,3.2,2.6,Automation Script,43.4,8.4,15.7,71.0,7.4,45.9,61.7,40.0,66.3,-0.7,1.1,5.2,1.2
EMP1430,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Growth,Junior,1.2,2.2,LLM Chatbot,75.2,5.1,28.3,58.7,5.2,78.9,66.4,45.1,66.6,2.8,1.9,5.6,1.4
EMP1431,ISTJ,Introvert,Sensing,Thinking,Judging,HR,L&D,Junior,1.3,1.5,Automation Script,59.6,16.1,20.8,46.8,1.2,68.7,95.0,30.3,78.5,1.2,1.3,7.3,2.7
EMP1432,ENFJ,Extravert,Intuitive,Feeling,Judging,Marketing,Growth,Senior,5.9,3.1,Search/Research,60.5,14.4,9.2,75.1,7.6,93.5,69.6,69.9,65.9,6.3,0.1,7.3,5.7
EMP1433,ESTJ,Extravert,Sensing,Thinking,Judging,Product,Design,Senior,5.5,3.4,Visualization,60.3,15.2,14.0,76.3,4.9,77.1,86.2,46.9,76.0,3.6,0.2,7.5,4.7
EMP1434,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,Account Manager,Mid,2.1,2.8,LLM Chatbot,45.0,16.9,12.8,74.6,8.4,93.1,44.0,49.0,79.4,-2.9,5.9,9.6,6.3
EMP1435,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,UX Research,Senior,7.0,3.9,Visualization,64.8,9.8,18.1,57.6,3.7,68.0,48.2,54.2,61.3,0.1,1.0,9.9,11.0
EMP1436,ESFP,Extravert,Sensing,Feeling,Perceiving,Marketing,Content,Senior,5.4,3.0,LLM Chatbot,53.5,17.6,7.0,77.4,8.2,50.2,59.8,39.7,74.8,2.5,2.4,6.2,9.6
EMP1437,INTJ,Introvert,Intuitive,Thinking,Judging,Operations,Ops,Lead,8.5,2.0,Search/Research,53.6,11.3,20.9,46.7,3.1,71.0,95.0,65.0,73.7,2.9,3.8,8.4,4.2
EMP1438,INTJ,Introvert,Intuitive,Thinking,Judging,HR,HRBP,Senior,5.3,3.0,Visualization,39.1,16.5,20.5,49.9,2.8,80.7,58.4,62.9,72.4,5.8,0.8,9.9,7.0
EMP1439,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Backend,Senior,6.8,4.6,LLM Chatbot,64.4,11.6,11.6,75.0,6.5,71.5,29.1,72.2,57.5,1.8,3.3,10.0,2.4
EMP1440,ESTJ,Extravert,Sensing,Thinking,Judging,Operations,Ops,Mid,3.2,2.2,Search/Research,46.4,12.2,15.1,65.0,7.1,84.9,95.0,27.9,58.5,6.4,0.7,6.5,5.5
EMP1441,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,QA,Junior,1.9,4.1,Search/Research,62.3,13.6,11.5,50.0,7.9,51.8,50.1,66.2,52.0,-2.0,8.2,9.1,13.8
EMP1442,ISFJ,Introvert,Sensing,Feeling,Judging,Marketing,Content,Lead,9.9,2.4,Search/Research,45.8,17.4,13.5,59.2,0.0,90.5,91.7,46.3,82.7,6.2,2.7,1.7,1.0
EMP1443,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,Data,Mid,3.0,3.9,Search/Research,57.7,13.5,10.6,61.1,10.0,66.9,50.9,51.4,51.7,0.6,3.6,9.1,4.0
EMP1444,INFJ,Introvert,Intuitive,Feeling,Judging,Sales,SDR,Senior,5.5,3.2,LLM Chatbot,60.3,10.8,19.3,69.2,3.9,67.4,74.7,46.7,78.9,6.0,1.0,6.9,5.0
EMP1445,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Brand,Senior,5.3,2.1,Search/Research,45.9,10.8,24.4,63.8,4.3,96.3,80.4,43.1,67.0,3.4,1.6,5.8,6.1
EMP1446,ENTJ,Extravert,Intuitive,Thinking,Judging,Operations,Ops,Mid,2.4,2.7,LLM Chatbot,57.2,7.8,17.2,69.2,5.0,82.8,67.8,60.9,53.6,4.8,6.9,10.1,5.8
EMP1447,ISFP,Introvert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Mid,2.5,2.1,LLM Chatbot,53.9,6.7,23.1,42.3,5.6,75.0,56.3,53.7,60.7,4.7,0.9,4.1,3.3
EMP1448,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,SDR,Lead,8.7,2.3,Search/Research,70.4,21.2,11.6,69.9,5.5,83.8,59.2,65.8,78.7,5.2,6.0,3.7,6.2
EMP1449,INTP,Introvert,Intuitive,Thinking,Perceiving,Operations,Finance Ops,Mid,4.6,2.7,Visualization,55.4,13.4,24.1,49.3,5.2,76.2,47.2,54.2,41.6,1.7,2.8,7.9,4.8
EMP1450,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,SDR,Lead,15.0,1.3,LLM Chatbot,20.0,20.2,13.0,93.7,7.9,66.4,60.9,40.6,60.5,3.5,4.1,4.1,13.9
EMP1451,ESFJ,Extravert,Sensing,Feeling,Judging,Product,PM,Mid,4.7,4.4,Automation Script,58.6,18.1,21.3,64.0,5.7,88.3,78.1,46.4,71.9,6.3,0.2,6.2,9.1
EMP1452,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Backend,Senior,5.3,4.4,Code Assistant,74.7,9.0,18.2,57.6,4.9,54.1,46.5,87.4,59.9,1.2,5.9,10.5,11.3
EMP1453,INFJ,Introvert,Intuitive,Feeling,Judging,Product,PM,Lead,10.2,3.4,Search/Research,72.1,11.1,17.0,60.7,0.2,98.2,67.3,56.4,82.3,6.5,1.7,10.5,6.2
EMP1454,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Finance Ops,Junior,1.6,2.1,LLM Chatbot,68.9,15.7,8.0,71.0,7.6,64.0,48.4,56.9,78.2,-3.4,0.2,13.6,11.4
EMP1455,INFJ,Introvert,Intuitive,Feeling,Judging,R&D,Frontend,Junior,1.2,3.9,Search/Research,85.7,8.1,26.0,67.4,0.0,82.9,60.4,59.9,59.0,6.2,3.2,8.5,3.0
EMP1456,ESFJ,Extravert,Sensing,Feeling,Judging,Sales,SDR,Mid,2.0,1.4,Automation Script,37.2,21.0,15.4,87.7,5.1,73.9,68.0,29.0,83.4,7.6,0.9,7.6,13.2
EMP1457,ESTJ,Extravert,Sensing,Thinking,Judging,HR,Recruiter,Mid,4.6,1.9,LLM Chatbot,57.0,16.9,12.0,83.5,3.1,60.5,92.9,47.1,72.6,6.9,1.5,7.2,4.5
EMP1458,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,AE,Senior,5.4,2.9,Visualization,72.7,17.6,11.5,79.7,4.8,89.3,65.8,68.2,77.9,6.5,6.0,6.7,9.1
EMP1459,INTJ,Introvert,Intuitive,Thinking,Judging,HR,Recruiter,Mid,3.3,1.9,Search/Research,64.6,15.6,16.2,51.0,2.6,81.1,79.9,65.9,68.4,2.6,0.1,8.9,13.1
EMP1460,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Data,Senior,5.2,4.1,Search/Research,77.3,14.4,9.9,67.6,9.7,44.6,46.9,95.0,61.9,0.6,3.4,12.4,7.2
EMP1461,ENFJ,Extravert,Intuitive,Feeling,Judging,Product,UX Research,Lead,9.5,3.9,Code Assistant,64.4,17.8,15.5,72.0,4.1,89.9,66.7,75.8,86.7,8.1,2.2,8.2,8.3
EMP1462,ENTP,Extravert,Intuitive,Thinking,Perceiving,Operations,Finance Ops,Lead,14.6,3.0,Automation Script,67.3,16.5,9.3,66.6,7.1,88.9,40.6,62.1,64.6,-1.4,2.2,5.2,10.5
EMP1463,INTJ,Introvert,Intuitive,Thinking,Judging,R&D,Data,Junior,1.1,4.9,Automation Script,64.5,10.9,14.6,68.4,0.4,32.8,55.0,69.5,53.7,8.9,3.2,11.5,4.6
EMP1464,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Backend,Mid,3.5,4.7,Automation Script,53.6,12.9,22.3,58.8,2.8,73.4,89.2,45.7,54.3,6.0,5.3,6.0,1.0
EMP1465,ISFJ,Introvert,Sensing,Feeling,Judging,HR,L&D,Mid,3.5,2.4,Visualization,45.6,15.1,29.7,73.9,1.3,77.3,88.7,39.8,85.2,4.7,0.8,9.0,3.9
EMP1466,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Data,Junior,1.9,3.3,Code Assistant,50.4,8.6,17.4,28.2,1.9,97.6,70.5,31.2,50.3,9.9,5.7,7.3,4.5
EMP1467,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,Recruiter,Junior,1.8,2.0,Visualization,44.5,9.2,18.4,69.9,6.2,72.1,68.1,49.0,58.0,3.0,2.4,7.0,12.0
EMP1468,ESFP,Extravert,Sensing,Feeling,Perceiving,HR,HRBP,Lead,8.1,2.1,Automation Script,49.4,20.3,8.9,83.3,8.6,92.3,62.6,36.7,72.7,1.5,9.7,2.6,11.5
EMP1469,ESFJ,Extravert,Sensing,Feeling,Judging,Sales,AE,Junior,0.8,2.5,LLM Chatbot,55.2,17.5,12.3,91.4,8.8,61.3,78.3,27.9,84.9,4.7,1.6,8.3,5.5
EMP1470,ISTP,Introvert,Sensing,Thinking,Perceiving,Product,UX Research,Mid,4.5,4.2,Visualization,58.3,5.5,24.2,62.9,5.9,52.1,71.3,65.3,58.7,5.6,15.0,9.5,5.6
EMP1471,INTJ,Introvert,Intuitive,Thinking,Judging,HR,HRBP,Junior,1.5,2.5,Visualization,71.4,16.1,15.8,59.4,0.0,94.0,72.7,39.4,86.0,5.1,10.2,10.0,4.4
EMP1472,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Finance Ops,Junior,0.5,1.8,Automation Script,59.0,16.2,7.2,83.3,9.6,65.7,54.1,41.5,69.7,1.7,5.6,4.4,13.6
EMP1473,ENTJ,Extravert,Intuitive,Thinking,Judging,Marketing,Content,Mid,2.3,2.8,LLM Chatbot,62.6,15.6,16.7,66.2,4.9,88.7,71.9,81.8,66.5,4.9,0.2,5.0,12.1
EMP1474,ENFJ,Extravert,Intuitive,Feeling,Judging,HR,L&D,Mid,4.5,1.4,LLM Chatbot,57.7,21.8,11.0,81.9,4.6,95.5,73.5,44.7,84.0,6.2,3.7,8.6,6.7
EMP1475,ISFP,Introvert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Senior,6.3,2.0,LLM Chatbot,54.5,8.5,20.5,58.8,3.7,77.4,74.3,51.3,73.2,2.4,0.3,7.2,10.7
EMP1476,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,Account Manager,Lead,13.8,1.6,Visualization,53.2,20.7,13.1,80.4,3.2,86.5,66.4,55.2,85.2,4.2,4.8,9.4,3.2
EMP1477,INTJ,Introvert,Intuitive,Thinking,Judging,Product,UX Research,Mid,4.0,4.4,Visualization,70.8,8.4,26.2,55.9,0.0,51.6,60.3,40.1,51.4,5.3,0.8,11.1,7.0
EMP1478,INTJ,Introvert,Intuitive,Thinking,Judging,HR,L&D,Senior,6.2,2.4,Visualization,61.2,10.6,26.3,54.2,2.6,92.4,74.1,70.0,66.0,5.2,1.5,9.0,3.2
EMP1479,ENTJ,Extravert,Intuitive,Thinking,Judging,Product,UX Research,Senior,6.3,3.6,Search/Research,69.4,13.3,16.9,46.7,2.3,70.8,69.2,57.0,63.7,3.1,0.4,11.1,6.5
EMP1480,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Brand,Mid,4.0,2.5,Code Assistant,37.3,16.4,19.6,59.1,2.6,98.1,95.0,31.8,71.0,5.2,0.3,2.7,4.9
EMP1481,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Content,Mid,3.0,2.5,Visualization,61.3,13.1,10.2,95.0,10.0,39.9,44.6,69.3,66.4,3.1,4.6,4.8,9.9
EMP1482,ISFJ,Introvert,Sensing,Feeling,Judging,Operations,Ops,Senior,5.5,1.9,Visualization,47.1,7.1,22.9,55.3,4.8,86.6,89.5,34.8,85.3,5.7,0.4,8.2,5.3
EMP1483,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,Backend,Lead,15.0,3.6,Automation Script,37.9,6.2,26.2,70.6,1.2,83.3,72.9,34.5,60.8,5.1,10.8,9.0,1.7
EMP1484,ENTP,Extravert,Intuitive,Thinking,Perceiving,Operations,Ops,Lead,10.7,2.7,Automation Script,49.7,15.9,8.0,61.8,10.0,61.0,53.7,69.9,64.1,-0.5,1.7,6.7,13.9
EMP1485,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,QA,Mid,3.3,2.6,Search/Research,44.1,5.4,25.7,62.4,0.0,77.8,73.3,38.5,56.8,7.1,5.4,11.2,4.9
EMP1486,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,Backend,Junior,1.0,4.3,Automation Script,83.1,12.8,19.3,66.3,3.1,84.8,54.7,68.5,69.7,4.8,3.8,9.8,11.8
EMP1487,INTP,Introvert,Intuitive,Thinking,Perceiving,Sales,AE,Mid,3.9,2.4,Visualization,79.9,16.8,18.3,56.0,5.9,60.7,51.9,66.5,61.5,-2.6,1.7,10.7,7.9
EMP1488,INTP,Introvert,Intuitive,Thinking,Perceiving,R&D,QA,Mid,4.1,4.0,Code Assistant,62.9,7.3,15.9,54.8,2.5,81.8,40.4,72.8,49.7,-2.9,3.5,11.5,10.0
EMP1489,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,Backend,Lead,9.1,5.0,Code Assistant,66.7,12.8,16.7,38.1,0.1,49.4,88.4,50.1,71.9,7.4,9.4,8.1,6.4
EMP1490,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Supply Ops,Senior,7.4,2.4,LLM Chatbot,44.6,7.1,22.4,72.2,1.6,97.6,74.1,46.5,82.0,5.2,1.0,3.8,5.6
EMP1491,ESTJ,Extravert,Sensing,Thinking,Judging,Sales,AE,Senior,5.4,1.9,LLM Chatbot,58.8,19.6,11.2,75.1,5.9,55.0,81.3,25.2,67.3,6.6,1.1,3.8,4.9
