company,industry,country,continent,layoff_date,layoff_count,workforce_percentage,funding_stage,total_funding_million_usd,stock_price_change_7d,hiring_status,reason,revenue_growth_percent,market_cap_billion_usd,company_size,layoff_severity_score,ai_automation_flag,economic_cycle_flag
Company_11030,Healthcare,Japan,Asia,2024-08-26,185,26.18,Series A,1050.58,1.76,Hiring,Restructuring,-0.22,107.48,Mid-size,4843.3,0,AI Restructuring
Company_11031,AI,Australia,Oceania,2022-08-12,322,11.05,Series B,195.89,-19.31,Slowdown,Cost Cutting,8.89,249.38,Mid-size,3558.1000000000004,0,Tech Correction
Company_11032,FinTech,Singapore,Asia,2024-07-04,682,39.16,IPO,423.42,-2.3,Freeze,Market Downturn,19.26,311.02,Startup,26707.12,0,AI Restructuring
Company_11033,EdTech,Germany,Europe,2025-03-26,324,36.17,Series B,223.36,-1.29,Freeze,Cost Cutting,-2.68,366.74,Mid-size,11719.08,0,AI Restructuring
Company_11034,AI,Japan,Asia,2022-01-27,438,36.35,Series C,1181.51,-2.01,Slowdown,M&A Activity,-32.26,341.19,Mid-size,15921.300000000001,0,Tech Correction
Company_11035,EdTech,Germany,Europe,2021-05-22,329,24.82,IPO,596.16,12.26,Hiring,Overexpansion,-3.91,229.24,Enterprise,8165.78,0,Pandemic Impact
Company_11036,Finance,UK,Europe,2022-10-11,173,32.98,Series A,340.85,-9.37,Freeze,Restructuring,-20.94,199.52,Mid-size,5705.539999999999,0,Tech Correction
Company_11037,Finance,UK,Europe,2021-03-16,132,10.29,Series B,24.13,0.63,Freeze,AI Automation,3.39,57.92,Mid-size,1358.28,1,Pandemic Impact
Company_11038,Retail,Japan,Asia,2022-10-01,61,16.06,IPO,960.12,-4.43,Slowdown,Overexpansion,-14.97,125.16,Enterprise,979.66,0,Tech Correction
Company_11039,EdTech,USA,North America,2023-01-15,146,11.17,Seed,1455.6,5.5,Slowdown,Market Downturn,28.43,229.3,Mid-size,1630.82,0,Tech Correction
Company_11040,FinTech,Singapore,Asia,2024-08-21,154,12.77,Seed,1290.67,-13.13,Freeze,Market Downturn,-13.16,385.1,Startup,1966.58,0,AI Restructuring
Company_11041,Retail,UK,Europe,2022-09-24,27,9.9,Series B,1927.71,7.93,Hiring,Overexpansion,18.7,200.12,Enterprise,267.3,0,Tech Correction
Company_11042,Retail,UK,Europe,2025-09-02,103,22.49,Series C,770.67,-2.75,Freeze,Market Downturn,-5.76,89.88,Mid-size,2316.47,0,AI Restructuring
Company_11043,AI,Singapore,Asia,2023-03-17,33,12.51,Seed,406.25,1.64,Freeze,AI Automation,-6.35,150.98,Startup,412.83,1,Tech Correction
Company_11044,Finance,USA,North America,2026-09-10,284,23.86,IPO,1721.65,4.05,Slowdown,M&A Activity,19.82,417.05,Mid-size,6776.24,0,AI Restructuring
Company_11045,FinTech,Singapore,Asia,2023-09-29,103,17.23,Series C,1980.22,-9.07,Slowdown,Cost Cutting,3.94,296.97,Mid-size,1774.69,0,Tech Correction
Company_11046,Finance,Australia,Oceania,2024-09-07,112,20.53,Series C,570.42,-14.36,Freeze,Restructuring,-5.12,194.87,Enterprise,2299.36,0,AI Restructuring
Company_11047,Retail,UK,Europe,2025-07-14,345,25.03,IPO,1406.38,-5.28,Hiring,Overexpansion,11.62,65.69,Enterprise,8635.35,0,AI Restructuring
Company_11048,Tech,Japan,Asia,2026-07-10,71,21.78,IPO,1246.09,4.01,Hiring,M&A Activity,12.86,184.19,Enterprise,1546.38,0,AI Restructuring
Company_11049,EdTech,Singapore,Asia,2026-09-20,258,13.7,Series A,1048.62,5.27,Freeze,M&A Activity,-15.13,260.93,Startup,3534.6,0,AI Restructuring
Company_11050,FinTech,Germany,Europe,2022-09-23,129,7.26,IPO,535.41,-7.27,Hiring,Cost Cutting,6.2,404.53,Startup,936.54,0,Tech Correction
Company_11051,Retail,Australia,Oceania,2021-06-17,556,38.68,Series B,393.99,-2.28,Slowdown,M&A Activity,7.42,361.51,Startup,21506.079999999998,0,Pandemic Impact
Company_11052,Retail,India,Asia,2026-11-01,360,34.34,Series B,1400.98,7.75,Hiring,M&A Activity,4.89,92.12,Enterprise,12362.400000000001,0,AI Restructuring
Company_11053,Energy,Canada,North America,2024-06-06,144,19.58,Series C,1736.25,-14.47,Freeze,Market Downturn,12.96,11.65,Mid-size,2819.5199999999995,0,AI Restructuring
Company_11054,Energy,Germany,Europe,2021-12-30,159,12.6,Series A,768.14,-11.6,Slowdown,Market Downturn,20.53,186.78,Enterprise,2003.3999999999999,0,Pandemic Impact
Company_11055,Tech,Brazil,South America,2023-06-03,61,2.41,Series C,1845.85,9.41,Slowdown,Restructuring,-3.31,115.33,Mid-size,147.01000000000002,0,Tech Correction
Company_11056,FinTech,Canada,North America,2025-08-13,79,9.66,IPO,1182.56,-2.59,Freeze,Restructuring,16.0,459.21,Startup,763.14,0,AI Restructuring
Company_11057,Manufacturing,Canada,North America,2025-05-16,79,23.35,Series B,664.16,-6.58,Hiring,Cost Cutting,-15.65,66.49,Startup,1844.65,0,AI Restructuring
Company_11058,Healthcare,Singapore,Asia,2026-05-24,28,2.65,Series A,129.8,-15.51,Freeze,AI Automation,1.63,219.61,Startup,74.2,1,AI Restructuring
Company_11059,EdTech,India,Asia,2023-04-28,133,7.76,Series A,1638.1,-15.47,Freeze,AI Automation,-28.29,1.39,Enterprise,1032.08,1,Tech Correction
Company_11060,FinTech,Singapore,Asia,2020-09-03,177,16.19,Seed,1027.87,3.91,Slowdown,Overexpansion,17.76,454.23,Startup,2865.63,0,Pandemic Impact
Company_11061,Healthcare,Canada,North America,2026-10-24,298,33.04,Series A,1475.71,10.09,Slowdown,Market Downturn,2.17,472.47,Enterprise,9845.92,0,AI Restructuring
Company_11062,Tech,Australia,Oceania,2026-10-21,123,15.64,Series C,157.21,-4.98,Freeze,AI Automation,11.55,290.65,Mid-size,1923.72,1,AI Restructuring
Company_11063,FinTech,Brazil,South America,2022-08-15,341,34.51,Series C,1925.5,-6.27,Hiring,AI Automation,6.24,175.96,Mid-size,11767.91,1,Tech Correction
Company_11064,Healthcare,USA,North America,2025-06-08,238,25.48,Series A,469.29,3.19,Freeze,Restructuring,16.35,103.6,Startup,6064.24,0,AI Restructuring
Company_11065,FinTech,USA,North America,2023-09-13,1028,37.04,Series C,1688.22,-8.24,Hiring,AI Automation,40.77,194.35,Startup,38077.12,1,Tech Correction
Company_11066,Healthcare,Canada,North America,2025-07-24,574,31.45,Seed,1322.47,0.02,Hiring,M&A Activity,15.39,2.81,Startup,18052.3,0,AI Restructuring
Company_11067,Finance,Germany,Europe,2022-02-20,161,7.03,Series C,1317.29,6.0,Hiring,Cost Cutting,-16.48,109.88,Enterprise,1131.83,0,Tech Correction
Company_11068,Energy,Singapore,Asia,2023-06-18,505,25.42,Seed,1991.94,-1.02,Slowdown,Overexpansion,16.2,147.75,Enterprise,12837.1,0,Tech Correction
Company_11069,AI,UK,Europe,2026-06-02,98,24.1,Series A,1977.28,-1.79,Freeze,Market Downturn,1.25,342.41,Enterprise,2361.8,0,AI Restructuring
Company_11070,Manufacturing,USA,North America,2024-12-02,149,18.85,IPO,1728.58,9.61,Hiring,Cost Cutting,-9.55,212.36,Startup,2808.65,0,AI Restructuring
Company_11071,Tech,Singapore,Asia,2021-06-30,255,18.05,Series A,1444.09,6.96,Freeze,M&A Activity,-22.65,113.0,Mid-size,4602.75,0,Pandemic Impact
Company_11072,Finance,Germany,Europe,2020-06-10,167,23.14,Series C,938.87,2.49,Hiring,Restructuring,5.74,71.05,Startup,3864.38,0,Pandemic Impact
Company_11073,Manufacturing,Brazil,South America,2025-06-13,379,31.99,Seed,1909.59,-12.68,Hiring,Restructuring,-5.21,423.24,Mid-size,12124.21,0,AI Restructuring
Company_11074,Retail,Australia,Oceania,2022-11-09,241,37.9,Seed,582.05,-6.46,Freeze,Cost Cutting,5.06,193.23,Mid-size,9133.9,0,Tech Correction
Company_11075,Manufacturing,India,Asia,2021-05-22,35,2.76,IPO,338.63,20.97,Hiring,AI Automation,8.48,51.05,Startup,96.6,1,Pandemic Impact
Company_11076,AI,India,Asia,2022-07-07,347,22.91,Series A,438.89,7.2,Slowdown,Restructuring,32.93,201.16,Enterprise,7949.77,0,Tech Correction
Company_11077,Manufacturing,USA,North America,2020-11-15,245,19.31,Seed,1942.63,-1.46,Hiring,AI Automation,40.37,266.43,Startup,4730.95,1,Pandemic Impact
Company_11078,Retail,UK,Europe,2021-05-10,91,10.91,Series A,1812.08,-15.66,Slowdown,M&A Activity,5.89,106.24,Enterprise,992.8100000000001,0,Pandemic Impact
Company_11079,Healthcare,Singapore,Asia,2023-07-12,129,16.56,IPO,1731.91,-0.1,Freeze,AI Automation,11.82,419.86,Startup,2136.24,1,Tech Correction
Company_11080,EdTech,Germany,Europe,2023-07-22,120,14.29,Seed,1368.82,2.0,Hiring,Cost Cutting,-11.4,461.57,Startup,1714.8,0,Tech Correction
Company_11081,AI,India,Asia,2024-05-26,123,23.89,Seed,857.57,1.16,Slowdown,Cost Cutting,14.84,481.82,Startup,2938.4700000000003,0,AI Restructuring
Company_11082,Manufacturing,Germany,Europe,2021-08-04,23,10.89,Seed,1913.36,8.67,Freeze,Restructuring,-1.08,144.37,Startup,250.47000000000003,0,Pandemic Impact
Company_11083,EdTech,Singapore,Asia,2023-05-02,355,19.77,Series A,1706.41,5.14,Slowdown,Cost Cutting,-16.78,276.92,Enterprise,7018.349999999999,0,Tech Correction
Company_11084,AI,Germany,Europe,2023-08-18,248,32.98,Seed,415.52,-1.53,Slowdown,Restructuring,-5.29,270.81,Enterprise,8179.039999999999,0,Tech Correction
Company_11085,AI,India,Asia,2026-05-27,562,28.94,Series C,1839.62,-1.91,Slowdown,Cost Cutting,-9.97,91.91,Enterprise,16264.28,0,AI Restructuring
Company_11086,EdTech,Australia,Oceania,2022-09-16,287,10.83,Seed,1450.67,1.81,Hiring,Restructuring,1.35,393.07,Enterprise,3108.21,0,Tech Correction
Company_11087,Finance,India,Asia,2023-11-25,113,5.8,Series B,954.54,-2.86,Slowdown,Cost Cutting,-1.09,385.55,Startup,655.4,0,Tech Correction
Company_11088,Energy,Japan,Asia,2020-07-31,32,5.04,Seed,1642.47,4.57,Freeze,Cost Cutting,-9.2,182.29,Enterprise,161.28,0,Pandemic Impact
Company_11089,Tech,Canada,North America,2026-04-12,123,13.13,IPO,1263.05,3.3,Hiring,Overexpansion,-9.29,166.52,Startup,1614.99,0,AI Restructuring
Company_11090,AI,Brazil,South America,2024-04-07,352,21.6,Series A,682.46,-9.74,Slowdown,Cost Cutting,-1.79,180.78,Enterprise,7603.200000000001,0,AI Restructuring
Company_11091,Tech,Singapore,Asia,2022-02-10,803,35.81,Series A,64.72,-7.13,Freeze,AI Automation,8.09,94.3,Enterprise,28755.43,1,Tech Correction
Company_11092,Energy,Brazil,South America,2021-08-17,155,11.62,IPO,537.36,0.75,Slowdown,Overexpansion,4.23,52.89,Startup,1801.1,0,Pandemic Impact
Company_11093,Healthcare,Brazil,South America,2021-06-01,105,10.32,Seed,1518.64,8.2,Slowdown,Market Downturn,8.15,284.69,Enterprise,1083.6000000000001,0,Pandemic Impact
Company_11094,Energy,Brazil,South America,2024-08-14,70,21.74,Series C,1085.75,11.0,Slowdown,Cost Cutting,-16.52,177.86,Enterprise,1521.8,0,AI Restructuring
Company_11095,Energy,Japan,Asia,2020-10-20,294,23.77,Series A,1276.87,-8.0,Slowdown,Market Downturn,-12.39,63.08,Mid-size,6988.38,0,Pandemic Impact
Company_11096,AI,USA,North America,2021-01-31,4,1.46,Series A,637.63,2.07,Freeze,Restructuring,-13.53,233.68,Startup,5.84,0,Pandemic Impact
Company_11097,EdTech,UK,Europe,2023-08-08,575,28.71,Series A,351.76,2.46,Slowdown,M&A Activity,13.03,439.09,Startup,16508.25,0,Tech Correction
Company_11098,Healthcare,Canada,North America,2026-07-17,459,39.73,Series C,1169.83,-6.3,Freeze,M&A Activity,13.51,295.21,Startup,18236.07,0,AI Restructuring
Company_11099,Retail,USA,North America,2024-06-10,74,4.54,IPO,1357.55,-3.36,Slowdown,Restructuring,-0.42,122.87,Mid-size,335.96,0,AI Restructuring
Company_11100,EdTech,Singapore,Asia,2024-11-24,7,2.79,Seed,1405.42,-12.16,Hiring,Cost Cutting,43.39,391.1,Enterprise,19.53,0,AI Restructuring
Company_11101,Healthcare,UK,Europe,2026-02-02,316,28.88,Series B,1169.99,-3.87,Hiring,Market Downturn,-18.23,441.17,Mid-size,9126.08,0,AI Restructuring
Company_11102,Tech,UK,Europe,2024-07-10,84,12.34,Seed,607.24,-5.09,Freeze,Restructuring,35.19,305.36,Mid-size,1036.56,0,AI Restructuring
Company_11103,AI,Brazil,South America,2020-09-05,45,4.39,Seed,1982.73,-5.42,Freeze,M&A Activity,24.36,373.58,Mid-size,197.54999999999998,0,Pandemic Impact
Company_11104,Healthcare,UK,Europe,2023-11-03,688,35.94,IPO,1522.2,-9.9,Slowdown,Cost Cutting,-4.61,297.77,Mid-size,24726.719999999998,0,Tech Correction
Company_11105,Tech,Australia,Oceania,2020-02-23,40,7.72,Series B,911.74,-3.62,Slowdown,M&A Activity,-5.68,194.34,Mid-size,308.8,0,Pandemic Impact
Company_11106,FinTech,UK,Europe,2024-12-02,67,34.64,IPO,1876.34,-3.8,Freeze,Overexpansion,17.27,262.92,Startup,2320.88,0,AI Restructuring
Company_11107,Tech,Brazil,South America,2024-11-14,33,8.09,Series B,717.64,-2.1,Freeze,M&A Activity,-5.0,381.76,Enterprise,266.96999999999997,0,AI Restructuring
Company_11108,Finance,Japan,Asia,2021-08-19,382,32.52,IPO,366.63,4.78,Hiring,Overexpansion,5.68,331.99,Startup,12422.640000000001,0,Pandemic Impact
Company_11109,FinTech,India,Asia,2023-07-08,244,39.68,Series A,628.41,-5.39,Freeze,Market Downturn,23.27,167.91,Startup,9681.92,0,Tech Correction
Company_11110,Retail,Germany,Europe,2026-02-07,328,21.73,Series B,620.98,-9.69,Hiring,Restructuring,-0.07,93.92,Startup,7127.4400000000005,0,AI Restructuring
Company_11111,Healthcare,Australia,Oceania,2026-09-29,69,4.14,Series C,390.06,-0.28,Slowdown,M&A Activity,18.73,498.77,Enterprise,285.65999999999997,0,AI Restructuring
Company_11112,Retail,Germany,Europe,2021-04-27,98,6.88,Seed,1967.19,4.93,Hiring,Cost Cutting,-2.9,457.57,Enterprise,674.24,0,Pandemic Impact
Company_11113,FinTech,Brazil,South America,2021-09-17,193,14.83,Seed,1914.91,-3.6,Freeze,Overexpansion,14.89,456.03,Enterprise,2862.19,0,Pandemic Impact
Company_11114,AI,Brazil,South America,2026-11-21,279,27.0,IPO,1047.02,-14.06,Hiring,Market Downturn,0.95,386.98,Startup,7533.0,0,AI Restructuring
Company_11115,AI,USA,North America,2023-10-27,731,26.18,IPO,59.02,1.04,Freeze,Market Downturn,-12.85,185.65,Mid-size,19137.579999999998,0,Tech Correction
Company_11116,Manufacturing,India,Asia,2026-07-19,282,14.93,Series C,1831.12,-4.18,Freeze,M&A Activity,10.53,4.57,Enterprise,4210.26,0,AI Restructuring
Company_11117,Retail,Brazil,South America,2020-05-22,75,28.2,Series B,911.97,-0.27,Slowdown,M&A Activity,5.02,177.33,Mid-size,2115.0,0,Pandemic Impact
Company_11118,AI,UK,Europe,2020-03-12,58,15.21,IPO,1183.09,-0.5,Freeze,Market Downturn,29.37,41.47,Mid-size,882.1800000000001,0,Pandemic Impact
Company_11119,Manufacturing,Canada,North America,2026-10-04,133,21.27,Seed,140.21,-25.31,Slowdown,AI Automation,12.15,177.99,Startup,2828.91,1,AI Restructuring
Company_11120,Finance,India,Asia,2025-01-28,323,18.27,IPO,1063.08,-18.56,Slowdown,Market Downturn,25.54,64.28,Mid-size,5901.21,0,AI Restructuring
Company_11121,AI,UK,Europe,2022-01-22,464,38.47,IPO,1537.94,2.26,Hiring,Restructuring,30.74,174.9,Startup,17850.079999999998,0,Tech Correction
Company_11122,Manufacturing,Singapore,Asia,2025-02-23,205,38.3,Series B,436.14,-4.23,Freeze,Restructuring,7.7,220.94,Startup,7851.499999999999,0,AI Restructuring
Company_11123,Energy,Germany,Europe,2020-01-15,121,11.98,Series B,467.37,-1.34,Freeze,M&A Activity,25.37,177.58,Enterprise,1449.5800000000002,0,Pandemic Impact
Company_11124,Manufacturing,USA,North America,2026-05-13,204,27.07,Series B,603.13,-8.71,Slowdown,M&A Activity,20.24,281.33,Mid-size,5522.28,0,AI Restructuring
Company_11125,Energy,Canada,North America,2020-10-02,213,39.53,Series C,1483.37,4.9,Slowdown,Restructuring,2.95,221.46,Startup,8419.89,0,Pandemic Impact
Company_11126,Healthcare,Singapore,Asia,2020-09-17,192,18.61,Seed,1055.28,-8.15,Freeze,M&A Activity,19.34,13.77,Enterprise,3573.12,0,Pandemic Impact
Company_11127,Healthcare,Brazil,South America,2021-02-22,93,31.15,Series A,1897.29,4.69,Hiring,Restructuring,15.93,465.07,Startup,2896.95,0,Pandemic Impact
Company_11128,AI,Australia,Oceania,2021-10-14,255,24.47,Series A,300.41,-3.23,Hiring,Overexpansion,1.29,86.02,Startup,6239.849999999999,0,Pandemic Impact
Company_11129,Energy,Brazil,South America,2024-02-19,83,14.89,Series C,764.05,-9.09,Slowdown,Overexpansion,-2.85,42.47,Startup,1235.8700000000001,0,AI Restructuring
Company_11130,Retail,USA,North America,2020-07-17,129,13.96,Series B,1762.2,11.9,Hiring,AI Automation,27.99,245.73,Enterprise,1800.8400000000001,1,Pandemic Impact
Company_11131,Manufacturing,USA,North America,2020-11-18,171,23.97,Series B,1390.26,0.73,Freeze,Cost Cutting,-6.59,73.72,Mid-size,4098.87,0,Pandemic Impact
Company_11132,EdTech,Brazil,South America,2023-09-11,258,23.88,Series C,1370.41,-6.6,Freeze,Cost Cutting,8.92,394.39,Enterprise,6161.04,0,Tech Correction
Company_11133,AI,Australia,Oceania,2024-12-19,290,26.04,Series A,741.63,7.42,Slowdown,AI Automation,15.91,393.42,Mid-size,7551.599999999999,1,AI Restructuring
Company_11134,FinTech,Germany,Europe,2026-11-26,220,34.52,Series C,1821.21,-5.53,Freeze,Overexpansion,45.06,267.64,Startup,7594.400000000001,0,AI Restructuring
Company_11135,EdTech,Canada,North America,2021-02-19,405,39.75,Series C,1491.82,-13.46,Freeze,Market Downturn,17.78,119.45,Startup,16098.75,0,Pandemic Impact
Company_11136,Energy,Australia,Oceania,2023-07-16,184,25.98,Series C,1711.51,-10.05,Freeze,Cost Cutting,21.6,443.59,Mid-size,4780.32,0,Tech Correction
Company_11137,Energy,Germany,Europe,2022-09-24,267,37.77,Series C,411.02,2.43,Freeze,Restructuring,-1.02,10.55,Mid-size,10084.59,0,Tech Correction
Company_11138,Energy,India,Asia,2025-01-07,154,12.85,Seed,1353.87,-18.93,Hiring,Overexpansion,9.79,64.56,Startup,1978.8999999999999,0,AI Restructuring
Company_11139,Energy,Japan,Asia,2026-05-26,127,6.6,Series C,1852.34,-3.29,Hiring,Restructuring,6.11,374.86,Enterprise,838.1999999999999,0,AI Restructuring
Company_11140,Healthcare,Canada,North America,2026-07-22,181,15.4,Series C,1152.44,-8.01,Hiring,Market Downturn,1.53,249.74,Startup,2787.4,0,AI Restructuring
Company_11141,AI,Germany,Europe,2024-09-28,473,27.98,IPO,1840.1,0.29,Slowdown,Market Downturn,-3.37,268.1,Startup,13234.54,0,AI Restructuring
Company_11142,Finance,Brazil,South America,2024-08-29,145,25.17,Series A,1455.15,-8.37,Slowdown,AI Automation,-6.78,54.22,Enterprise,3649.65,1,AI Restructuring
Company_11143,EdTech,Canada,North America,2024-12-23,291,21.0,Series C,1370.26,-7.15,Freeze,Cost Cutting,8.25,322.4,Enterprise,6111.0,0,AI Restructuring
Company_11144,EdTech,Germany,Europe,2022-07-03,452,18.2,Series A,1199.5,-6.97,Slowdown,Cost Cutting,-20.0,275.87,Mid-size,8226.4,0,Tech Correction
Company_11145,Finance,USA,North America,2025-04-08,401,30.32,IPO,720.57,-0.66,Freeze,Overexpansion,0.16,71.63,Mid-size,12158.32,0,AI Restructuring
Company_11146,Tech,Brazil,South America,2022-05-29,913,36.84,Series B,1121.95,0.29,Freeze,Cost Cutting,-25.19,146.74,Enterprise,33634.920000000006,0,Tech Correction
Company_11147,Retail,Brazil,South America,2026-02-21,352,23.24,Seed,1618.55,-10.82,Slowdown,M&A Activity,-22.07,250.23,Mid-size,8180.48,0,AI Restructuring
Company_11148,Manufacturing,Canada,North America,2026-11-07,650,34.15,IPO,1251.41,-9.74,Slowdown,Cost Cutting,21.98,73.22,Enterprise,22197.5,0,AI Restructuring
Company_11149,Energy,India,Asia,2025-09-25,41,5.7,Series B,63.5,-3.61,Freeze,Restructuring,24.93,181.4,Mid-size,233.70000000000002,0,AI Restructuring
Company_11150,EdTech,Australia,Oceania,2020-01-26,40,35.04,IPO,1334.96,4.09,Freeze,Overexpansion,8.51,484.58,Enterprise,1401.6,0,Pandemic Impact
Company_11151,Energy,Canada,North America,2024-10-23,398,22.21,Seed,652.11,-3.8,Freeze,AI Automation,17.93,496.2,Startup,8839.58,1,AI Restructuring
Company_11152,Healthcare,Canada,North America,2021-06-17,116,13.73,IPO,651.65,18.14,Freeze,AI Automation,-4.58,218.21,Mid-size,1592.68,1,Pandemic Impact
Company_11153,Healthcare,Japan,Asia,2021-02-07,524,37.39,IPO,596.85,-21.43,Hiring,Cost Cutting,1.5,135.17,Enterprise,19592.36,0,Pandemic Impact
Company_11154,EdTech,Germany,Europe,2024-08-06,18,13.36,Series C,1930.92,0.45,Freeze,Overexpansion,24.18,428.85,Enterprise,240.48,0,AI Restructuring
Company_11155,Energy,Japan,Asia,2022-08-06,255,16.52,IPO,1306.26,4.27,Freeze,M&A Activity,-3.63,120.11,Startup,4212.599999999999,0,Tech Correction
Company_11156,Tech,Japan,Asia,2021-10-12,75,6.43,Series C,1696.6,11.68,Freeze,AI Automation,11.63,204.63,Enterprise,482.25,1,Pandemic Impact
Company_11157,Retail,Australia,Oceania,2024-03-09,650,32.97,Series C,845.47,-13.44,Hiring,Market Downturn,42.02,68.2,Mid-size,21430.5,0,AI Restructuring
Company_11158,EdTech,Australia,Oceania,2024-08-11,25,3.12,Series B,165.44,-2.66,Slowdown,Overexpansion,-22.37,86.23,Enterprise,78.0,0,AI Restructuring
Company_11159,Finance,Australia,Oceania,2022-11-11,57,10.36,Seed,1441.84,-1.72,Hiring,Overexpansion,13.14,105.27,Startup,590.52,0,Tech Correction
Company_11160,Finance,UK,Europe,2022-03-12,291,36.36,Series B,363.1,-2.99,Slowdown,Market Downturn,-14.94,443.33,Enterprise,10580.76,0,Tech Correction
Company_11161,Manufacturing,Japan,Asia,2021-12-14,24,5.24,Series B,943.61,-12.57,Freeze,Restructuring,19.95,315.91,Enterprise,125.76,0,Pandemic Impact
Company_11162,Finance,Japan,Asia,2024-10-29,271,32.56,Series B,560.92,-2.62,Slowdown,AI Automation,6.35,413.45,Enterprise,8823.76,1,AI Restructuring
Company_11163,Energy,India,Asia,2023-05-18,19,1.47,IPO,174.17,8.41,Hiring,Cost Cutting,19.43,474.85,Enterprise,27.93,0,Tech Correction
Company_11164,Manufacturing,Japan,Asia,2025-10-01,51,3.61,Seed,951.34,-7.29,Hiring,AI Automation,11.31,42.31,Enterprise,184.10999999999999,1,AI Restructuring
Company_11165,FinTech,USA,North America,2025-07-04,51,18.37,Seed,1135.68,7.79,Slowdown,AI Automation,38.01,479.98,Startup,936.87,1,AI Restructuring
Company_11166,Finance,Brazil,South America,2024-05-31,257,17.34,Series C,770.82,6.78,Hiring,Market Downturn,13.91,295.5,Mid-size,4456.38,0,AI Restructuring
Company_11167,Retail,Germany,Europe,2020-06-13,8,1.11,IPO,206.0,-5.37,Hiring,Restructuring,-6.9,325.94,Mid-size,8.88,0,Pandemic Impact
Company_11168,FinTech,Germany,Europe,2026-02-02,183,18.6,Series C,1604.16,-6.87,Freeze,Restructuring,2.09,378.44,Startup,3403.8,0,AI Restructuring
Company_11169,Energy,UK,Europe,2023-06-13,652,25.42,IPO,463.38,-14.55,Slowdown,Market Downturn,6.56,91.22,Enterprise,16573.84,0,Tech Correction
Company_11170,Energy,India,Asia,2020-09-17,123,14.86,Seed,1737.8,4.16,Hiring,Restructuring,-37.26,99.83,Startup,1827.78,0,Pandemic Impact
Company_11171,EdTech,Brazil,South America,2025-12-02,368,34.59,Series C,60.26,-23.92,Slowdown,M&A Activity,2.8,344.64,Startup,12729.12,0,AI Restructuring
Company_11172,Tech,Canada,North America,2020-08-13,312,37.03,Series B,1915.29,-4.2,Hiring,Overexpansion,28.0,497.76,Mid-size,11553.36,0,Pandemic Impact
Company_11173,Finance,Australia,Oceania,2024-07-20,118,16.93,Seed,1485.98,-0.53,Hiring,Overexpansion,6.36,128.45,Startup,1997.74,0,AI Restructuring
Company_11174,Retail,Brazil,South America,2023-03-09,563,33.1,IPO,1443.61,-1.33,Hiring,Restructuring,27.93,426.03,Mid-size,18635.3,0,Tech Correction
Company_11175,Energy,India,Asia,2020-02-22,51,22.17,Series B,427.16,-8.32,Hiring,Restructuring,-0.48,423.72,Enterprise,1130.67,0,Pandemic Impact
Company_11176,FinTech,USA,North America,2023-07-12,664,34.35,Series C,1503.85,-1.65,Slowdown,Restructuring,0.2,227.85,Mid-size,22808.4,0,Tech Correction
Company_11177,FinTech,Japan,Asia,2024-01-15,103,5.88,IPO,84.19,-5.58,Freeze,M&A Activity,12.02,488.73,Enterprise,605.64,0,AI Restructuring
Company_11178,Tech,UK,Europe,2023-05-14,167,19.79,IPO,130.19,-7.31,Slowdown,Overexpansion,-1.62,173.08,Startup,3304.93,0,Tech Correction
Company_11179,Finance,Germany,Europe,2026-01-14,453,31.32,IPO,465.5,-6.24,Hiring,Overexpansion,-5.82,52.2,Enterprise,14187.960000000001,0,AI Restructuring
Company_11180,Retail,Brazil,South America,2023-02-26,182,15.93,Series B,350.59,-6.88,Freeze,Market Downturn,-15.18,311.22,Enterprise,2899.2599999999998,0,Tech Correction
Company_11181,FinTech,USA,North America,2023-11-01,58,4.61,Series C,1128.82,2.89,Slowdown,Cost Cutting,7.22,375.2,Startup,267.38,0,Tech Correction
Company_11182,Finance,Brazil,South America,2021-06-25,34,3.54,Series C,1958.77,-6.0,Freeze,M&A Activity,39.55,351.85,Startup,120.36,0,Pandemic Impact
Company_11183,Manufacturing,Japan,Asia,2025-10-21,203,17.05,Series A,163.62,-1.98,Freeze,M&A Activity,11.86,272.78,Mid-size,3461.15,0,AI Restructuring
Company_11184,Energy,Australia,Oceania,2022-07-24,13,5.2,Series C,851.98,-1.4,Hiring,Market Downturn,-12.43,135.28,Startup,67.60000000000001,0,Tech Correction
Company_11185,Finance,UK,Europe,2025-10-18,59,9.54,Seed,1153.83,10.28,Hiring,Overexpansion,17.53,110.72,Mid-size,562.8599999999999,0,AI Restructuring
Company_11186,Energy,Germany,Europe,2020-12-31,65,10.02,Series C,1198.09,6.41,Hiring,AI Automation,2.64,487.49,Startup,651.3,1,Pandemic Impact
Company_11187,FinTech,Brazil,South America,2024-06-09,172,13.41,IPO,326.18,-3.31,Hiring,Overexpansion,31.61,58.67,Enterprise,2306.52,0,AI Restructuring
Company_11188,Manufacturing,Japan,Asia,2020-06-11,110,14.24,Seed,1329.36,19.29,Freeze,M&A Activity,18.57,58.12,Startup,1566.4,0,Pandemic Impact
Company_11189,Tech,Germany,Europe,2023-01-12,28,10.07,Series A,1040.25,-7.55,Freeze,AI Automation,39.04,324.53,Startup,281.96000000000004,1,Tech Correction
Company_11190,Healthcare,Germany,Europe,2023-08-10,461,15.89,Series C,1973.52,-1.96,Hiring,AI Automation,1.45,90.25,Startup,7325.29,1,Tech Correction
