产品名称,给药途径,剂型,年份,厂家,规格,终端类型,销售额
法莫替丁片,口服,片,2025 H1,郑州瑞康制药,20mg,城市公立,20000
法莫替丁胶囊,口服,胶囊,2017,上海信谊万象药业,20mg,城市公立,122612
法莫替丁胶囊,口服,胶囊,2017,修正药业长春高新制药,20mg,城市公立,7960
法莫替丁胶囊,口服,胶囊,2017,国药汕头金石制药,20mg,城市公立,5655
法莫替丁胶囊,口服,胶囊,2017,宜昌东阳光长江药业,20mg,城市公立,4908
法莫替丁胶囊,口服,胶囊,2018,上海信谊万象药业,20mg,城市公立,50086
法莫替丁胶囊,口服,胶囊,2018,修正药业长春高新制药,20mg,城市公立,500
法莫替丁胶囊,口服,胶囊,2018,国药汕头金石制药,20mg,城市公立,97
法莫替丁胶囊,口服,胶囊,2018,宜昌东阳光长江药业,20mg,城市公立,255
法莫替丁胶囊,口服,胶囊,2018,平光制药(焦作),20mg,城市公立,183
法莫替丁胶囊,口服,胶囊,2019,上海信谊万象药业,20mg,城市公立,65461
法莫替丁胶囊,口服,胶囊,2020,上海信谊万象药业,20mg,城市公立,78872
法莫替丁胶囊,口服,胶囊,2020,国药汕头金石制药,20mg,城市公立,258
法莫替丁胶囊,口服,胶囊,2020,平光制药(焦作),20mg,城市公立,30682
法莫替丁胶囊,口服,胶囊,2021,上海信谊万象药业,20mg,城市公立,15368
法莫替丁胶囊,口服,胶囊,2021,国药汕头金石制药,20mg,城市公立,77490
法莫替丁胶囊,口服,胶囊,2021,平光制药(焦作),20mg,城市公立,2016508
法莫替丁胶囊,口服,胶囊,2022,上海信谊万象药业,20mg,城市公立,20000
法莫替丁胶囊,口服,胶囊,2022,国药汕头金石制药,20mg,城市公立,130000
法莫替丁胶囊,口服,胶囊,2022,宜昌东阳光长江药业,20mg,城市公立,10000
法莫替丁胶囊,口服,胶囊,2022,平光制药(焦作),20mg,城市公立,1910000
法莫替丁胶囊,口服,胶囊,2022,湖北舒邦药业,20mg,城市公立,900000
法莫替丁胶囊,口服,胶囊,2023,国药汕头金石制药,20mg,城市公立,390000
法莫替丁胶囊,口服,胶囊,2023,宜昌东阳光长江药业,20mg,城市公立,40000
法莫替丁胶囊,口服,胶囊,2023,平光制药,20mg,城市公立,1590000
法莫替丁胶囊,口服,胶囊,2023,湖北舒邦药业,20mg,城市公立,1580000
法莫替丁胶囊,口服,胶囊,2024,国药汕头金石制药,20mg,城市公立,350000
法莫替丁胶囊,口服,胶囊,2024,宜昌东阳光长江药业,20mg,城市公立,120000
法莫替丁胶囊,口服,胶囊,2024,平光制药,20mg,城市公立,890000
法莫替丁胶囊,口服,胶囊,2024,湖北舒邦药业,20mg,城市公立,1410000
法莫替丁胶囊,口服,胶囊,2025 H1,国药汕头金石制药,20mg,城市公立,120000
法莫替丁胶囊,口服,胶囊,2025 H1,宜昌东阳光长江药业,20mg,城市公立,50000
法莫替丁胶囊,口服,胶囊,2025 H1,平光制药,20mg,城市公立,550000
法莫替丁胶囊,口服,胶囊,2025 H1,湖北舒邦药业,20mg,城市公立,740000
注射用法莫替丁,注射,粉针,2017,吴中医药苏州制药,20mg,城市公立,1137
注射用法莫替丁,注射,粉针,2017,哈药生物,20mg,城市公立,18223
注射用法莫替丁,注射,粉针,2017,山西康宝生物,20mg,城市公立,1288052
注射用法莫替丁,注射,粉针,2017,成都天台山制药,20mg,城市公立,476999
注射用法莫替丁,注射,粉针,2017,晋城海斯制药,20mg,城市公立,24522
注射用法莫替丁,注射,粉针,2017,海南倍特药业,20mg,城市公立,81795
注射用法莫替丁,注射,粉针,2017,海南双成药业,20mg,城市公立,2497787
注射用法莫替丁,注射,粉针,2017,海南普利制药,20mg,城市公立,60
注射用法莫替丁,注射,粉针,2017,海南葫芦娃药业集团,20mg,城市公立,471752
注射用法莫替丁,注射,粉针,2017,海南通用同盟药业,20mg,城市公立,371052
注射用法莫替丁,注射,粉针,2017,湖北荷普药业,20mg,城市公立,100413
注射用法莫替丁,注射,粉针,2017,石药欧意药业,20mg,城市公立,11538
注射用法莫替丁,注射,粉针,2018,哈药生物,20mg,城市公立,26165
注射用法莫替丁,注射,粉针,2018,山西康宝生物,20mg,城市公立,1697641
注射用法莫替丁,注射,粉针,2018,成都天台山制药,20mg,城市公立,248567
注射用法莫替丁,注射,粉针,2018,海南倍特药业,20mg,城市公立,868824
注射用法莫替丁,注射,粉针,2018,海南双成药业,20mg,城市公立,2455793
注射用法莫替丁,注射,粉针,2018,海南葫芦娃药业集团,20mg,城市公立,195780
注射用法莫替丁,注射,粉针,2018,海南通用同盟药业,20mg,城市公立,338173
注射用法莫替丁,注射,粉针,2018,湖北荷普药业,20mg,城市公立,509
注射用法莫替丁,注射,粉针,2019,哈药生物,20mg,城市公立,21655
注射用法莫替丁,注射,粉针,2019,山西威奇达光明制药,20mg,城市公立,2759013
注射用法莫替丁,注射,粉针,2019,山西康宝生物,20mg,城市公立,223580
注射用法莫替丁,注射,粉针,2019,峨眉山通惠制药,20mg,城市公立,27361
注射用法莫替丁,注射,粉针,2019,成都天台山制药,20mg,城市公立,1171
注射用法莫替丁,注射,粉针,2019,海南倍特药业,20mg,城市公立,7301219
注射用法莫替丁,注射,粉针,2019,海南双成药业,20mg,城市公立,2737571
注射用法莫替丁,注射,粉针,2019,海南普利制药,20mg,城市公立,597
注射用法莫替丁,注射,粉针,2019,海南葫芦娃药业集团,20mg,城市公立,3797662
注射用法莫替丁,注射,粉针,2019,海南通用同盟药业,20mg,城市公立,1180593
注射用法莫替丁,注射,粉针,2020,哈尔滨松鹤制药,20mg,城市公立,2268772
注射用法莫替丁,注射,粉针,2020,哈药生物,20mg,城市公立,475
注射用法莫替丁,注射,粉针,2020,山西威奇达光明制药,20mg,城市公立,48437375
注射用法莫替丁,注射,粉针,2020,山西康宝生物,20mg,城市公立,691634
注射用法莫替丁,注射,粉针,2020,峨眉山通惠制药,20mg,城市公立,24072310
注射用法莫替丁,注射,粉针,2020,开封康诺药业,20mg,城市公立,2177739
注射用法莫替丁,注射,粉针,2020,成都天台山制药,20mg,城市公立,2025
注射用法莫替丁,注射,粉针,2020,晋城海斯制药,20mg,城市公立,4193850
注射用法莫替丁,注射,粉针,2020,江西赣南海欣药业,20mg,城市公立,84054308
注射用法莫替丁,注射,粉针,2020,河北智同生物制药,20mg,城市公立,207471
注射用法莫替丁,注射,粉针,2020,海南倍特药业,20mg,城市公立,14635663
注射用法莫替丁,注射,粉针,2020,海南双成药业,20mg,城市公立,11018768
注射用法莫替丁,注射,粉针,2020,海南普利制药,20mg,城市公立,133056
注射用法莫替丁,注射,粉针,2020,海南葫芦娃药业集团,20mg,城市公立,9802556
注射用法莫替丁,注射,粉针,2020,海南通用同盟药业,20mg,城市公立,3019984
注射用法莫替丁,注射,粉针,2021,北京四环科宝制药,20mg,城市公立,35853
注射用法莫替丁,注射,粉针,2021,哈尔滨三联药业,20mg,城市公立,2915249
注射用法莫替丁,注射,粉针,2021,哈尔滨松鹤制药,20mg,城市公立,2787704
注射用法莫替丁,注射,粉针,2021,哈药生物,20mg,城市公立,525
注射用法莫替丁,注射,粉针,2021,山西威奇达光明制药,20mg,城市公立,263191413
注射用法莫替丁,注射,粉针,2021,山西康宝生物,20mg,城市公立,3496620
注射用法莫替丁,注射,粉针,2021,峨眉山通惠制药,20mg,城市公立,114406196
注射用法莫替丁,注射,粉针,2021,开封康诺药业,20mg,城市公立,105225885
注射用法莫替丁,注射,粉针,2021,振东泰盛制药,20mg,城市公立,3036608
注射用法莫替丁,注射,粉针,2021,晋城海斯制药,20mg,城市公立,51633906
注射用法莫替丁,注射,粉针,2021,江西赣南海欣药业,20mg,城市公立,422265478
注射用法莫替丁,注射,粉针,2021,河北智同生物制药,20mg,城市公立,35963495
注射用法莫替丁,注射,粉针,2021,浙江贝得药业,20mg,城市公立,709635
注射用法莫替丁,注射,粉针,2021,海南三叶制药,20mg,城市公立,4353869
注射用法莫替丁,注射,粉针,2021,海南倍特药业,20mg,城市公立,44363169
注射用法莫替丁,注射,粉针,2021,海南双成药业,20mg,城市公立,26771500
注射用法莫替丁,注射,粉针,2021,海南普利制药,20mg,城市公立,16197271
注射用法莫替丁,注射,粉针,2021,海南葫芦娃药业集团,20mg,城市公立,15564524
注射用法莫替丁,注射,粉针,2021,海南通用同盟药业,20mg,城市公立,2182790
注射用法莫替丁,注射,粉针,2022,哈尔滨三联药业,20mg,城市公立,23910000
注射用法莫替丁,注射,粉针,2022,哈尔滨松鹤制药,20mg,城市公立,5140000
注射用法莫替丁,注射,粉针,2022,山西威奇达光明制药,20mg,城市公立,282250000
注射用法莫替丁,注射,粉针,2022,山西康宝生物,20mg,城市公立,6920000
注射用法莫替丁,注射,粉针,2022,峨眉山通惠制药,20mg,城市公立,144550000
注射用法莫替丁,注射,粉针,2022,开封康诺药业,20mg,城市公立,181890000
注射用法莫替丁,注射,粉针,2022,成都天台山制药,20mg,城市公立,13150000
注射用法莫替丁,注射,粉针,2022,振东泰盛制药,20mg,城市公立,10930000
注射用法莫替丁,注射,粉针,2022,晋城海斯制药,20mg,城市公立,66940000
注射用法莫替丁,注射,粉针,2022,江西赣南海欣药业,20mg,城市公立,354330000
注射用法莫替丁,注射,粉针,2022,河北智同生物制药,20mg,城市公立,70320000
注射用法莫替丁,注射,粉针,2022,浙江贝得药业,20mg,城市公立,8070000
注射用法莫替丁,注射,粉针,2022,海南三叶制药,20mg,城市公立,17300000
注射用法莫替丁,注射,粉针,2022,海南倍特药业,20mg,城市公立,21790000
注射用法莫替丁,注射,粉针,2022,海南双成药业,20mg,城市公立,37630000
注射用法莫替丁,注射,粉针,2022,海南普利制药,20mg,城市公立,27060000
注射用法莫替丁,注射,粉针,2022,海南葫芦娃药业集团,20mg,城市公立,10680000
注射用法莫替丁,注射,粉针,2022,海南通用同盟药业,20mg,城市公立,1100000
注射用法莫替丁,注射,粉针,2022,湖北荷普药业,20mg,城市公立,60000
注射用法莫替丁,注射,粉针,2023,哈尔滨三联药业,20mg,城市公立,19000000
注射用法莫替丁,注射,粉针,2023,哈尔滨松鹤制药,20mg,城市公立,8540000
注射用法莫替丁,注射,粉针,2023,山西威奇达光明制药,20mg,城市公立,311800000
注射用法莫替丁,注射,粉针,2023,山西康宝生物,20mg,城市公立,16330000
注射用法莫替丁,注射,粉针,2023,峨眉山通惠制药,20mg,城市公立,136730000
注射用法莫替丁,注射,粉针,2023,开封康诺药业,20mg,城市公立,188180000
注射用法莫替丁,注射,粉针,2023,成都天台山制药,20mg,城市公立,18110000
注射用法莫替丁,注射,粉针,2023,振东泰盛制药,20mg,城市公立,7810000
注射用法莫替丁,注射,粉针,2023,晋城海斯制药,20mg,城市公立,46200000
注射用法莫替丁,注射,粉针,2023,江西赣南海欣药业,20mg,城市公立,296000000
注射用法莫替丁,注射,粉针,2023,河北智同生物制药,20mg,城市公立,45550000
注射用法莫替丁,注射,粉针,2023,浙江贝得药业,20mg,城市公立,4700000
注射用法莫替丁,注射,粉针,2023,海南三叶制药,20mg,城市公立,26290000
注射用法莫替丁,注射,粉针,2023,海南倍特药业,20mg,城市公立,6990000
注射用法莫替丁,注射,粉针,2023,海南双成药业,20mg,城市公立,40310000
注射用法莫替丁,注射,粉针,2023,海南普利制药,20mg,城市公立,34220000
注射用法莫替丁,注射,粉针,2023,海南葫芦娃药业集团,20mg,城市公立,8290000
注射用法莫替丁,注射,粉针,2023,海南通用同盟药业,20mg,城市公立,460000
注射用法莫替丁,注射,粉针,2023,湖北荷普药业,20mg,城市公立,90000
注射用法莫替丁,注射,粉针,2024,哈尔滨三联药业,20mg,城市公立,17020000
注射用法莫替丁,注射,粉针,2024,哈尔滨松鹤制药,20mg,城市公立,1850000
注射用法莫替丁,注射,粉针,2024,山西威奇达光明制药,20mg,城市公立,255740000
注射用法莫替丁,注射,粉针,2024,山西康宝生物,20mg,城市公立,8160000
注射用法莫替丁,注射,粉针,2024,峨眉山通惠制药,20mg,城市公立,89500000
注射用法莫替丁,注射,粉针,2024,开封康诺药业,20mg,城市公立,105930000
注射用法莫替丁,注射,粉针,2024,成都天台山制药,20mg,城市公立,7210000
注射用法莫替丁,注射,粉针,2024,振东泰盛制药,20mg,城市公立,8440000
注射用法莫替丁,注射,粉针,2024,晋城海斯制药,20mg,城市公立,43550000
注射用法莫替丁,注射,粉针,2024,江西赣南海欣药业,20mg,城市公立,269010000
注射用法莫替丁,注射,粉针,2024,河北智同生物制药,20mg,城市公立,37480000
注射用法莫替丁,注射,粉针,2024,浙江贝得药业,20mg,城市公立,2580000
注射用法莫替丁,注射,粉针,2024,海南三叶制药,20mg,城市公立,18350000
注射用法莫替丁,注射,粉针,2024,海南倍特药业,20mg,城市公立,8380000
注射用法莫替丁,注射,粉针,2024,海南双成药业,20mg,城市公立,19850000
注射用法莫替丁,注射,粉针,2024,海南普利制药,20mg,城市公立,39420000
注射用法莫替丁,注射,粉针,2024,海南葫芦娃药业集团,20mg,城市公立,7240000
注射用法莫替丁,注射,粉针,2024,海南通用同盟药业,20mg,城市公立,240000
注射用法莫替丁,注射,粉针,2024,湖北荷普药业,20mg,城市公立,90000
注射用法莫替丁,注射,粉针,2025 H1,哈尔滨三联药业,20mg,城市公立,6060000
注射用法莫替丁,注射,粉针,2025 H1,哈尔滨松鹤制药,20mg,城市公立,720000
注射用法莫替丁,注射,粉针,2025 H1,山西威奇达光明制药,20mg,城市公立,177310000
注射用法莫替丁,注射,粉针,2025 H1,山西康宝生物,20mg,城市公立,4240000
注射用法莫替丁,注射,粉针,2025 H1,峨眉山通惠制药,20mg,城市公立,44040000
注射用法莫替丁,注射,粉针,2025 H1,开封康诺药业,20mg,城市公立,43090000
注射用法莫替丁,注射,粉针,2025 H1,成都天台山制药,20mg,城市公立,3030000
注射用法莫替丁,注射,粉针,2025 H1,振东泰盛制药,20mg,城市公立,5410000
注射用法莫替丁,注射,粉针,2025 H1,晋城海斯制药,20mg,城市公立,18760000
注射用法莫替丁,注射,粉针,2025 H1,江西赣南海欣药业,20mg,城市公立,119750000
注射用法莫替丁,注射,粉针,2025 H1,河北智同生物制药,20mg,城市公立,26560000
注射用法莫替丁,注射,粉针,2025 H1,浙江贝得药业,20mg,城市公立,1080000
注射用法莫替丁,注射,粉针,2025 H1,海南三叶制药,20mg,城市公立,8100000
注射用法莫替丁,注射,粉针,2025 H1,海南倍特药业,20mg,城市公立,3900000
注射用法莫替丁,注射,粉针,2025 H1,海南双成药业,20mg,城市公立,7090000
注射用法莫替丁,注射,粉针,2025 H1,海南普利制药,20mg,城市公立,21360000
注射用法莫替丁,注射,粉针,2025 H1,海南葫芦娃药业集团,20mg,城市公立,3000000
注射用法莫替丁,注射,粉针,2025 H1,海南通用同盟药业,20mg,城市公立,130000
注射用法莫替丁,注射,粉针,2025 H1,湖北荷普药业,20mg,城市公立,40000
西咪替丁口服乳,口服,口服乳,2017,沈阳绿洲制药,20ml:200mg,城市公立,93976
注射用盐酸雷尼替丁,注射,粉针,2017,福建闽东力捷迅药业,50mg,城市公立,17286
注射用盐酸雷尼替丁,注射,粉针,2022,湖北长联杜勒制药,50mg,城市公立,850000
注射用盐酸雷尼替丁,注射,粉针,2023,湖北长联杜勒制药,50mg,城市公立,27040000
注射用盐酸雷尼替丁,注射,粉针,2024,湖北长联杜勒制药,50mg,城市公立,24610000
注射用盐酸雷尼替丁,注射,粉针,2025 H1,湖北长联杜勒制药,50mg,城市公立,11990000
尼扎替丁片,口服,片,2017,重庆植恩药业,75mg,城市公立,43636
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2017,北京四环制药,75mg,城市公立,276967286
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2017,哈药生物,75mg,城市公立,14563667
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2018,北京四环制药,75mg,城市公立,433078803
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2018,哈药生物,75mg,城市公立,62644582
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2019,北京四环制药,75mg,城市公立,565791780
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2019,哈药生物,75mg,城市公立,105556026
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2020,北京四环制药,75mg,城市公立,799712921
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2020,哈药生物,75mg,城市公立,148101312
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2021,北京四环制药,75mg,城市公立,984593678
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2021,哈药生物,75mg,城市公立,307661482
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2022,北京轩升制药,75mg,城市公立,894260000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2022,哈药生物,75mg,城市公立,432360000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2022,瑞阳制药,75mg,城市公立,3270000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2023,北京轩升制药,75mg,城市公立,629750000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2023,哈药生物,75mg,城市公立,370170000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2023,瑞阳制药,75mg,城市公立,89540000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2024,北京轩升制药,75mg,城市公立,919440000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2024,哈药生物,75mg,城市公立,308870000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2024,瑞阳制药,75mg,城市公立,156880000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2025 H1,北京轩升制药,75mg,城市公立,536530000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2025 H1,哈药生物,75mg,城市公立,166470000
注射用盐酸罗沙替丁醋酸酯,注射,粉针,2025 H1,瑞阳制药,75mg,城市公立,129070000
复方雷尼替丁片,口服,片,2017,南京易亨制药,100mg,城市公立,76702
复方雷尼替丁片,口服,片,2018,南京易亨制药,100mg,城市公立,15519
复方雷尼替丁片,口服,片,2019,南京易亨制药,100mg,城市公立,4625
复方雷尼替丁片,口服,片,2020,南京易亨制药,100mg,城市公立,14118
复方雷尼替丁胶囊,口服,胶囊,2017,江苏悦兴药业,100mg,城市公立,2468403
复方雷尼替丁胶囊,口服,胶囊,2018,江苏悦兴药业,100mg,城市公立,2740025
复方雷尼替丁胶囊,口服,胶囊,2019,江苏悦兴药业,100mg,城市公立,2983794
复方雷尼替丁胶囊,口服,胶囊,2020,江苏悦兴药业,100mg,城市公立,335403
复方雷尼替丁胶囊,口服,胶囊,2021,江苏悦兴药业,100mg,城市公立,5510
复方雷尼替丁颗粒,口服,颗粒,2017,海南全星制药,100mg,城市公立,3384
复方雷尼替丁颗粒,口服,颗粒,2018,海南全星制药,100mg,城市公立,3663
复方雷尼替丁颗粒,口服,颗粒,2020,海南全星制药,100mg,城市公立,793
复方雷尼替丁颗粒,口服,颗粒,2021,海南全星制药,100mg,城市公立,850
注射用盐酸雷尼替丁,注射,粉针,2017,山西普德药业,100mg,城市公立,606
注射用盐酸雷尼替丁,注射,粉针,2017,成都天台山制药,100mg,城市公立,387095
注射用盐酸雷尼替丁,注射,粉针,2018,成都天台山制药,100mg,城市公立,386489
注射用盐酸雷尼替丁,注射,粉针,2019,成都天台山制药,100mg,城市公立,2367516
注射用盐酸雷尼替丁,注射,粉针,2020,成都天台山制药,100mg,城市公立,216653
注射用盐酸雷尼替丁,注射,粉针,2020,武汉长联来福制药,100mg,城市公立,2206
注射用盐酸雷尼替丁,注射,粉针,2021,成都天台山制药,100mg,城市公立,486983
注射用盐酸雷尼替丁,注射,粉针,2022,成都天台山制药,100mg,城市公立,7030000
注射用盐酸雷尼替丁,注射,粉针,2022,湖北长联杜勒制药,100mg,城市公立,4170000
注射用盐酸雷尼替丁,注射,粉针,2023,成都天台山制药,100mg,城市公立,21560000
注射用盐酸雷尼替丁,注射,粉针,2023,湖北长联杜勒制药,100mg,城市公立,40200000
注射用盐酸雷尼替丁,注射,粉针,2024,成都天台山制药,100mg,城市公立,28770000
注射用盐酸雷尼替丁,注射,粉针,2024,湖北长联杜勒制药,100mg,城市公立,44960000
注射用盐酸雷尼替丁,注射,粉针,2025 H1,成都天台山制药,100mg,城市公立,17890000
注射用盐酸雷尼替丁,注射,粉针,2025 H1,湖北长联杜勒制药,100mg,城市公立,31290000
西咪替丁片,口服,片,2017,云鹏医药集团,100mg,城市公立,131571
西咪替丁片,口服,片,2017,山西同达药业,100mg,城市公立,66265
西咪替丁片,口服,片,2018,云鹏医药集团,100mg,城市公立,94076
西咪替丁片,口服,片,2018,山西同达药业,100mg,城市公立,8229
西咪替丁片,口服,片,2019,云鹏医药集团,100mg,城市公立,25080
西咪替丁片,口服,片,2019,山西同达药业,100mg,城市公立,6719
西咪替丁片,口服,片,2020,云鹏医药集团,100mg,城市公立,5062
西咪替丁片,口服,片,2020,山西同达药业,100mg,城市公立,43783
西咪替丁片,口服,片,2021,云鹏医药集团,100mg,城市公立,13558
西咪替丁片,口服,片,2021,山西同达药业,100mg,城市公立,2725
西咪替丁片,口服,片,2022,云鹏医药集团,100mg,城市公立,70000
西咪替丁片,口服,片,2022,石家庄康力药业,100mg,城市公立,10000
西咪替丁片,口服,片,2023,云鹏医药集团,100mg,城市公立,10000
西咪替丁片,口服,片,2023,石家庄康力药业,100mg,城市公立,10000
西咪替丁片,口服,片,2024,云鹏医药集团,100mg,城市公立,80000
西咪替丁片,口服,片,2024,石家庄康力药业,100mg,城市公立,10000
西咪替丁片,口服,片,2025 H1,云鹏医药集团,100mg,城市公立,80000
法莫替丁氯化钠注射液,注射,大输液,2017,福建天泉药业,100ml:20mg/900mg,城市公立,604907
法莫替丁氯化钠注射液,注射,大输液,2018,福建天泉药业,100ml:20mg/900mg,城市公立,6743401
法莫替丁氯化钠注射液,注射,大输液,2019,福建天泉药业,100ml:20mg/900mg,城市公立,5473320
法莫替丁氯化钠注射液,注射,大输液,2020,福建天泉药业,100ml:20mg/900mg,城市公立,3364594
法莫替丁氯化钠注射液,注射,大输液,2021,福建天泉药业,100ml:20mg/900mg,城市公立,4823658
法莫替丁氯化钠注射液,注射,大输液,2022,福建天泉药业,100ml:20mg/900mg,城市公立,3000000
法莫替丁氯化钠注射液,注射,大输液,2023,福建天泉药业,100ml:20mg/900mg,城市公立,2770000
法莫替丁氯化钠注射液,注射,大输液,2024,福建天泉药业,100ml:20mg/900mg,城市公立,3040000
法莫替丁氯化钠注射液,注射,大输液,2025 H1,福建天泉药业,100ml:20mg/900mg,城市公立,1060000
西咪替丁氯化钠注射液,注射,大输液,2017,山西诺成制药,100ml:200mg/900mg,城市公立,2448905
西咪替丁氯化钠注射液,注射,大输液,2018,山西诺成制药,100ml:200mg/900mg,城市公立,32113731
西咪替丁氯化钠注射液,注射,大输液,2019,山西诺成制药,100ml:200mg/900mg,城市公立,42898999
西咪替丁氯化钠注射液,注射,大输液,2020,山西诺成制药,100ml:200mg/900mg,城市公立,20435859
西咪替丁氯化钠注射液,注射,大输液,2021,山西诺成制药,100ml:200mg/900mg,城市公立,20553076
西咪替丁氯化钠注射液,注射,大输液,2022,山西诺成制药,100ml:200mg/900mg,城市公立,850000
西咪替丁氯化钠注射液,注射,大输液,2023,山西诺成制药,100ml:200mg/900mg,城市公立,1090000
西咪替丁氯化钠注射液,注射,大输液,2024,山西诺成制药,100ml:200mg/900mg,城市公立,600000
西咪替丁氯化钠注射液,注射,大输液,2025 H1,山西诺成制药,100ml:200mg/900mg,城市公立,250000
复方雷尼替丁胶囊,口服,胶囊,2017,苏州东瑞制药,150mg,城市公立,4701757
复方雷尼替丁胶囊,口服,胶囊,2018,苏州东瑞制药,150mg,城市公立,1320927
复方雷尼替丁胶囊,口服,胶囊,2019,苏州东瑞制药,150mg,城市公立,494189
复方雷尼替丁胶囊,口服,胶囊,2020,苏州东瑞制药,150mg,城市公立,296940
尼扎替丁分散片,口服,分散片,2017,湖南威特制药,150mg,城市公立,19332545
尼扎替丁分散片,口服,分散片,2018,湖南威特制药,150mg,城市公立,16191813
尼扎替丁分散片,口服,分散片,2019,湖南威特制药,150mg,城市公立,14198137
尼扎替丁分散片,口服,分散片,2020,湖南威特制药,150mg,城市公立,3918226
尼扎替丁分散片,口服,分散片,2021,湖南威特制药,150mg,城市公立,2767401
尼扎替丁分散片,口服,分散片,2022,湖南威特制药,150mg,城市公立,12610000
尼扎替丁分散片,口服,分散片,2023,湖南威特制药,150mg,城市公立,16870000
尼扎替丁分散片,口服,分散片,2024,湖南威特制药,150mg,城市公立,22280000
尼扎替丁分散片,口服,分散片,2025 H1,湖南威特制药,150mg,城市公立,9940000
尼扎替丁胶囊,口服,胶囊,2017,天津君安生物制药,150mg,城市公立,141648
尼扎替丁胶囊,口服,胶囊,2017,广东元宁制药,150mg,城市公立,694958
尼扎替丁胶囊,口服,胶囊,2018,广东元宁制药,150mg,城市公立,788450
盐酸雷尼替丁片,口服,片,2017,国药汕头金石制药,150mg,城市公立,229
盐酸雷尼替丁片,口服,片,2017,安康北医大制药,150mg,城市公立,34340
盐酸雷尼替丁片,口服,片,2017,瑞阳制药,150mg,城市公立,31618
盐酸雷尼替丁片,口服,片,2017,重庆青阳药业,150mg,城市公立,3424
盐酸雷尼替丁片,口服,片,2018,安康北医大制药,150mg,城市公立,1176
盐酸雷尼替丁片,口服,片,2018,瑞阳制药,150mg,城市公立,56892
盐酸雷尼替丁片,口服,片,2018,重庆青阳药业,150mg,城市公立,144
盐酸雷尼替丁片,口服,片,2019,安康北医大制药,150mg,城市公立,1161
盐酸雷尼替丁片,口服,片,2019,瑞阳制药,150mg,城市公立,38535
盐酸雷尼替丁片,口服,片,2019,重庆青阳药业,150mg,城市公立,118
盐酸雷尼替丁片,口服,片,2020,瑞阳制药,150mg,城市公立,9125
盐酸雷尼替丁片,口服,片,2021,瑞阳制药,150mg,城市公立,16915
盐酸雷尼替丁片,口服,片,2022,瑞阳制药,150mg,城市公立,1780000
盐酸雷尼替丁片,口服,片,2023,瑞阳制药,150mg,城市公立,4250000
盐酸雷尼替丁片,口服,片,2024,瑞阳制药,150mg,城市公立,4930000
盐酸雷尼替丁片,口服,片,2025 H1,瑞阳制药,150mg,城市公立,2090000
盐酸雷尼替丁胶囊,口服,胶囊,2017,三才石岐制药,150mg,城市公立,37345
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海世康特制药,150mg,城市公立,116968
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海云峰药业,150mg,城市公立,7330
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海信谊万象药业,150mg,城市公立,544972
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海信谊天平药业,150mg,城市公立,7303
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海旭东海普药业,150mg,城市公立,587540
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海皇象铁力蓝天制药,150mg,城市公立,768
盐酸雷尼替丁胶囊,口服,胶囊,2017,上海衡山药业,150mg,城市公立,230952
盐酸雷尼替丁胶囊,口服,胶囊,2017,云南昊邦制药,150mg,城市公立,70947
盐酸雷尼替丁胶囊,口服,胶囊,2017,云鹏医药集团,150mg,城市公立,129474
盐酸雷尼替丁胶囊,口服,胶囊,2017,佛山手心制药,150mg,城市公立,1449861
盐酸雷尼替丁胶囊,口服,胶囊,2017,北京春风药业,150mg,城市公立,165581
盐酸雷尼替丁胶囊,口服,胶囊,2017,北大医药,150mg,城市公立,70004
盐酸雷尼替丁胶囊,口服,胶囊,2017,华润双鹤利民药业(济南),150mg,城市公立,849607
盐酸雷尼替丁胶囊,口服,胶囊,2017,四川天誉制药,150mg,城市公立,4265
盐酸雷尼替丁胶囊,口服,胶囊,2017,四川通园制药集团,150mg,城市公立,150832
盐酸雷尼替丁胶囊,口服,胶囊,2017,四川长征药业,150mg,城市公立,82
