,Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
23290,2000,Sydney,Aquatics,Swimming,Courtney Shealy,USA,Women,4X100M Freestyle Relay,Gold,United States
23291,2000,Sydney,Aquatics,Swimming,Ashley T Tappin,USA,Women,4X100M Freestyle Relay,Gold,United States
23292,2000,Sydney,Aquatics,Swimming,Jenny Thompson,USA,Women,4X100M Freestyle Relay,Gold,United States
23293,2000,Sydney,Aquatics,Swimming,Dara Torres,USA,Women,4X100M Freestyle Relay,Gold,United States
23294,2000,Sydney,Aquatics,Swimming,Amy Van Dyken,USA,Women,4X100M Freestyle Relay,Gold,United States
23295,2000,Sydney,Aquatics,Swimming,Inge De Bruijn,NED,Women,4X100M Freestyle Relay,Silver,Netherlands
23296,2000,Sydney,Aquatics,Swimming,Chantal Groot,NED,Women,4X100M Freestyle Relay,Silver,Netherlands
23297,2000,Sydney,Aquatics,Swimming,Thamar Henneken,NED,Women,4X100M Freestyle Relay,Silver,Netherlands
23298,2000,Sydney,Aquatics,Swimming,Wilma Van Rijn,NED,Women,4X100M Freestyle Relay,Silver,Netherlands
23299,2000,Sydney,Aquatics,Swimming,Manon Van Rooijen,NED,Women,4X100M Freestyle Relay,Silver,Netherlands
23300,2000,Sydney,Aquatics,Swimming,Jens Kruppa,GER,Men,4X100M Medley Relay,Bronze,Germany
23301,2000,Sydney,Aquatics,Swimming,Thomas Rupprath,GER,Men,4X100M Medley Relay,Bronze,Germany
23302,2000,Sydney,Aquatics,Swimming,Torsten Spanneberg,GER,Men,4X100M Medley Relay,Bronze,Germany
23303,2000,Sydney,Aquatics,Swimming,Stev Theloke,GER,Men,4X100M Medley Relay,Bronze,Germany
23304,2000,Sydney,Aquatics,Swimming,Ian Crocker,USA,Men,4X100M Medley Relay,Gold,United States
23305,2000,Sydney,Aquatics,Swimming,Gary Jr. Hall,USA,Men,4X100M Medley Relay,Gold,United States
23306,2000,Sydney,Aquatics,Swimming,Tommy Hannan,USA,Men,4X100M Medley Relay,Gold,United States
23307,2000,Sydney,Aquatics,Swimming,Lenny Krayzelburg,USA,Men,4X100M Medley Relay,Gold,United States
23308,2000,Sydney,Aquatics,Swimming,Jason Lezak,USA,Men,4X100M Medley Relay,Gold,United States
23309,2000,Sydney,Aquatics,Swimming,Ed Moses,USA,Men,4X100M Medley Relay,Gold,United States
23310,2000,Sydney,Aquatics,Swimming,Neil Walker,USA,Men,4X100M Medley Relay,Gold,United States
23311,2000,Sydney,Aquatics,Swimming,Regan Harrison,AUS,Men,4X100M Medley Relay,Silver,Australia
23312,2000,Sydney,Aquatics,Swimming,Geoff Huegill,AUS,Men,4X100M Medley Relay,Silver,Australia
23313,2000,Sydney,Aquatics,Swimming,Michael Klim,AUS,Men,4X100M Medley Relay,Silver,Australia
23314,2000,Sydney,Aquatics,Swimming,Ryan Mitchell,AUS,Men,4X100M Medley Relay,Silver,Australia
23315,2000,Sydney,Aquatics,Swimming,Adam Pine,AUS,Men,4X100M Medley Relay,Silver,Australia
23316,2000,Sydney,Aquatics,Swimming,Ian Thorpe,AUS,Men,4X100M Medley Relay,Silver,Australia
23317,2000,Sydney,Aquatics,Swimming,Josh Watson,AUS,Men,4X100M Medley Relay,Silver,Australia
23318,2000,Sydney,Aquatics,Swimming,Matthew Welsh,AUS,Men,4X100M Medley Relay,Silver,Australia
23319,2000,Sydney,Aquatics,Swimming,Sumika Minamoto,JPN,Women,4X100M Medley Relay,Bronze,Japan
23320,2000,Sydney,Aquatics,Swimming,Mai Nakamura,JPN,Women,4X100M Medley Relay,Bronze,Japan
23321,2000,Sydney,Aquatics,Swimming,Junko Onishi,JPN,Women,4X100M Medley Relay,Bronze,Japan
23322,2000,Sydney,Aquatics,Swimming,Masami Tanaka,JPN,Women,4X100M Medley Relay,Bronze,Japan
23323,2000,Sydney,Aquatics,Swimming,B J Bedford,USA,Women,4X100M Medley Relay,Gold,United States
23324,2000,Sydney,Aquatics,Swimming,Megan Quann,USA,Women,4X100M Medley Relay,Gold,United States
23325,2000,Sydney,Aquatics,Swimming,Courtney Shealy,USA,Women,4X100M Medley Relay,Gold,United States
23326,2000,Sydney,Aquatics,Swimming,Staciana Stitts,USA,Women,4X100M Medley Relay,Gold,United States
23327,2000,Sydney,Aquatics,Swimming,Ashley T Tappin,USA,Women,4X100M Medley Relay,Gold,United States
23328,2000,Sydney,Aquatics,Swimming,Jenny Thompson,USA,Women,4X100M Medley Relay,Gold,United States
23329,2000,Sydney,Aquatics,Swimming,Dara Torres,USA,Women,4X100M Medley Relay,Gold,United States
23330,2000,Sydney,Aquatics,Swimming,Amy Van Dyken,USA,Women,4X100M Medley Relay,Gold,United States
23331,2000,Sydney,Aquatics,Swimming,Dyana Calub,AUS,Women,4X100M Medley Relay,Silver,Australia
23332,2000,Sydney,Aquatics,Swimming,Leisel Jones,AUS,Women,4X100M Medley Relay,Silver,Australia
23333,2000,Sydney,Aquatics,Swimming,Susan O'Neill,AUS,Women,4X100M Medley Relay,Silver,Australia
23334,2000,Sydney,Aquatics,Swimming,Giaan Rooney,AUS,Women,4X100M Medley Relay,Silver,Australia
23335,2000,Sydney,Aquatics,Swimming,Sarah Ryan,AUS,Women,4X100M Medley Relay,Silver,Australia
23336,2000,Sydney,Aquatics,Swimming,Petria Thomas,AUS,Women,4X100M Medley Relay,Silver,Australia
23337,2000,Sydney,Aquatics,Swimming,Tarnee White,AUS,Women,4X100M Medley Relay,Silver,Australia
23338,2000,Sydney,Aquatics,Swimming,Johan Kenkhuis,NED,Men,4X200M Freestyle Relay,Bronze,Netherlands
23339,2000,Sydney,Aquatics,Swimming,Pieter Van Den Hoogenband,NED,Men,4X200M Freestyle Relay,Bronze,Netherlands
23340,2000,Sydney,Aquatics,Swimming,Mark Van Der Zijden,NED,Men,4X200M Freestyle Relay,Bronze,Netherlands
23341,2000,Sydney,Aquatics,Swimming,Marcel Wouda,NED,Men,4X200M Freestyle Relay,Bronze,Netherlands
23342,2000,Sydney,Aquatics,Swimming,Martijn Zuijdweg,NED,Men,4X200M Freestyle Relay,Bronze,Netherlands
23343,2000,Sydney,Aquatics,Swimming,Grant Hackett,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23344,2000,Sydney,Aquatics,Swimming,William Kirby,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23345,2000,Sydney,Aquatics,Swimming,Michael Klim,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23346,2000,Sydney,Aquatics,Swimming,Daniel Kowalski,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23347,2000,Sydney,Aquatics,Swimming,Todd Pearson,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23348,2000,Sydney,Aquatics,Swimming,Ian Thorpe,AUS,Men,4X200M Freestyle Relay,Gold,Australia
23349,2000,Sydney,Aquatics,Swimming,Chad Carvin,USA,Men,4X200M Freestyle Relay,Silver,United States
23350,2000,Sydney,Aquatics,Swimming,Josh Davis,USA,Men,4X200M Freestyle Relay,Silver,United States
23351,2000,Sydney,Aquatics,Swimming,Nate Dusing,USA,Men,4X200M Freestyle Relay,Silver,United States
23352,2000,Sydney,Aquatics,Swimming,Scott Goldblatt,USA,Men,4X200M Freestyle Relay,Silver,United States
23353,2000,Sydney,Aquatics,Swimming,Klete Keller,USA,Men,4X200M Freestyle Relay,Silver,United States
23354,2000,Sydney,Aquatics,Swimming,Jamie Rauch,USA,Men,4X200M Freestyle Relay,Silver,United States
23355,2000,Sydney,Aquatics,Swimming,Antje Buschschulte,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23356,2000,Sydney,Aquatics,Swimming,Meike Freitag,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23357,2000,Sydney,Aquatics,Swimming,Sara Harstick,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23358,2000,Sydney,Aquatics,Swimming,Kerstin Kielgass,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23359,2000,Sydney,Aquatics,Swimming,Britta Steffen,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23360,2000,Sydney,Aquatics,Swimming,Franziska Van Almsick,GER,Women,4X200M Freestyle Relay,Bronze,Germany
23361,2000,Sydney,Aquatics,Swimming,Samantha Arsenault,USA,Women,4X200M Freestyle Relay,Gold,United States
23362,2000,Sydney,Aquatics,Swimming,Lindsay Benko,USA,Women,4X200M Freestyle Relay,Gold,United States
23363,2000,Sydney,Aquatics,Swimming,Kim Black,USA,Women,4X200M Freestyle Relay,Gold,United States
23364,2000,Sydney,Aquatics,Swimming,Diana Munz,USA,Women,4X200M Freestyle Relay,Gold,United States
23365,2000,Sydney,Aquatics,Swimming,Julia Stowers,USA,Women,4X200M Freestyle Relay,Gold,United States
23366,2000,Sydney,Aquatics,Swimming,Jenny Thompson,USA,Women,4X200M Freestyle Relay,Gold,United States
23367,2000,Sydney,Aquatics,Swimming,Elka Graham,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23368,2000,Sydney,Aquatics,Swimming,Susan O'Neill,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23369,2000,Sydney,Aquatics,Swimming,Giaan Rooney,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23370,2000,Sydney,Aquatics,Swimming,Petria Thomas,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23371,2000,Sydney,Aquatics,Swimming,Kirsten Thomson,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23372,2000,Sydney,Aquatics,Swimming,Jacinta Van Lint,AUS,Women,4X200M Freestyle Relay,Silver,Australia
23373,2000,Sydney,Aquatics,Swimming,Pieter Van Den Hoogenband,NED,Men,50M Freestyle,Bronze,Netherlands
23374,2000,Sydney,Aquatics,Swimming,Anthony Ervin,USA,Men,50M Freestyle,Gold,United States
23375,2000,Sydney,Aquatics,Swimming,Gary Jr. Hall,USA,Men,50M Freestyle,Gold,United States
23376,2000,Sydney,Aquatics,Swimming,Dara Torres,USA,Women,50M Freestyle,Bronze,United States
23377,2000,Sydney,Aquatics,Swimming,Inge De Bruijn,NED,Women,50M Freestyle,Gold,Netherlands
23378,2000,Sydney,Aquatics,Swimming,Therese Alshammar,SWE,Women,50M Freestyle,Silver,Sweden
23379,2000,Sydney,Aquatics,Swimming,Kaitlin Sandeno,USA,Women,800M Freestyle,Bronze,United States
23380,2000,Sydney,Aquatics,Swimming,Brooke Bennett,USA,Women,800M Freestyle,Gold,United States
23381,2000,Sydney,Aquatics,Swimming,Yana Klochkova,UKR,Women,800M Freestyle,Silver,Ukraine
23382,2000,Sydney,Aquatics,Synchronized S.,Virginie Dedieu,FRA,Women,Duet,Bronze,France
23383,2000,Sydney,Aquatics,Synchronized S.,Myriam Lignot,FRA,Women,Duet,Bronze,France
23384,2000,Sydney,Aquatics,Synchronized S.,Olga Brusnikina,RUS,Women,Duet,Gold,Russia
23385,2000,Sydney,Aquatics,Synchronized S.,Maria Kisseleva,RUS,Women,Duet,Gold,Russia
23386,2000,Sydney,Aquatics,Synchronized S.,Miya Tachibana,JPN,Women,Duet,Silver,Japan
23387,2000,Sydney,Aquatics,Synchronized S.,Miho Takeda,JPN,Women,Duet,Silver,Japan
23388,2000,Sydney,Aquatics,Synchronized S.,Lyne Beaumont,CAN,Women,Team,Bronze,Canada
23389,2000,Sydney,Aquatics,Synchronized S.,Claire Carver-Dias,CAN,Women,Team,Bronze,Canada
23390,2000,Sydney,Aquatics,Synchronized S.,Erin Chan,CAN,Women,Team,Bronze,Canada
23391,2000,Sydney,Aquatics,Synchronized S.,Catherine Garceau,CAN,Women,Team,Bronze,Canada
23392,2000,Sydney,Aquatics,Synchronized S.,Fanny Letourneau,CAN,Women,Team,Bronze,Canada
23393,2000,Sydney,Aquatics,Synchronized S.,Kirstin Normand,CAN,Women,Team,Bronze,Canada
23394,2000,Sydney,Aquatics,Synchronized S.,Jacinthe Taillon,CAN,Women,Team,Bronze,Canada
23395,2000,Sydney,Aquatics,Synchronized S.,Reidun Tatham,CAN,Women,Team,Bronze,Canada
23396,2000,Sydney,Aquatics,Synchronized S.,Elena Azarova,RUS,Women,Team,Gold,Russia
23397,2000,Sydney,Aquatics,Synchronized S.,Olga Brusnikina,RUS,Women,Team,Gold,Russia
23398,2000,Sydney,Aquatics,Synchronized S.,Maria Kisseleva,RUS,Women,Team,Gold,Russia
23399,2000,Sydney,Aquatics,Synchronized S.,Olga Novokshchenova,RUS,Women,Team,Gold,Russia
23400,2000,Sydney,Aquatics,Synchronized S.,Irina Perchina,RUS,Women,Team,Gold,Russia
23401,2000,Sydney,Aquatics,Synchronized S.,Elena Soia,RUS,Women,Team,Gold,Russia
23402,2000,Sydney,Aquatics,Synchronized S.,Yulia Vasilieva,RUS,Women,Team,Gold,Russia
23403,2000,Sydney,Aquatics,Synchronized S.,Olga Vassioukova,RUS,Women,Team,Gold,Russia
23404,2000,Sydney,Aquatics,Synchronized S.,Ayano Egami,JPN,Women,Team,Silver,Japan
23405,2000,Sydney,Aquatics,Synchronized S.,Raika Fujii,JPN,Women,Team,Silver,Japan
23406,2000,Sydney,Aquatics,Synchronized S.,Yoko Isoda,JPN,Women,Team,Silver,Japan
23407,2000,Sydney,Aquatics,Synchronized S.,Rei Jimbo,JPN,Women,Team,Silver,Japan
23408,2000,Sydney,Aquatics,Synchronized S.,Miya Tachibana,JPN,Women,Team,Silver,Japan
23409,2000,Sydney,Aquatics,Synchronized S.,Miho Takeda,JPN,Women,Team,Silver,Japan
23410,2000,Sydney,Aquatics,Synchronized S.,Yoko Yoneda,JPN,Women,Team,Silver,Japan
23411,2000,Sydney,Aquatics,Synchronized S.,Yuko Yoneda,JPN,Women,Team,Silver,Japan
23412,2000,Sydney,Aquatics,Water polo,Aleksandar Ciric,YUG,Men,Water Polo,Bronze,
23413,2000,Sydney,Aquatics,Water polo,Danilo Ikodinovic,YUG,Men,Water Polo,Bronze,
23414,2000,Sydney,Aquatics,Water polo,Viktor Jelenic,YUG,Men,Water Polo,Bronze,
23415,2000,Sydney,Aquatics,Water polo,Nikola Kuljaca,YUG,Men,Water Polo,Bronze,
23416,2000,Sydney,Aquatics,Water polo,Aleksandar Sapic,YUG,Men,Water Polo,Bronze,
23417,2000,Sydney,Aquatics,Water polo,Dejan Savic,YUG,Men,Water Polo,Bronze,
23418,2000,Sydney,Aquatics,Water polo,Aleksandar Sostar,YUG,Men,Water Polo,Bronze,
23419,2000,Sydney,Aquatics,Water polo,Petar Trbojevic,YUG,Men,Water Polo,Bronze,
23420,2000,Sydney,Aquatics,Water polo,Veljko Uskokovic,YUG,Men,Water Polo,Bronze,
23421,2000,Sydney,Aquatics,Water polo,Jugoslav Vasovic,YUG,Men,Water Polo,Bronze,
23422,2000,Sydney,Aquatics,Water polo,Vladimir Vujasinovic,YUG,Men,Water Polo,Bronze,
23423,2000,Sydney,Aquatics,Water polo,Nenad Vukanic,YUG,Men,Water Polo,Bronze,
23424,2000,Sydney,Aquatics,Water polo,Predrag Zimonjic,YUG,Men,Water Polo,Bronze,
23425,2000,Sydney,Aquatics,Water polo,Tibor Benedek,HUN,Men,Water Polo,Gold,Hungary
23426,2000,Sydney,Aquatics,Water polo,Peter Biros,HUN,Men,Water Polo,Gold,Hungary
23427,2000,Sydney,Aquatics,Water polo,Rajmund Fodor,HUN,Men,Water Polo,Gold,Hungary
23428,2000,Sydney,Aquatics,Water polo,Tamas Kasas,HUN,Men,Water Polo,Gold,Hungary
23429,2000,Sydney,Aquatics,Water polo,Gergely Kiss,HUN,Men,Water Polo,Gold,Hungary
23430,2000,Sydney,Aquatics,Water polo,Zoltan Kosz,HUN,Men,Water Polo,Gold,Hungary
23431,2000,Sydney,Aquatics,Water polo,Tamas Marcz,HUN,Men,Water Polo,Gold,Hungary
23432,2000,Sydney,Aquatics,Water polo,Tamas Molnar,HUN,Men,Water Polo,Gold,Hungary
23433,2000,Sydney,Aquatics,Water polo,Barnabas Steinmetz,HUN,Men,Water Polo,Gold,Hungary
23434,2000,Sydney,Aquatics,Water polo,Zoltan Szecsi,HUN,Men,Water Polo,Gold,Hungary
23435,2000,Sydney,Aquatics,Water polo,Bulcsu Szekely,HUN,Men,Water Polo,Gold,Hungary
23436,2000,Sydney,Aquatics,Water polo,Zsolt Varga,HUN,Men,Water Polo,Gold,Hungary
23437,2000,Sydney,Aquatics,Water polo,Attila Vari,HUN,Men,Water Polo,Gold,Hungary
23438,2000,Sydney,Aquatics,Water polo,Roman Balachov,RUS,Men,Water Polo,Silver,Russia
23439,2000,Sydney,Aquatics,Water polo,Dmitri Douguine,RUS,Men,Water Polo,Silver,Russia
23440,2000,Sydney,Aquatics,Water polo,Alexandre Eryshov,RUS,Men,Water Polo,Silver,Russia
23441,2000,Sydney,Aquatics,Water polo,Serguei Garbouzov,RUS,Men,Water Polo,Silver,Russia
23442,2000,Sydney,Aquatics,Water polo,Dmitry Gorshkov,RUS,Men,Water Polo,Silver,Russia
23443,2000,Sydney,Aquatics,Water polo,Iouri Iatsev,RUS,Men,Water Polo,Silver,Russia
23444,2000,Sydney,Aquatics,Water polo,Nikolai Kozlov,RUS,Men,Water Polo,Silver,Russia
23445,2000,Sydney,Aquatics,Water polo,Nikolai Maximov,RUS,Men,Water Polo,Silver,Russia
23446,2000,Sydney,Aquatics,Water polo,Andrei Reketchinski,RUS,Men,Water Polo,Silver,Russia
23447,2000,Sydney,Aquatics,Water polo,Dmitri Stratan,RUS,Men,Water Polo,Silver,Russia
23448,2000,Sydney,Aquatics,Water polo,Revaz Tchomakhidze,RUS,Men,Water Polo,Silver,Russia
23449,2000,Sydney,Aquatics,Water polo,Marat Zakirov,RUS,Men,Water Polo,Silver,Russia
23450,2000,Sydney,Aquatics,Water polo,Irek Zinnourov,RUS,Men,Water Polo,Silver,Russia
23451,2000,Sydney,Aquatics,Water polo,Marina Akobia,RUS,Women,Water Polo,Bronze,Russia
23452,2000,Sydney,Aquatics,Water polo,Ekaterina Anikeeva,RUS,Women,Water Polo,Bronze,Russia
23453,2000,Sydney,Aquatics,Water polo,Sofia Konoukh,RUS,Women,Water Polo,Bronze,Russia
23454,2000,Sydney,Aquatics,Water polo,Maria Koroleva,RUS,Women,Water Polo,Bronze,Russia
23455,2000,Sydney,Aquatics,Water polo,Natalia Koutouzova,RUS,Women,Water Polo,Bronze,Russia
23456,2000,Sydney,Aquatics,Water polo,Svetlana Kouzina,RUS,Women,Water Polo,Bronze,Russia
23457,2000,Sydney,Aquatics,Water polo,Ioulia Petrova,RUS,Women,Water Polo,Bronze,Russia
23458,2000,Sydney,Aquatics,Water polo,Tatiana Petrova,RUS,Women,Water Polo,Bronze,Russia
23459,2000,Sydney,Aquatics,Water polo,Galina Rytova,RUS,Women,Water Polo,Bronze,Russia
23460,2000,Sydney,Aquatics,Water polo,Elena Smurova,RUS,Women,Water Polo,Bronze,Russia
23461,2000,Sydney,Aquatics,Water polo,Elena Tokoun,RUS,Women,Water Polo,Bronze,Russia
23462,2000,Sydney,Aquatics,Water polo,Irina Tolkounova,RUS,Women,Water Polo,Bronze,Russia
23463,2000,Sydney,Aquatics,Water polo,Ekaterina Vassilieva,RUS,Women,Water Polo,Bronze,Russia
23464,2000,Sydney,Aquatics,Water polo,Naomi Castle,AUS,Women,Water Polo,Gold,Australia
23465,2000,Sydney,Aquatics,Water polo,Joanne Fox,AUS,Women,Water Polo,Gold,Australia
23466,2000,Sydney,Aquatics,Water polo,Bridgette Gusterson,AUS,Women,Water Polo,Gold,Australia
23467,2000,Sydney,Aquatics,Water polo,Simone Hankin,AUS,Women,Water Polo,Gold,Australia
23468,2000,Sydney,Aquatics,Water polo,Yvette Higgins,AUS,Women,Water Polo,Gold,Australia
23469,2000,Sydney,Aquatics,Water polo,Kate Hooper,AUS,Women,Water Polo,Gold,Australia
23470,2000,Sydney,Aquatics,Water polo,Bronwyn Mayer,AUS,Women,Water Polo,Gold,Australia
23471,2000,Sydney,Aquatics,Water polo,Gail Miller,AUS,Women,Water Polo,Gold,Australia
23472,2000,Sydney,Aquatics,Water polo,Melissa Mills,AUS,Women,Water Polo,Gold,Australia
23473,2000,Sydney,Aquatics,Water polo,Debbie Watson,AUS,Women,Water Polo,Gold,Australia
23474,2000,Sydney,Aquatics,Water polo,Liz Weekes,AUS,Women,Water Polo,Gold,Australia
23475,2000,Sydney,Aquatics,Water polo,Danielle Woodhouse,AUS,Women,Water Polo,Gold,Australia
23476,2000,Sydney,Aquatics,Water polo,Taryn Woods,AUS,Women,Water Polo,Gold,Australia
23477,2000,Sydney,Aquatics,Water polo,Robin Beauregard,USA,Women,Water Polo,Silver,United States
23478,2000,Sydney,Aquatics,Water polo,Ellen Estes,USA,Women,Water Polo,Silver,United States
23479,2000,Sydney,Aquatics,Water polo,Courtney Johnson,USA,Women,Water Polo,Silver,United States
23480,2000,Sydney,Aquatics,Water polo,Ericka Lorenz,USA,Women,Water Polo,Silver,United States
23481,2000,Sydney,Aquatics,Water polo,Heather Moody,USA,Women,Water Polo,Silver,United States
23482,2000,Sydney,Aquatics,Water polo,Bernice Orwig,USA,Women,Water Polo,Silver,United States
23483,2000,Sydney,Aquatics,Water polo,Maureen O'Toole,USA,Women,Water Polo,Silver,United States
23484,2000,Sydney,Aquatics,Water polo,Nicolle Payne,USA,Women,Water Polo,Silver,United States
23485,2000,Sydney,Aquatics,Water polo,Heather Petri,USA,Women,Water Polo,Silver,United States
23486,2000,Sydney,Aquatics,Water polo,Kathy Sheehy,USA,Women,Water Polo,Silver,United States
23487,2000,Sydney,Aquatics,Water polo,Coralie Simmons,USA,Women,Water Polo,Silver,United States
23488,2000,Sydney,Aquatics,Water polo,Julie Swail,USA,Women,Water Polo,Silver,United States
23489,2000,Sydney,Aquatics,Water polo,Brenda Villa,USA,Women,Water Polo,Silver,United States
23490,2000,Sydney,Archery,Archery,Wietse Van Alten,NED,Men,Individual (Fita Olympic Round - 70M),Bronze,Netherlands
23491,2000,Sydney,Archery,Archery,Simon Fairweather,AUS,Men,Individual (Fita Olympic Round - 70M),Gold,Australia
23492,2000,Sydney,Archery,Archery,Victor Wunderle,USA,Men,Individual (Fita Olympic Round - 70M),Silver,United States
23493,2000,Sydney,Archery,Archery,Soo-Nyung Kim,KOR,Women,Individual (Fita Olympic Round - 70M),Bronze,"Korea, South"
23494,2000,Sydney,Archery,Archery,Mi-Jin Yun,KOR,Women,Individual (Fita Olympic Round - 70M),Gold,"Korea, South"
23495,2000,Sydney,Archery,Archery,Nam-Soon Kim,KOR,Women,Individual (Fita Olympic Round - 70M),Silver,"Korea, South"
23496,2000,Sydney,Archery,Archery,Richard Johnson,USA,Men,Team (Fita Olympic Round - 70M),Bronze,United States
23497,2000,Sydney,Archery,Archery,Rodney White,USA,Men,Team (Fita Olympic Round - 70M),Bronze,United States
23498,2000,Sydney,Archery,Archery,Victor Wunderle,USA,Men,Team (Fita Olympic Round - 70M),Bronze,United States
23499,2000,Sydney,Archery,Archery,Yong-Ho Jang,KOR,Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23500,2000,Sydney,Archery,Archery,Chung-Tae Kim,KOR,Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23501,2000,Sydney,Archery,Archery,Kyo-Moon Oh,KOR,Men,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23502,2000,Sydney,Archery,Archery,Matteo Bisiani,ITA,Men,Team (Fita Olympic Round - 70M),Silver,Italy
23503,2000,Sydney,Archery,Archery,Ilario Di Buo,ITA,Men,Team (Fita Olympic Round - 70M),Silver,Italy
23504,2000,Sydney,Archery,Archery,Michele Frangilli,ITA,Men,Team (Fita Olympic Round - 70M),Silver,Italy
23505,2000,Sydney,Archery,Archery,Barbara Mensing,GER,Women,Team (Fita Olympic Round - 70M),Bronze,Germany
23506,2000,Sydney,Archery,Archery,Cornelia Pfohl,GER,Women,Team (Fita Olympic Round - 70M),Bronze,Germany
23507,2000,Sydney,Archery,Archery,Sandra Wagner,GER,Women,Team (Fita Olympic Round - 70M),Bronze,Germany
23508,2000,Sydney,Archery,Archery,Nam-Soon Kim,KOR,Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23509,2000,Sydney,Archery,Archery,Soo-Nyung Kim,KOR,Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23510,2000,Sydney,Archery,Archery,Mi-Jin Yun,KOR,Women,Team (Fita Olympic Round - 70M),Gold,"Korea, South"
23511,2000,Sydney,Archery,Archery,Nataliya Burdeyna,UKR,Women,Team (Fita Olympic Round - 70M),Silver,Ukraine
23512,2000,Sydney,Archery,Archery,Olena Sadovnycha,UKR,Women,Team (Fita Olympic Round - 70M),Silver,Ukraine
23513,2000,Sydney,Archery,Archery,Kateryna Serdyuk,UKR,Women,Team (Fita Olympic Round - 70M),Silver,Ukraine
23514,2000,Sydney,Athletics,Athletics,Assefa Mezgebu,ETH,Men,10000M,Bronze,Ethiopia
23515,2000,Sydney,Athletics,Athletics,Haile Gebrselassie,ETH,Men,10000M,Gold,Ethiopia
23516,2000,Sydney,Athletics,Athletics,Paul Tergat,KEN,Men,10000M,Silver,Kenya
23517,2000,Sydney,Athletics,Athletics,Fernanda Ribeiro,POR,Women,10000M,Bronze,Portugal
23518,2000,Sydney,Athletics,Athletics,Derartu Tulu,ETH,Women,10000M,Gold,Ethiopia
23519,2000,Sydney,Athletics,Athletics,Gete Wami,ETH,Women,10000M,Silver,Ethiopia
23520,2000,Sydney,Athletics,Athletics,Obadele Thompson,BAR,Men,100M,Bronze,Barbados
23521,2000,Sydney,Athletics,Athletics,Maurice Greene,USA,Men,100M,Gold,United States
23522,2000,Sydney,Athletics,Athletics,Ato Boldon,TRI,Men,100M,Silver,Trinidad and Tobago
23523,2000,Sydney,Athletics,Athletics,Merlene Ottey-Page,JAM,Women,100M,Bronze,Jamaica
23524,2000,Sydney,Athletics,Athletics,Tanya Lawrence,JAM,Women,100M,Silver,Jamaica
23525,2000,Sydney,Athletics,Athletics,Ekaterini Thanou,GRE,Women,100M,Silver,Greece
23526,2000,Sydney,Athletics,Athletics,Melissa Morrison,USA,Women,100M Hurdles,Bronze,United States
23527,2000,Sydney,Athletics,Athletics,Olga Shishigina,KAZ,Women,100M Hurdles,Gold,Kazakhstan
23528,2000,Sydney,Athletics,Athletics,Gloria Alozie,NGR,Women,100M Hurdles,Silver,Nigeria
23529,2000,Sydney,Athletics,Athletics,Mark Crear,USA,Men,110M Hurdles,Bronze,United States
23530,2000,Sydney,Athletics,Athletics,Anier Garcia,CUB,Men,110M Hurdles,Gold,Cuba
23531,2000,Sydney,Athletics,Athletics,Terrence Trammell,USA,Men,110M Hurdles,Silver,United States
23532,2000,Sydney,Athletics,Athletics,Bernard Lagat,KEN,Men,1500M,Bronze,Kenya
23533,2000,Sydney,Athletics,Athletics,Noah Kiprono Ngenyi,KEN,Men,1500M,Gold,Kenya
23534,2000,Sydney,Athletics,Athletics,Hicham El Guerrouj,MAR,Men,1500M,Silver,Morocco
23535,2000,Sydney,Athletics,Athletics,Gabriela Szabo,ROU,Women,1500M,Bronze,
23536,2000,Sydney,Athletics,Athletics,Nouria Merah-Benida,ALG,Women,1500M,Gold,Algeria
23537,2000,Sydney,Athletics,Athletics,Violeta Szekely,ROU,Women,1500M,Silver,
23538,2000,Sydney,Athletics,Athletics,Ato Boldon,TRI,Men,200M,Bronze,Trinidad and Tobago
23539,2000,Sydney,Athletics,Athletics,Konstantinos Kenteris,GRE,Men,200M,Gold,Greece
23540,2000,Sydney,Athletics,Athletics,Darren Campbell,GBR,Men,200M,Silver,United Kingdom
23541,2000,Sydney,Athletics,Athletics,Beverly Mcdonald,JAM,Women,200M,Bronze,Jamaica
23542,2000,Sydney,Athletics,Athletics,Pauline Elaine Davis,BAH,Women,200M,Gold,Bahamas
