merchant_id,label_is_bad,total_fraud_loss,label_generated_ts,label_generated_stage
m_03045,1,4.26,2025-07-03 10:00:00,post onboarding
m_03046,0,2.91,,
m_03047,0,0.76,,
m_03048,0,1.2,,
m_03049,0,6.42,,
m_03050,0,7.59,,
m_03051,0,4.6,,
m_03052,0,1.22,,
m_03053,1,11.76,2026-03-30 08:00:00,post onboarding
m_03054,0,5.33,,
m_03055,0,4.37,,
m_03056,0,4.58,,
m_03057,0,1.26,,
m_03058,0,0.04,,
m_03059,0,0.81,,
m_03060,0,2.02,,
m_03061,0,6.11,,
m_03062,0,5.59,,
m_03063,0,0.8,,
m_03064,0,1.98,,
m_03065,0,2.46,,
m_03066,0,8.41,,
m_03067,0,3.29,,
m_03068,0,2.1,,
m_03069,0,187.04,,
m_03070,0,1.2,,
m_03071,0,2.05,,
m_03072,0,2.89,,
m_03073,0,1.23,,
m_03074,0,9.37,,
m_03075,0,4.69,,
m_03076,0,0.08,,
m_03077,0,3.23,,
m_03078,0,1.27,,
m_03079,0,4.83,,
m_03080,0,11.42,,
m_03081,0,0.37,,
m_03082,0,14.43,,
m_03083,1,151.4,2025-09-30 00:00:00,onboarding
m_03084,0,1.3,,
m_03085,0,2.73,,
m_03086,0,1.54,,
m_03087,0,0.23,,
m_03088,1,188.05,2025-12-08 06:00:00,post onboarding
m_03089,0,71.22,,
m_03090,0,1.55,,
m_03091,0,2.19,,
m_03092,0,0.46,,
m_03093,0,14.19,,
m_03094,0,1.38,,
m_03095,0,6.14,,
m_03096,0,0.87,,
m_03097,0,0.32,,
m_03098,0,0.12,,
m_03099,0,1.65,,
m_03100,0,166.87,,
m_03101,0,7.22,,
m_03102,0,8.03,,
m_03103,1,6.36,2025-12-16 00:00:00,onboarding
m_03104,0,2.77,,
m_03105,0,0.01,,
m_03106,0,2.79,,
m_03107,0,4.62,,
m_03108,0,3.13,,
m_03109,0,8.51,,
m_03110,0,0.21,,
m_03111,0,0.65,,
m_03112,0,4.63,,
m_03113,0,8.75,,
m_03114,0,1.57,,
m_03115,0,0.46,,
m_03116,0,56.31,,
m_03117,0,120.76,,
m_03118,0,6.48,,
m_03119,0,70.46,,
m_03120,0,3.49,,
m_03121,0,1.11,,
m_03122,0,0.88,,
m_03123,0,1.7,,
m_03124,0,1.02,,
m_03125,0,0.62,,
m_03126,0,349.0,,
m_03127,0,2.04,,
m_03128,0,1.88,,
m_03129,0,116.9,,
m_03130,0,172.41,,
m_03131,0,0.48,,
m_03132,0,25.91,,
m_03133,0,0.01,,
m_03134,0,1.26,,
m_03135,0,0.33,,
m_03136,0,0.72,,
m_03137,1,1.34,2025-04-03 00:00:00,onboarding
m_03138,0,11.27,,
m_03139,0,1.05,,
m_03140,0,2.87,,
m_03141,0,5.71,,
m_03142,0,0.54,,
m_03143,0,0.24,,
m_03144,0,0.48,,
m_03145,1,3.22,2025-12-28 00:00:00,onboarding
m_03146,0,0.1,,
m_03147,0,1.88,,
m_03148,0,9.66,,
m_03149,0,2.31,,
m_03150,0,1.71,,
m_03151,0,27.04,,
m_03152,0,0.46,,
m_03153,0,57.5,,
m_03154,1,107.96,2025-11-01 00:00:00,post onboarding
m_03155,0,1.27,,
m_03156,0,1.37,,
m_03157,0,6.85,,
m_03158,0,4.8,,
m_03159,0,0.04,,
m_03160,0,1.08,,
m_03161,0,0.42,,
m_03162,0,3.29,,
m_03163,0,340.56,,
m_03164,0,0.4,,
m_03165,0,4.58,,
m_03166,0,0.25,,
m_03167,0,1.64,,
m_03168,0,1.41,,
m_03169,0,0.53,,
m_03170,0,0.91,,
m_03171,0,2.56,,
m_03172,0,3.29,,
m_03173,0,1.18,,
m_03174,0,3.32,,
m_03175,0,2.09,,
m_03176,0,9.52,,
m_03177,0,1.44,,
m_03178,0,0.23,,
m_03179,0,3.18,,
m_03180,1,1.89,2025-11-28 21:00:00,post onboarding
m_03181,0,421.08,,
m_03182,0,0.71,,
m_03183,0,2.34,,
m_03184,0,1.56,,
m_03185,0,0.02,,
m_03186,0,1.04,,
m_03187,1,12.04,2025-10-01 17:00:00,post onboarding
m_03188,0,1.74,,
m_03189,0,2.58,,
m_03190,0,0.04,,
m_03191,0,3.33,,
m_03192,0,1.03,,
m_03193,0,4.22,,
m_03194,0,22.18,,
m_03195,0,0.26,,
m_03196,0,2.42,,
m_03197,0,2.22,,
m_03198,0,7.38,,
m_03199,0,0.31,,
m_03200,0,1.14,,
m_03201,0,5.44,,
m_03202,0,7.39,,
m_03203,0,0.68,,
m_03204,0,10.18,,
m_03205,0,1.51,,
m_03206,0,0.92,,
m_03207,0,5.09,,
m_03208,0,0.93,,
m_03209,0,1.89,,
m_03210,0,114.37,,
m_03211,0,0.36,,
m_03212,0,40.31,,
m_03213,0,6.34,,
m_03214,1,38.84,2025-07-15 17:00:00,post onboarding
m_03215,0,0.89,,
m_03216,0,1.67,,
m_03217,0,5.34,,
m_03218,0,5.52,,
m_03219,0,0.87,,
m_03220,0,0.69,,
m_03221,0,3.77,,
m_03222,0,0.2,,
m_03223,1,4.76,2025-08-24 22:00:00,post onboarding
m_03224,0,2.91,,
m_03225,0,0.52,,
m_03226,0,0.55,,
m_03227,0,9.68,,
m_03228,0,0.15,,
m_03229,0,3.96,,
m_03230,0,7.71,,
m_03231,0,2.52,,
m_03232,0,117.54,,
m_03233,0,6.04,,
m_03234,0,1.63,,
m_03235,0,1.97,,
m_03236,0,78.51,,
m_03237,1,0.33,2025-06-26 00:00:00,onboarding
m_03238,0,3.54,,
m_03239,0,1.35,,
m_03240,0,45.93,,
m_03241,0,2.6,,
m_03242,1,539.66,2025-07-10 11:00:00,post onboarding
m_03243,0,3.88,,
m_03244,0,1.29,,
m_03245,0,8.43,,
m_03246,0,3.49,,
m_03247,0,2.1,,
m_03248,0,0.77,,
m_03249,0,0.93,,
m_03250,0,3.04,,
m_03251,0,1.04,,
m_03252,1,2.46,2025-08-19 00:00:00,onboarding
m_03253,0,1.33,,
m_03254,0,118.86,,
m_03255,0,2.05,,
m_03256,0,1.05,,
m_03257,0,1.64,,
m_03258,0,81.22,,
m_03259,0,5.4,,
m_03260,0,21.45,,
m_03261,0,1.86,,
m_03262,0,5.86,,
m_03263,0,3.06,,
m_03264,0,1.61,,
m_03265,0,3.5,,
m_03266,0,356.97,,
m_03267,0,3.82,,
m_03268,0,3.66,,
m_03269,0,4.03,,
m_03270,0,0.67,,
m_03271,0,1.09,,
m_03272,0,4.38,,
m_03273,0,3.64,,
m_03274,0,0.68,,
m_03275,0,6.7,,
m_03276,0,3.53,,
m_03277,0,1.25,,
m_03278,0,2.66,,
m_03279,0,1.25,,
m_03280,0,0.7,,
m_03281,0,3.17,,
m_03282,0,0.62,,
m_03283,0,0.56,,
m_03284,0,1.02,,
m_03285,0,0.48,,
m_03286,0,0.37,,
m_03287,0,10.28,,
m_03288,0,3.34,,
m_03289,0,4.36,,
m_03290,0,217.07,,
m_03291,0,0.13,,
m_03292,0,112.13,,
m_03293,0,2.58,,
m_03294,0,1.81,,
m_03295,0,41.99,,
m_03296,0,0.64,,
m_03297,0,5.85,,
m_03298,0,52.1,,
m_03299,0,2.65,,
m_03300,0,1.66,,
m_03301,0,1.79,,
m_03302,0,0.88,,
m_03303,1,4.71,2026-04-10 11:00:00,post onboarding
m_03304,0,1.53,,
m_03305,0,0.83,,
m_03306,0,7.72,,
m_03307,0,11.17,,
m_03308,0,3.02,,
m_03309,0,1.06,,
m_03310,0,2.17,,
m_03311,0,0.44,,
m_03312,0,2.37,,
m_03313,0,76.09,,
m_03314,0,2.2,,
m_03315,0,82.17,,
m_03316,0,0.8,,
m_03317,0,2.51,,
m_03318,0,0.1,,
m_03319,1,34.72,2025-07-27 17:00:00,post onboarding
m_03320,0,4.29,,
m_03321,1,5.49,2025-06-15 09:00:00,post onboarding
m_03322,0,9.06,,
m_03323,0,421.68,,
m_03324,0,6.67,,
m_03325,0,15.77,,
m_03326,0,1.31,,
m_03327,0,0.66,,
m_03328,0,3.91,,
m_03329,0,1.96,,
m_03330,0,0.43,,
m_03331,0,5.35,,
m_03332,0,0.17,,
m_03333,0,3.75,,
m_03334,0,1.8,,
m_03335,0,15.13,,
m_03336,0,2.22,,
m_03337,0,4.26,,
m_03338,0,1.08,,
m_03339,0,6.66,,
m_03340,1,2.15,2025-06-14 00:00:00,onboarding
m_03341,0,1.31,,
m_03342,0,2.1,,
m_03343,0,2.91,,
m_03344,0,0.25,,
m_03345,0,0.72,,
m_03346,0,2.92,,
m_03347,0,2.28,,
m_03348,0,24.84,,
m_03349,0,4.84,,
m_03350,0,1.05,,
m_03351,0,4.34,,
m_03352,0,0.45,,
m_03353,0,5.18,,
m_03354,0,3.67,,
m_03355,0,3.0,,
m_03356,0,1.74,,
m_03357,0,0.07,,
m_03358,0,2.03,,
m_03359,0,2.08,,
m_03360,0,4.34,,
m_03361,0,1.09,,
m_03362,0,1.41,,
m_03363,0,1.01,,
m_03364,0,2.11,,
m_03365,1,6.79,2025-11-12 04:00:00,post onboarding
m_03366,0,1.69,,
m_03367,0,2.51,,
m_03368,0,8.25,,
m_03369,0,0.76,,
m_03370,0,2.9,,
m_03371,0,1.44,,
m_03372,0,0.57,,
m_03373,0,3.61,,
m_03374,0,3.08,,
m_03375,0,4.19,,
m_03376,0,5.14,,
m_03377,0,2.17,,
m_03378,0,10.09,,
m_03379,0,86.5,,
m_03380,0,4.62,,
m_03381,0,0.39,,
m_03382,0,3.72,,
m_03383,0,2.49,,
m_03384,0,1.74,,
m_03385,0,6.88,,
m_03386,0,8.3,,
m_03387,0,6.91,,
m_03388,0,0.32,,
m_03389,0,158.63,,
m_03390,0,8.39,,
m_03391,0,0.68,,
m_03392,0,5.36,,
m_03393,0,1.56,,
m_03394,0,1.38,,
m_03395,0,0.99,,
m_03396,0,0.42,,
m_03397,0,1.09,,
m_03398,0,2.54,,
m_03399,0,2.81,,
m_03400,1,1.43,2025-09-27 00:00:00,onboarding
m_03401,0,6.31,,
m_03402,0,1.28,,
m_03403,1,0.31,2025-12-05 00:00:00,onboarding
m_03404,0,0.14,,
m_03405,1,0.94,2025-08-06 04:00:00,post onboarding
m_03406,0,0.45,,
m_03407,0,0.9,,
m_03408,0,5.48,,
m_03409,0,3.65,,
m_03410,0,1.29,,
m_03411,0,73.32,,
m_03412,0,1.73,,
m_03413,0,1.29,,
m_03414,0,1.38,,
m_03415,0,22.28,,
m_03416,0,65.26,,
m_03417,0,0.78,,
m_03418,0,12.75,,
m_03419,0,2.64,,
m_03420,0,0.47,,
m_03421,0,1.09,,
m_03422,0,0.68,,
m_03423,0,1.99,,
m_03424,0,4.79,,
m_03425,0,3.86,,
m_03426,0,2.34,,
m_03427,0,4.54,,
m_03428,0,2.05,,
m_03429,0,22.32,,
m_03430,0,3.68,,
m_03431,0,3.55,,
m_03432,0,0.87,,
m_03433,0,1.03,,
m_03434,0,2.16,,
m_03435,0,2.78,,
m_03436,0,76.66,,
m_03437,0,1.2,,
m_03438,0,3.75,,
m_03439,0,70.92,,
m_03440,0,1.32,,
m_03441,1,0.17,2025-06-03 00:00:00,onboarding
m_03442,0,2.15,,
m_03443,0,3.23,,
m_03444,0,0.32,,
m_03445,0,12.77,,
m_03446,0,2.74,,
m_03447,0,78.78,,
m_03448,0,6.16,,
m_03449,0,4.44,,
m_03450,0,2.44,,
m_03451,0,3.73,,
m_03452,0,8.79,,
m_03453,0,63.03,,
m_03454,0,1.9,,
m_03455,0,0.62,,
m_03456,0,2.39,,
m_03457,0,0.4,,
m_03458,0,2.37,,
m_03459,0,2.43,,
m_03460,0,0.54,,
m_03461,0,0.48,,
m_03462,0,85.11,,
m_03463,0,1.85,,
m_03464,0,3.0,,
m_03465,0,4.31,,
m_03466,0,0.05,,
m_03467,0,5.87,,
m_03468,0,142.18,,
m_03469,0,7.04,,
m_03470,0,5.83,,
m_03471,0,2.25,,
m_03472,0,1.82,,
m_03473,0,1.22,,
m_03474,0,3.68,,
m_03475,0,0.03,,
m_03476,0,0.06,,
m_03477,0,1.97,,
m_03478,0,3.82,,
m_03479,0,4.37,,
m_03480,0,0.21,,
m_03481,0,0.55,,
m_03482,0,0.05,,
m_03483,0,1.69,,
m_03484,0,0.91,,
m_03485,0,7.35,,
m_03486,0,1.26,,
m_03487,0,1.62,,
m_03488,1,0.6,2025-10-25 00:00:00,onboarding
m_03489,0,1.98,,
m_03490,0,1.34,,
m_03491,0,1.69,,
m_03492,0,1.34,,
m_03493,0,7.22,,
m_03494,0,1.75,,
m_03495,0,0.62,,
m_03496,0,1.38,,
m_03497,0,1.98,,
m_03498,0,0.23,,
m_03499,0,0.01,,
m_03500,0,0.06,,
m_03501,0,0.25,,
m_03502,0,0.51,,
m_03503,0,2.36,,
m_03504,0,0.36,,
m_03505,0,100.33,,
m_03506,0,10.04,,
m_03507,0,0.26,,
m_03508,0,4.8,,
m_03509,0,217.3,,
m_03510,0,2.73,,
m_03511,0,0.03,,
m_03512,0,0.06,,
m_03513,0,3.64,,
m_03514,0,2.72,,
m_03515,0,9.85,,
m_03516,0,0.5,,
m_03517,0,3.72,,
m_03518,0,1.26,,
m_03519,0,1.57,,
m_03520,0,1.45,,
m_03521,0,0.2,,
m_03522,0,2.68,,
m_03523,0,1.04,,
m_03524,0,167.47,,
m_03525,0,0.65,,
m_03526,0,5.63,,
m_03527,0,0.7,,
m_03528,0,1.5,,
m_03529,0,0.06,,
m_03530,0,0.88,,
m_03531,0,2.59,,
m_03532,0,1.53,,
m_03533,0,0.52,,
m_03534,0,1.36,,
m_03535,0,1.94,,
m_03536,0,7.52,,
m_03537,0,13.51,,
m_03538,0,0.89,,
m_03539,0,1.57,,
m_03540,0,2.06,,
m_03541,0,9.79,,
m_03542,0,205.6,,
m_03543,0,352.35,,
m_03544,0,10.79,,
m_03545,0,277.22,,
m_03546,0,1.94,,
m_03547,0,157.63,,
m_03548,0,0.53,,
m_03549,0,12.08,,
m_03550,0,0.32,,
m_03551,0,1.09,,
m_03552,0,0.6,,
m_03553,0,0.81,,
m_03554,0,2.32,,
m_03555,0,0.41,,
m_03556,0,3.46,,
m_03557,0,0.97,,
m_03558,1,0.02,2025-08-14 00:00:00,onboarding
m_03559,0,0.33,,
m_03560,0,5.94,,
m_03561,0,1.61,,
m_03562,0,0.62,,
m_03563,0,0.34,,
m_03564,1,5.06,2025-08-14 11:00:00,post onboarding
m_03565,0,1.87,,
m_03566,0,4.08,,
m_03567,0,0.83,,
m_03568,0,0.66,,
m_03569,0,7.08,,
m_03570,0,6.74,,
m_03571,0,175.84,,
m_03572,0,190.76,,
m_03573,0,0.52,,
m_03574,0,0.31,,
m_03575,0,11.42,,
m_03576,0,1.19,,
m_03577,0,359.76,,
m_03578,0,1.66,,
m_03579,0,3.57,,
m_03580,0,3.37,,
m_03581,0,0.15,,
m_03582,0,0.17,,
m_03583,0,3.04,,
m_03584,0,7.48,,
m_03585,0,0.33,,
m_03586,0,0.26,,
m_03587,0,0.94,,
m_03588,0,0.25,,
m_03589,0,1.58,,
m_03590,0,6.63,,
m_03591,0,1.74,,
m_03592,0,5.29,,
m_03593,0,1.89,,
m_03594,0,0.84,,
m_03595,0,6.98,,
m_03596,0,2.2,,
m_03597,0,2.54,,
m_03598,0,1.39,,
m_03599,0,0.83,,
m_03600,0,359.02,,
m_03601,0,1.25,,
m_03602,0,1.37,,
m_03603,0,1.67,,
m_03604,0,0.29,,
m_03605,0,0.41,,
m_03606,0,4.77,,
m_03607,0,1.47,,
m_03608,0,1.84,,
m_03609,0,42.16,,
m_03610,0,7.0,,
m_03611,0,1.34,,
m_03612,0,0.36,,
m_03613,0,8.57,,
m_03614,0,0.92,,
m_03615,1,0.95,2025-10-18 00:00:00,onboarding
m_03616,0,2.0,,
m_03617,0,20.18,,
m_03618,0,7.34,,
m_03619,0,3.04,,
m_03620,0,3.18,,
m_03621,0,7.44,,
m_03622,0,8.91,,
m_03623,0,59.16,,
m_03624,0,118.57,,
m_03625,0,8.21,,
m_03626,0,0.78,,
m_03627,0,4.39,,
m_03628,0,2.56,,
m_03629,0,0.52,,
m_03630,0,0.13,,
m_03631,0,201.47,,
m_03632,0,3.29,,
m_03633,0,1.77,,
m_03634,0,3.14,,
m_03635,0,242.46,,
m_03636,0,6.6,,
m_03637,0,2.06,,
m_03638,0,3.32,,
m_03639,0,2.29,,
m_03640,0,11.5,,
m_03641,1,335.27,2025-07-05 05:00:00,post onboarding
m_03642,0,2.67,,
m_03643,0,0.06,,
m_03644,0,0.31,,
m_03645,0,1.18,,
m_03646,0,0.56,,
m_03647,1,28.22,2025-06-12 18:00:00,post onboarding
m_03648,0,52.82,,
m_03649,0,2.82,,
m_03650,0,0.8,,
m_03651,0,5.42,,
m_03652,0,0.31,,
m_03653,0,5.67,,
m_03654,0,2.78,,
m_03655,0,0.89,,
m_03656,0,2.89,,
m_03657,0,2.15,,
m_03658,0,0.05,,
m_03659,0,3.67,,
m_03660,0,1.03,,
m_03661,0,0.46,,
m_03662,0,1.27,,
m_03663,0,1.23,,
m_03664,0,2.35,,
m_03665,0,128.53,,
m_03666,0,4.17,,
m_03667,0,16.5,,
m_03668,0,4.71,,
m_03669,0,10.02,,
m_03670,0,16.96,,
m_03671,0,2.9,,
m_03672,0,1.56,,
m_03673,0,2.03,,
m_03674,1,0.29,2025-06-24 00:00:00,onboarding
m_03675,0,1.74,,
m_03676,0,5.66,,
m_03677,0,0.05,,
m_03678,0,4.29,,
m_03679,0,9.24,,
m_03680,0,0.02,,
m_03681,0,2.74,,
m_03682,0,3.09,,
m_03683,0,5.9,,
m_03684,0,1.48,,
m_03685,0,0.6,,
m_03686,0,0.51,,
m_03687,0,3.5,,
m_03688,0,1.55,,
m_03689,0,1.83,,
m_03690,0,54.04,,
m_03691,0,2.21,,
m_03692,0,364.63,,
m_03693,0,1.39,,
m_03694,0,0.58,,
m_03695,0,5.2,,
m_03696,0,11.08,,
m_03697,0,0.19,,
m_03698,0,7.37,,
m_03699,0,68.0,,
m_03700,0,3.35,,
m_03701,0,3.48,,
m_03702,0,1.27,,
m_03703,0,6.87,,
m_03704,0,0.31,,
m_03705,0,1.47,,
m_03706,0,0.24,,
m_03707,0,0.19,,
m_03708,1,11.21,2025-06-23 10:00:00,post onboarding
m_03709,0,0.08,,
m_03710,0,7.23,,
m_03711,0,0.78,,
m_03712,0,84.13,,
m_03713,0,1.13,,
m_03714,0,12.34,,
m_03715,0,2.25,,
m_03716,0,0.37,,
m_03717,0,1.7,,
m_03718,0,1.4,,
m_03719,0,5.79,,
m_03720,0,1.31,,
m_03721,0,4.29,,
m_03722,0,0.97,,
m_03723,0,0.07,,
m_03724,0,4.49,,
m_03725,0,0.04,,
m_03726,0,2.89,,
m_03727,0,3.88,,
m_03728,0,0.05,,
m_03729,0,1.52,,
m_03730,0,1.85,,
m_03731,0,3.78,,
m_03732,0,5.84,,
m_03733,0,3.52,,
m_03734,0,4.19,,
m_03735,0,1.39,,
m_03736,0,273.43,,
m_03737,0,2.92,,
m_03738,0,47.3,,
m_03739,0,239.87,,
m_03740,0,1.52,,
m_03741,0,1.79,,
m_03742,0,3.82,,
m_03743,0,0.59,,
m_03744,0,0.05,,
m_03745,0,76.76,,
m_03746,0,2.23,,
m_03747,0,0.11,,
m_03748,0,8.18,,
m_03749,0,155.35,,
m_03750,0,1.87,,
m_03751,0,11.6,,
m_03752,0,14.0,,
m_03753,0,1.23,,
m_03754,0,8.14,,
m_03755,0,1.69,,
m_03756,0,1.69,,
m_03757,0,4.71,,
m_03758,0,0.83,,
m_03759,0,583.88,,
m_03760,0,0.13,,
m_03761,0,1.85,,
m_03762,0,9.33,,
m_03763,0,51.36,,
m_03764,0,0.3,,
m_03765,0,0.26,,
m_03766,0,2.82,,
m_03767,0,0.6,,
m_03768,0,0.25,,
m_03769,0,1.79,,
m_03770,0,3.1,,
m_03771,0,46.76,,
m_03772,0,1.43,,
m_03773,0,0.08,,
m_03774,0,6.91,,
m_03775,0,1.89,,
m_03776,0,0.99,,
m_03777,0,3.3,,
m_03778,1,3.2,2025-06-14 05:00:00,post onboarding
m_03779,0,11.39,,
m_03780,0,3.48,,
m_03781,0,0.91,,
m_03782,0,0.56,,
m_03783,0,3.7,,
m_03784,0,4.72,,
m_03785,0,0.05,,
m_03786,0,2.63,,
m_03787,0,5.13,,
m_03788,0,2.05,,
m_03789,1,0.51,2025-06-16 00:00:00,onboarding
m_03790,1,5.67,2025-11-21 03:00:00,post onboarding
m_03791,0,3.88,,
m_03792,0,3.01,,
m_03793,0,3.04,,
m_03794,0,4.55,,
m_03795,0,6.98,,
m_03796,0,1.69,,
m_03797,0,188.45,,
m_03798,0,1.32,,
m_03799,0,1.58,,
m_03800,0,100.2,,
m_03801,0,89.38,,
m_03802,0,1.53,,
m_03803,0,1.14,,
m_03804,0,0.11,,
m_03805,0,5.18,,
m_03806,0,0.94,,
m_03807,0,1.72,,
m_03808,0,2.62,,
m_03809,0,0.12,,
m_03810,0,0.4,,
m_03811,0,0.68,,
m_03812,0,0.34,,
m_03813,0,7.05,,
m_03814,0,4.56,,
m_03815,0,1.78,,
m_03816,0,2.23,,
m_03817,0,9.51,,
m_03818,0,3.21,,
m_03819,0,3.56,,
m_03820,0,0.95,,
m_03821,0,3.97,,
m_03822,0,10.78,,
m_03823,0,5.47,,
m_03824,0,1.0,,
m_03825,0,2.6,,
m_03826,0,5.98,,
m_03827,0,0.59,,
m_03828,1,5.04,2025-11-25 00:00:00,onboarding
m_03829,0,1.79,,
m_03830,0,0.57,,
m_03831,0,0.92,,
m_03832,0,1.35,,
m_03833,0,5.96,,
m_03834,0,4.23,,
m_03835,0,1.02,,
m_03836,0,0.89,,
m_03837,0,0.37,,
m_03838,0,5.77,,
m_03839,0,3.39,,
m_03840,0,3.62,,
m_03841,0,304.64,,
m_03842,0,2.23,,
m_03843,0,2.58,,
m_03844,0,8.54,,
m_03845,0,3.03,,
m_03846,0,6.69,,
m_03847,0,73.64,,
m_03848,0,3.11,,
m_03849,0,1.75,,
m_03850,0,2.0,,
m_03851,0,3.24,,
m_03852,0,3.23,,
m_03853,0,2.27,,
m_03854,1,3.02,2025-08-12 00:00:00,onboarding
m_03855,1,0.28,2025-11-28 00:00:00,onboarding
m_03856,0,2.59,,
m_03857,0,0.66,,
m_03858,0,0.42,,
m_03859,0,1.82,,
m_03860,0,2.77,,
m_03861,0,1.42,,
m_03862,0,6.05,,
m_03863,0,2.13,,
m_03864,0,0.9,,
m_03865,0,4.56,,
m_03866,0,1.31,,
m_03867,0,1.78,,
m_03868,0,5.86,,
m_03869,0,0.16,,
m_03870,0,5.69,,
m_03871,0,0.97,,
m_03872,0,1.11,,
m_03873,0,7.05,,
m_03874,0,0.84,,
m_03875,0,5.93,,
m_03876,0,5.89,,
m_03877,0,1.45,,
m_03878,0,4.33,,
m_03879,0,1.19,,
m_03880,0,2.68,,
m_03881,1,11.81,2025-12-10 23:00:00,post onboarding
m_03882,0,3.08,,
m_03883,0,0.65,,
m_03884,0,1.01,,
m_03885,0,5.04,,
m_03886,0,7.28,,
m_03887,0,3.11,,
m_03888,0,0.54,,
m_03889,0,0.69,,
m_03890,0,4.2,,
m_03891,0,1.06,,
m_03892,0,1.32,,
m_03893,0,169.32,,
m_03894,0,1.96,,
m_03895,0,1.27,,
m_03896,0,1.56,,
m_03897,0,1.15,,
m_03898,0,3.4,,
m_03899,0,16.21,,
m_03900,0,4.29,,
m_03901,0,5.62,,
m_03902,0,12.54,,
m_03903,0,3.73,,
m_03904,0,4.81,,
m_03905,0,4.87,,
m_03906,0,4.35,,
m_03907,0,1.04,,
m_03908,0,238.95,,
m_03909,0,1.74,,
m_03910,0,113.36,,
m_03911,0,0.51,,
m_03912,0,1.35,,
m_03913,0,4.52,,
m_03914,1,0.35,2025-05-07 00:00:00,onboarding
m_03915,0,5.76,,
m_03916,0,473.46,,
m_03917,0,20.31,,
m_03918,0,2.13,,
m_03919,0,1.9,,
m_03920,0,2.11,,
m_03921,0,2.36,,
m_03922,0,2.39,,
m_03923,0,1.2,,
m_03924,0,2.99,,
m_03925,0,12.2,,
m_03926,0,0.44,,
m_03927,0,2.35,,
m_03928,1,7.22,2025-07-30 04:00:00,post onboarding
m_03929,0,1.28,,
m_03930,0,3.65,,
m_03931,0,2.71,,
m_03932,0,2.02,,
m_03933,0,0.42,,
m_03934,0,16.82,,
m_03935,0,0.57,,
m_03936,0,9.94,,
m_03937,0,10.99,,
m_03938,0,4.46,,
m_03939,0,2.05,,
m_03940,0,0.12,,
m_03941,0,236.91,,
m_03942,0,4.98,,
m_03943,0,3.82,,
m_03944,0,2.81,,
m_03945,0,0.35,,
m_03946,0,24.33,,
m_03947,0,7.45,,
m_03948,0,1.68,,
m_03949,0,0.21,,
m_03950,0,0.88,,
m_03951,0,0.37,,
m_03952,0,387.68,,
m_03953,0,1.12,,
m_03954,0,7.33,,
m_03955,0,4.56,,
m_03956,0,5.24,,
m_03957,0,6.44,,
m_03958,0,2.88,,
m_03959,0,1.32,,
m_03960,0,0.29,,
m_03961,0,151.29,,
m_03962,0,2.66,,
m_03963,0,2.61,,
m_03964,0,4.49,,
m_03965,0,3.24,,
m_03966,0,1.2,,
m_03967,0,2.0,,
m_03968,0,0.78,,
m_03969,0,1.74,,
m_03970,0,1.0,,
m_03971,0,2.13,,
m_03972,0,3.3,,
m_03973,0,4.12,,
m_03974,0,8.44,,
m_03975,0,56.72,,
m_03976,0,3.28,,
m_03977,0,0.11,,
m_03978,0,7.83,,
m_03979,0,7.84,,
m_03980,0,0.81,,
m_03981,1,0.04,2025-04-15 00:00:00,onboarding
m_03982,0,1.27,,
m_03983,0,9.83,,
m_03984,0,1.26,,
m_03985,1,8.3,2025-04-15 17:00:00,post onboarding
m_03986,0,2.73,,
m_03987,0,5.41,,
m_03988,1,4.22,2025-06-13 00:00:00,onboarding
m_03989,0,153.31,,
m_03990,0,2.53,,
m_03991,0,3.51,,
m_03992,0,0.19,,
m_03993,0,2.02,,
m_03994,0,1.76,,
m_03995,0,4.16,,
m_03996,0,3.9,,
m_03997,0,4.62,,
m_03998,0,0.65,,
m_03999,0,2.78,,
m_04000,0,0.56,,
m_04001,0,1.78,,
m_04002,0,0.59,,
m_04003,0,2.85,,
m_04004,0,3.61,,
m_04005,0,3.78,,
m_04006,0,2.23,,
m_04007,0,0.31,,
m_04008,0,4.99,,
m_04009,0,0.4,,
m_04010,0,1.23,,
m_04011,0,3.41,,
m_04012,0,1.01,,
m_04013,0,6.88,,
m_04014,0,1.45,,
m_04015,0,1.74,,
m_04016,0,6.54,,
m_04017,0,1.46,,
m_04018,0,4.48,,
m_04019,0,1.8,,
m_04020,0,0.22,,
m_04021,0,4.23,,
m_04022,0,1.87,,
m_04023,0,2.8,,
m_04024,0,1.48,,
m_04025,0,0.23,,
m_04026,0,1.58,,
m_04027,0,69.43,,
m_04028,0,0.67,,
m_04029,0,0.1,,
m_04030,0,1.64,,
m_04031,0,4.98,,
m_04032,0,1.21,,
m_04033,0,0.66,,
m_04034,0,0.79,,
m_04035,0,0.16,,
m_04036,0,1.28,,
m_04037,1,0.22,2025-06-25 00:00:00,onboarding
m_04038,0,6.15,,
m_04039,0,1.34,,
m_04040,0,3.62,,
m_04041,0,2.08,,
m_04042,0,2.99,,
m_04043,0,2.51,,
m_04044,0,3.42,,
m_04045,0,46.69,,
m_04046,0,1.36,,
m_04047,0,8.91,,
m_04048,0,2.44,,
m_04049,0,1.88,,
m_04050,0,0.31,,
m_04051,1,2.06,2025-09-10 00:00:00,onboarding
m_04052,0,2.01,,
m_04053,0,6.43,,
m_04054,0,6.07,,
m_04055,0,0.02,,
m_04056,0,0.79,,
m_04057,0,3.76,,
m_04058,0,1.52,,
m_04059,0,4.88,,
