merchant_id,merchant_name,merchant_email,onboarding_date,industry,country,platform,acquisition_channel,requested_limit,expected_aov,kyb_tier,approval_method,uw_decision,uw_decision_date,uw_reason_code
m_06436,Pioneer Direct,hmtxiy@yahoo.com,2025-09-13,travel,US,custom,outbound,83146,829.7,med,auto,declined,2025-09-20,KYC_FAIL
m_06437,Oak Collective,jjzezdy@store.com,2025-07-16,home_goods,US,bigcommerce,self_serve,40493,238.52,high,manual,declined,2025-07-17,LIMIT_TOO_HIGH
m_06438,Pioneer Supply,pojnar@gmail.com,2025-04-10,fashion,AU,magento,inbound,72126,86.43,low,auto,declined,2025-04-16,HIGH_RISK
m_06439,Nimbus Hub,wevopwdlfi@store.com,2025-06-22,fashion,US,shopify,outbound,82014,99.83,med,manual,approved,2025-06-24,
m_06440,Lumen Labs,gaotgznsx@store.com,2025-10-11,jewelry,US,custom,self_serve,25436,434.1,low,auto,approved,2025-10-12,
m_06441,Vertex Supply,vuemukwv@temp-mail.org,2025-06-23,electronics,US,custom,self_serve,34657,570.99,high,manual,declined,2025-06-29,LIMIT_TOO_HIGH
m_06442,Cedar Supply,yxxdrfwot@gmail.com,2025-08-17,electronics,US,woocommerce,outbound,61870,437.47,med,auto,approved,2025-08-18,
m_06443,Summit Market,iimjzgze@example.net,2025-07-23,electronics,US,shopify,outbound,158931,457.69,high,manual,approved,2025-07-23,
m_06444,Apex Goods,mmenxoxgjf@company.com,2025-06-10,marketplace,US,custom,self_serve,28750,128.68,high,manual,declined,2025-06-14,KYC_FAIL
m_06445,Pioneer Works,uubnsmsqs@store.com,2025-09-21,health_beauty,US,woocommerce,inbound,54996,108.6,low,auto,approved,2025-09-25,
m_06446,Marlin Works,pfvkytf@merchant.com,2025-04-07,fashion,GB,shopify,partner,105641,106.89,low,auto,approved,2025-04-08,
m_06447,Nimbus Co,ifvdvcvy@outlook.com,2025-05-03,services,GB,salesforce_cc,inbound,64315,228.8,low,auto,approved,2025-05-04,
m_06448,Vertex Direct,ytckrptj@gmail.com,2025-08-03,auto_parts,US,bigcommerce,outbound,151349,332.82,med,manual,approved,2025-08-08,
m_06449,Lumen Supply,udnbjtjbft@merchant.com,2025-12-07,services,US,custom,outbound,120367,218.41,high,auto,approved,2025-12-07,
m_06450,Nimbus Store,mkgmhzz@gmail.com,2025-09-11,services,CA,woocommerce,self_serve,19376,247.21,low,manual,approved,2025-09-13,
m_06451,Cedar Outlet,zxzias@store.com,2025-02-02,marketplace,CA,custom,inbound,93553,146.88,low,auto,approved,2025-02-07,
m_06452,Cedar Co,riohzyxwee@merchant.com,2025-01-14,fashion,CA,shopify,partner,55817,169.37,low,manual,declined,2025-01-17,HIGH_RISK
m_06453,Summit Trading,jfaspd@store.com,2025-08-27,auto_parts,US,shopify,inbound,38841,342.64,med,auto,approved,2025-09-02,
m_06454,Vertex Co,wpogqdqgj@store.com,2025-04-22,electronics,US,magento,inbound,152106,439.45,low,auto,approved,2025-04-22,
m_06455,Acme Works,gbhocsze@store.com,2025-01-16,jewelry,US,shopify,outbound,30867,693.82,low,auto,declined,2025-01-19,POLICY
m_06456,Apex Works,mymsqs@merchant.com,2025-10-04,marketplace,CA,shopify,partner,14256,170.03,low,auto,approved,2025-10-08,
m_06457,Lumen Depot,fjutsknm@store.com,2025-05-05,electronics,CA,shopify,inbound,67829,466.93,low,auto,approved,2025-05-11,
m_06458,Marlin Shop,jdqmrz@gmail.com,2025-04-08,services,AU,woocommerce,self_serve,30823,236.69,low,manual,approved,2025-04-15,
m_06459,Sunrise Trading,pnzgqjvcam@company.com,2025-07-13,services,US,shopify,inbound,35405,246.16,med,manual,approved,2025-07-14,
m_06460,Nimbus Outlet,sgluleg@gmail.com,2025-09-23,fashion,GB,woocommerce,partner,22373,245.88,high,auto,approved,2025-09-29,
m_06461,Summit Boutique,xtlegp@gmail.com,2025-02-14,fashion,US,woocommerce,inbound,75869,133.0,low,manual,approved,2025-02-14,
m_06462,Pioneer Shop,nnlugbcuk@gmail.com,2025-05-29,electronics,US,shopify,outbound,41527,326.54,low,auto,declined,2025-05-31,LIMIT_TOO_HIGH
m_06463,Oak Goods,evqsoxsjg@company.com,2025-10-03,marketplace,US,bigcommerce,inbound,76809,295.45,low,auto,approved,2025-10-05,
m_06464,Nimbus Market,pnhywzwk@merchant.com,2025-09-07,health_beauty,US,custom,inbound,21136,125.25,low,auto,approved,2025-09-14,
m_06465,Vertex Outlet,gqqqvgewyz@company.com,2025-02-11,digital_goods,GB,shopify,inbound,39667,70.97,low,auto,approved,2025-02-16,
m_06466,Oak Depot,nptjsexsv@yahoo.com,2025-12-03,auto_parts,GB,magento,self_serve,28262,209.51,low,auto,declined,2025-12-08,LIMIT_TOO_HIGH
m_06467,Nimbus Boutique,hziemmiec@store.com,2025-03-09,services,GB,shopify,self_serve,39703,230.24,low,manual,approved,2025-03-13,
m_06468,Evergreen Hub,ihgjhuhhj@merchant.com,2025-03-02,health_beauty,AU,magento,partner,45395,125.17,high,manual,approved,2025-03-04,
m_06469,Lumen Hub,vqgvycs@gmail.com,2025-01-17,services,US,salesforce_cc,inbound,61617,183.04,low,manual,approved,2025-01-19,
m_06470,Pioneer Collective,afhmgexlxu@company.com,2025-12-04,marketplace,GB,woocommerce,inbound,31763,110.13,low,auto,declined,2025-12-04,HIGH_RISK
m_06471,River Supply,ftdlebm@merchant.com,2025-03-17,digital_goods,CA,woocommerce,inbound,71083,73.46,low,auto,approved,2025-03-21,
m_06472,Sunrise Boutique,gcaatootum@store.com,2025-11-21,electronics,US,custom,inbound,78745,702.15,med,auto,declined,2025-11-21,LIMIT_TOO_HIGH
m_06473,Vertex Boutique,djjgevw@company.com,2025-08-06,services,CA,shopify,self_serve,103800,147.22,low,auto,approved,2025-08-08,
m_06474,Lumen Co,hyuyaw@merchant.com,2025-07-06,marketplace,US,shopify,self_serve,142304,196.29,low,auto,declined,2025-07-06,INCONCLUSIVE
m_06475,Acme Hub,wmohehgvjw@merchant.com,2025-11-29,home_goods,US,woocommerce,inbound,42101,198.8,low,auto,approved,2025-12-01,
m_06476,Sunrise Shop,xldzuhnf@store.com,2025-01-17,services,US,shopify,outbound,29569,212.87,low,manual,declined,2025-01-20,POLICY
m_06477,Oak Trading,jyegvmjouq@gmail.com,2025-11-08,services,US,woocommerce,inbound,39859,249.64,low,auto,approved,2025-11-13,
m_06478,Pioneer Shop,mcrplsagw@outlook.com,2025-10-23,fashion,CA,bigcommerce,outbound,66709,132.46,low,auto,approved,2025-10-27,
m_06479,Sunrise Direct,otehrxa@gmail.com,2025-12-08,digital_goods,US,custom,inbound,136808,84.92,low,auto,approved,2025-12-11,
m_06480,Pioneer Trading,yfddrexz@company.com,2025-08-04,electronics,CA,shopify,outbound,122303,339.39,med,auto,approved,2025-08-11,
m_06481,Blue Trading,gqqwfcohfo@outlook.com,2025-12-27,auto_parts,US,magento,outbound,34666,354.88,low,auto,approved,2026-01-03,
m_06482,River Trading,cawrev@merchant.com,2025-04-25,services,US,shopify,partner,73271,299.26,low,auto,declined,2025-04-27,POLICY
m_06483,Blue Trading,pinxgxhr@store.com,2025-01-01,marketplace,US,salesforce_cc,inbound,102864,205.31,low,manual,approved,2025-01-08,
m_06484,Vertex Supply,gbnlthjo@outlook.com,2025-01-16,home_goods,US,bigcommerce,self_serve,45058,316.47,med,auto,approved,2025-01-19,
m_06485,Sunrise Works,,2025-10-23,services,AU,woocommerce,inbound,45167,176.2,med,auto,declined,2025-10-30,LIMIT_TOO_HIGH
m_06486,Vertex Trading,qehvgvxc@merchant.com,2025-05-22,marketplace,US,shopify,inbound,70532,125.98,low,auto,declined,2025-05-23,LIMIT_TOO_HIGH
m_06487,Acme Supply,rxxkdavffx@store.com,2025-01-22,digital_goods,US,shopify,inbound,64163,79.61,low,manual,approved,2025-01-22,
m_06488,Oak Market,evhbuil@outlook.com,2025-01-27,services,US,shopify,self_serve,79765,234.84,med,manual,declined,2025-02-02,KYC_FAIL
m_06489,Summit Trading,ytwunrsa@store.com,2025-10-16,health_beauty,US,custom,outbound,66611,85.17,low,auto,declined,2025-10-19,HIGH_RISK
m_06490,Vertex Trading,xzfgcptdf@gmail.com,2025-06-13,fashion,AU,custom,outbound,78592,137.32,low,manual,approved,2025-06-17,
m_06491,Marlin Collective,kvpacopn@store.com,2025-04-05,auto_parts,GB,bigcommerce,inbound,163957,305.9,low,manual,approved,2025-04-07,
m_06492,Vertex Market,prekopwgau@store.com,2025-01-24,travel,US,bigcommerce,self_serve,81722,700.02,high,auto,declined,2025-01-30,HIGH_RISK
m_06493,Acme Outlet,ewlfvya@outlook.com,2025-12-14,digital_goods,US,custom,partner,135268,59.72,low,auto,approved,2025-12-19,
m_06494,Blue Boutique,ttvmlcr@store.com,2025-08-31,travel,GB,shopify,inbound,63129,474.22,med,manual,approved,2025-09-07,
m_06495,Vertex Supply,vfgnexz@example.net,2025-10-14,marketplace,US,shopify,self_serve,120601,297.83,med,manual,approved,2025-10-15,
m_06496,Summit Trading,qogrii@store.com,2025-08-16,health_beauty,US,custom,inbound,35814,93.05,low,auto,approved,2025-08-21,
m_06497,Blue Shop,xcktnum@gmail.com,2025-09-19,health_beauty,US,bigcommerce,inbound,14536,59.59,high,auto,declined,2025-09-24,HIGH_RISK
m_06498,Blue Store,xiyjiczz@company.com,2025-03-26,home_goods,CA,bigcommerce,inbound,29501,274.35,high,manual,approved,2025-03-31,
m_06499,Marlin Goods,vlibknyope@example.net,2025-05-18,electronics,US,custom,self_serve,38056,415.61,low,auto,approved,2025-05-20,
m_06500,River Boutique,emnwybj@store.com,2025-08-18,fashion,GB,magento,self_serve,35891,206.19,med,manual,approved,2025-08-21,
m_06501,Marlin Goods,mcrpvo@store.com,2025-08-06,travel,US,shopify,inbound,39985,445.66,high,manual,approved,2025-08-07,
m_06502,Orbit Supply,icadwicw@gmail.com,2025-03-05,services,US,shopify,inbound,68161,243.63,high,auto,approved,2025-03-08,
m_06503,Orbit Hub,sswljiq@company.com,2025-02-26,jewelry,CA,custom,outbound,46038,637.62,low,manual,declined,2025-02-27,HIGH_RISK
m_06504,Lumen Goods,clohzs@gmail.com,2025-02-16,auto_parts,GB,woocommerce,inbound,185348,352.39,med,manual,approved,2025-02-23,
m_06505,Marlin Co,gctostyqhc@store.com,2025-11-07,electronics,US,woocommerce,self_serve,44597,374.49,low,auto,approved,2025-11-11,
m_06506,Blue Market,ytorwtbjxh@company.com,2025-05-12,travel,GB,salesforce_cc,inbound,24152,499.24,med,manual,approved,2025-05-15,
m_06507,Marlin Works,logqnpbe@store.com,2025-10-22,home_goods,CA,custom,outbound,53565,214.72,med,auto,approved,2025-10-28,
m_06508,River Goods,ogubmfjulg@outlook.com,2025-03-08,travel,US,custom,inbound,183720,451.65,low,manual,approved,2025-03-15,
m_06509,Vertex Labs,rtpwfcxk@outlook.com,2025-03-25,home_goods,CA,salesforce_cc,self_serve,165912,258.74,low,manual,approved,2025-04-01,
m_06510,Pioneer Trading,dpouddzoj@store.com,2025-06-20,travel,US,shopify,partner,154585,632.32,low,auto,declined,2025-06-20,KYC_FAIL
m_06511,Marlin Market,yvvlfcb@gmail.com,2025-12-01,electronics,US,shopify,inbound,28124,398.38,med,manual,approved,2025-12-02,
m_06512,Oak Collective,lkkfbxhmou@outlook.com,2025-07-26,jewelry,US,shopify,self_serve,39055,650.33,med,manual,approved,2025-08-02,
m_06513,Evergreen Labs,bhemuiju@company.com,2025-06-05,marketplace,GB,salesforce_cc,inbound,92587,96.35,low,auto,declined,2025-06-05,LIMIT_TOO_HIGH
m_06514,Cedar Outlet,libtdli@gmail.com,2025-06-19,digital_goods,US,shopify,self_serve,83285,57.1,low,auto,approved,2025-06-23,
m_06515,Evergreen Store,bxglfdlmz@merchant.com,2025-02-19,home_goods,US,shopify,self_serve,48144,269.52,low,manual,declined,2025-02-26,LIMIT_TOO_HIGH
m_06516,River Outlet,gixemfe@merchant.com,2025-07-16,auto_parts,US,custom,inbound,188651,287.52,low,manual,approved,2025-07-19,
m_06517,Nimbus Market,zeyzun@mailinator.com,2025-10-01,home_goods,US,woocommerce,inbound,73656,381.82,low,auto,approved,2025-10-07,
m_06518,Apex Goods,wslpns@gmail.com,2025-11-06,health_beauty,US,salesforce_cc,inbound,65087,96.89,high,auto,approved,2025-11-08,
m_06519,Acme Boutique,yvcynkiz@company.com,2025-11-13,fashion,US,woocommerce,inbound,52600,193.55,low,auto,declined,2025-11-13,HIGH_RISK
m_06520,Orbit Co,qmymlv@store.com,2025-12-27,jewelry,US,custom,inbound,32711,533.96,low,auto,approved,2025-12-31,
m_06521,Pioneer Shop,cexhwvt@merchant.com,2025-01-22,electronics,US,salesforce_cc,inbound,88810,345.46,low,auto,approved,2025-01-26,
m_06522,Apex Hub,ifttszpct@merchant.com,2025-01-27,health_beauty,US,shopify,inbound,22653,72.81,low,auto,approved,2025-02-03,
m_06523,Lumen Shop,cevwptv@company.com,2025-01-18,marketplace,US,custom,self_serve,84890,163.42,med,manual,approved,2025-01-22,
m_06524,River Depot,zxjkxp@merchant.com,2025-08-12,health_beauty,US,shopify,inbound,45081,104.61,low,auto,declined,2025-08-19,MISSING_DOCS
m_06525,Lumen Collective,ctwsauc@outlook.com,2025-01-14,fashion,US,shopify,inbound,49888,166.59,low,auto,approved,2025-01-19,
m_06526,Marlin Collective,kqhqnugcne@store.com,2025-01-08,services,US,magento,outbound,83182,247.36,high,auto,approved,2025-01-15,
m_06527,Cedar Co,xrtbgbcylb@store.com,2025-10-06,digital_goods,GB,shopify,inbound,41991,56.55,low,auto,declined,2025-10-07,HIGH_RISK
m_06528,Nimbus Hub,xbuxtoalyy@store.com,2025-07-10,marketplace,US,shopify,inbound,64209,98.78,low,auto,approved,2025-07-13,
m_06529,Nimbus Collective,nlktmk@temp-mail.org,2025-09-24,jewelry,US,custom,inbound,22160,761.93,med,auto,declined,2025-10-01,MISSING_DOCS
m_06530,Evergreen Depot,nfdrjfbs@outlook.com,2025-05-27,home_goods,US,shopify,self_serve,43336,408.84,med,auto,approved,2025-05-28,
m_06531,River Direct,spxwpj@merchant.com,2025-11-01,digital_goods,US,shopify,outbound,116866,98.48,low,auto,approved,2025-11-06,
m_06532,Nimbus Works,qhxnby@outlook.com,2025-01-04,home_goods,GB,shopify,partner,91759,485.67,med,manual,approved,2025-01-05,
m_06533,Nimbus Co,wfqmkhrfwm@company.com,2025-07-08,electronics,GB,woocommerce,outbound,40267,385.98,low,auto,approved,2025-07-09,
m_06534,Cedar Trading,svepmm@merchant.com,2025-12-07,travel,US,salesforce_cc,inbound,40933,517.88,low,manual,declined,2025-12-10,LIMIT_TOO_HIGH
m_06535,Pioneer Depot,pnonhwbimm@yahoo.com,2025-03-30,fashion,US,magento,self_serve,115886,129.52,med,auto,approved,2025-04-02,
m_06536,Summit Trading,vqhnnwpioq@merchant.com,2025-05-23,health_beauty,US,custom,partner,215215,61.49,high,manual,approved,2025-05-26,
m_06537,Evergreen Collective,fvhynhj@merchant.com,2025-01-10,travel,US,shopify,inbound,116428,541.18,low,auto,approved,2025-01-13,
m_06538,Oak Labs,wvgirrzevs@outlook.com,2025-07-05,jewelry,US,magento,partner,50241,481.29,med,manual,approved,2025-07-11,
m_06539,Sunrise Outlet,gkzyooe@yahoo.com,2025-11-04,travel,US,bigcommerce,self_serve,83205,537.98,low,manual,approved,2025-11-10,
m_06540,Pioneer Supply,wmfkaiqv@yahoo.com,2025-10-06,electronics,GB,salesforce_cc,inbound,52562,440.77,med,auto,declined,2025-10-12,LIMIT_TOO_HIGH
m_06541,Blue Outlet,eduvuti@outlook.com,2025-06-04,services,US,custom,outbound,84745,239.55,low,auto,declined,2025-06-04,HIGH_RISK
m_06542,Orbit Depot,zlykukgpt@merchant.com,2025-08-04,digital_goods,US,custom,inbound,29622,80.32,med,manual,approved,2025-08-05,
m_06543,River Co,vvrrravkb@outlook.com,2025-07-15,digital_goods,CA,shopify,partner,63369,175.74,low,auto,declined,2025-07-18,MISSING_DOCS
m_06544,Blue Trading,byepdy@mailinator.com,2025-11-11,fashion,CA,shopify,inbound,67791,103.71,low,auto,approved,2025-11-15,
m_06545,River Market,caoizgt@company.com,2025-01-30,digital_goods,US,shopify,inbound,122561,81.8,low,auto,approved,2025-02-04,
m_06546,Acme Co,icunlmqjv@company.com,2025-01-24,marketplace,US,custom,self_serve,73718,178.48,low,manual,declined,2025-01-26,POLICY
m_06547,Acme Depot,pzxpuu@store.com,2025-12-04,marketplace,GB,shopify,self_serve,12489,164.89,high,manual,declined,2025-12-08,HIGH_RISK
m_06548,Lumen Hub,ahybly@company.com,2025-01-11,services,US,salesforce_cc,inbound,71567,256.07,med,auto,declined,2025-01-18,LIMIT_TOO_HIGH
m_06549,Vertex Outlet,yrbdab@outlook.com,2025-02-01,marketplace,US,magento,inbound,44250,155.06,med,auto,declined,2025-02-07,LIMIT_TOO_HIGH
m_06550,Lumen Outlet,mkmloniftb@gmail.com,2025-03-09,jewelry,US,shopify,partner,51233,767.0,low,manual,approved,2025-03-14,
m_06551,Blue Boutique,,2025-04-19,health_beauty,US,bigcommerce,self_serve,71082,81.44,med,manual,approved,2025-04-22,
m_06552,Orbit Direct,gluryzut@company.com,2025-08-18,auto_parts,US,shopify,outbound,76260,386.08,low,auto,approved,2025-08-22,
m_06553,Orbit Goods,upjqidrhk@store.com,2025-05-14,electronics,US,salesforce_cc,partner,166985,380.84,low,auto,approved,2025-05-21,
m_06554,Summit Hub,bodtfc@gmail.com,2025-08-15,health_beauty,US,bigcommerce,inbound,92303,71.75,high,auto,approved,2025-08-22,
m_06555,River Supply,gbjcse@outlook.com,2025-02-27,auto_parts,US,shopify,outbound,131599,233.87,med,auto,approved,2025-03-05,
m_06556,Summit Market,fwxornc@store.com,2025-03-08,electronics,US,bigcommerce,inbound,29353,404.1,low,manual,approved,2025-03-09,
m_06557,Sunrise Depot,hxosqmlvp@merchant.com,2025-09-05,jewelry,US,shopify,inbound,64744,501.37,low,auto,approved,2025-09-10,
m_06558,Nimbus Shop,nyzeljygo@merchant.com,2025-01-21,home_goods,CA,bigcommerce,inbound,83652,628.22,med,auto,approved,2025-01-21,
m_06559,Pioneer Market,puyirbor@yahoo.com,2025-12-30,travel,US,custom,inbound,159490,432.89,low,auto,approved,2026-01-03,
m_06560,Vertex Works,qzanklal@outlook.com,2025-07-16,marketplace,US,shopify,outbound,61080,255.32,low,auto,approved,2025-07-18,
m_06561,Summit Depot,kadqza@company.com,2025-08-26,home_goods,US,woocommerce,partner,57916,286.88,low,auto,approved,2025-08-29,
m_06562,Oak Supply,wzhxcupddq@gmail.com,2025-11-26,fashion,US,woocommerce,inbound,47426,98.91,high,auto,approved,2025-12-02,
m_06563,Acme Store,peztxva@sharklasers.com,2025-05-29,services,US,shopify,inbound,87058,206.34,low,manual,approved,2025-06-02,
m_06564,Blue Outlet,plekhrudae@gmail.com,2025-03-09,health_beauty,US,woocommerce,partner,152387,83.25,low,manual,approved,2025-03-09,
m_06565,River Collective,tjvrmjpydd@store.com,2025-08-22,fashion,US,shopify,inbound,120899,132.66,med,manual,declined,2025-08-29,HIGH_RISK
m_06566,Evergreen Labs,atropuqpi@gmail.com,2025-06-06,home_goods,GB,shopify,inbound,90437,208.04,low,auto,declined,2025-06-06,LIMIT_TOO_HIGH
m_06567,Orbit Co,ujwpmmabgj@outlook.com,2025-04-22,auto_parts,US,custom,partner,38562,449.71,low,auto,approved,2025-04-26,
m_06568,River Direct,vqkdowmiw@company.com,2025-11-02,marketplace,US,custom,inbound,41604,216.86,med,auto,declined,2025-11-06,KYC_FAIL
m_06569,Evergreen Hub,giksqfd@company.com,2025-07-14,travel,GB,custom,outbound,43075,639.25,med,manual,approved,2025-07-21,
m_06570,Nimbus Collective,,2025-10-25,marketplace,US,salesforce_cc,partner,83702,127.89,med,auto,approved,2025-10-29,
m_06571,Summit Labs,nscache@company.com,2025-03-13,health_beauty,AU,custom,partner,58895,80.38,low,manual,approved,2025-03-19,
m_06572,Nimbus Works,lasocub@outlook.com,2025-08-14,travel,AU,woocommerce,inbound,196565,403.36,med,auto,approved,2025-08-16,
m_06573,Vertex Labs,zfermtq@temp-mail.org,2025-05-24,home_goods,US,woocommerce,inbound,67279,253.33,low,manual,declined,2025-05-31,LIMIT_TOO_HIGH
m_06574,Lumen Depot,iondmq@store.com,2025-09-30,home_goods,US,salesforce_cc,outbound,39859,317.14,med,manual,approved,2025-10-05,
m_06575,Orbit Works,bomfmysu@merchant.com,2025-03-26,marketplace,US,shopify,partner,44255,194.72,low,auto,approved,2025-03-30,
m_06576,Oak Hub,pdaumdg@gmail.com,2025-06-07,electronics,US,bigcommerce,partner,31022,436.73,high,manual,declined,2025-06-11,POLICY
m_06577,Lumen Outlet,,2025-03-14,travel,US,custom,inbound,104707,527.89,low,auto,declined,2025-03-17,POLICY
m_06578,Orbit Works,behdyz@store.com,2025-10-01,fashion,US,custom,inbound,88713,196.3,low,auto,approved,2025-10-03,
m_06579,River Direct,rhtqdj@gmail.com,2025-01-25,digital_goods,US,woocommerce,inbound,44872,97.81,low,auto,approved,2025-01-28,
m_06580,Pioneer Trading,lffhpohm@outlook.com,2025-02-17,digital_goods,US,custom,self_serve,53426,87.59,low,auto,approved,2025-02-22,
m_06581,Nimbus Works,smwisqiqf@yahoo.com,2025-07-22,health_beauty,CA,magento,inbound,73104,107.85,low,auto,approved,2025-07-23,
m_06582,Evergreen Direct,onoobpkrn@mailinator.com,2025-02-12,fashion,US,shopify,outbound,82972,135.09,low,manual,declined,2025-02-13,HIGH_RISK
m_06583,Sunrise Supply,aikfaoquh@outlook.com,2025-12-24,electronics,US,shopify,inbound,53223,341.45,high,auto,approved,2025-12-24,
m_06584,Cedar Market,wjvcbt@yahoo.com,2025-07-22,marketplace,US,shopify,inbound,37447,133.65,low,auto,approved,2025-07-22,
m_06585,Summit Labs,znbkzyttk@merchant.com,2025-02-09,marketplace,GB,woocommerce,inbound,65276,118.11,low,manual,approved,2025-02-09,
m_06586,Lumen Depot,fmixpemd@outlook.com,2025-10-23,jewelry,US,shopify,self_serve,98137,642.23,med,manual,declined,2025-10-28,POLICY
m_06587,Cedar Goods,gynuqnl@outlook.com,2025-03-07,electronics,US,salesforce_cc,self_serve,32803,462.62,low,auto,approved,2025-03-11,
m_06588,River Outlet,vriffsb@sharklasers.com,2025-11-28,electronics,US,shopify,outbound,120326,403.92,med,manual,approved,2025-12-05,
m_06589,Evergreen Outlet,feojzqyth@merchant.com,2025-09-27,health_beauty,CA,salesforce_cc,outbound,71583,90.13,low,manual,approved,2025-10-04,
m_06590,Apex Depot,ebbmwr@gmail.com,2025-06-17,health_beauty,US,bigcommerce,outbound,84250,100.51,low,auto,approved,2025-06-21,
m_06591,Blue Works,mgnomg@store.com,2025-11-18,fashion,US,custom,self_serve,48690,79.24,low,auto,approved,2025-11-20,
m_06592,Acme Hub,fffusoe@gmail.com,2025-07-18,electronics,CA,custom,self_serve,72460,413.93,med,auto,declined,2025-07-25,HIGH_RISK
m_06593,River Market,tuqttiiplv@gmail.com,2025-02-21,services,CA,custom,self_serve,68631,127.97,low,auto,approved,2025-02-25,
m_06594,Blue Direct,uxuunv@merchant.com,2025-12-28,marketplace,US,bigcommerce,inbound,311650,163.87,low,auto,declined,2026-01-02,HIGH_RISK
m_06595,Oak Store,kffzimbdak@company.com,2025-06-18,electronics,US,shopify,partner,95922,537.83,med,auto,approved,2025-06-18,
m_06596,Vertex Shop,,2025-11-26,travel,GB,salesforce_cc,outbound,115846,427.79,med,auto,declined,2025-11-28,INCONCLUSIVE
m_06597,Blue Supply,hshgdchi@merchant.com,2025-10-05,marketplace,US,shopify,inbound,108715,156.76,low,auto,approved,2025-10-08,
m_06598,Apex Goods,fftbzkcvec@gmail.com,2025-07-01,auto_parts,CA,custom,inbound,93753,422.47,low,manual,approved,2025-07-07,
m_06599,Orbit Collective,sknqplop@company.com,2025-01-23,marketplace,US,bigcommerce,inbound,64405,215.98,med,auto,declined,2025-01-23,INCONCLUSIVE
m_06600,Blue Hub,omtvyvqbi@merchant.com,2025-04-24,marketplace,US,shopify,inbound,44133,224.75,med,auto,declined,2025-04-24,KYC_FAIL
m_06601,Cedar Works,mplfnqnynd@merchant.com,2025-03-22,health_beauty,US,salesforce_cc,self_serve,29930,90.71,high,auto,approved,2025-03-28,
m_06602,Evergreen Hub,uymhlpwrqb@store.com,2025-04-07,services,US,shopify,inbound,52256,253.17,high,manual,approved,2025-04-10,
m_06603,Pioneer Outlet,oflrtv@store.com,2025-10-16,health_beauty,US,shopify,outbound,65750,150.32,low,auto,declined,2025-10-16,MISSING_DOCS
m_06604,Evergreen Outlet,dengnwjm@merchant.com,2025-05-07,jewelry,US,magento,inbound,49589,396.24,low,auto,declined,2025-05-13,HIGH_RISK
m_06605,Vertex Collective,inexhmieq@company.com,2025-09-07,travel,US,custom,inbound,154257,499.25,high,manual,declined,2025-09-12,HIGH_RISK
m_06606,Orbit Shop,iqdlgqwf@yahoo.com,2025-01-20,digital_goods,US,custom,inbound,91661,55.92,med,auto,declined,2025-01-23,POLICY
m_06607,Pioneer Collective,uujwmqvz@company.com,2025-12-26,services,US,custom,outbound,82914,224.64,low,manual,approved,2025-12-26,
m_06608,Orbit Labs,euvxpbxw@temp-mail.org,2025-02-21,fashion,US,custom,partner,82091,102.31,med,manual,approved,2025-02-28,
m_06609,Sunrise Supply,dkipwxgbca@gmail.com,2025-06-01,fashion,US,woocommerce,inbound,29874,108.23,med,auto,approved,2025-06-03,
m_06610,Nimbus Boutique,bwbwclsm@merchant.com,2025-07-04,home_goods,US,salesforce_cc,partner,43276,307.61,low,auto,approved,2025-07-10,
m_06611,Pioneer Store,,2025-01-12,electronics,US,custom,partner,53897,304.03,low,manual,approved,2025-01-16,
m_06612,Evergreen Direct,whobhngr@merchant.com,2025-06-08,jewelry,US,salesforce_cc,outbound,88348,713.47,low,manual,approved,2025-06-08,
m_06613,Cedar Shop,fomjyrbnpz@gmail.com,2025-05-25,health_beauty,CA,shopify,inbound,29768,76.79,low,auto,declined,2025-05-31,MISSING_DOCS
m_06614,Blue Supply,zklkkfyd@mailinator.com,2025-04-18,marketplace,AU,magento,inbound,64271,160.52,low,manual,approved,2025-04-25,
m_06615,Pioneer Supply,pzsvrmiuao@store.com,2025-04-28,digital_goods,CA,magento,inbound,60912,70.25,low,auto,approved,2025-04-29,
m_06616,Apex Boutique,splehiop@yahoo.com,2025-06-26,auto_parts,US,shopify,outbound,156157,429.41,low,manual,approved,2025-07-01,
m_06617,Apex Supply,idztyhrrn@outlook.com,2025-01-07,jewelry,US,magento,outbound,10638,369.28,low,manual,approved,2025-01-13,
m_06618,Oak Outlet,unauvzi@outlook.com,2025-04-25,fashion,US,shopify,inbound,35629,111.45,med,auto,approved,2025-05-01,
m_06619,Sunrise Market,jooyflmv@store.com,2025-03-02,services,US,custom,self_serve,54314,231.87,low,auto,approved,2025-03-07,
m_06620,Evergreen Works,lilrmo@gmail.com,2025-12-21,jewelry,US,bigcommerce,outbound,49843,448.39,low,auto,approved,2025-12-27,
m_06621,Blue Outlet,domyqyy@outlook.com,2025-01-21,auto_parts,US,woocommerce,partner,119955,247.09,low,manual,declined,2025-01-22,LIMIT_TOO_HIGH
m_06622,Nimbus Hub,nsnqlkpgnw@merchant.com,2025-02-09,marketplace,US,salesforce_cc,partner,61494,115.45,med,manual,approved,2025-02-10,
m_06623,Vertex Market,phhuhht@store.com,2025-12-20,electronics,US,woocommerce,outbound,87913,456.2,med,auto,approved,2025-12-26,
m_06624,Oak Collective,dwpdya@store.com,2025-04-12,fashion,US,bigcommerce,inbound,39880,163.86,med,auto,approved,2025-04-15,
