date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-07-19,Google Ads,Search,E-commerce,UAE,176066,5264,0.0299,1.58,8317.12,119,69.89,28182.41,3.39
2024-04-29,Google Ads,Search,Healthcare,Canada,59418,1996,0.0336,1.65,3293.4,80,41.17,3528.5,1.07
2024-01-27,Google Ads,Search,EdTech,UAE,143183,5784,0.0404,0.86,4974.24,432,11.51,88233.11,17.74
2024-07-19,Meta Ads,Shopping,E-commerce,India,194059,3434,0.0177,1.36,4670.24,193,24.2,7460.79,1.6
2024-08-02,Google Ads,Shopping,SaaS,UAE,98899,2185,0.0221,3.16,6904.6,171,40.38,45859.64,6.64
2024-02-25,Meta Ads,Search,E-commerce,UK,129494,1631,0.0126,2.14,3490.34,108,32.32,28288.04,8.1
2024-03-03,TikTok Ads,Shopping,SaaS,UAE,191443,6872,0.0359,1.67,11476.24,422,27.19,108198.8,9.43
2024-12-30,TikTok Ads,Search,SaaS,Australia,61950,4076,0.0658,0.3,1222.8,97,12.61,26763.8,21.89
2024-11-08,Google Ads,Shopping,SaaS,UK,34605,809,0.0234,1.76,1423.84,40,35.6,5146.88,3.61
2024-01-31,TikTok Ads,Shopping,Fintech,UAE,127790,7015,0.0549,1.23,8628.45,422,20.45,90118.48,10.44
2024-01-09,TikTok Ads,Search,Healthcare,Germany,96310,6905,0.0717,1.28,8838.4,247,35.78,8632.99,0.98
2024-09-05,Google Ads,Shopping,Fintech,India,197589,4781,0.0242,1.6,7649.6,225,34.0,12329.91,1.61
2024-02-17,Meta Ads,Video,E-commerce,USA,118566,3711,0.0313,1.13,4193.43,58,72.3,14643.53,3.49
2024-09-25,Meta Ads,Shopping,Healthcare,Germany,199451,3989,0.02,1.28,5105.92,110,46.42,8236.16,1.61
2024-10-23,Google Ads,Display,SaaS,UAE,88251,5965,0.0676,0.82,4891.3,133,36.78,14897.06,3.05
2024-01-15,Google Ads,Display,Fintech,Canada,55406,2648,0.0478,1.9,5031.2,149,33.77,22127.3,4.4
2024-02-16,TikTok Ads,Display,Fintech,Australia,141447,9873,0.0698,1.39,13723.47,588,23.34,86774.51,6.32
2024-02-06,Google Ads,Video,EdTech,UK,73591,2649,0.036,2.83,7496.67,161,46.56,45161.9,6.02
2024-02-25,Google Ads,Video,Fintech,India,66477,2718,0.0409,2.86,7773.48,160,48.58,16856.48,2.17
2024-08-28,Meta Ads,Video,E-commerce,UAE,196386,6794,0.0346,0.81,5503.14,506,10.88,34412.06,6.25
2024-10-28,Google Ads,Display,Fintech,Canada,78927,3172,0.0402,3.2,10150.4,62,163.72,7568.63,0.75
2024-12-10,Google Ads,Display,SaaS,Canada,184857,3419,0.0185,2.57,8786.83,248,35.43,70137.51,7.98
2024-08-30,TikTok Ads,Display,EdTech,India,122174,6499,0.0532,0.88,5719.12,413,13.85,58791.38,10.28
2024-07-26,Google Ads,Search,SaaS,Germany,108719,4207,0.0387,3.2,13462.4,121,111.26,21018.47,1.56
2024-11-08,Meta Ads,Shopping,Healthcare,Australia,186949,3140,0.0168,0.6,1884.0,186,10.13,30294.1,16.08
2024-09-12,Google Ads,Video,E-commerce,UK,193869,13124,0.0677,2.93,38453.32,264,145.66,67604.89,1.76
2024-07-28,Google Ads,Search,EdTech,Australia,158535,3836,0.0242,2.16,8285.76,120,69.05,12930.51,1.56
2024-12-14,TikTok Ads,Search,EdTech,UAE,148949,12332,0.0828,1.01,12455.32,546,22.81,95805.85,7.69
2024-07-19,Google Ads,Display,Fintech,USA,184810,7447,0.0403,3.12,23234.64,334,69.56,51289.24,2.21
2024-07-16,Meta Ads,Video,E-commerce,USA,85989,997,0.0116,1.69,1684.93,37,45.54,4865.84,2.89
2024-02-16,Meta Ads,Shopping,Fintech,Canada,35755,654,0.0183,1.6,1046.4,40,26.16,11846.71,11.32
2024-10-25,Meta Ads,Video,Fintech,UK,184298,7758,0.0421,1.55,12024.9,351,34.26,91198.92,7.58
2024-03-17,Meta Ads,Video,SaaS,India,22878,619,0.0271,1.01,625.19,43,14.54,8615.57,13.78
2024-11-16,Meta Ads,Search,Fintech,UK,151539,3455,0.0228,2.05,7082.75,135,52.46,4666.78,0.66
2024-10-26,Google Ads,Display,Healthcare,Australia,180365,6114,0.0339,3.46,21154.44,400,52.89,111623.05,5.28
2024-08-22,Meta Ads,Video,Fintech,Australia,30168,1080,0.0358,0.46,496.8,34,14.61,5163.27,10.39
2024-05-12,Google Ads,Display,Fintech,UAE,26352,1697,0.0644,1.71,2901.87,126,23.03,31980.19,11.02
2024-01-23,Google Ads,Search,Healthcare,India,57979,2081,0.0359,1.89,3933.09,148,26.57,18788.47,4.78
2024-10-12,Google Ads,Video,Fintech,Australia,173769,6759,0.0389,2.86,19330.74,158,122.35,21350.44,1.1
2024-09-01,TikTok Ads,Shopping,SaaS,Germany,131206,8279,0.0631,1.53,12666.87,553,22.91,61485.88,4.85
2024-05-20,Meta Ads,Display,EdTech,UK,64799,842,0.013,1.75,1473.5,52,28.34,15157.93,10.29
2024-01-16,Meta Ads,Shopping,E-commerce,UK,167893,4432,0.0264,0.58,2570.56,66,38.95,15989.78,6.22
2024-04-29,Google Ads,Display,EdTech,Australia,72474,4022,0.0555,3.11,12508.42,142,88.09,38937.53,3.11
2024-10-25,Meta Ads,Video,EdTech,Canada,138678,1802,0.013,1.9,3423.8,61,56.13,2147.03,0.63
2024-07-06,TikTok Ads,Search,Healthcare,UAE,70195,4239,0.0604,1.42,6019.38,234,25.72,38776.78,6.44
2024-08-28,Meta Ads,Search,EdTech,USA,73513,2073,0.0282,2.22,4602.06,31,148.45,3401.33,0.74
2024-06-02,Google Ads,Search,SaaS,Germany,162786,7406,0.0455,1.45,10738.7,513,20.93,67523.57,6.29
2024-09-23,Google Ads,Video,Healthcare,USA,133909,5664,0.0423,2.88,16312.32,117,139.42,11886.29,0.73
2024-01-25,Google Ads,Search,E-commerce,Australia,92185,3779,0.041,1.62,6121.98,82,74.66,11861.33,1.94
2024-06-16,Meta Ads,Search,E-commerce,Australia,136637,4399,0.0322,1.31,5762.69,254,22.69,21909.38,3.8
2024-06-04,Meta Ads,Display,E-commerce,India,56986,1270,0.0223,0.93,1181.1,13,90.85,3679.26,3.12
2024-02-20,Meta Ads,Display,SaaS,UK,148859,3840,0.0258,1.8,6912.0,250,27.65,22027.39,3.19
2024-08-03,Google Ads,Search,EdTech,USA,151900,5270,0.0347,1.11,5849.7,291,20.1,47553.46,8.13
2024-10-08,Meta Ads,Shopping,EdTech,UAE,155555,4588,0.0295,1.55,7111.4,332,21.42,12719.4,1.79
2024-10-11,Meta Ads,Display,SaaS,Germany,198979,2089,0.0105,1.7,3551.3,66,53.81,7694.86,2.17
2024-12-04,Meta Ads,Search,E-commerce,India,186740,4182,0.0224,0.56,2341.92,47,49.83,8643.08,3.69
2024-07-04,Google Ads,Shopping,Fintech,Australia,126246,4203,0.0333,2.05,8616.15,290,29.71,31939.46,3.71
2024-02-15,Google Ads,Search,Fintech,Germany,30835,925,0.03,1.96,1813.0,14,129.5,3805.56,2.1
2024-12-22,TikTok Ads,Video,EdTech,Canada,112938,3263,0.0289,0.39,1272.57,80,15.91,22895.07,17.99
2024-12-16,Google Ads,Display,SaaS,Canada,143573,3474,0.0242,1.63,5662.62,131,43.23,11434.82,2.02
2024-07-14,TikTok Ads,Display,E-commerce,Canada,113621,10112,0.089,0.99,10010.88,472,21.21,84899.73,8.48
2024-08-31,Meta Ads,Search,Healthcare,UK,125155,5256,0.042,1.07,5623.92,247,22.77,26802.91,4.77
2024-06-26,Meta Ads,Shopping,Fintech,USA,52940,1281,0.0242,1.5,1921.5,37,51.93,8409.06,4.38
2024-09-01,TikTok Ads,Display,SaaS,USA,106069,3139,0.0296,0.5,1569.5,78,20.12,6648.74,4.24
2024-03-24,Google Ads,Video,EdTech,Canada,185523,6029,0.0325,1.38,8320.02,252,33.02,12404.91,1.49
2024-11-11,TikTok Ads,Shopping,EdTech,India,184969,15407,0.0833,1.34,20645.38,352,58.65,52669.94,2.55
2024-12-24,Google Ads,Video,Healthcare,Canada,118005,5003,0.0424,1.8,9005.4,63,142.94,6740.12,0.75
2024-09-06,Google Ads,Video,SaaS,India,47176,1278,0.0271,1.43,1827.54,62,29.48,2278.75,1.25
2024-12-10,Meta Ads,Video,Fintech,UK,8512,251,0.0296,0.64,160.64,11,14.6,1671.09,10.4
2024-06-17,Meta Ads,Shopping,EdTech,Australia,83591,2499,0.0299,1.68,4198.32,84,49.98,18620.43,4.44
2024-06-25,Google Ads,Search,E-commerce,UAE,88323,3965,0.0449,2.36,9357.4,95,98.5,8337.4,0.89
2024-11-28,Google Ads,Video,Healthcare,Germany,24755,811,0.0328,2.48,2011.28,8,251.41,1786.84,0.89
2024-03-04,Google Ads,Video,E-commerce,UAE,99410,4195,0.0422,0.83,3481.85,196,17.76,56004.19,16.08
2024-01-12,Meta Ads,Video,SaaS,Australia,176250,6204,0.0352,0.65,4032.6,312,12.92,84311.3,20.91
2024-01-04,Meta Ads,Shopping,EdTech,UK,184729,2586,0.014,0.9,2327.4,201,11.58,16864.93,7.25
2024-01-16,Google Ads,Search,Healthcare,UK,175381,4226,0.0241,0.91,3845.66,204,18.85,11471.83,2.98
2024-10-29,Google Ads,Video,SaaS,UK,174741,7129,0.0408,2.17,15469.93,326,47.45,58786.78,3.8
2024-01-17,Meta Ads,Shopping,E-commerce,Germany,62033,2667,0.043,1.1,2933.7,135,21.73,14288.2,4.87
2024-04-18,TikTok Ads,Search,Fintech,Canada,6067,201,0.0332,0.63,126.63,12,10.55,2449.28,19.34
2024-06-06,Google Ads,Search,SaaS,UAE,187941,9303,0.0495,2.33,21675.99,528,41.05,92564.99,4.27
2024-10-23,TikTok Ads,Shopping,EdTech,UAE,16094,535,0.0333,1.81,968.35,8,121.04,469.8,0.49
2024-09-27,Meta Ads,Display,EdTech,India,8599,258,0.0301,0.65,167.7,6,27.95,594.69,3.55
2024-01-07,Google Ads,Video,Fintech,UAE,32476,1136,0.035,1.64,1863.04,86,21.66,21754.11,11.68
2024-01-31,Google Ads,Display,Fintech,Canada,64739,1599,0.0247,3.26,5212.74,109,47.82,22723.24,4.36
2024-05-06,Google Ads,Search,EdTech,UK,51666,2965,0.0574,2.92,8657.8,80,108.22,16836.59,1.94
2024-11-03,Meta Ads,Shopping,SaaS,India,39723,1116,0.0281,0.95,1060.2,14,75.73,582.59,0.55
2024-12-12,TikTok Ads,Search,Healthcare,Canada,163984,12971,0.0791,1.68,21791.28,962,22.65,170813.74,7.84
2024-01-10,Meta Ads,Video,Fintech,Australia,51698,1307,0.0253,1.96,2561.72,91,28.15,15551.2,6.07
2024-02-16,Google Ads,Shopping,SaaS,UAE,50206,2399,0.0478,2.02,4845.98,163,29.73,5571.38,1.15
2024-10-08,Google Ads,Video,Fintech,UAE,194099,4774,0.0246,2.49,11887.26,134,88.71,8446.21,0.71
2024-12-29,TikTok Ads,Video,E-commerce,USA,11820,366,0.031,1.72,629.52,12,52.46,2301.99,3.66
2024-12-16,TikTok Ads,Search,SaaS,USA,56782,3264,0.0575,0.8,2611.2,154,16.96,15749.58,6.03
2024-08-13,TikTok Ads,Video,SaaS,UK,191894,7138,0.0372,0.77,5496.26,380,14.46,85112.1,15.49
2024-01-19,Google Ads,Shopping,Fintech,UK,55075,3056,0.0555,2.36,7212.16,156,46.23,5145.31,0.71
2024-04-28,Google Ads,Shopping,EdTech,India,81830,4091,0.05,1.45,5931.95,49,121.06,7206.83,1.21
2024-12-17,Meta Ads,Search,EdTech,USA,87911,1116,0.0127,0.48,535.68,61,8.78,16688.84,31.15
2024-09-15,Meta Ads,Search,SaaS,Canada,9521,237,0.0249,1.77,419.49,17,24.68,1502.31,3.58
2024-04-14,TikTok Ads,Search,E-commerce,UK,88115,5383,0.0611,0.68,3660.44,121,30.25,28357.39,7.75
2024-06-24,Google Ads,Shopping,E-commerce,Germany,184030,5649,0.0307,2.23,12597.27,90,139.97,23192.98,1.84
2024-08-21,Meta Ads,Video,EdTech,UK,151729,4491,0.0296,1.85,8308.35,228,36.44,48165.44,5.8
2024-02-24,TikTok Ads,Video,SaaS,India,68176,2679,0.0393,1.24,3321.96,173,19.2,19288.91,5.81
2024-10-12,Meta Ads,Shopping,Healthcare,UAE,160136,6581,0.0411,0.4,2632.4,393,6.7,81942.57,31.13
2024-04-22,Google Ads,Video,Healthcare,Canada,164504,3322,0.0202,2.07,6876.54,96,71.63,10570.76,1.54
2024-04-20,TikTok Ads,Display,Healthcare,Australia,111399,4155,0.0373,1.22,5069.1,176,28.8,18559.1,3.66
2024-07-29,Google Ads,Search,E-commerce,Germany,135011,3496,0.0259,1.89,6607.44,254,26.01,69461.44,10.51
2024-08-04,Google Ads,Display,Healthcare,USA,24359,1461,0.06,2.34,3418.74,35,97.68,4110.39,1.2
2024-05-23,Meta Ads,Shopping,Healthcare,UK,130611,2207,0.0169,0.73,1611.11,44,36.62,9567.41,5.94
2024-12-03,TikTok Ads,Search,SaaS,UK,156601,8628,0.0551,0.31,2674.68,362,7.39,23745.71,8.88
2024-11-29,Meta Ads,Search,SaaS,Germany,172967,5016,0.029,2.08,10433.28,331,31.52,75767.62,7.26
2024-04-13,Google Ads,Shopping,SaaS,Canada,165104,7958,0.0482,3.09,24590.22,105,234.19,29946.1,1.22
2024-01-17,Google Ads,Video,Fintech,Canada,49109,1203,0.0245,3.26,3921.78,25,156.87,4734.61,1.21
2024-12-25,Meta Ads,Shopping,SaaS,UK,46291,1976,0.0427,0.73,1442.48,74,19.49,2307.39,1.6
2024-08-02,Google Ads,Video,Fintech,Germany,33750,1410,0.0418,1.91,2693.1,106,25.41,5682.79,2.11
2024-01-26,Meta Ads,Search,Healthcare,USA,177593,1811,0.0102,0.79,1430.69,128,11.18,17092.48,11.95
2024-03-23,Google Ads,Display,SaaS,India,150465,5311,0.0353,3.13,16623.43,295,56.35,57602.12,3.47
2024-12-08,TikTok Ads,Shopping,SaaS,Canada,25860,1569,0.0607,1.08,1694.52,79,21.45,13162.62,7.77
2024-08-17,Google Ads,Display,SaaS,Germany,41375,2350,0.0568,2.2,5170.0,148,34.93,14702.27,2.84
2024-04-28,Meta Ads,Display,SaaS,UAE,26159,782,0.0299,1.51,1180.82,52,22.71,8689.29,7.36
2024-02-06,Meta Ads,Display,EdTech,India,184541,3063,0.0166,1.72,5268.36,215,24.5,16566.88,3.14
2024-08-31,Meta Ads,Video,E-commerce,UAE,196373,5184,0.0264,0.86,4458.24,173,25.77,36583.06,8.21
2024-01-10,Google Ads,Video,Healthcare,Australia,131031,6092,0.0465,2.94,17910.48,482,37.16,116431.98,6.5
2024-01-15,Meta Ads,Search,EdTech,Germany,113269,3182,0.0281,1.53,4868.46,185,26.32,53909.5,11.07
2024-11-27,TikTok Ads,Video,SaaS,USA,92346,6815,0.0738,0.82,5588.3,469,11.92,125930.93,22.53
2024-10-05,Google Ads,Search,Fintech,Australia,143241,7133,0.0498,2.06,14693.98,272,54.02,60208.51,4.1
2024-07-11,Meta Ads,Video,SaaS,UK,194137,2640,0.0136,2.41,6362.4,49,129.84,6668.85,1.05
2024-01-24,TikTok Ads,Shopping,EdTech,UK,79967,2327,0.0291,1.05,2443.35,43,56.82,11334.87,4.64
2024-08-31,Meta Ads,Video,E-commerce,UAE,60919,1851,0.0304,1.79,3313.29,131,25.29,19210.72,5.8
2024-09-27,TikTok Ads,Search,SaaS,Canada,40886,1782,0.0436,0.55,980.1,132,7.42,28189.38,28.76
2024-03-30,TikTok Ads,Shopping,SaaS,India,37646,1874,0.0498,1.1,2061.4,144,14.32,16795.87,8.15
2024-03-15,Meta Ads,Search,EdTech,Germany,117529,4266,0.0363,1.03,4393.98,308,14.27,62119.33,14.14
2024-05-28,TikTok Ads,Video,Fintech,India,150250,7196,0.0479,0.67,4821.32,534,9.03,36153.63,7.5
2024-05-31,Meta Ads,Video,E-commerce,Germany,196929,2382,0.0121,1.3,3096.6,143,21.65,38447.59,12.42
2024-10-20,Google Ads,Search,Healthcare,Germany,91491,4053,0.0443,1.74,7052.22,140,50.37,19432.37,2.76
2024-12-04,Google Ads,Video,E-commerce,UK,154741,6019,0.0389,1.04,6259.76,220,28.45,38586.7,6.16
2024-10-27,TikTok Ads,Display,E-commerce,India,72963,5618,0.077,0.48,2696.64,412,6.55,16464.01,6.11
2024-09-15,Google Ads,Video,Fintech,USA,194281,5906,0.0304,2.5,14765.0,371,39.8,20958.57,1.42
2024-09-28,Meta Ads,Display,E-commerce,UAE,92844,3277,0.0353,1.81,5931.37,63,94.15,10318.61,1.74
2024-05-11,Google Ads,Video,SaaS,UAE,132441,2436,0.0184,2.09,5091.24,135,37.71,8958.33,1.76
2024-10-08,Meta Ads,Search,EdTech,Germany,110977,2829,0.0255,0.66,1867.14,48,38.9,10643.48,5.7
2024-09-30,Google Ads,Search,Healthcare,UAE,50076,2964,0.0592,3.4,10077.6,94,107.21,28058.66,2.78
2024-10-30,Google Ads,Search,SaaS,Australia,180590,4857,0.0269,1.51,7334.07,333,22.02,91782.77,12.51
2024-06-19,Meta Ads,Search,Fintech,UAE,153530,3899,0.0254,2.31,9006.69,302,29.82,21392.38,2.38
2024-01-05,Google Ads,Video,SaaS,India,135223,3285,0.0243,3.02,9920.7,201,49.36,46154.22,4.65
2024-12-30,Meta Ads,Display,EdTech,USA,108152,4250,0.0393,0.72,3060.0,160,19.12,12452.25,4.07
2024-03-03,Google Ads,Video,Healthcare,Germany,76442,2392,0.0313,1.64,3922.88,160,24.52,14390.19,3.67
2024-11-12,Google Ads,Video,EdTech,Germany,57335,1869,0.0326,2.75,5139.75,133,38.64,11136.73,2.17
2024-11-25,TikTok Ads,Display,SaaS,UK,82661,4769,0.0577,1.33,6342.77,271,23.41,79985.87,12.61
2024-04-30,Google Ads,Shopping,Fintech,India,72902,4942,0.0678,3.3,16308.6,323,50.49,33499.38,2.05
2024-02-01,Meta Ads,Search,E-commerce,UK,63528,711,0.0112,1.49,1059.39,23,46.06,4567.68,4.31
2024-12-18,TikTok Ads,Shopping,Fintech,USA,169238,6583,0.0389,0.53,3488.99,507,6.88,146453.92,41.98
2024-12-06,Meta Ads,Display,SaaS,Canada,14815,189,0.0128,0.55,103.95,3,34.65,142.69,1.37
2024-08-21,TikTok Ads,Search,Healthcare,Germany,47278,2803,0.0593,1.69,4737.07,201,23.57,39448.18,8.33
2024-02-17,Google Ads,Video,Fintech,UAE,15046,400,0.0266,1.18,472.0,4,118.0,142.71,0.3
2024-08-04,Meta Ads,Shopping,SaaS,Canada,58968,1715,0.0291,1.49,2555.35,127,20.12,13332.87,5.22
2024-02-21,Google Ads,Search,Healthcare,India,13083,707,0.0541,2.38,1682.66,41,41.04,10442.74,6.21
2024-12-17,TikTok Ads,Search,SaaS,Germany,109222,7306,0.0669,1.09,7963.54,124,64.22,12349.14,1.55
2024-04-04,TikTok Ads,Search,SaaS,UK,45382,2246,0.0495,1.59,3571.14,46,77.63,2662.9,0.75
2024-09-15,Meta Ads,Display,Healthcare,UAE,196432,6501,0.0331,0.4,2600.4,462,5.63,52195.74,20.07
2024-12-05,TikTok Ads,Search,EdTech,India,71470,2065,0.0289,1.18,2436.7,37,65.86,10377.15,4.26
2024-01-01,TikTok Ads,Display,SaaS,USA,103026,9066,0.088,1.43,12964.38,278,46.63,46631.0,3.6
2024-07-13,Meta Ads,Display,Fintech,India,140793,2886,0.0205,1.52,4386.72,141,31.11,12104.44,2.76
2024-07-24,Meta Ads,Search,Fintech,Canada,8970,306,0.0342,0.6,183.6,22,8.35,4976.05,27.1
2024-12-18,Meta Ads,Display,Fintech,Germany,177825,4285,0.0241,0.78,3342.3,163,20.5,29602.7,8.86
2024-12-07,Meta Ads,Display,SaaS,UAE,122512,4532,0.037,1.84,8338.88,61,136.7,5305.8,0.64
2024-06-09,Google Ads,Search,EdTech,Canada,107548,4258,0.0396,3.2,13625.6,145,93.97,17656.92,1.3
2024-07-06,TikTok Ads,Display,Healthcare,UK,89224,5255,0.0589,1.99,10457.45,336,31.12,94667.83,9.05
2024-10-27,Meta Ads,Display,E-commerce,UK,100561,3781,0.0376,1.39,5255.59,124,42.38,34626.86,6.59
2024-05-31,Google Ads,Search,Fintech,UAE,50111,2320,0.0463,2.73,6333.6,153,41.4,30016.66,4.74
2024-03-22,Google Ads,Display,SaaS,Germany,65985,1445,0.0219,0.82,1184.9,63,18.81,4237.85,3.58
2024-07-25,Meta Ads,Video,E-commerce,Germany,93257,1930,0.0207,1.32,2547.6,102,24.98,26767.95,10.51
2024-12-24,TikTok Ads,Search,SaaS,India,102847,6458,0.0628,1.17,7555.86,314,24.06,81199.4,10.75
2024-02-18,Meta Ads,Search,SaaS,UAE,161738,5046,0.0312,1.66,8376.36,258,32.47,29417.67,3.51
2024-05-07,Meta Ads,Shopping,Healthcare,Australia,46516,772,0.0166,0.59,455.48,39,11.68,4874.74,10.7
2024-11-02,Google Ads,Video,SaaS,Canada,7802,340,0.0437,2.37,805.8,14,57.56,799.08,0.99
2024-10-22,Google Ads,Search,EdTech,USA,15960,750,0.047,1.72,1290.0,40,32.25,6919.55,5.36
2024-01-16,TikTok Ads,Shopping,SaaS,Australia,55701,4138,0.0743,0.34,1406.92,229,6.14,20016.59,14.23
2024-06-30,Google Ads,Display,E-commerce,India,64757,3976,0.0614,1.43,5685.68,58,98.03,4380.33,0.77
2024-04-04,TikTok Ads,Search,SaaS,UK,199291,16660,0.0836,1.16,19325.6,1016,19.02,207611.26,10.74
2024-09-18,TikTok Ads,Shopping,EdTech,UK,116800,8351,0.0715,0.7,5845.7,493,11.86,80828.76,13.83
2024-10-30,Meta Ads,Shopping,Healthcare,Canada,88470,2459,0.0278,0.99,2434.41,165,14.75,44145.0,18.13
2024-03-07,TikTok Ads,Display,Healthcare,Australia,186782,14270,0.0764,1.08,15411.6,931,16.55,224929.42,14.59
2024-12-08,Google Ads,Display,Healthcare,UAE,121832,6786,0.0557,1.18,8007.48,139,57.61,28929.72,3.61
2024-09-11,Google Ads,Video,E-commerce,USA,88514,1610,0.0182,0.86,1384.6,77,17.98,22165.04,16.01
2024-10-14,Meta Ads,Display,Fintech,India,125424,3787,0.0302,0.48,1817.76,253,7.18,36320.54,19.98
2024-12-06,TikTok Ads,Video,Healthcare,UAE,23883,1332,0.0558,1.56,2077.92,66,31.48,10903.46,5.25
2024-05-08,Meta Ads,Shopping,E-commerce,Germany,49864,2074,0.0416,1.75,3629.5,73,49.72,14018.44,3.86
2024-07-27,Google Ads,Video,SaaS,UAE,190890,7616,0.0399,1.16,8834.56,141,62.66,25751.07,2.91
2024-11-02,Google Ads,Display,EdTech,UK,146295,3394,0.0232,3.41,11573.54,195,59.35,49666.69,4.29
2024-09-23,Meta Ads,Search,SaaS,India,29343,346,0.0118,2.01,695.46,7,99.35,672.01,0.97
2024-09-25,TikTok Ads,Display,EdTech,Australia,154712,10288,0.0665,1.08,11111.04,439,25.31,80440.02,7.24
2024-04-06,TikTok Ads,Video,EdTech,Germany,60438,5554,0.0919,1.44,7997.76,286,27.96,35506.6,4.44
2024-06-01,Google Ads,Shopping,EdTech,Australia,18149,918,0.0506,1.62,1487.16,14,106.23,3557.93,2.39
2024-10-02,TikTok Ads,Shopping,SaaS,Germany,39626,1172,0.0296,0.58,679.76,22,30.9,1100.59,1.62
2024-04-20,TikTok Ads,Shopping,E-commerce,UAE,103730,4335,0.0418,1.48,6415.8,104,61.69,27379.91,4.27
2024-06-29,Google Ads,Display,Healthcare,USA,35346,1279,0.0362,2.54,3248.66,48,67.68,1649.56,0.51
2024-01-30,Meta Ads,Video,Healthcare,Australia,57776,1490,0.0258,1.18,1758.2,107,16.43,22435.51,12.76
2024-09-25,Meta Ads,Shopping,SaaS,UAE,178916,4723,0.0264,1.54,7273.42,147,49.48,29612.74,4.07
2024-12-15,Meta Ads,Search,Fintech,Canada,34778,705,0.0203,1.56,1099.8,35,31.42,2280.29,2.07
2024-06-05,TikTok Ads,Search,Fintech,Australia,179120,8794,0.0491,0.96,8442.24,646,13.07,31918.96,3.78
2024-06-19,Meta Ads,Display,Fintech,UAE,91706,1650,0.018,1.68,2772.0,80,34.65,8391.32,3.03
2024-09-16,Meta Ads,Display,EdTech,Germany,7056,227,0.0322,0.82,186.14,6,31.02,1653.16,8.88
2024-01-21,Meta Ads,Display,E-commerce,Germany,161646,5253,0.0325,1.0,5253.0,228,23.04,43732.39,8.33
2024-04-05,Google Ads,Video,SaaS,Canada,177115,8005,0.0452,2.9,23214.5,460,50.47,108688.43,4.68
2024-10-03,TikTok Ads,Search,Healthcare,Australia,141087,10609,0.0752,0.44,4667.96,737,6.33,190244.62,40.76
2024-11-03,TikTok Ads,Video,SaaS,Australia,184745,12451,0.0674,1.67,20793.17,404,51.47,23357.33,1.12
2024-09-10,Google Ads,Shopping,E-commerce,UAE,104969,5773,0.055,1.42,8197.66,142,57.73,24245.52,2.96
2024-06-03,TikTok Ads,Shopping,Fintech,India,80885,3995,0.0494,0.44,1757.8,79,22.25,10692.34,6.08
2024-04-15,Google Ads,Video,E-commerce,Canada,33807,807,0.0239,2.03,1638.21,25,65.53,5072.77,3.1
2024-03-21,Meta Ads,Search,SaaS,India,198074,5783,0.0292,0.61,3527.63,263,13.41,60037.86,17.02
2024-11-17,Google Ads,Search,EdTech,UK,115282,4876,0.0423,3.76,18333.76,77,238.1,2427.15,0.13
2024-02-27,Google Ads,Display,Healthcare,USA,45880,2817,0.0614,1.14,3211.38,62,51.8,2770.83,0.86
2024-05-21,Meta Ads,Search,Healthcare,Germany,20993,583,0.0278,1.28,746.24,45,16.58,4493.83,6.02
2024-03-11,Google Ads,Video,SaaS,Canada,183448,8053,0.0439,2.08,16750.24,351,47.72,74979.38,4.48
2024-01-21,TikTok Ads,Shopping,EdTech,UAE,119944,9331,0.0778,0.61,5691.91,717,7.94,101587.49,17.85
2024-01-27,TikTok Ads,Search,Healthcare,Canada,69198,3529,0.051,0.55,1940.95,256,7.58,15199.33,7.83
2024-12-08,Meta Ads,Search,Healthcare,UK,46936,2234,0.0476,0.79,1764.86,55,32.09,5977.87,3.39
2024-07-04,TikTok Ads,Video,EdTech,India,21689,895,0.0413,0.95,850.25,22,38.65,4747.38,5.58
2024-03-14,TikTok Ads,Search,EdTech,India,24504,899,0.0367,1.42,1276.58,41,31.14,3721.4,2.92
2024-04-16,Meta Ads,Shopping,E-commerce,Canada,119053,4000,0.0336,1.01,4040.0,152,26.58,25959.16,6.43
2024-01-21,TikTok Ads,Search,Healthcare,Canada,160522,5425,0.0338,1.11,6021.75,398,15.13,79057.93,13.13
2024-08-04,Google Ads,Shopping,EdTech,UK,158627,7725,0.0487,2.88,22248.0,299,74.41,66700.13,3.0
2024-06-26,Meta Ads,Video,SaaS,Germany,157955,2780,0.0176,0.62,1723.6,202,8.53,49191.36,28.54
2024-03-16,Meta Ads,Shopping,EdTech,USA,196112,2647,0.0135,1.51,3996.97,187,21.37,16387.67,4.1
2024-02-15,Meta Ads,Display,EdTech,Germany,67167,1907,0.0284,1.43,2727.01,114,23.92,20596.75,7.55
2024-08-07,Google Ads,Display,Healthcare,India,90550,3966,0.0438,2.76,10946.16,207,52.88,7960.57,0.73
2024-09-07,Google Ads,Shopping,EdTech,USA,91150,4119,0.0452,3.83,15775.77,98,160.98,4547.95,0.29
2024-04-20,Google Ads,Display,Fintech,India,157832,4072,0.0258,2.38,9691.36,124,78.16,34560.39,3.57
2024-09-27,Google Ads,Video,Fintech,India,28958,1355,0.0468,2.87,3888.85,49,79.36,13909.3,3.58
2024-11-09,Meta Ads,Shopping,EdTech,UAE,8487,271,0.032,0.91,246.61,14,17.62,4179.96,16.95
