Sample,YZ3_AB_1,YZ3_AB_2,YZ3_AB_3,YZ1_AB_1,YZ1_AB_2,YZ1_AB_3,YZ4_AB_1,YZ4_AB_2,YZ4_AB_3,YZ6_AB_1,YZ6_AB_2,YZ6_AB_3,YZ8_A_1,YZ8_A_2,YZ8_A_3,YZ10_AB_1,YZ10_AB_2,YZ10_AB_3,YZ13_AB_1,YZ13_AB_2,YZ13_AB_3,YZ14_AB_1,YZ14_AB_2,YZ14_AB_3,YZ15_AB_1,YZ15_AB_2,YZ15_AB_3,YZ17_AB_1,YZ17_AB_2,YZ17_AB_3,YZ18_AB_1,YZ18_AB_2,YZ18_AB_3,YZ19_AB_1,YZ19_AB_2,YZ19_AB_3,YZ20_AB_1,YZ20_AB_2,YZ20_AB_3,YZ22_AB_1,YZ22_AB_2,YZ22_AB_3,YZ23_AB_1,YZ23_AB_2,YZ23_AB_3,YZ24_AB_1,YZ24_AB_2,YZ24_AB_3,YZ25_A_1,YZ25_A_2,YZ25_A_3
1837.50,0.7515,0.7518,0.7519,0.7026,0.7027,0.7027,0.514,0.514,0.514,0.9233,0.9234,0.9234,0.6996,0.6996,0.6997,0.8154,0.8154,0.8154,1.1043,1.1045,1.1045,0.7059,0.7059,0.7059,0.4712,0.4712,0.4713,0.5055,0.5056,0.5056,0.8226,0.8226,0.8226,0.9569,0.9568,0.9568,0.7754,0.7755,0.7754,0.7883,0.7883,0.7883,1.1183,1.1182,1.1181,0.7941,0.7941,0.7941,1.0081,1.0081,1.008
1838.00,0.7514,0.7517,0.7517,0.7025,0.7026,0.7026,0.5139,0.5139,0.514,0.9232,0.9232,0.9232,0.6995,0.6995,0.6995,0.8152,0.8153,0.8153,1.1042,1.1044,1.1044,0.7057,0.7058,0.7058,0.4711,0.4712,0.4712,0.5055,0.5056,0.5056,0.8225,0.8225,0.8225,0.9567,0.9567,0.9567,0.7753,0.7753,0.7753,0.7881,0.7882,0.7882,1.1182,1.1181,1.118,0.794,0.794,0.794,1.0079,1.0079,1.0079
1838.50,0.7513,0.7515,0.7516,0.7024,0.7024,0.7025,0.5138,0.5139,0.5139,0.923,0.9231,0.9231,0.6993,0.6994,0.6994,0.8151,0.8152,0.8152,1.1042,1.1043,1.1043,0.7056,0.7056,0.7056,0.4711,0.4711,0.4712,0.5055,0.5055,0.5056,0.8223,0.8224,0.8224,0.9566,0.9566,0.9565,0.7751,0.7752,0.7751,0.788,0.7881,0.7881,1.118,1.118,1.1179,0.7939,0.7939,0.7939,1.0078,1.0078,1.0078
1839.00,0.7512,0.7514,0.7515,0.7022,0.7023,0.7023,0.5138,0.5138,0.5139,0.9229,0.923,0.923,0.6992,0.6992,0.6993,0.815,0.815,0.815,1.1041,1.1042,1.1042,0.7055,0.7055,0.7055,0.471,0.4711,0.4711,0.5055,0.5055,0.5056,0.8222,0.8222,0.8222,0.9564,0.9564,0.9564,0.775,0.775,0.775,0.7879,0.7879,0.7879,1.1179,1.1179,1.1178,0.7937,0.7937,0.7937,1.0076,1.0076,1.0076
1839.50,0.751,0.7513,0.7513,0.7021,0.7022,0.7022,0.5137,0.5138,0.5138,0.9228,0.9228,0.9228,0.6991,0.6991,0.6992,0.8148,0.8149,0.8149,1.104,1.1041,1.1041,0.7053,0.7053,0.7054,0.471,0.471,0.4711,0.5054,0.5055,0.5055,0.8221,0.8221,0.8221,0.9563,0.9563,0.9562,0.7748,0.7749,0.7748,0.7877,0.7878,0.7878,1.1178,1.1178,1.1177,0.7936,0.7936,0.7936,1.0075,1.0075,1.0075
1840.00,0.7509,0.7511,0.7512,0.7019,0.702,0.7021,0.5136,0.5137,0.5137,0.9226,0.9227,0.9227,0.6989,0.699,0.699,0.8147,0.8147,0.8147,1.1039,1.104,1.104,0.7052,0.7052,0.7052,0.4709,0.471,0.471,0.5054,0.5055,0.5055,0.8219,0.8219,0.822,0.9561,0.9561,0.9561,0.7747,0.7747,0.7747,0.7876,0.7876,0.7876,1.1177,1.1177,1.1177,0.7935,0.7935,0.7935,1.0073,1.0073,1.0073
1840.50,0.7508,0.751,0.751,0.7018,0.7019,0.7019,0.5136,0.5136,0.5137,0.9225,0.9226,0.9225,0.6988,0.6988,0.6989,0.8145,0.8146,0.8146,1.1039,1.1039,1.1039,0.7051,0.7051,0.7051,0.4709,0.471,0.471,0.5054,0.5055,0.5055,0.8218,0.8218,0.8218,0.956,0.956,0.956,0.7745,0.7745,0.7745,0.7875,0.7875,0.7875,1.1176,1.1175,1.1175,0.7933,0.7934,0.7934,1.0072,1.0072,1.0072
1841.00,0.7506,0.7509,0.7509,0.7017,0.7017,0.7018,0.5135,0.5136,0.5136,0.9223,0.9224,0.9224,0.6987,0.6987,0.6987,0.8144,0.8144,0.8144,1.1038,1.1038,1.1039,0.7049,0.7049,0.705,0.4708,0.4709,0.4709,0.5054,0.5055,0.5055,0.8217,0.8216,0.8217,0.9558,0.9559,0.9558,0.7744,0.7744,0.7744,0.7873,0.7873,0.7874,1.1174,1.1174,1.1174,0.7932,0.7932,0.7933,1.007,1.007,1.007
1841.50,0.7505,0.7507,0.7508,0.7015,0.7016,0.7016,0.5134,0.5135,0.5135,0.9222,0.9223,0.9222,0.6985,0.6985,0.6986,0.8142,0.8143,0.8143,1.1037,1.1037,1.1038,0.7048,0.7048,0.7048,0.4708,0.4709,0.4709,0.5054,0.5054,0.5055,0.8215,0.8215,0.8215,0.9557,0.9557,0.9557,0.7742,0.7742,0.7742,0.7872,0.7872,0.7872,1.1173,1.1173,1.1173,0.7931,0.7931,0.7931,1.0069,1.0068,1.0069
1842.00,0.7504,0.7506,0.7506,0.7014,0.7014,0.7015,0.5134,0.5134,0.5135,0.9221,0.9221,0.9221,0.6984,0.6984,0.6985,0.8141,0.8141,0.8142,1.1036,1.1037,1.1037,0.7046,0.7047,0.7047,0.4707,0.4708,0.4709,0.5053,0.5054,0.5055,0.8214,0.8213,0.8214,0.9555,0.9556,0.9555,0.7741,0.7741,0.7741,0.787,0.787,0.7871,1.1172,1.1172,1.1172,0.793,0.793,0.793,1.0067,1.0067,1.0067
1842.50,0.7502,0.7504,0.7505,0.7012,0.7013,0.7013,0.5133,0.5134,0.5134,0.9219,0.922,0.9219,0.6982,0.6983,0.6983,0.8139,0.814,0.814,1.1035,1.1036,1.1036,0.7045,0.7045,0.7045,0.4707,0.4708,0.4708,0.5053,0.5054,0.5055,0.8212,0.8212,0.8213,0.9554,0.9554,0.9554,0.7739,0.7739,0.7739,0.7869,0.7869,0.7869,1.1171,1.117,1.1171,0.7928,0.7928,0.7929,1.0065,1.0065,1.0065
1843.00,0.7501,0.7503,0.7503,0.7011,0.7011,0.7012,0.5132,0.5133,0.5134,0.9218,0.9218,0.9218,0.6981,0.6981,0.6982,0.8138,0.8138,0.8139,1.1035,1.1035,1.1035,0.7043,0.7044,0.7044,0.4706,0.4707,0.4708,0.5053,0.5054,0.5054,0.8211,0.821,0.8211,0.9552,0.9553,0.9552,0.7737,0.7737,0.7737,0.7867,0.7867,0.7868,1.1169,1.1169,1.117,0.7927,0.7927,0.7927,1.0064,1.0063,1.0064
1843.50,0.7499,0.7501,0.7502,0.7009,0.701,0.701,0.5132,0.5132,0.5133,0.9216,0.9217,0.9216,0.698,0.698,0.698,0.8136,0.8137,0.8137,1.1034,1.1034,1.1034,0.7042,0.7042,0.7042,0.4706,0.4707,0.4707,0.5053,0.5054,0.5054,0.8209,0.8208,0.821,0.9551,0.9551,0.9551,0.7736,0.7736,0.7735,0.7866,0.7866,0.7866,1.1168,1.1168,1.1169,0.7925,0.7925,0.7926,1.0062,1.0062,1.0062
1844.00,0.7498,0.75,0.75,0.7008,0.7008,0.7009,0.5131,0.5132,0.5132,0.9214,0.9215,0.9215,0.6978,0.6979,0.6979,0.8135,0.8135,0.8136,1.1033,1.1033,1.1033,0.704,0.7041,0.7041,0.4705,0.4706,0.4706,0.5053,0.5054,0.5054,0.8208,0.8207,0.8208,0.9549,0.9549,0.9549,0.7734,0.7734,0.7734,0.7864,0.7864,0.7865,1.1167,1.1167,1.1167,0.7924,0.7924,0.7925,1.006,1.006,1.006
1844.50,0.7496,0.7498,0.7499,0.7006,0.7007,0.7007,0.513,0.5131,0.5132,0.9213,0.9213,0.9213,0.6977,0.6977,0.6977,0.8133,0.8134,0.8134,1.1032,1.1032,1.1032,0.7039,0.7039,0.7039,0.4705,0.4706,0.4706,0.5053,0.5054,0.5054,0.8206,0.8205,0.8207,0.9547,0.9548,0.9548,0.7732,0.7733,0.7732,0.7863,0.7863,0.7863,1.1165,1.1165,1.1166,0.7923,0.7923,0.7923,1.0059,1.0058,1.0058
1845.00,0.7495,0.7497,0.7497,0.7005,0.7005,0.7006,0.513,0.513,0.5131,0.9211,0.9212,0.9211,0.6975,0.6976,0.6976,0.8132,0.8132,0.8133,1.1032,1.1031,1.1032,0.7037,0.7038,0.7038,0.4704,0.4705,0.4705,0.5053,0.5053,0.5054,0.8205,0.8204,0.8205,0.9546,0.9546,0.9546,0.7731,0.7731,0.773,0.7861,0.7861,0.7862,1.1164,1.1164,1.1165,0.7921,0.7921,0.7922,1.0057,1.0057,1.0056
1845.50,0.7493,0.7495,0.7496,0.7003,0.7004,0.7004,0.5129,0.513,0.513,0.9209,0.921,0.921,0.6974,0.6974,0.6974,0.813,0.8131,0.8131,1.1031,1.1031,1.1031,0.7036,0.7036,0.7036,0.4704,0.4704,0.4705,0.5052,0.5053,0.5054,0.8203,0.8202,0.8203,0.9544,0.9545,0.9545,0.7729,0.7729,0.7729,0.7859,0.786,0.786,1.1163,1.1163,1.1163,0.792,0.792,0.792,1.0055,1.0055,1.0055
1846.00,0.7492,0.7494,0.7494,0.7002,0.7002,0.7003,0.5128,0.5129,0.513,0.9208,0.9208,0.9208,0.6972,0.6973,0.6973,0.8129,0.813,0.813,1.103,1.103,1.103,0.7034,0.7035,0.7035,0.4703,0.4704,0.4704,0.5052,0.5053,0.5053,0.8201,0.8201,0.8202,0.9543,0.9543,0.9543,0.7727,0.7728,0.7727,0.7858,0.7858,0.7858,1.1162,1.1161,1.1162,0.7918,0.7918,0.7919,1.0053,1.0053,1.0053
1846.50,0.749,0.7492,0.7493,0.7,0.7001,0.7001,0.5128,0.5128,0.5129,0.9206,0.9207,0.9207,0.6971,0.6971,0.6971,0.8127,0.8128,0.8128,1.1029,1.1029,1.1029,0.7033,0.7033,0.7033,0.4703,0.4703,0.4704,0.5052,0.5053,0.5053,0.82,0.8199,0.82,0.9541,0.9541,0.9542,0.7726,0.7726,0.7725,0.7856,0.7856,0.7857,1.116,1.116,1.116,0.7917,0.7917,0.7917,1.0052,1.0052,1.0051
1847.00,0.7489,0.7491,0.7491,0.6999,0.6999,0.7,0.5127,0.5128,0.5128,0.9204,0.9205,0.9205,0.6969,0.697,0.697,0.8126,0.8127,0.8127,1.1028,1.1028,1.1028,0.7032,0.7032,0.7032,0.4702,0.4703,0.4703,0.5052,0.5053,0.5053,0.8198,0.8197,0.8199,0.954,0.954,0.954,0.7724,0.7724,0.7723,0.7855,0.7855,0.7855,1.1159,1.1159,1.1159,0.7915,0.7916,0.7916,1.005,1.005,1.0049
1847.50,0.7488,0.749,0.749,0.6997,0.6998,0.6998,0.5126,0.5127,0.5128,0.9203,0.9203,0.9203,0.6968,0.6968,0.6968,0.8124,0.8125,0.8125,1.1027,1.1028,1.1028,0.703,0.703,0.7031,0.4702,0.4702,0.4703,0.5052,0.5053,0.5053,0.8196,0.8196,0.8197,0.9538,0.9538,0.9539,0.7723,0.7723,0.7722,0.7853,0.7853,0.7854,1.1158,1.1158,1.1158,0.7914,0.7914,0.7914,1.0048,1.0048,1.0048
1848.00,0.7486,0.7488,0.7489,0.6996,0.6996,0.6996,0.5126,0.5126,0.5127,0.9201,0.9202,0.9202,0.6966,0.6967,0.6967,0.8123,0.8124,0.8124,1.1026,1.1027,1.1027,0.7029,0.7029,0.7029,0.4701,0.4702,0.4702,0.5052,0.5053,0.5053,0.8195,0.8194,0.8195,0.9537,0.9537,0.9537,0.7721,0.7721,0.772,0.7852,0.7852,0.7852,1.1157,1.1156,1.1156,0.7913,0.7913,0.7913,1.0046,1.0046,1.0046
1848.50,0.7485,0.7487,0.7487,0.6994,0.6995,0.6995,0.5125,0.5126,0.5126,0.9199,0.92,0.92,0.6965,0.6965,0.6965,0.8121,0.8122,0.8122,1.1025,1.1026,1.1026,0.7027,0.7027,0.7028,0.4701,0.4701,0.4702,0.5052,0.5053,0.5053,0.8193,0.8193,0.8194,0.9535,0.9535,0.9536,0.7719,0.7719,0.7719,0.785,0.785,0.7851,1.1156,1.1155,1.1155,0.7911,0.7911,0.7911,1.0045,1.0045,1.0044
1849.00,0.7483,0.7485,0.7486,0.6993,0.6993,0.6993,0.5125,0.5125,0.5126,0.9198,0.9199,0.9198,0.6963,0.6964,0.6964,0.812,0.8121,0.8121,1.1024,1.1025,1.1025,0.7026,0.7026,0.7026,0.47,0.4701,0.4701,0.5052,0.5053,0.5053,0.8192,0.8191,0.8192,0.9534,0.9534,0.9534,0.7718,0.7718,0.7717,0.7849,0.7849,0.7849,1.1155,1.1154,1.1154,0.791,0.791,0.791,1.0043,1.0043,1.0043
1849.50,0.7482,0.7484,0.7485,0.6991,0.6991,0.6992,0.5124,0.5125,0.5125,0.9196,0.9197,0.9197,0.6962,0.6962,0.6962,0.8118,0.8119,0.8119,1.1023,1.1025,1.1025,0.7024,0.7024,0.7025,0.47,0.47,0.4701,0.5052,0.5053,0.5053,0.819,0.819,0.819,0.9532,0.9532,0.9533,0.7716,0.7716,0.7716,0.7848,0.7847,0.7848,1.1153,1.1153,1.1152,0.7908,0.7909,0.7908,1.0041,1.0041,1.0041
1850.00,0.7481,0.7483,0.7483,0.699,0.699,0.699,0.5123,0.5124,0.5124,0.9195,0.9195,0.9195,0.6961,0.6961,0.6961,0.8117,0.8118,0.8118,1.1023,1.1024,1.1024,0.7023,0.7023,0.7023,0.4699,0.47,0.47,0.5052,0.5053,0.5053,0.8189,0.8188,0.8189,0.9531,0.9531,0.9532,0.7715,0.7714,0.7714,0.7846,0.7846,0.7846,1.1152,1.1152,1.1151,0.7907,0.7907,0.7907,1.004,1.0039,1.0039
1850.50,0.7479,0.7481,0.7482,0.6988,0.6988,0.6988,0.5123,0.5123,0.5124,0.9193,0.9194,0.9194,0.6959,0.6959,0.696,0.8115,0.8116,0.8116,1.1022,1.1023,1.1023,0.7021,0.7022,0.7022,0.4699,0.4699,0.47,0.5052,0.5053,0.5053,0.8187,0.8187,0.8187,0.9529,0.953,0.953,0.7713,0.7713,0.7713,0.7845,0.7844,0.7845,1.1151,1.1151,1.115,0.7906,0.7906,0.7906,1.0038,1.0038,1.0037
1851.00,0.7478,0.748,0.7481,0.6987,0.6987,0.6987,0.5122,0.5123,0.5123,0.9191,0.9192,0.9192,0.6958,0.6958,0.6958,0.8114,0.8115,0.8115,1.1021,1.1022,1.1023,0.702,0.702,0.702,0.4698,0.4699,0.4699,0.5053,0.5053,0.5054,0.8186,0.8185,0.8186,0.9528,0.9528,0.9529,0.7711,0.7711,0.7711,0.7843,0.7843,0.7843,1.115,1.115,1.1149,0.7905,0.7905,0.7905,1.0036,1.0036,1.0036
1851.50,0.7477,0.7479,0.7479,0.6985,0.6985,0.6986,0.5122,0.5122,0.5123,0.919,0.9191,0.9191,0.6956,0.6956,0.6957,0.8112,0.8113,0.8113,1.102,1.1022,1.1022,0.7019,0.7019,0.7019,0.4698,0.4699,0.4699,0.5053,0.5053,0.5054,0.8184,0.8184,0.8184,0.9527,0.9527,0.9528,0.771,0.771,0.771,0.7842,0.7842,0.7842,1.1149,1.1149,1.1148,0.7903,0.7903,0.7903,1.0035,1.0034,1.0034
1852.00,0.7475,0.7477,0.7478,0.6984,0.6984,0.6984,0.5121,0.5122,0.5122,0.9188,0.9189,0.9189,0.6955,0.6955,0.6955,0.8111,0.8112,0.8112,1.1019,1.1021,1.1021,0.7017,0.7017,0.7017,0.4698,0.4698,0.4699,0.5053,0.5054,0.5054,0.8183,0.8182,0.8183,0.9525,0.9526,0.9526,0.7708,0.7708,0.7708,0.784,0.784,0.7841,1.1148,1.1148,1.1147,0.7902,0.7902,0.7902,1.0033,1.0033,1.0033
1852.50,0.7474,0.7476,0.7477,0.6982,0.6982,0.6983,0.5121,0.5122,0.5122,0.9187,0.9188,0.9188,0.6954,0.6954,0.6954,0.8109,0.811,0.811,1.1019,1.102,1.1021,0.7016,0.7016,0.7016,0.4697,0.4698,0.4698,0.5053,0.5054,0.5054,0.8181,0.8181,0.8181,0.9524,0.9525,0.9525,0.7707,0.7707,0.7707,0.7839,0.7839,0.7839,1.1147,1.1147,1.1146,0.7901,0.7901,0.7901,1.0032,1.0031,1.0031
1853.00,0.7473,0.7475,0.7475,0.6981,0.6981,0.6981,0.512,0.5121,0.5121,0.9185,0.9186,0.9186,0.6952,0.6952,0.6953,0.8108,0.8109,0.8109,1.1018,1.1019,1.102,0.7015,0.7015,0.7015,0.4697,0.4698,0.4698,0.5054,0.5055,0.5055,0.818,0.8179,0.818,0.9523,0.9523,0.9523,0.7705,0.7705,0.7705,0.7838,0.7838,0.7838,1.1146,1.1146,1.1145,0.7899,0.79,0.79,1.003,1.0029,1.0029
1853.50,0.7471,0.7473,0.7474,0.6979,0.6979,0.698,0.512,0.5121,0.5121,0.9184,0.9185,0.9185,0.6951,0.6951,0.6951,0.8107,0.8107,0.8107,1.1017,1.1018,1.1019,0.7013,0.7013,0.7013,0.4697,0.4698,0.4698,0.5054,0.5055,0.5055,0.8179,0.8178,0.8178,0.9522,0.9522,0.9522,0.7704,0.7704,0.7704,0.7836,0.7837,0.7837,1.1144,1.1145,1.1144,0.7898,0.7899,0.7898,1.0029,1.0028,1.0028
1854.00,0.747,0.7472,0.7473,0.6978,0.6978,0.6978,0.5119,0.512,0.512,0.9182,0.9183,0.9183,0.695,0.695,0.695,0.8105,0.8106,0.8106,1.1016,1.1017,1.1019,0.7012,0.7012,0.7012,0.4696,0.4697,0.4698,0.5055,0.5055,0.5056,0.8177,0.8177,0.8177,0.952,0.9521,0.9521,0.7702,0.7702,0.7702,0.7835,0.7835,0.7835,1.1143,1.1144,1.1143,0.7897,0.7897,0.7897,1.0027,1.0026,1.0026
1854.50,0.7469,0.7471,0.7471,0.6976,0.6977,0.6977,0.5119,0.512,0.512,0.9181,0.9181,0.9182,0.6948,0.6948,0.6949,0.8104,0.8104,0.8104,1.1015,1.1017,1.1018,0.701,0.7011,0.701,0.4696,0.4697,0.4698,0.5055,0.5056,0.5056,0.8176,0.8175,0.8176,0.9519,0.9519,0.9519,0.7701,0.7701,0.7701,0.7834,0.7834,0.7834,1.1142,1.1143,1.1141,0.7896,0.7896,0.7896,1.0026,1.0025,1.0025
1855.00,0.7467,0.7469,0.747,0.6975,0.6975,0.6976,0.5119,0.5119,0.5119,0.9179,0.918,0.918,0.6947,0.6947,0.6947,0.8102,0.8103,0.8103,1.1015,1.1016,1.1017,0.7009,0.7009,0.7009,0.4696,0.4697,0.4697,0.5056,0.5057,0.5057,0.8174,0.8174,0.8174,0.9518,0.9518,0.9518,0.7699,0.7699,0.7699,0.7832,0.7833,0.7833,1.1141,1.1141,1.114,0.7895,0.7895,0.7895,1.0024,1.0024,1.0023
1855.50,0.7466,0.7468,0.7468,0.6973,0.6974,0.6974,0.5118,0.5119,0.5119,0.9178,0.9178,0.9179,0.6946,0.6946,0.6946,0.8101,0.8101,0.8101,1.1014,1.1015,1.1016,0.7008,0.7008,0.7008,0.4696,0.4697,0.4697,0.5056,0.5057,0.5057,0.8173,0.8172,0.8173,0.9516,0.9517,0.9517,0.7698,0.7698,0.7698,0.7831,0.7831,0.7831,1.114,1.114,1.1139,0.7893,0.7894,0.7894,1.0023,1.0022,1.0022
1856.00,0.7465,0.7467,0.7467,0.6972,0.6973,0.6973,0.5118,0.5119,0.5119,0.9176,0.9177,0.9177,0.6944,0.6944,0.6945,0.81,0.81,0.81,1.1013,1.1014,1.1015,0.7006,0.7007,0.7006,0.4696,0.4697,0.4697,0.5057,0.5058,0.5058,0.8172,0.8171,0.8172,0.9515,0.9515,0.9515,0.7696,0.7696,0.7696,0.783,0.783,0.783,1.1138,1.1139,1.1138,0.7892,0.7892,0.7892,1.0021,1.0021,1.002
1856.50,0.7463,0.7465,0.7465,0.6971,0.6971,0.6972,0.5117,0.5118,0.5118,0.9174,0.9175,0.9175,0.6943,0.6943,0.6943,0.8098,0.8099,0.8099,1.1012,1.1013,1.1014,0.7005,0.7005,0.7005,0.4696,0.4696,0.4697,0.5058,0.5058,0.5059,0.817,0.817,0.817,0.9513,0.9514,0.9514,0.7695,0.7694,0.7694,0.7828,0.7829,0.7829,1.1137,1.1138,1.1137,0.7891,0.7891,0.7891,1.002,1.0019,1.0019
1857.00,0.7462,0.7464,0.7464,0.6969,0.697,0.697,0.5117,0.5118,0.5118,0.9173,0.9174,0.9174,0.6941,0.6942,0.6942,0.8097,0.8097,0.8097,1.1011,1.1013,1.1013,0.7004,0.7004,0.7004,0.4695,0.4696,0.4697,0.5058,0.5059,0.506,0.8169,0.8169,0.8169,0.9512,0.9512,0.9512,0.7693,0.7693,0.7693,0.7827,0.7827,0.7827,1.1136,1.1137,1.1136,0.789,0.789,0.789,1.0018,1.0018,1.0017
1857.50,0.7461,0.7463,0.7463,0.6968,0.6968,0.6969,0.5117,0.5118,0.5117,0.9171,0.9172,0.9172,0.694,0.694,0.6941,0.8096,0.8096,0.8096,1.1011,1.1012,1.1013,0.7002,0.7003,0.7002,0.4695,0.4696,0.4697,0.5059,0.506,0.506,0.8168,0.8167,0.8168,0.9511,0.9511,0.9511,0.7691,0.7691,0.7691,0.7826,0.7826,0.7826,1.1135,1.1135,1.1135,0.7889,0.7889,0.7889,1.0017,1.0016,1.0016
1858.00,0.7459,0.7461,0.7461,0.6967,0.6967,0.6968,0.5116,0.5117,0.5117,0.917,0.9171,0.9171,0.6939,0.6939,0.6939,0.8094,0.8095,0.8095,1.101,1.1011,1.1012,0.7001,0.7001,0.7001,0.4695,0.4696,0.4697,0.506,0.5061,0.5061,0.8166,0.8166,0.8166,0.9509,0.9509,0.951,0.769,0.769,0.769,0.7824,0.7825,0.7825,1.1134,1.1134,1.1133,0.7887,0.7887,0.7887,1.0015,1.0015,1.0014
1858.50,0.7458,0.746,0.746,0.6965,0.6966,0.6966,0.5116,0.5117,0.5117,0.9168,0.9169,0.9169,0.6937,0.6938,0.6938,0.8093,0.8094,0.8093,1.1009,1.101,1.1011,0.7,0.7,0.7,0.4695,0.4696,0.4697,0.5061,0.5062,0.5062,0.8165,0.8165,0.8165,0.9508,0.9508,0.9508,0.7688,0.7688,0.7688,0.7823,0.7823,0.7824,1.1133,1.1133,1.1132,0.7886,0.7886,0.7886,1.0014,1.0014,1.0013
1859.00,0.7457,0.7459,0.7458,0.6964,0.6964,0.6965,0.5116,0.5117,0.5117,0.9167,0.9168,0.9168,0.6936,0.6937,0.6937,0.8092,0.8092,0.8092,1.1008,1.101,1.101,0.6998,0.6999,0.6999,0.4695,0.4696,0.4697,0.5062,0.5063,0.5063,0.8164,0.8163,0.8164,0.9507,0.9506,0.9507,0.7687,0.7687,0.7687,0.7822,0.7822,0.7822,1.1132,1.1132,1.1131,0.7885,0.7885,0.7885,1.0012,1.0012,1.0011
1859.50,0.7455,0.7457,0.7457,0.6963,0.6963,0.6964,0.5116,0.5117,0.5116,0.9165,0.9166,0.9166,0.6935,0.6935,0.6936,0.8091,0.8091,0.8091,1.1008,1.1009,1.1009,0.6997,0.6998,0.6998,0.4696,0.4696,0.4697,0.5063,0.5064,0.5065,0.8163,0.8162,0.8163,0.9505,0.9505,0.9505,0.7686,0.7686,0.7686,0.7821,0.7821,0.7821,1.1131,1.1131,1.113,0.7884,0.7884,0.7884,1.0011,1.0011,1.001
1860.00,0.7454,0.7456,0.7456,0.6962,0.6962,0.6962,0.5116,0.5116,0.5116,0.9164,0.9165,0.9165,0.6934,0.6934,0.6935,0.809,0.809,0.809,1.1007,1.1008,1.1009,0.6996,0.6997,0.6996,0.4696,0.4697,0.4697,0.5065,0.5065,0.5066,0.8161,0.8161,0.8162,0.9504,0.9503,0.9504,0.7684,0.7684,0.7684,0.782,0.782,0.782,1.113,1.113,1.1129,0.7883,0.7882,0.7882,1.0009,1.0009,1.0009
1860.50,0.7452,0.7455,0.7454,0.696,0.6961,0.6961,0.5116,0.5116,0.5116,0.9163,0.9164,0.9164,0.6933,0.6933,0.6933,0.8089,0.8089,0.8089,1.1006,1.1008,1.1008,0.6995,0.6995,0.6995,0.4696,0.4697,0.4698,0.5066,0.5067,0.5067,0.816,0.816,0.816,0.9503,0.9502,0.9503,0.7683,0.7683,0.7683,0.7818,0.7819,0.7819,1.1129,1.1129,1.1128,0.7882,0.7881,0.7881,1.0008,1.0008,1.0007
1861.00,0.7451,0.7453,0.7453,0.6959,0.696,0.696,0.5116,0.5116,0.5116,0.9161,0.9162,0.9162,0.6932,0.6932,0.6932,0.8088,0.8088,0.8088,1.1006,1.1007,1.1007,0.6994,0.6994,0.6994,0.4696,0.4697,0.4698,0.5068,0.5068,0.5069,0.8159,0.8159,0.8159,0.9501,0.9501,0.9502,0.7682,0.7682,0.7682,0.7817,0.7817,0.7818,1.1128,1.1128,1.1127,0.788,0.788,0.788,1.0006,1.0006,1.0006
1861.50,0.745,0.7452,0.7452,0.6958,0.6958,0.6959,0.5116,0.5116,0.5117,0.916,0.9161,0.9161,0.6931,0.6931,0.6931,0.8087,0.8087,0.8087,1.1005,1.1006,1.1007,0.6993,0.6993,0.6993,0.4697,0.4698,0.4698,0.5069,0.507,0.507,0.8159,0.8158,0.8158,0.95,0.95,0.9501,0.7681,0.7681,0.7681,0.7816,0.7817,0.7817,1.1127,1.1127,1.1127,0.7879,0.7879,0.7879,1.0005,1.0005,1.0005
1862.00,0.7448,0.7451,0.7451,0.6957,0.6957,0.6958,0.5116,0.5117,0.5117,0.9159,0.916,0.916,0.693,0.693,0.693,0.8086,0.8086,0.8086,1.1005,1.1006,1.1006,0.6992,0.6993,0.6993,0.4697,0.4698,0.4699,0.5071,0.5072,0.5072,0.8158,0.8157,0.8158,0.9499,0.9499,0.95,0.7679,0.768,0.768,0.7815,0.7816,0.7816,1.1126,1.1126,1.1126,0.7878,0.7878,0.7878,1.0004,1.0004,1.0003
1862.50,0.7447,0.745,0.745,0.6956,0.6956,0.6957,0.5116,0.5117,0.5117,0.9158,0.9159,0.9159,0.6929,0.6929,0.6929,0.8085,0.8085,0.8086,1.1004,1.1005,1.1006,0.6991,0.6992,0.6992,0.4698,0.4699,0.47,0.5073,0.5074,0.5074,0.8157,0.8156,0.8157,0.9498,0.9498,0.9499,0.7678,0.7679,0.7679,0.7815,0.7815,0.7815,1.1126,1.1125,1.1125,0.7877,0.7877,0.7877,1.0003,1.0003,1.0002
1863.00,0.7446,0.7449,0.7449,0.6955,0.6955,0.6956,0.5117,0.5117,0.5117,0.9157,0.9158,0.9158,0.6928,0.6928,0.6929,0.8084,0.8085,0.8085,1.1004,1.1005,1.1005,0.6991,0.6991,0.6991,0.4699,0.4699,0.47,0.5075,0.5076,0.5076,0.8156,0.8156,0.8156,0.9497,0.9497,0.9498,0.7677,0.7678,0.7678,0.7814,0.7814,0.7814,1.1125,1.1124,1.1124,0.7876,0.7876,0.7876,1.0002,1.0001,1.0001
