Sample,Sample Type,Carbonate Type,Location,Latitude,Longitude,Altitude（m）,Age(Ma),Age1(Ma),Period,Stage,Soil depth(cm),Burial depth（m）,N,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Temperature,δ18O water,Δ47Diagenetic alteration,reference
OC-RIP-EXOa,Bivalve,Aragonite,"The Western Interior Seaway,USA",35.12 ,-88.41 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,3,0.89 ,-1.89 ,,0.712 ,19.18 ,,0,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
OC-RIP-EXOb,Bivalve,Aragonite,"The Western Interior Seaway,USA",35.12 ,-88.41 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,2,0.78 ,-2.36 ,,0.739 ,10.30 ,,0,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
9875-ost,Bivalve,Aragonite,"The Western Interior Seaway,USA",48.27 ,-112.67 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,3,3.18 ,-7.73 ,,0.678 ,32.37 ,,1,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
D4579-ost,Bivalve,Aragonite,"The Western Interior Seaway,USA",42.05 ,-107.44 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,4,1.84 ,-4.74 ,,0.700 ,23.51 ,,1,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
PS1an-inocer,Bivalve,Aragonite,"The Western Interior Seaway,USA",43.80 ,-102.52 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,1,3.48 ,-2.19 ,,0.733 ,12.48 ,,1,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
ChurchAR-bac,Bivalve,Aragonite,"The Western Interior Seaway,USA",38.85 ,-104.84 ,,late Campanian to late Maastrichtian ,77.8,Cretaceous,Maastrichtian,,,1,0.91 ,-2.19 ,,0.657 ,40.02 ,,1,"Petersen, S.V., Tabor, C.R., Lohmann, K.C., Poulsen, C.J., Meyer, K.W., Carpenter, S.J., Erickson, J.M., Matsunaga, K.K.S., Smith, S.Y., Sheldon, N.D., 2016. Temperature and salinity of the Late Cretaceous Western Interior Seaway. Geology 44, 903-906."
AC30d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Pliocene,3.6,Neogene,Pliocene,,122,,1.88 ± 0.05,1.64 ± 0.14,,0.6811 ± 0.0162,30.6 ± 6.3,1.0 ± 1.3,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC31d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Miocene,13.2,Neogene,Miocene,,125,,1.83 ± 0.02,1.45 ± 0.08,,0.6754 ± 0.0069,32.3 ± 2.7,1.3 ± 0.6,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC27d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Oligocene,27.2,Paleogene,Oligocene,,206,,3.13 ± 0.15,2.30 ± 0.19,,0.6856 ± 0.0034,28.4 ± 1.3,1.3 ± 0.4,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC33d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Oligocene,27.2,Paleogene,Oligocene,,259,,2.32 ± 0.02,2.38 ± 0.10,,0.6903 ± 0.0031,26.6 ± 1.1,1.0 ± 0.3,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC32c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Eocene,44.9,Paleogene,Eocene,,499,,-0.18 ± 0.02,-2.33 ± 0.08,,0.6845 ± 0.0057,28.8 ± 2.1,0.5 ± 0.4,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC29c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Eocene,44.9,Paleogene,Eocene,,735,,-0.35 ± 0.07,-2.44 ± 0.18,,0.6938 ± 0.0089,25.5 ± 3.2,-0.3 ± 0.5,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC37c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Eocene,44.9,Paleogene,Eocene,,880,,2.00 ± 0.04,-0.57 ± 0.03,,0.6899 ± 0.0069,26.9 ± 2.5,1.9 ± 0.5,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC23c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Eocene,44.9,Paleogene,Eocene,,1076,,2.52 ± 0.03,-0.89 ± 0.03,,0.6895 ± 0.0058,27.0 ± 2.1,1.6 ± 0.4,0,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC26c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Eocene,44.9,Paleogene,Eocene,,1330,,0.13 ± 0.07,-0.30 ± 0.14,,0.6543 ± 0.0061,40.8 ± 2.6,4.8 ± 0.3,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC18c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Paleocene,61,Paleogene,Paleocene,,1859,,-1.33 ± 0.06,-3.16 ± 0.05,,0.6618 ± 0.0036,37.6 ± 1.5,1.4 ± 0.2,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC18d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Paleocene,61,Paleogene,Paleocene,,1859,,2.10 ± 0.01,0.97 ± 0.02,,0.6519 ± 0.0040,41.7 ± 1.7,2.8 ± 0.3,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC15d,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Paleocene,61,Paleogene,Paleocene,,2373,,1.52 ± 0.06,0.62 ± 0.21,,0.6337 ± 0.0106,50.0 ± 4.9,4.0 ± 1.1,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC6c,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Late Cretaceous,92,Cretaceous,,,3236,,1.54 ± 0.09,-3.89 ± 0.22,,0.6614 ± 0.0024,37.7 ± 1.0,0.7 ± 0.4,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC7c,Carbonate core,Calcite,Andros Island,25.00 ,-78.00 ,low elevation,Late Cretaceous,92,Cretaceous,,,3240,,2.12 ± 0.07,-3.14 ± 0.10,,0.6402 ± 0.0092,47.0 ± 4.1,3.0 ± 0.6,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC7d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Late Cretaceous,92,Cretaceous,,,3240,,2.33 ± 0.07,1.45 ± 0.19,,0.6337 ± 0.0104,49.9 ± 4.8,3.4 ± 0.9,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC5d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Early Cretaceous,119,Cretaceous,,,3825,,0.98 ± 0.04,0.04 ± 0.11,,0.5996 ± 0.0179,68.0 ± 10.1,6.4 ± 1.6,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC2d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Early Cretaceous,119,Cretaceous,,,4284,,3.85 ± 0.05,0.83 ± 0.05,,0.6425 ± 0.0045,45.7 ± 1.9,3.5 ± 0.4,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
AC1d,Carbonate core,Dolomite,Andros Island,25.00 ,-78.00 ,low elevation,Early Cretaceous,119,Cretaceous,,,4413,,2.53 ± 0.08,-0.91 ± 0.18,,0.6096 ± 0.0088,61.5 ± 4.4,4.6 ± 0.7,1,"Winkelstern, I.Z., Lohmann, K.C., 2016. Shallow burial alteration of dolomite and limestone clumped isotope geochemistry. Geology 44, 467-470."
4 DC 34,Layered marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,3,-4.56 ,-13.86 ,0.624,0.673 ,30.00 ,-10.60 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
4 DC 47,Layered marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,1,0.40 ,-9.20 ,0.522,0.570 ,61.00 ,-0.30 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
4 DC 51,Layered marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,2,-0.45 ,-16.10 ,0.564,0.615 ,47.00 ,-9.60 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
4 DC 105,Layered marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,2,0.10 ,-14.10 ,0.56,0.610 ,49.00 ,-7.00 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
4 DC 112,Layered marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,2,-1.10 ,-12.55 ,0.57,0.615 ,46.00 ,-6.00 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Nema 6A,Marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,1,-0.10 ,-13.10 ,0.571,0.620 ,45.00 ,-7.00 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Nema 10.1,Marl,Calcite,"NIMA basin,Tibetan Plateau ,China",31.77 ,87.57 ,4630,26-25,25.5,Paleogene,Chattian,,,1,-0.40 ,-16.10 ,0.562,0.610 ,48.00 ,-9.50 ,1,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
ZD0710,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.50 ,79.60 ,4210,3.7,3.7,Neogene,Zanclean,,,1,-0.10 ,-2.90 ,0.708,0.760 ,4.00 ,-6.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
TB07S-6,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.50 ,79.60 ,4190,4,4,Neogene,Zanclean,,,1,-0.70 ,-3.30 ,0.716,0.770 ,2.00 ,-7.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
TB07S-6a,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.50 ,79.60 ,4190,4,4,Neogene,Zanclean,,,1,-2.40 ,-3.90 ,0.7,0.750 ,6.00 ,-7.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
2 SZ 51.5,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.41 ,79.76 ,4050,4.2,4.2,Neogene,Zanclean,,,3,-0.40 ,-2.33 ,0.673,0.723 ,14.00 ,-3.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
TB07S-19a,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.50 ,79.60 ,4120,4.4,4.4,Neogene,Zanclean,,,1,-4.00 ,-4.00 ,0.685,0.685 ,11.00 ,-6.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
1 SZ 32,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.42 ,79.74 ,4000,4.7,4.7,Neogene,Zanclean,,,3,1.50 ,-2.40 ,0.685,0.733 ,10.00 ,-3.90 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
1 SZ 18,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.42 ,79.75 ,3980,4.9,4.9,Neogene,Zanclean,,,3,0.60 ,-2.80 ,0.692,0.745 ,9.00 ,-5.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
0.4 SZ 14.9,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.42 ,79.75 ,3950,5.1,5.1,Neogene,Zanclean,,,2,-7.30 ,-18.65 ,0.693,0.745 ,8.00 ,-20.70 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
0.4 SZ 4.8,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.42 ,79.75 ,3940,5.2,5.2,Neogene,Zanclean,,,2,-1.80 ,-1.35 ,0.682,0.735 ,12.00 ,-2.40 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
0.3 SZ 38.25A,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.43 ,79.75 ,3910,5.5,5.5,Neogene,Messinian,,,4,-1.83 ,-6.77 ,0.685,0.737 ,11.00 ,-8.10 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
0.3 SZ 22,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.43 ,79.75 ,3900,6.1,6.1,Neogene,Messinian,,,3,-2.63 ,-8.03 ,0.669,0.720 ,16.00 ,-8.30 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
0.1 SZ 4.5,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.46 ,79.72 ,3750,8.5,8.5,Neogene,Tortonian,,,3,-1.10 ,-2.20 ,0.684,0.736 ,11.00 ,-3.50 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
nrc10-071-1,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.58 ,82.34 ,4830,modern,0,Quaternary,Holocene,,,1,-2.50 ,-9.10 ,0.679,0.730 ,12.00 ,-10.20 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
nrc10-114-4,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.54 ,82.29 ,4830,modern,0,Quaternary,Holocene,,,1,-4.40 ,-12.10 ,0.66,0.710 ,18.00 ,-11.90 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
nrc10-108-2,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.59 ,82.34 ,4810,modern,0,Quaternary,Holocene,,,1,-2.60 ,-7.50 ,0.66,0.710 ,18.00 ,-7.30 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
2507-6-5,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",30.64 ,82.21 ,4880,modern,0,Quaternary,Holocene,,,1,-4.10 ,-3.70 ,0.692,0.740 ,9.00 ,-5.50 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
DT 10-9-3,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",31.23 ,84.40 ,4550,modern,0,Quaternary,Holocene,,,1,-9.10 ,-7.80 ,0.626,0.680 ,30.00 ,-5.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Zhongba 10-7-2,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",29.67 ,84.17 ,4570,modern,0,Quaternary,Holocene,,,1,-5.20 ,-15.30 ,0.664,0.720 ,17.00 ,-5.30 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Zhongba 10-6b,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",29.67 ,84.67 ,4570,modern,0,Quaternary,Holocene,,,1,-7.60 ,-10.80 ,0.624,0.670 ,31.00 ,-8.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Zhongba 10-10a,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",29.67 ,84.17 ,4570,modern,0,Quaternary,Holocene,,,1,-5.80 ,-16.00 ,0.653,0.700 ,21.00 ,-15.30 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Tsangpo 27,Bivalve,Aragonite,"ZHADA basin,Tibetan Plateau ,China",29.56 ,84.92 ,4580,modern,0,Quaternary,Holocene,,,1,-4.00 ,-17.70 ,0.658,0.710 ,19.00 ,-17.30 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Kailas 20-1,tuff,Calcite,"ZHADA basin,Tibetan Plateau ,China",31.67 ,82.70 ,4780,modern,0,Quaternary,Holocene,,,3,2.06 ,-5.16 ,0.706,0.760 ,10.00 ,-6.00 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
Kailas 20-2,tuff,Calcite,"ZHADA basin,Tibetan Plateau ,China",31.67 ,82.70 ,4820,modern,0,Quaternary,Holocene,,,3,1.67 ,-5.67 ,0.686,0.736 ,15.00 ,-5.40 ,0,"Huntington, K.W., Saylor, J., Quade, J., Hudson, A.M., 2014. High late Miocene–Pliocene elevation of the Zhada Basin, southwestern Tibetan Plateau, from carbonate clumped isotope thermometry. Geological Society of America Bulletin."
CN2004-BD-117,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,7.11,7.11,Neogene,Messinian,,,5,-7.10 ,-9.20 ,0.669,,20.10 ,-7.80 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-124,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,6.98,6.98,Neogene,Messinian,,,3,-6.80 ,-9.20 ,0.676,,18.60 ,-8.10 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-141,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,6.78,6.78,Neogene,Messinian,,,3,-6.90 ,-9.20 ,0.675,,18.60 ,-8.10 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-162,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,6.53,6.53,Neogene,Messinian,,,5,-6.50 ,-9.20 ,0.677,,18.30 ,-8.20 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-70,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,6.4,6.4,Neogene,Messinian,,,3,-7.30 ,-9.40 ,0.684,,16.80 ,-8.70 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-201,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,6.19,6.19,Neogene,Messinian,,,3,-7.00 ,-9.10 ,0.673,,19.60 ,-8.60 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-340,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,5.8,5.8,Neogene,Messinian,,,2,-6.50 ,-9.10 ,0.686,,16.40 ,-8.50 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2005-BD-347,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,5.58,5.58,Neogene,Messinian,,,3,-6.00 ,-8.90 ,0.674,,18.80 ,-7.80 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-231,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,5.47,5.47,Neogene,Messinian,,,4,-6.10 ,-9.40 ,0.68,,17.60 ,-8.60 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
CN2004-BD-240,Paleosol carbonate,Calcite,"Baode in the northern CLP,China",39.00 ,111.00 ,low elevation,5.34,5.34,Neogene,Messinian,,,3,-7.60 ,-9.80 ,0.672,,19.40 ,-8.60 ,0,"Suarez, M.B., Passey, B.H., Kaakinen, A., 2011. Paleosol carbonate multiple isotopologue signature of active East Asian summer monsoons during the late Miocene and Pliocene. Geology 39, 1151-1154."
