Flight_Number,Flight_Date,Origin,Destination,Route,Aircraft_Type,Aircraft_Capacity,Passengers,Load_Factor,Flight_Hours,Season,Route_Category,Demand_Level,Ticket_Revenue,Ancillary_Revenue,Total_Revenue,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin
EK5826,2024-08-20,DXB,AMM,DXB-AMM,Boeing 787-9,296,207,0.7014,3.2,Low,Short Haul,Medium,46300.98,4874.24,51175.22,17265.95,7040.0,3840.0,10240.0,1920.0,4308.66,4813.71,5706.76,1981.97,8482.0,5896.19,15381.97,2591.27,2524.32,91992.81,-40817.59,-79.76
EK7763,2024-11-29,DXB,RUH,DXB-RUH,Boeing 737-800,189,133,0.7049,2.2,Shoulder,Short Haul,Medium,31217.65,3182.29,34399.94,5042.8,2640.0,1760.0,3960.0,660.0,3164.22,3266.49,,1281.8,5516.1,2756.82,8095.02,1980.82,1931.37,46095.68,-11695.73,-34.0
EK3074,2024-04-14,DXB,KWI,DXB-KWI,Boeing 737-800,189,173,0.9179,2.0,Shoulder,Short Haul,High,52575.67,5339.2,57914.86,4568.59,2400.0,1600.0,3600.0,600.0,4653.19,2090.43,2397.85,1363.19,9020.26,3047.62,7578.34,1782.04,2328.53,47030.04,10884.83,18.79
EK5052,2024-07-06,DXB,KWI,DXB-KWI,Boeing 737-800,189,147,0.781,2.0,Low,Short Haul,High,21672.06,2516.53,24188.58,4786.81,2400.0,1600.0,3600.0,600.0,3360.66,2585.24,4516.58,1599.71,4336.53,3539.41,7533.31,1352.41,1780.21,43590.88,-19402.29,-80.21
EK8341,2024-12-27,DXB,MCT,DXB-MCT,Airbus A320,180,160,0.8944,1.2,Peak,Short Haul,High,40364.12,5676.1,46040.22,2931.53,1380.0,936.0,2040.0,336.0,2832.44,,5252.36,941.89,8202.39,3086.88,6364.83,2116.29,2391.26,42979.09,3061.13,6.65
EK2622,2024-03-25,DXB,BLR,DXB-BLR,Airbus A350-900,325,251,0.7724,4.5,Shoulder,Medium Haul,Medium,151349.52,17963.79,169313.32,29618.48,10800.0,5850.0,15750.0,2925.0,4785.52,6860.67,5780.49,2471.12,26967.6,4920.46,25016.21,8149.44,3045.08,152940.08,16373.23,9.67
EK5683,2024-08-26,DXB,MCT,DXB-MCT,Boeing 737-800,189,135,0.7188,1.2,Low,Short Haul,High,17965.01,2542.19,20507.2,2811.73,1440.0,960.0,2160.0,360.0,4515.2,4422.17,2306.77,568.96,2946.65,3572.25,5851.4,857.28,1838.53,34610.93,-14103.73,-68.77
EK6497,2024-09-03,DXB,AMM,DXB-AMM,Airbus A350-900,325,235,0.7245,3.2,Normal,Short Haul,Medium,33983.89,3704.58,37688.47,20104.27,7680.0,4160.0,11200.0,2080.0,2557.91,4297.67,4390.78,2238.62,4809.93,6880.79,19400.61,1333.71,2928.73,94063.03,-56374.56,-149.58
EK6796,2024-09-12,DXB,SIN,DXB-SIN,Boeing 787-9,296,241,0.816,7.5,Normal,Long Haul,High,284483.93,31050.28,315534.2,44004.53,16500.0,9000.0,24000.0,4500.0,4718.77,3128.53,4674.72,5960.45,39633.43,4056.12,38289.01,15027.57,2925.79,216418.94,99115.27,31.41
EK7989,2024-11-30,DXB,KHI,DXB-KHI,Boeing 737-800,189,143,0.7581,2.5,Shoulder,Medium Haul,Medium,90753.67,12585.19,103338.86,6092.3,3000.0,2000.0,4500.0,750.0,4630.54,2173.75,3763.56,1395.04,13873.86,2940.58,8906.6,3543.94,1644.97,59215.17,44123.69,42.7
EK1040,2024-01-10,DXB,MCT,DXB-MCT,Airbus A320,180,171,0.95,1.2,Peak,Short Haul,High,63702.68,7592.04,71294.72,3123.0,1380.0,936.0,2040.0,336.0,3524.72,5510.39,5456.11,928.44,9737.07,4591.37,6502.13,3224.81,2350.2,49640.23,21654.49,30.37
EK6475,2024-09-20,DXB,CAI,DXB-CAI,Boeing 787-9,296,202,0.6834,3.5,Normal,Short Haul,Medium,58426.61,6313.94,64740.54,19357.74,7700.0,4200.0,11200.0,2100.0,2227.89,6209.28,5295.29,2146.25,8269.34,4594.28,15095.62,2210.44,2490.41,93096.54,-28356.0,-43.8
EK3089,2024-04-09,DXB,BAH,DXB-BAH,Airbus A320,180,164,0.9121,1.3,Shoulder,Short Haul,High,56522.67,8189.38,64712.05,3419.56,1495.0,1014.0,2210.0,364.0,4156.7,3288.55,3881.88,590.32,11546.76,3504.82,6776.58,2813.19,1471.57,46532.92,18179.13,28.09
EK4924,2024-06-13,DXB,FRA,DXB-FRA,Boeing 787-9,296,219,0.7418,6.5,Low,Long Haul,High,224783.32,32457.71,257241.03,33641.3,14300.0,7800.0,20800.0,3900.0,8663.18,4540.92,5595.58,2741.53,41423.79,3942.69,26495.05,9946.99,1851.62,185642.66,71598.38,27.83
EK3175,2024-04-29,DXB,AMM,DXB-AMM,Boeing 787-9,296,235,0.7966,3.2,Shoulder,Short Haul,Medium,60796.6,7619.17,68415.76,18136.01,7040.0,3840.0,10240.0,1920.0,4821.96,4513.83,3001.6,1406.79,10508.88,6680.45,13422.2,2993.91,2000.88,90526.52,-22110.75,-32.32
EK1074,2024-01-10,DXB,KWI,DXB-KWI,Airbus A320,180,161,0.8996,2.0,Peak,Short Haul,High,41698.7,4876.74,46575.44,4499.34,2300.0,1560.0,3400.0,560.0,4076.21,3292.29,5189.16,1144.49,6334.41,2614.51,7275.28,2787.68,1491.37,46524.73,50.71,0.11
EK7383,2024-10-14,DXB,JFK,DXB-JFK,Airbus A380,517,466,0.9015,14.0,Shoulder,Long Haul,High,1023797.78,127171.31,1150969.1,161560.52,70000.0,28000.0,84000.0,14000.0,7658.42,14262.36,3627.53,8777.17,153743.78,9937.87,125017.66,57487.35,5886.47,743959.14,407009.96,35.36
EK8861,2024-12-27,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,295,0.7474,7.5,Peak,Long Haul,Medium,599229.01,84326.72,683555.73,69834.62,26250.0,11250.0,33750.0,6000.0,2337.36,7113.73,2477.36,4814.21,107634.79,5756.83,52772.39,23941.37,2541.06,356473.73,327082.0,47.85
EK3657,2024-05-07,DXB,DOH,DXB-DOH,Boeing 737-800,189,151,0.8039,1.5,Normal,Short Haul,High,53256.49,7665.78,60922.27,3625.81,1800.0,1200.0,2700.0,450.0,3468.07,5176.97,5293.49,820.61,7630.92,2568.16,7838.05,2153.71,1783.79,46509.56,14412.71,23.66
EK4180,2024-05-30,DXB,BKK,DXB-BKK,Airbus A350-900,325,220,0.6771,6.5,Normal,Long Haul,Medium,435979.55,57182.25,493161.8,41379.93,15600.0,8450.0,22750.0,4225.0,4405.35,6158.75,4923.36,4445.14,74434.21,3575.24,34997.8,28661.59,2205.03,256211.41,236950.4,48.05
EK3076,2024-04-04,DXB,BAH,DXB-BAH,Boeing 737-800,189,174,0.9243,1.3,Shoulder,Short Haul,High,28246.06,3244.12,31490.18,3081.45,1560.0,1040.0,2340.0,390.0,4313.42,6023.46,4279.98,892.3,4701.25,5111.83,6622.48,1191.67,1534.8,43082.65,-11592.47,-36.81
EK1441,2024-01-07,DXB,SYD,DXB-SYD,Boeing 777-300ER,396,376,0.95,14.5,Peak,Long Haul,High,787172.5,112107.21,899279.71,112342.29,50750.0,21750.0,65250.0,11600.0,6035.35,,3193.4,8131.99,113695.79,7612.43,90039.37,27217.52,4141.88,530253.16,369026.55,41.04
EK3051,2024-04-05,DXB,KWI,DXB-KWI,Boeing 737-800,189,169,0.8949,2.0,Shoulder,Short Haul,High,54525.87,7729.97,62255.84,4512.69,2400.0,1600.0,3600.0,600.0,2611.52,5429.89,3185.35,1222.55,9499.64,2535.18,7159.67,3053.55,2336.42,49746.46,12509.38,20.09
EK3541,2024-04-14,DXB,CDG,DXB-CDG,Boeing 777-300ER,396,337,0.8511,7.5,Shoulder,Long Haul,High,438108.26,59554.74,497663.0,59015.01,26250.0,11250.0,33750.0,6000.0,11586.7,10214.4,2841.34,4479.21,70168.18,9111.51,43996.41,16023.82,4580.73,309267.29,188395.71,37.86
EK2301,2024-02-25,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,316,0.7989,16.5,Peak,Long Haul,Medium,322811.32,44068.2,366879.52,150259.3,57750.0,24750.0,74250.0,13200.0,3563.17,9589.24,5061.19,10358.95,60091.62,7394.97,116780.89,14396.79,3831.14,551277.25,-184397.73,-50.26
EK8332,2024-12-16,DXB,DOH,DXB-DOH,Boeing 737-800,189,173,0.918,1.5,Peak,Short Haul,High,45100.66,4830.95,49931.62,3848.43,1800.0,1200.0,2700.0,450.0,2342.34,,2115.69,1021.98,6684.69,3053.14,4877.23,1708.7,2388.57,38212.25,11719.36,23.47
EK4430,2024-06-09,DXB,RUH,DXB-RUH,Boeing 737-800,189,138,0.7325,2.2,Low,Short Haul,Medium,22904.69,2470.38,25375.07,5434.78,2640.0,1760.0,3960.0,660.0,3778.57,4524.49,3807.04,1585.53,3328.17,2423.68,8421.7,824.5,1674.82,44823.28,-19448.21,-76.64
EK2304,2024-02-09,DXB,SFO,DXB-SFO,Boeing 777-300ER,396,298,0.7537,16.5,Peak,Long Haul,Medium,635151.1,86618.51,721769.61,145341.31,57750.0,24750.0,74250.0,13200.0,4495.41,6899.91,3638.02,8438.38,108057.96,4552.57,113931.94,39012.59,2840.44,607158.53,114611.09,15.88
EK1236,2024-01-18,DXB,DEL,DXB-DEL,Boeing 787-9,296,281,0.95,3.5,Peak,Medium Haul,High,241291.72,32605.15,273896.87,18969.24,7700.0,4200.0,11200.0,2100.0,4416.41,8493.68,4199.86,2239.88,41161.65,6986.5,18591.5,15887.55,4023.19,150169.46,123727.42,45.17
EK7648,2024-11-17,DXB,DOH,DXB-DOH,Boeing 737-800,189,166,0.8832,1.5,Shoulder,Short Haul,High,45885.66,5090.58,50976.24,3550.61,1800.0,1200.0,2700.0,450.0,3448.47,2518.25,3464.94,1152.9,8351.06,3480.25,5280.57,1687.72,2373.64,41458.42,9517.82,18.67
EK3599,2024-04-05,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,268,0.6771,16.0,Shoulder,Long Haul,Medium,257947.72,29718.43,287666.15,132220.44,56000.0,24000.0,72000.0,12800.0,4426.67,3353.83,3972.2,7122.46,38372.58,4816.76,88847.05,10889.76,3766.47,462588.22,-174922.06,-60.81
EK5616,2024-07-08,DXB,SFO,DXB-SFO,Airbus A350-900,325,201,0.6191,16.5,Low,Long Haul,Medium,222741.95,24091.95,246833.9,99273.51,39600.0,21450.0,57750.0,10725.0,4722.86,5318.59,4923.88,12627.09,37244.2,3138.59,67488.68,9968.43,2951.74,377182.57,-130348.67,-52.81
EK3573,2024-04-13,DXB,FRA,DXB-FRA,Airbus A380,517,432,0.8361,6.5,Shoulder,Long Haul,High,628706.67,91179.85,719886.52,75423.63,32500.0,13000.0,39000.0,6500.0,10129.68,14475.89,4404.39,5117.04,117410.43,10116.81,67737.23,25822.11,4415.11,426052.3,293834.22,40.82
EK4280,2024-05-19,DXB,LAX,DXB-LAX,Boeing 777-300ER,396,298,0.7544,16.0,Normal,Long Haul,Medium,473467.36,64850.88,538318.24,147041.13,56000.0,24000.0,72000.0,12800.0,3302.09,9109.71,5432.28,11555.25,87092.93,8480.89,111044.94,16591.81,3593.0,568044.03,-29725.79,-5.52
EK4186,2024-05-08,DXB,BKK,DXB-BKK,Boeing 777-300ER,396,270,0.6842,6.5,Normal,Long Haul,Medium,343970.34,49015.96,392986.29,56694.61,22750.0,9750.0,29250.0,5200.0,4323.98,3484.12,,4046.34,59866.26,6599.33,46067.92,20579.6,2942.15,276751.45,116234.84,29.58
EK4953,2024-06-04,DXB,SFO,DXB-SFO,Airbus A350-900,325,221,0.6812,16.5,Low,Long Haul,Medium,381747.82,45898.11,427645.93,94222.56,39600.0,21450.0,57750.0,10725.0,4416.06,6789.75,5759.39,12311.19,52682.0,6359.41,77289.97,23088.61,2359.21,414803.15,12842.78,3.0
EK3768,2024-05-12,DXB,RUH,DXB-RUH,Boeing 737-800,189,139,0.7379,2.2,Normal,Short Haul,Medium,22669.85,2793.36,25463.21,4956.26,2640.0,1760.0,3960.0,660.0,3068.72,4821.54,4667.48,1109.38,3229.47,4012.22,9106.56,788.04,1959.78,46739.45,-21276.24,-83.56
EK5831,2024-08-28,DXB,AMM,DXB-AMM,Airbus A350-900,325,230,0.7098,3.2,Low,Short Haul,Medium,55382.47,6490.26,61872.74,19349.74,7680.0,4160.0,11200.0,2080.0,2229.42,,3001.48,1430.01,8279.62,5381.18,17920.98,3563.44,3439.23,96861.18,-34988.44,-56.55
EK5223,2024-07-26,DXB,IST,DXB-IST,Boeing 777-300ER,396,321,0.811,5.0,Low,Medium Haul,High,193305.04,24232.56,217537.6,41626.37,17500.0,7500.0,22500.0,4000.0,3647.06,4549.4,2976.93,3619.62,32282.78,9423.08,32497.92,9721.49,4449.49,196294.14,21243.46,9.77
EK3106,2024-04-06,DXB,RUH,DXB-RUH,Boeing 737-800,189,127,0.6744,2.2,Shoulder,Short Haul,Medium,24223.05,3125.54,27348.59,5747.89,2640.0,1760.0,3960.0,660.0,2592.77,3540.77,3628.49,1520.69,4610.79,2292.6,6706.15,1352.91,1805.48,42818.54,-15469.95,-56.57
EK3679,2024-05-26,DXB,MCT,DXB-MCT,Boeing 737-800,189,161,0.8542,1.2,Normal,Short Haul,High,43297.02,5404.77,48701.79,2856.42,1440.0,960.0,2160.0,360.0,2417.91,2040.38,,505.41,7769.27,4393.17,5948.82,2410.49,1619.12,40380.81,8320.99,17.09
EK3761,2024-05-11,DXB,RUH,DXB-RUH,Boeing 737-800,189,136,0.7216,2.2,Normal,Short Haul,Medium,19812.6,2824.02,22636.62,6013.12,2640.0,1760.0,3960.0,660.0,2576.8,2932.88,4895.16,897.06,3117.4,3742.01,7605.84,1134.26,1331.9,43266.45,-20629.83,-91.13
EK5688,2024-08-15,DXB,MCT,DXB-MCT,Airbus A320,180,143,0.7987,1.2,Low,Short Haul,High,39656.8,4682.16,44338.96,2598.42,1380.0,936.0,2040.0,336.0,2142.3,2426.22,2259.33,576.39,6220.66,2397.63,4329.14,1802.15,2006.98,31451.24,12887.72,29.07
EK6399,2024-09-24,DXB,KWI,DXB-KWI,Airbus A320,180,143,0.7956,2.0,Normal,Short Haul,High,38121.87,5197.24,43319.11,5215.1,2300.0,1560.0,3400.0,560.0,4319.84,2676.2,4711.65,1068.49,6825.66,2972.71,7150.75,1608.27,1545.68,45914.35,-2595.24,-5.99
EK2387,2024-03-09,DXB,MCT,DXB-MCT,Boeing 737-800,189,163,0.8644,1.2,Shoulder,Short Haul,High,36170.23,4999.76,41169.98,2974.63,1440.0,960.0,2160.0,360.0,3984.18,3727.01,3075.17,583.1,5075.4,4219.2,4721.29,2461.71,1817.15,37558.85,3611.14,8.77
EK8482,2024-12-09,DXB,AMM,DXB-AMM,Airbus A350-900,325,268,0.8266,3.2,Peak,Short Haul,Medium,86264.17,9482.81,95746.99,17439.3,7680.0,4160.0,11200.0,2080.0,2982.85,4234.0,5477.49,2222.9,16445.02,7179.33,18346.21,4721.61,3212.26,107380.96,-11633.97,-12.15
EK8217,2024-11-25,DXB,CDG,DXB-CDG,Boeing 787-9,296,266,0.901,7.5,Shoulder,Long Haul,High,625939.76,,719765.74,40334.9,16500.0,9000.0,24000.0,4500.0,11617.74,5551.85,4937.65,5440.55,114458.42,5731.6,39706.49,25007.1,3173.64,309959.93,409805.81,56.94
EK7679,2024-11-11,DXB,MCT,DXB-MCT,Airbus A320,180,167,0.9323,1.2,Shoulder,Short Haul,High,51609.34,7338.49,58947.84,2694.6,1380.0,936.0,2040.0,336.0,2040.1,3987.18,3162.2,687.69,7087.03,2616.23,5308.46,2419.58,1600.12,36295.2,22652.64,38.43
EK7865,2024-11-18,DXB,DEL,DXB-DEL,Boeing 787-9,296,271,0.9165,3.5,Shoulder,Medium Haul,High,212175.94,21749.74,233925.68,20500.45,7700.0,4200.0,11200.0,2100.0,6684.6,6161.44,4673.94,2642.99,39097.29,8065.44,21118.38,10663.28,2232.87,147040.67,86885.01,37.14
EK8686,2024-12-14,DXB,CMB,DXB-CMB,Boeing 787-9,296,228,0.7729,4.5,Peak,Medium Haul,Medium,191429.03,25365.48,216794.51,22323.38,9900.0,5400.0,14400.0,2700.0,2163.42,5684.35,2024.06,2830.12,31202.48,5829.33,21160.94,9588.46,2386.23,137592.78,79201.73,36.53
EK6000,2024-08-14,DXB,KHI,DXB-KHI,Airbus A320,180,117,0.6542,2.5,Low,Medium Haul,Medium,45849.37,5198.49,51047.86,6523.68,2875.0,1950.0,4250.0,700.0,3754.5,4084.42,4475.5,1820.04,7885.96,2886.27,7872.79,2731.22,986.97,52796.35,-1748.49,-3.43
EK6853,2024-09-28,DXB,KUL,DXB-KUL,Boeing 777-300ER,396,291,0.7352,7.5,Normal,Long Haul,Medium,292996.71,39112.37,332109.08,58403.96,26250.0,11250.0,33750.0,6000.0,3957.86,6288.24,4178.35,5853.54,41092.64,7957.9,51320.32,16322.49,3607.11,276232.41,55876.67,16.82
EK2279,2024-02-10,DXB,FRA,DXB-FRA,Airbus A380,517,491,0.95,6.5,Peak,Long Haul,High,792383.39,115271.57,907654.96,84471.35,32500.0,13000.0,39000.0,6500.0,9632.72,15081.31,3059.86,3308.8,135919.26,13060.97,58419.47,35040.59,4750.91,453745.24,453909.72,50.01
EK8118,2024-11-11,DXB,SIN,DXB-SIN,Boeing 777-300ER,396,362,0.9164,7.5,Shoulder,Long Haul,High,378831.48,51285.77,430117.25,62129.57,26250.0,11250.0,33750.0,6000.0,6059.95,11212.13,2740.81,5645.36,68176.62,6012.14,44385.85,15238.27,4449.0,303299.71,126817.54,29.48
EK8809,2024-12-30,DXB,HKG,DXB-HKG,Boeing 787-9,296,277,0.9385,8.5,Peak,Long Haul,High,305334.91,31207.19,336542.1,49625.19,18700.0,10200.0,27200.0,5100.0,4184.79,7520.5,,4061.54,42929.93,4169.73,36580.48,15059.01,3986.53,232076.56,104465.54,31.04
EK2555,2024-03-09,DXB,DEL,DXB-DEL,Airbus A350-900,325,307,0.9462,3.5,Shoulder,Medium Haul,High,202889.71,22124.97,225014.68,21787.25,8400.0,4550.0,12250.0,2275.0,6155.06,4537.83,5315.97,2741.74,29871.06,8548.71,19028.74,7864.49,3649.98,136975.84,88038.85,39.13
EK8212,2024-11-20,DXB,CDG,DXB-CDG,Boeing 787-9,296,254,0.8584,7.5,Shoulder,Long Haul,High,312468.61,36636.8,349105.41,43180.98,16500.0,9000.0,24000.0,4500.0,10393.2,,4845.26,5231.58,49994.46,5776.28,33242.18,19859.05,2745.16,237079.81,112025.59,32.09
EK4190,2024-05-01,DXB,BKK,DXB-BKK,Airbus A350-900,325,244,0.7512,6.5,Normal,Long Haul,Medium,280049.68,40256.47,320306.15,36596.63,15600.0,8450.0,22750.0,4225.0,3246.06,5031.73,5739.0,2734.63,47515.52,4213.9,31352.36,9751.17,2433.33,199639.33,120666.82,37.67
EK5566,2024-07-10,DXB,FRA,DXB-FRA,Boeing 787-9,296,222,0.7519,6.5,Low,Long Haul,High,432867.07,,479460.55,37385.17,14300.0,7800.0,20800.0,3900.0,8192.49,5824.42,5160.14,4763.09,76196.69,4234.85,26473.08,20612.22,1952.09,237594.24,241866.31,50.45
EK5802,2024-08-20,DXB,CAI,DXB-CAI,Airbus A350-900,325,199,0.6134,3.5,Low,Short Haul,Medium,39327.45,5064.21,44391.66,22803.79,8400.0,4550.0,12250.0,2275.0,4084.74,5058.41,5245.62,2674.5,5445.91,3456.08,21032.03,2058.13,1594.7,100928.89,-56537.23,-127.36
EK8477,2024-12-27,DXB,AMM,DXB-AMM,Boeing 787-9,296,258,0.8742,3.2,Peak,Short Haul,Medium,87043.99,11006.95,98050.94,19171.46,7040.0,3840.0,10240.0,1920.0,2759.35,5437.41,2761.89,2499.01,11877.05,4683.4,18083.12,4320.87,2983.83,97617.39,433.54,0.44
EK5841,2024-08-15,DXB,BOM,DXB-BOM,Airbus A350-900,325,245,0.7569,3.2,Low,Medium Haul,High,174687.78,21932.65,196620.43,18193.55,7680.0,4160.0,11200.0,2080.0,4105.11,5895.65,3919.53,2345.39,31332.87,4759.61,15755.47,9846.17,2744.77,124018.12,72602.31,36.93
EK4594,2024-06-05,DXB,LHR,DXB-LHR,Airbus A380,517,387,0.75,7.0,Low,Medium Haul,High,177952.59,24192.01,202144.6,80913.17,35000.0,14000.0,42000.0,7000.0,9206.78,6898.63,4356.83,4723.81,25870.41,6083.35,50710.02,8389.78,3156.74,298309.52,-96164.93,-47.57
EK7035,2024-10-24,DXB,KWI,DXB-KWI,Boeing 737-800,189,150,0.7976,2.0,Shoulder,Short Haul,High,52081.42,6849.63,58931.04,4536.26,2400.0,1600.0,3600.0,600.0,3762.78,3528.37,5764.79,1101.35,7515.54,3855.32,7226.93,3017.29,2055.76,50564.38,8366.66,14.2
EK2920,2024-03-21,DXB,FRA,DXB-FRA,Airbus A380,517,413,0.7995,6.5,Shoulder,Long Haul,High,744328.98,79685.95,824014.93,84440.45,32500.0,13000.0,39000.0,6500.0,9918.13,12647.71,3243.76,2975.98,145944.94,9615.85,62490.65,47553.03,4277.95,474108.45,349906.48,42.46
EK1513,2024-01-30,DXB,HKG,DXB-HKG,Boeing 787-9,296,260,0.8812,8.5,Peak,Long Haul,High,602029.72,79140.29,681170.01,48326.95,18700.0,10200.0,27200.0,5100.0,4814.16,7963.85,5573.16,3644.68,96435.73,5491.31,38959.11,24221.81,3408.56,300039.33,381130.68,55.95
EK5177,2024-07-26,DXB,BOM,DXB-BOM,Boeing 787-9,296,225,0.7631,3.2,Low,Medium Haul,High,157852.44,23592.5,181444.94,17012.27,7040.0,3840.0,10240.0,1920.0,5937.84,5534.79,4089.26,1365.65,27180.97,6417.59,14668.59,10284.32,3282.8,118814.07,62630.87,34.52
EK2308,2024-02-03,DXB,SFO,DXB-SFO,Airbus A350-900,325,252,0.7759,16.5,Peak,Long Haul,Medium,308134.76,43013.77,351148.53,93356.34,39600.0,21450.0,57750.0,10725.0,4316.88,6502.77,3918.39,11657.53,50780.5,3964.54,74337.55,15126.36,3240.49,396726.35,-45577.82,-12.98
EK6667,2024-09-06,DXB,KHI,DXB-KHI,Boeing 737-800,189,149,0.7893,2.5,Normal,Medium Haul,Medium,82501.33,11412.58,93913.91,6807.18,3000.0,2000.0,4500.0,750.0,4291.56,1863.33,4419.42,1760.52,11621.53,2619.0,9099.91,3234.14,1604.36,57570.94,36342.97,38.7
EK1914,2024-02-14,DXB,IST,DXB-IST,Boeing 777-300ER,396,356,0.9007,5.0,Peak,Medium Haul,High,251278.18,32201.81,283479.98,42126.81,17500.0,7500.0,22500.0,4000.0,4764.98,8201.73,4843.87,2791.29,34037.85,7587.42,34113.91,11133.85,4506.13,205607.83,77872.16,27.47
EK4452,2024-06-25,DXB,JED,DXB-JED,Airbus A320,180,125,0.6951,3.0,Low,Short Haul,Medium,34140.46,4926.83,39067.3,6497.13,3450.0,2340.0,5100.0,840.0,3610.59,3304.8,5052.86,1466.09,6698.61,2824.6,8791.66,1181.52,1576.39,52734.24,-13666.94,-34.98
EK4695,2024-06-26,DXB,LHE,DXB-LHE,Boeing 787-9,296,207,0.7023,3.5,Low,Medium Haul,Medium,125576.09,15350.35,140926.43,20290.89,7700.0,4200.0,11200.0,2100.0,3966.34,2688.23,3570.53,2259.29,23781.45,4739.66,15494.94,5956.57,1896.31,109844.21,31082.22,22.06
EK5242,2024-07-14,DXB,LHR,DXB-LHR,Boeing 777-300ER,396,309,0.7822,7.0,Low,Medium Haul,High,143035.72,17937.04,160972.76,60371.94,24500.0,10500.0,31500.0,5600.0,8903.25,6018.83,5716.5,4842.23,20787.37,8706.51,53476.6,8143.52,3679.06,252745.8,-91773.04,-57.01
EK4156,2024-05-16,DXB,HKG,DXB-HKG,Airbus A380,517,454,0.8788,8.5,Normal,Long Haul,High,769397.07,98432.77,867829.84,92321.34,42500.0,17000.0,51000.0,8500.0,6635.77,8195.17,2460.17,4795.06,105536.12,13618.25,75947.59,43715.77,6644.5,478869.74,388960.1,44.82
EK3198,2024-04-08,DXB,BOM,DXB-BOM,Airbus A350-900,325,282,0.868,3.2,Shoulder,Medium Haul,High,234305.64,24490.42,258796.05,17413.41,7680.0,4160.0,11200.0,2080.0,6073.72,6309.33,2838.82,2024.35,43187.24,7169.53,15835.16,10147.78,2593.65,138712.98,120083.07,46.4
EK1774,2024-02-18,DXB,BAH,DXB-BAH,Boeing 737-800,189,178,0.9422,1.3,Peak,Short Haul,High,47307.88,5192.68,52500.56,3056.73,1560.0,1040.0,2340.0,390.0,2696.34,5973.07,5816.77,699.27,7289.81,4578.83,6109.92,3088.63,1559.46,46198.83,6301.73,12.0
EK5425,2024-07-14,DXB,SYD,DXB-SYD,Airbus A380,517,373,0.7224,14.5,Low,Long Haul,High,427969.18,54309.75,482278.93,188806.51,72500.0,29000.0,87000.0,14500.0,9047.66,6675.36,4333.15,7158.97,79443.97,8881.56,111244.11,17888.23,3967.97,640447.5,-158168.57,-32.8
EK7150,2024-10-09,DXB,AMM,DXB-AMM,Boeing 787-9,296,228,0.7733,3.2,Shoulder,Short Haul,Medium,46603.78,6954.35,53558.13,17147.32,7040.0,3840.0,10240.0,1920.0,2027.12,3281.78,3844.88,1365.9,9294.14,6376.77,16591.61,2551.84,1899.3,87420.65,-33862.52,-63.23
EK7097,2024-10-19,DXB,RUH,DXB-RUH,Boeing 737-800,189,132,0.7029,2.2,Shoulder,Short Haul,Medium,27997.97,3914.16,31912.13,5171.28,2640.0,1760.0,3960.0,660.0,4453.13,2102.93,2305.73,1736.62,5567.65,2128.82,7859.91,1786.1,1659.56,43791.73,-11879.6,-37.23
EK1943,2024-02-12,DXB,LHR,DXB-LHR,Airbus A380,517,490,0.948,7.0,Peak,Medium Haul,High,366890.41,46112.39,413002.8,78945.93,35000.0,14000.0,42000.0,7000.0,10412.14,6104.3,2877.36,4886.35,60265.14,10362.19,63565.0,21140.34,4133.99,360692.73,52310.06,12.67
EK1822,2024-02-29,DXB,CAI,DXB-CAI,Airbus A350-900,325,281,0.8668,3.5,Peak,Short Haul,Medium,64879.08,8722.62,73601.7,21064.63,8400.0,4550.0,12250.0,2275.0,3772.93,5240.49,4273.85,1493.79,9335.37,6788.45,20446.24,4024.27,2767.51,106682.53,-33080.84,-44.95
EK6005,2024-08-01,DXB,KHI,DXB-KHI,Airbus A320,180,126,0.7015,2.5,Low,Medium Haul,Medium,50975.81,5098.75,56074.56,6528.28,2875.0,1950.0,4250.0,700.0,4221.96,4382.4,2015.32,1546.88,7597.62,3030.28,8955.8,1931.48,1053.3,51038.33,5036.23,8.98
EK5277,2024-07-01,DXB,BLR,DXB-BLR,Airbus A350-900,325,198,0.6121,4.5,Low,Medium Haul,Medium,108986.18,13862.19,122848.37,27248.4,10800.0,5850.0,15750.0,2925.0,2321.48,2997.75,,3586.7,21966.18,4495.98,20860.66,6087.7,2798.83,132900.34,-10051.97,-8.18
EK1164,2024-01-06,DXB,CAI,DXB-CAI,Airbus A350-900,325,258,0.7958,3.5,Peak,Short Haul,Medium,39466.95,5118.95,44585.9,19645.85,8400.0,4550.0,12250.0,2275.0,4611.44,6578.55,3399.04,2364.39,5787.73,7331.68,20049.3,1718.88,2762.14,101724.0,-57138.11,-128.15
