Category,AWB Number,Dispatch Date,Delivered Date,Courier Partner,Tracking Link,Type of Return,Suborder Number Masked
"Cups, Mugs & Saucers",M00728903230,2024-11-23,2024-12-16,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903230&searchBy=referenceNumber,Courier Return (RTO),9041742620223****
"Cups, Mugs & Saucers",M00747473744,2024-12-03,2024-12-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00747473744&searchBy=referenceNumber,Courier Return (RTO),9474596291664****
"Cups, Mugs & Saucers",M00742160950,2024-11-30,2024-12-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00742160950&searchBy=referenceNumber,Courier Return (RTO),9391096946206****
"Cups, Mugs & Saucers",M00740324981,2024-11-29,2024-12-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324981&searchBy=referenceNumber,Courier Return (RTO),9369353207024****
"Cups, Mugs & Saucers",M00742160974,2024-11-30,2024-12-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00742160974&searchBy=referenceNumber,Courier Return (RTO),9387452041923****
"Cups, Mugs & Saucers",M00744630782,2024-12-02,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630782&searchBy=referenceNumber,Courier Return (RTO),9426326007468****
Jars & Containers,M00744630790,2024-12-02,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00744630790&searchBy=referenceNumber,Courier Return (RTO),9415515533977****
"Cups, Mugs & Saucers",M00740324983,2024-11-29,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324983&searchBy=referenceNumber,Courier Return (RTO),9375642665697****
"Cups, Mugs & Saucers",M00742160929,2024-11-30,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00742160929&searchBy=referenceNumber,Courier Return (RTO),9413076403175****
"Cups, Mugs & Saucers",M00740324991,2024-11-29,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324991&searchBy=referenceNumber,Courier Return (RTO),9359007936915****
"Cups, Mugs & Saucers",M00740324994,2024-11-29,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324994&searchBy=referenceNumber,Courier Return (RTO),9354312372483****
"Cups, Mugs & Saucers",M00736400602,2024-11-27,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00736400602&searchBy=referenceNumber,Courier Return (RTO),9237373025704****
"Cups, Mugs & Saucers",M00728903201,2024-11-23,2024-12-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903201&searchBy=referenceNumber,Courier Return (RTO),9047052446034****
"Cups, Mugs & Saucers",M00740324962,2024-11-29,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324962&searchBy=referenceNumber,Courier Return (RTO),9360031729313****
Jars & Containers,M00740324949,2024-11-29,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324949&searchBy=referenceNumber,Courier Return (RTO),9359832909955****
"Cups, Mugs & Saucers",M00740324947,2024-11-29,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00740324947&searchBy=referenceNumber,Courier Return (RTO),9358054399350****
Jars & Containers,M00739105144,2024-11-28,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00739105144&searchBy=referenceNumber,Courier Return (RTO),9282439897760****
"Cups, Mugs & Saucers",M00731778016,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778016&searchBy=referenceNumber,Courier Return (RTO),9104163978727****
"Cups, Mugs & Saucers",M00731778028,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778028&searchBy=referenceNumber,Courier Return (RTO),9104302299044****
"Cups, Mugs & Saucers",M00731778009,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778009&searchBy=referenceNumber,Courier Return (RTO),9095891103753****
Jars & Containers,M00734128329,2024-11-26,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00734128329&searchBy=referenceNumber,Courier Return (RTO),9151556045429****
"Cups, Mugs & Saucers",M00730658192,2024-11-24,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658192&searchBy=referenceNumber,Courier Return (RTO),9072700199338****
Water Glasses,M00731778029,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778029&searchBy=referenceNumber,Courier Return (RTO),9100250527436****
"Cups, Mugs & Saucers",M00731778048,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778048&searchBy=referenceNumber,Courier Return (RTO),9114396396070****
"Cups, Mugs & Saucers",M00730658205,2024-11-24,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658205&searchBy=referenceNumber,Courier Return (RTO),9064749647839****
"Cups, Mugs & Saucers",M00731778045,2024-11-25,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778045&searchBy=referenceNumber,Courier Return (RTO),9108471607509****
"Cups, Mugs & Saucers",M00730658162,2024-11-24,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658162&searchBy=referenceNumber,Courier Return (RTO),9075446650045****
"Cups, Mugs & Saucers",M00724923442,2024-11-21,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00724923442&searchBy=referenceNumber,Courier Return (RTO),9006674738652****
"Cups, Mugs & Saucers",M00724923435,2024-11-21,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00724923435&searchBy=referenceNumber,Courier Return (RTO),8994296826286****
"Cups, Mugs & Saucers",M00726559192,2024-11-22,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559192&searchBy=referenceNumber,Courier Return (RTO),9034614909904****
"Cups, Mugs & Saucers",M00730658156,2024-11-24,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658156&searchBy=referenceNumber,Courier Return (RTO),9077601417207****
"Cups, Mugs & Saucers",M00726559213,2024-11-22,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559213&searchBy=referenceNumber,Courier Return (RTO),8999650954365****
"Cups, Mugs & Saucers",M00728903222,2024-11-23,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903222&searchBy=referenceNumber,Courier Return (RTO),9041978847215****
"Cups, Mugs & Saucers",M00712971871,2024-11-15,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00712971871&searchBy=referenceNumber,Courier Return (RTO),8822871587619****
"Cups, Mugs & Saucers",M00709071027,2024-11-13,2024-12-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709071027&searchBy=referenceNumber,Courier Return (RTO),8736207886791****
"Cups, Mugs & Saucers",M00726559215,2024-11-22,2024-12-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559215&searchBy=referenceNumber,Courier Return (RTO),8964929929972****
"Cups, Mugs & Saucers",M00728903220,2024-11-23,2024-12-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903220&searchBy=referenceNumber,Courier Return (RTO),9039716582228****
"Cups, Mugs & Saucers",M00728903216,2024-11-23,2024-12-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903216&searchBy=referenceNumber,Courier Return (RTO),9025225014879****
"Cups, Mugs & Saucers",M00724923425,2024-11-21,2024-12-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00724923425&searchBy=referenceNumber,Courier Return (RTO),8951112158484****
Jars & Containers,M00736400599,2024-11-27,2024-12-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00736400599&searchBy=referenceNumber,Courier Return (RTO),9243614130048****
Jars & Containers,M00736400598,2024-11-27,2024-12-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00736400598&searchBy=referenceNumber,Courier Return (RTO),9250236649173****
"Cups, Mugs & Saucers",M00726559202,2024-11-22,2024-12-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559202&searchBy=referenceNumber,Courier Return (RTO),9042948169744****
"Cups, Mugs & Saucers",M00728903209,2024-11-23,2024-12-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00728903209&searchBy=referenceNumber,Courier Return (RTO),9041383288763****
"Cups, Mugs & Saucers",M00720455813,2024-11-19,2024-12-06,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00720455813&searchBy=referenceNumber,Courier Return (RTO),8931584307625****
"Cups, Mugs & Saucers",M00730658152,2024-11-24,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658152&searchBy=referenceNumber,Courier Return (RTO),9072084385244****
"Cups, Mugs & Saucers",M00731778008,2024-11-25,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778008&searchBy=referenceNumber,Courier Return (RTO),9099097404303****
"Cups, Mugs & Saucers",M00731778015,2024-11-25,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778015&searchBy=referenceNumber,Courier Return (RTO),9106316271580****
"Cups, Mugs & Saucers",M00731778012,2024-11-25,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00731778012&searchBy=referenceNumber,Courier Return (RTO),9104856194076****
Jars & Containers,M00730658208,2024-11-24,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658208&searchBy=referenceNumber,Courier Return (RTO),9083826715941****
"Cups, Mugs & Saucers",M00724923440,2024-11-21,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00724923440&searchBy=referenceNumber,Courier Return (RTO),9000873673483****
"Cups, Mugs & Saucers",M00717954259,2024-11-18,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00717954259&searchBy=referenceNumber,Courier Return (RTO),8892236451244****
"Cups, Mugs & Saucers",M00726559222,2024-11-22,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559222&searchBy=referenceNumber,Courier Return (RTO),9003851361370****
"Cups, Mugs & Saucers",M00710930169,2024-11-14,2024-12-05,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00710930169&searchBy=referenceNumber,Courier Return (RTO),8774032648478****
"Cups, Mugs & Saucers",M00730658184,2024-11-24,2024-12-04,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00730658184&searchBy=referenceNumber,Courier Return (RTO),9071090284445****
"Cups, Mugs & Saucers",M00717954269,2024-11-18,2024-12-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00717954269&searchBy=referenceNumber,Courier Return (RTO),8887699024970****
"Cups, Mugs & Saucers",M00726559214,2024-11-22,2024-12-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00726559214&searchBy=referenceNumber,Courier Return (RTO),8994468998957****
"Cups, Mugs & Saucers",M00708353404,2024-11-12,2024-12-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353404&searchBy=referenceNumber,Courier Return (RTO),8699821290907****
"Cups, Mugs & Saucers",M00706123014,2024-11-11,2024-12-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706123014&searchBy=referenceNumber,Courier Return (RTO),8671454276367****
"Cups, Mugs & Saucers",M00702103652,2024-11-09,2024-12-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103652&searchBy=referenceNumber,Courier Return (RTO),8629018974500****
"Cups, Mugs & Saucers",M00720455805,2024-11-19,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00720455805&searchBy=referenceNumber,Courier Return (RTO),8924463226539****
"Cups, Mugs & Saucers",M00720455829,2024-11-19,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00720455829&searchBy=referenceNumber,Courier Return (RTO),8938207258574****
"Cups, Mugs & Saucers",M00717954262,2024-11-18,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00717954262&searchBy=referenceNumber,Courier Return (RTO),8895285123085****
"Cups, Mugs & Saucers",M00717954256,2024-11-18,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00717954256&searchBy=referenceNumber,Courier Return (RTO),8905181371143****
"Cups, Mugs & Saucers",M00712971858,2024-11-15,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00712971858&searchBy=referenceNumber,Courier Return (RTO),8819864104729****
"Cups, Mugs & Saucers",M00699948937,2024-11-08,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948937&searchBy=referenceNumber,Courier Return (RTO),8449137404096****
"Cups, Mugs & Saucers",M00701747640,2024-11-09,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747640&searchBy=referenceNumber,Courier Return (RTO),8581495594536****
"Cups, Mugs & Saucers",M00679512187,2024-10-28,2024-12-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00679512187&searchBy=referenceNumber,Courier Return (RTO),8117172399890****
"Cups, Mugs & Saucers",M00720455834,2024-11-19,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00720455834&searchBy=referenceNumber,Courier Return (RTO),8922353756431****
"Cups, Mugs & Saucers",M00706123017,2024-11-11,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706123017&searchBy=referenceNumber,Courier Return (RTO),8682526136385****
"Cups, Mugs & Saucers",M00714911277,2024-11-16,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00714911277&searchBy=referenceNumber,Courier Return (RTO),8847339361993****
"Cups, Mugs & Saucers",M00714911271,2024-11-16,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00714911271&searchBy=referenceNumber,Courier Return (RTO),8849314758381****
Jars & Containers,M00709070995,2024-11-13,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709070995&searchBy=referenceNumber,Courier Return (RTO),8744126565809****
"Cups, Mugs & Saucers",M00708353365,2024-11-12,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353365&searchBy=referenceNumber,Courier Return (RTO),8709076553682****
"Cups, Mugs & Saucers",M00696711743,2024-11-06,2024-11-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00696711743&searchBy=referenceNumber,Courier Return (RTO),8531276142631****
"Cups, Mugs & Saucers",M00717954264,2024-11-18,2024-11-29,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00717954264&searchBy=referenceNumber,Courier Return (RTO),8892424319840****
"Cups, Mugs & Saucers",M00701747638,2024-11-09,2024-11-29,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747638&searchBy=referenceNumber,Courier Return (RTO),8566205459478****
"Cups, Mugs & Saucers",M00701747636,2024-11-09,2024-11-29,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747636&searchBy=referenceNumber,Courier Return (RTO),8573657848807****
"Cups, Mugs & Saucers",M00708353402,2024-11-12,2024-11-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353402&searchBy=referenceNumber,Courier Return (RTO),8690288206768****
"Cups, Mugs & Saucers",M00714911273,2024-11-16,2024-11-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00714911273&searchBy=referenceNumber,Courier Return (RTO),8866107641795****
"Cups, Mugs & Saucers",M00689448092,2024-11-02,2024-11-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00689448092&searchBy=referenceNumber,Courier Return (RTO),8317709677204****
"Cups, Mugs & Saucers",M00699948927,2024-11-08,2024-11-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948927&searchBy=referenceNumber,Courier Return (RTO),8483396355005****
"Cups, Mugs & Saucers",M00698148259,2024-11-07,2024-11-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148259&searchBy=referenceNumber,Courier Return (RTO),8351874683254****
"Cups, Mugs & Saucers",M00706122989,2024-11-11,2024-11-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706122989&searchBy=referenceNumber,Courier Return (RTO),8667348277566****
"Cups, Mugs & Saucers",M00709070989,2024-11-13,2024-11-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709070989&searchBy=referenceNumber,Courier Return (RTO),8733931639734****
"Cups, Mugs & Saucers",M00702103649,2024-11-09,2024-11-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103649&searchBy=referenceNumber,Courier Return (RTO),8642320769502****
"Cups, Mugs & Saucers",M00706122943,2024-11-11,2024-11-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706122943&searchBy=referenceNumber,Courier Return (RTO),8680528665246****
Jars & Containers,M00710930198,2024-11-14,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00710930198&searchBy=referenceNumber,Courier Return (RTO),8793919393862****
"Cups, Mugs & Saucers",M00712971855,2024-11-15,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00712971855&searchBy=referenceNumber,Courier Return (RTO),8806988350293****
"Cups, Mugs & Saucers",M00712971865,2024-11-15,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00712971865&searchBy=referenceNumber,Courier Return (RTO),8813708402962****
"Cups, Mugs & Saucers",M00702103642,2024-11-09,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103642&searchBy=referenceNumber,Courier Return (RTO),8645702241903****
"Cups, Mugs & Saucers",M00709070973,2024-11-13,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709070973&searchBy=referenceNumber,Courier Return (RTO),8732802968478****
"Cups, Mugs & Saucers",M00708353359,2024-11-12,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353359&searchBy=referenceNumber,Courier Return (RTO),8706856568554****
"Cups, Mugs & Saucers",M00695113101,2024-11-05,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00695113101&searchBy=referenceNumber,Courier Return (RTO),8445364656996****
"Cups, Mugs & Saucers",M00706123012,2024-11-11,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706123012&searchBy=referenceNumber,Courier Return (RTO),8667023077611****
"Cups, Mugs & Saucers",M00708353407,2024-11-12,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353407&searchBy=referenceNumber,Courier Return (RTO),8708990305930****
"Cups, Mugs & Saucers",M00698148268,2024-11-07,2024-11-26,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148268&searchBy=referenceNumber,Courier Return (RTO),8344362823342****
"Cups, Mugs & Saucers",M00708353358,2024-11-12,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353358&searchBy=referenceNumber,Courier Return (RTO),8703957784769****
"Cups, Mugs & Saucers",M00708353360,2024-11-12,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00708353360&searchBy=referenceNumber,Courier Return (RTO),8706230369872****
"Cups, Mugs & Saucers",M00701747627,2024-11-09,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747627&searchBy=referenceNumber,Courier Return (RTO),8575183445242****
"Cups, Mugs & Saucers",M00701747646,2024-11-09,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747646&searchBy=referenceNumber,Courier Return (RTO),8552807983290****
"Cups, Mugs & Saucers",M00698148278,2024-11-07,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148278&searchBy=referenceNumber,Courier Return (RTO),8381378849246****
"Cups, Mugs & Saucers",M00698148278,2024-11-07,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148278&searchBy=referenceNumber,Courier Return (RTO),8381457572942****
"Cups, Mugs & Saucers",M00689222766,2024-11-02,2024-11-25,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00689222766&searchBy=referenceNumber,Courier Return (RTO),8263751522817****
"Cups, Mugs & Saucers",M00709070968,2024-11-13,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709070968&searchBy=referenceNumber,Courier Return (RTO),8745791431218****
"Cups, Mugs & Saucers",M00714911265,2024-11-16,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00714911265&searchBy=referenceNumber,Courier Return (RTO),8857797749126****
"Cups, Mugs & Saucers",M00701747625,2024-11-09,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747625&searchBy=referenceNumber,Courier Return (RTO),8596739110011****
"Cups, Mugs & Saucers",M00698148254,2024-11-07,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148254&searchBy=referenceNumber,Courier Return (RTO),8378604596491****
"Cups, Mugs & Saucers",M00701747624,2024-11-09,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747624&searchBy=referenceNumber,Courier Return (RTO),8595245042676****
"Cups, Mugs & Saucers",M00701747620,2024-11-09,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747620&searchBy=referenceNumber,Courier Return (RTO),8604319153231****
"Cups, Mugs & Saucers",M00696711749,2024-11-06,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00696711749&searchBy=referenceNumber,Courier Return (RTO),8521211250421****
"Cups, Mugs & Saucers",M00699948954,2024-11-08,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948954&searchBy=referenceNumber,Courier Return (RTO),8483771752296****
"Cups, Mugs & Saucers",M00699948947,2024-11-08,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948947&searchBy=referenceNumber,Courier Return (RTO),8466181745383****
"Cups, Mugs & Saucers",M00693054377,2024-11-04,2024-11-23,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00693054377&searchBy=referenceNumber,Courier Return (RTO),8415854040678****
"Cups, Mugs & Saucers",M00709071026,2024-11-13,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00709071026&searchBy=referenceNumber,Courier Return (RTO),8732815813243****
Jars & Containers,M00699948933,2024-11-08,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948933&searchBy=referenceNumber,Courier Return (RTO),8451355668290****
"Cups, Mugs & Saucers",M00706122985,2024-11-11,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00706122985&searchBy=referenceNumber,Courier Return (RTO),8667301196876****
"Cups, Mugs & Saucers",M00699948905,2024-11-08,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948905&searchBy=referenceNumber,Courier Return (RTO),8486553266278****
"Cups, Mugs & Saucers",M00698163113,2024-11-07,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698163113&searchBy=referenceNumber,Courier Return (RTO),8409812664228****
"Cups, Mugs & Saucers",M00699948910,2024-11-08,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948910&searchBy=referenceNumber,Courier Return (RTO),8484390682856****
"Cups, Mugs & Saucers",M00698148269,2024-11-07,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148269&searchBy=referenceNumber,Courier Return (RTO),8383790623122****
Jars & Containers,M00699948940,2024-11-08,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948940&searchBy=referenceNumber,Courier Return (RTO),8484574610869****
"Cups, Mugs & Saucers",M00699948924,2024-11-08,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948924&searchBy=referenceNumber,Courier Return (RTO),8468485183608****
"Cups, Mugs & Saucers",M00698148277,2024-11-07,2024-11-22,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00698148277&searchBy=referenceNumber,Courier Return (RTO),8339570700031****
"Cups, Mugs & Saucers",M00701747633,2024-11-09,2024-11-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00701747633&searchBy=referenceNumber,Courier Return (RTO),8602737122962****
"Cups, Mugs & Saucers",M00699948925,2024-11-08,2024-11-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948925&searchBy=referenceNumber,Courier Return (RTO),8424644922849****
"Cups, Mugs & Saucers",M00687584842,2024-10-31,2024-11-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00687584842&searchBy=referenceNumber,Courier Return (RTO),8212240658959****
"Cups, Mugs & Saucers",M00685280878,2024-10-30,2024-11-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00685280878&searchBy=referenceNumber,Courier Return (RTO),8234083524456****
"Cups, Mugs & Saucers",M00702103641,2024-11-09,2024-11-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103641&searchBy=referenceNumber,Courier Return (RTO),8637166335676****
"Cups, Mugs & Saucers",M00699948948,2024-11-08,2024-11-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948948&searchBy=referenceNumber,Courier Return (RTO),8469980606018****
"Cups, Mugs & Saucers",M00699948906,2024-11-08,2024-11-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948906&searchBy=referenceNumber,Courier Return (RTO),8458552376452****
"Cups, Mugs & Saucers",M00702103646,2024-11-09,2024-11-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103646&searchBy=referenceNumber,Courier Return (RTO),8628799630894****
"Cups, Mugs & Saucers",M00693054340,2024-11-04,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00693054340&searchBy=referenceNumber,Courier Return (RTO),8381938483030****
Jars & Containers,M00702103657,2024-11-09,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00702103657&searchBy=referenceNumber,Courier Return (RTO),8649815810582****
"Cups, Mugs & Saucers",M00699948944,2024-11-08,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948944&searchBy=referenceNumber,Courier Return (RTO),8452074391784****
"Cups, Mugs & Saucers",M00693054375,2024-11-04,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00693054375&searchBy=referenceNumber,Courier Return (RTO),8411949014096****
"Cups, Mugs & Saucers",M00699948920,2024-11-08,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00699948920&searchBy=referenceNumber,Courier Return (RTO),8405711546863****
"Cups, Mugs & Saucers",M00695113060,2024-11-05,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00695113060&searchBy=referenceNumber,Courier Return (RTO),8469454377922****
"Cups, Mugs & Saucers",M00687584844,2024-10-31,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00687584844&searchBy=referenceNumber,Courier Return (RTO),8192856251012****
"Cups, Mugs & Saucers",M00693054326,2024-11-04,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00693054326&searchBy=referenceNumber,Courier Return (RTO),8356916879648****
Jars & Containers,M00679512202,2024-10-28,2024-11-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00679512202&searchBy=referenceNumber,Courier Return (RTO),8076265433700****
